id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,fade
event_ce_01_03_s_11,40008,event_ce_01_03_s,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_03_s_11,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,,12,12,1.0,,,,,,,,,,
event_ce_01_03_s_12,40008,event_ce_01_03_s,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_03_s_12,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,,12,12,1.0,,,,,,,,,,
event_ce_01_03_s_13,40008,event_ce_01_03_s,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_03_s_13,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,good,,15,idle,,17,sad,,12,130,2.0,,,,,,,,,,
event_ce_01_03_s_14,40008,event_ce_01_03_s,Narration,,Narration,Locale_SubScenario:event_ce_01_03_s_14,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,good,,15,idle,,17,sad,,130,130,1.0,,,,,,,,,,
event_ce_01_03_s_15,40008,event_ce_01_03_s,Narration,,Narration,Locale_SubScenario:event_ce_01_03_s_15,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,,black,black,1.0,,sfx_scn_successsignal,,,,,,,,
event_ce_01_03_s_16,40008,event_ce_01_03_s,Narration,,Narration,Locale_SubScenario:event_ce_01_03_s_16,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,,black,black,1.0,,,,,,,,,,
event_ce_01_03_s_17,40008,event_ce_01_03_s,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_03_s_17,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,surprise,,15,idle,,17,sad,,130,130,1.0,,,,,,,,,,
event_ce_01_03_s_18,40008,event_ce_01_03_s,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_03_s_18,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,surprise,,15,idle,,17,sad,,30,30,1.0,,,,,,,,,,
event_ce_01_03_s_19,40008,event_ce_01_03_s,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_03_s_19,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,surprise,,15,idle,,17,sad,,30,30,1.0,,,,,,,,,,
event_ce_01_03_s_20,40008,event_ce_01_03_s,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_03_s_20,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,good,,15,idle,,17,sad,,130,130,1.0,,,,,,,,,,
event_ce_01_03_s_21,40008,event_ce_01_03_s,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_03_s_21,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,good,,15,idle,,17,sad,,16,16,2.0,,,,,,,,,,
event_ce_01_03_s_22,40008,event_ce_01_03_s,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_03_s_22,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,smile,,16,170,1.0,,,,,,,,,,
event_ce_01_03_s_23,40008,event_ce_01_03_s,Narration,,Narration,Locale_SubScenario:event_ce_01_03_s_23,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,smile,,170,170,1.0,,,,,,,,,,
event_ce_01_03_s_24,40008,event_ce_01_03_s,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_03_s_24,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,smile,,17,smile,,170,150,1.0,,,,,,,,,,
event_ce_01_03_s_25,40008,event_ce_01_03_s,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_03_s_25,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,smile,,17,sad,,10,10,1.0,,,,,,,,,,
event_ce_01_03_s_26,40008,event_ce_01_03_s,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_03_s_26,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,,10,10,1.0,,,,,,,,,,
event_ce_01_03_s_27,40008,event_ce_01_03_s,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_03_s_27,False,,7,idle,,5,idle,,3,idle,,1,think,,13,idle,,15,idle,,17,sad,,10,10,1.0,,,,,,,,,,
event_ce_01_03_s_28,40008,event_ce_01_03_s,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_03_s_28,True,,7,idle,,5,idle,,3,idle,,1,think,,13,good,,15,idle,,17,sad,,10,12,2.0,,,,,,,,,,
event_ce_01_03_s_29,40008,event_ce_01_03_s,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_03_s_29,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,good,,15,idle,,17,sad,,12,12,1.0,,,,,,,,,,
event_ce_01_03_s_30,40008,event_ce_01_03_s,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_03_s_30,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,,30,30,1.0,,,,,,,,,,
event_ce_01_03_s_31,40008,event_ce_01_03_s,Self,rapi,Self,Locale_SubScenario:event_ce_01_03_s_31,False,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,,30,30,1.0,,,,,,,,,,
event_ce_01_03_s_32,40008,event_ce_01_03_s,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_03_s_32,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,,30,30,1.0,,,,,,,,,,
event_ce_01_03_s_33,40008,event_ce_01_03_s,Narration,,Narration,Locale_SubScenario:event_ce_01_03_s_33,False,,7,idle,,3,idle,,5,idle,,13,idle,,1,idle,,15,idle,,17,sad,CityForest_02,12,12,1.0,none,,neon,anis,rapi,c_npc_2,c_3,c_npc_1,c_2,black
event_ce_01_03_s_34,40008,event_ce_01_03_s,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_03_s_34,True,neon,7,idle,anis,3,void,rapi,5,idle,c_npc_2,13,think,c_3,1,idle,c_npc_1,15,idle,c_2,17,sad,,12,12,1.0,bgm_distress,,,,,,,,,
event_ce_01_03_s_35,40008,event_ce_01_03_s,Speech,anis,anis,Locale_SubScenario:event_ce_01_03_s_35,True,,7,idle,,3,void,,5,idle,,13,think,,1,idle,,15,idle,,17,sad,,12,2,1.0,,,,,,,,,,
event_ce_01_03_s_36,40008,event_ce_01_03_s,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_03_s_36,True,,7,idle,,3,void,,5,idle,,13,idle,,1,idle,,15,idle,,17,sad,,2,2,1.0,,,,,,,,,,
event_ce_01_03_s_37,40008,event_ce_01_03_s,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_03_s_37,True,,7,idle,,3,void,,5,angry,,13,idle,,1,idle,,15,idle,,17,sad,,50,50,1.0,,,,,,,,,,
event_ce_01_03_s_38,40008,event_ce_01_03_s,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_03_s_38,True,,7,idle,,3,void,,5,angry,,13,idle,,1,surprise,,15,idle,,17,sad,,50,50,1.0,,,,,,,,,,
event_ce_01_03_s_39,40008,event_ce_01_03_s,Speech,anis,anis,Locale_SubScenario:event_ce_01_03_s_39,True,,7,idle,,3,void,,5,angry,,13,idle,,1,surprise,,15,idle,,17,sad,,50,4,1.5,,,,,,,,,,
event_ce_01_03_s_40,40008,event_ce_01_03_s,Speech,anis,anis,Locale_SubScenario:event_ce_01_03_s_40,True,,7,idle,,3,void,,5,angry,,13,idle,,1,idle,,15,idle,,17,sad,,4,4,1.0,,,,,,,,,,
event_ce_01_03_s_41,40008,event_ce_01_03_s,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_03_s_41,True,,7,idle,,3,void,,5,angry,,13,idle,,1,idle,,15,idle,,17,sad,,4,4,1.0,,,,,,,,,,
event_ce_01_03_s_42,40008,event_ce_01_03_s,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_03_s_42,True,,7,idle,,3,void,,5,angry,,13,idle,,1,idle,,15,smile,,17,sad,,15,150,0.3,,,,,,,,,,
event_ce_01_03_s_43,40008,event_ce_01_03_s,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_03_s_43,True,,7,idle,,3,void,,5,angry,,13,idle,,1,smile,,15,smile,,17,smile,,150,170,0.5,,,,,,,,,,
event_ce_01_03_s_44,40008,event_ce_01_03_s,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_03_s_44,True,,7,idle,,3,void,,5,think,,13,idle,,1,smile,,15,smile,,17,smile,,5,5,1.0,,,,,,,,,,
