id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,conversation_id,play_sound,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
event_liarsend_06_17,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_17,True,,1,L_10,0.7,bgm_story_tomboyprincess,,,,blanc,blanc,blanc,1,no,noir,13,surprise,,,,,,,,,,,,,,,,,,
event_liarsend_06_18,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_18,True,,L_10,L_10,1.0,,,,,blanc,blanc,,1,no,,13,surprise,,,,,,,,,,,,,,,,,,
event_liarsend_06_19,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_19,True,,L_10,L_130,1.0,,,,,noir,noir,,1,no,,13,shy,,,,,,,,,,,,,,,,,,
event_liarsend_06_20,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_20,True,,L_130,L_130,1.0,,,,,noir,noir,,1,no,,13,shy,,,,,,,,,,,,,,,,,,
event_liarsend_06_21,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_21,True,,L_130,113,1.0,,,,,blanc,blanc,,1,shy,,13,shy,,,,,,,,,,,,,,,,,,
event_liarsend_06_22,130004,event_liarsend_06,Narration,Locale_SubScenario:event_liarsend_06_22,False,,black,black,1.0,,,sfx_scn_dooropenfast,,blanc,,,1,shy,,13,shy,,,,,,,,,,,,,,,,,,
event_liarsend_06_23,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_23,True,,3,L_30,0.7,,,,,rupee,rupee,,1,shy,,13,idle,rupee,3,surprise,,,,,,,,,,,,,,,
event_liarsend_06_24,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_24,True,,L_30,L_30,1.0,,,,,rupee,rupee,,1,idle,,13,idle,,3,surprise,,,,,,,,,,,,,,,
event_liarsend_06_25,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_25,True,,L_30,L_300,1.0,,,,,rupee,rupee,,1,idle,,13,idle,,3,shy,,,,,,,,,,,,,,,
event_liarsend_06_26,130004,event_liarsend_06,Narration,Locale_SubScenario:event_liarsend_06_26,False,,black,black,1.0,,,sfx_scn_dooropenfast,,rupee,,,1,idle,,13,idle,,3,shy,,,,,,,,,,,,,,,
event_liarsend_06_27,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_27,True,,5,50,0.7,,,,,rosanna,rosanna,,1,idle,,13,idle,,3,idle,rosanna,5,idle,,,,,,,,,,,,
event_liarsend_06_28,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_28,True,,50,50,1.0,,,,,rosanna,rosanna,,1,idle,,13,idle,,3,idle,,5,good,,,,,,,,,,,,
event_liarsend_06_29,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_29,True,,50,500,1.0,,,,,rosanna,rosanna,,1,idle,,13,idle,,3,idle,,5,good,,,,,,,,,,,,
event_liarsend_06_30,130004,event_liarsend_06,Narration,Locale_SubScenario:event_liarsend_06_30,False,,black,black,1.0,,,sfx_scn_dooropenfast,,rosanna,,,1,idle,,13,idle,,3,idle,,5,good,,,,,,,,,,,,
event_liarsend_06_31,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_31,True,,15,S_150,0.7,,,,,privaty,privaty,,1,idle,,13,idle,,3,idle,,5,idle,privaty,15,surprise,,,,,,,,,
event_liarsend_06_32,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_32,True,,S_150,S_150,1.0,,,,,privaty,privaty,,1,idle,,13,idle,,3,idle,,5,idle,,15,surprise,,,,,,,,,
event_liarsend_06_33,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_33,True,,S_150,S_150,1.0,,,,,privaty,privaty,,1,idle,,13,idle,,3,idle,,5,idle,,15,surprise,,,,,,,,,
event_liarsend_06_34,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_34,True,,S_150,S_1500,1.0,,,,,privaty,privaty,,1,idle,,13,idle,,3,idle,,5,idle,,15,shy,,,,,,,,,
event_liarsend_06_35,130004,event_liarsend_06,Narration,Locale_SubScenario:event_liarsend_06_35,False,,black,black,1.0,,,sfx_scn_dooropenfast,,privaty,,,1,idle,,13,idle,,3,idle,,5,idle,,15,shy,,,,,,,,,
event_liarsend_06_36,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_36,True,,19,XS_190,0.7,,,,,mary,mary,,1,idle,,13,idle,,3,idle,,5,idle,,15,idle,mary,19,idle,,,,,,
event_liarsend_06_37,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_37,True,,XS_190,XS_190,1.0,,,,,mary,mary,,1,idle,,13,idle,,3,idle,,5,idle,,15,idle,,19,idle,,,,,,
event_liarsend_06_38,130004,event_liarsend_06,Narration,Locale_SubScenario:event_liarsend_06_38,False,,black,black,1.0,,,sfx_scn_dooropenfast,,mary,,,1,idle,,13,idle,,3,idle,,5,idle,,15,idle,,19,idle,,,,,,
event_liarsend_06_39,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_39,True,,17,L_170,0.7,,,,,yulha,yulha,,1,idle,,13,idle,,3,idle,,5,idle,,15,idle,,19,idle,yulha,17,shy,,,
event_liarsend_06_40,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_40,True,,L_170,L_170,1.0,,,,,yulha,yulha,,1,idle,,13,idle,,3,idle,,5,idle,,15,idle,,19,idle,,17,idle,,,
event_liarsend_06_41,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_41,True,,L_170,1517,1.0,,,,,privaty,privaty,,1,idle,,13,idle,,3,idle,,5,idle,,15,surprise,,19,idle,,17,idle,,,
event_liarsend_06_42,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_42,True,,1517,1517,1.0,,,,,privaty,privaty,,1,idle,,13,idle,,3,idle,,5,idle,,15,surprise,,19,idle,,17,idle,,,
event_liarsend_06_43,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_43,True,,1517,1517,1.0,,,,,yulha,yulha,,1,idle,,13,idle,,3,idle,,5,idle,,15,surprise,,19,idle,,17,angry,,,
event_liarsend_06_44,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_44,True,,1517,1517,1.0,,,,,yulha,yulha,,1,idle,,13,idle,,3,idle,,5,idle,,15,surprise,,19,idle,,17,angry,,,
event_liarsend_06_45,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_45,True,,1517,15,1.0,,,,,privaty,privaty,,1,idle,,13,idle,,3,idle,,5,idle,,15,shy,,19,idle,,17,angry,,,
event_liarsend_06_46,130004,event_liarsend_06,Self,Locale_SubScenario:event_liarsend_06_46,False,,15,15,1.0,,,,,privaty,,,1,idle,,13,idle,,3,idle,,5,idle,,15,shy,,19,idle,,17,angry,,,
event_liarsend_06_47,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_47,True,,15,S_150,0.5,,,,,privaty,privaty,,1,idle,,13,idle,,3,idle,,5,idle,,15,surprise,,19,idle,,17,angry,,,
event_liarsend_06_48,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_48,True,,S_150,S_150,1.0,,,,,privaty,privaty,,1,idle,,13,idle,,3,idle,,5,idle,,15,shy,,19,idle,,17,idle,,,
event_liarsend_06_49,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_49,True,,L_10,L_10,1.0,,,,,blanc,blanc,,1,no,,13,idle,,3,idle,,5,idle,,15,shy,,19,idle,,17,idle,,,
event_liarsend_06_50,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_50,True,,L_10,L_100,0.5,,,,,blanc,blanc,,1,no,,13,idle,,3,idle,,5,idle,,15,shy,,19,idle,,17,idle,,,
event_liarsend_06_51,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_51,True,,500,500,1.0,,,,,rosanna,rosanna,,1,no,,13,idle,,3,idle,,5,angry,,15,shy,,19,idle,,17,idle,,,
event_liarsend_06_52,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_52,True,,500,500,1.0,,,,,rosanna,rosanna,,1,no,,13,idle,,3,idle,,5,angry,,15,shy,,19,idle,,17,idle,,,
event_liarsend_06_53,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_53,True,,500,L_300,1.0,,,,,rupee,rupee,,1,no,,13,idle,,3,sad,,5,angry,,15,shy,,19,idle,,17,idle,,,
event_liarsend_06_54,130004,event_liarsend_06,Self,Locale_SubScenario:event_liarsend_06_54,False,,L_300,L_300,1.0,,,,,rupee,,,1,idle,,13,idle,,3,sad,,5,angry,,15,shy,,19,idle,,17,idle,,,
event_liarsend_06_55,130004,event_liarsend_06,Self,Locale_SubScenario:event_liarsend_06_55,False,,L_300,L_300,1.0,,,,,rupee,,,1,idle,,13,idle,,3,sad,,5,angry,,15,shy,,19,idle,,17,idle,,,
event_liarsend_06_56,130004,event_liarsend_06,Narration,Locale_SubScenario:event_liarsend_06_56,False,,black,black,1.0,,,sfx_scn_whooosh,,rupee,,,1,idle,,13,idle,,3,sad,,5,angry,,15,shy,,19,idle,,17,idle,,,
event_liarsend_06_57,130004,event_liarsend_06,Monologue,Locale_SubScenario:event_liarsend_06_57,False,,black,black,1.0,,,,,rupee,,,1,idle,,13,idle,,3,idle,,5,idle,,15,idle,,19,idle,,17,idle,,,
event_liarsend_06_58,130004,event_liarsend_06,Monologue,Locale_SubScenario:event_liarsend_06_58,False,,9,90,1.0,,,,,rupee,,,1,idle,,13,idle,,3,idle,,5,idle,,15,idle,,19,idle,,17,idle,,,
event_liarsend_06_59,130004,event_liarsend_06,Monologue,Locale_SubScenario:event_liarsend_06_59,False,,90,90,1.0,,,,,rupee,,,1,idle,,13,idle,,3,idle,,5,idle,,15,idle,,19,idle,,17,idle,,,
event_liarsend_06_60,130004,event_liarsend_06,Narration,Locale_SubScenario:event_liarsend_06_60,False,,90,9,1.0,,,sfx_scn_dustcloth,,rupee,,,1,idle,,13,idle,,3,idle,,5,idle,,15,idle,,19,idle,,17,idle,,,
event_liarsend_06_61,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_61,True,,113,113,1.0,,,,,blanc,blanc,,1,shy,,13,shy,,3,idle,,5,idle,,15,idle,,19,idle,,17,idle,,,
event_liarsend_06_62,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_62,True,,113,113,1.0,,,,,noir,noir,,1,shy,,13,shy,,3,idle,,5,idle,,15,idle,,19,idle,,17,idle,,,
event_liarsend_06_63,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_63,True,,S_150,S_150,1.0,,,,,privaty,privaty,,1,shy,,13,shy,,3,idle,,5,idle,,15,surprise,,19,idle,,17,idle,,,
event_liarsend_06_64,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_64,True,,S_150,S_150,1.0,,,,,privaty,privaty,,1,shy,,13,shy,,3,idle,,5,idle,,15,surprise,,19,idle,,17,idle,,,
event_liarsend_06_65,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_65,True,,L_130,L_130,1.0,,,,,noir,noir,,1,shy,,13,shy,,3,idle,,5,idle,,15,surprise,,19,idle,,17,idle,,,
event_liarsend_06_66,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_66,True,,50,50,1.0,,,,,rosanna,rosanna,,1,shy,,13,shy,,3,idle,,5,good,,15,surprise,,19,idle,,17,idle,,,
event_liarsend_06_67,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_67,True,,S_190,S_190,1.0,,,,,mary,mary,,1,shy,,13,shy,,3,idle,,5,good,,15,surprise,,19,shy,,17,idle,,,
event_liarsend_06_68,130004,event_liarsend_06,Self,Locale_SubScenario:event_liarsend_06_68,False,,S_190,19,1.0,none,,,,mary,,,1,idle,,13,shy,,3,idle,,5,good,,15,surprise,,19,shy,,17,idle,,,
event_liarsend_06_69,130004,event_liarsend_06,Narration,Locale_SubScenario:event_liarsend_06_69,False,,black,black,1.0,,,sfx_scn_whooosh,,mary,,,1,idle,,13,shy,,3,idle,,5,good,,15,surprise,,19,shy,,17,idle,,,
event_liarsend_06_70,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_70,True,,15,S_1500,1.0,,,,,privaty,privaty,,1,idle,,13,shy,,3,idle,,5,idle,,15,surprise,,19,shy,,17,idle,,,
event_liarsend_06_71,130004,event_liarsend_06,Self,Locale_SubScenario:event_liarsend_06_71,False,,S_1500,S_1500,1.0,bgm_story_sunnycarnival,,,,privaty,,,1,idle,,13,idle,,3,idle,,5,idle,,15,sad,,19,shy,,17,idle,,,
event_liarsend_06_72,130004,event_liarsend_06,Self,Locale_SubScenario:event_liarsend_06_72,False,,S_1500,S_1500,1.0,,,,,privaty,,,1,idle,,13,idle,,3,idle,,5,idle,,15,sad,,19,idle,,17,idle,,,
event_liarsend_06_73,130004,event_liarsend_06,Monologue,Locale_SubScenario:event_liarsend_06_73,False,,black,black,1.0,,,,,privaty,,,9,idle,,7,idle,,1,idle,,15,idle,,13,sad,,3,idle,,5,idle,,,
event_liarsend_06_74,130004,event_liarsend_06,Monologue,Locale_SubScenario:event_liarsend_06_74,False,,black,black,1.0,,,,,privaty,,,9,idle,,7,idle,,1,idle,,15,idle,,13,sad,,3,idle,,5,angry,,,
event_liarsend_06_75,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_75,False,,L_90,L_90,1.0,none,,,,blanc,blanc,,9,no,,7,surprise,,1,angry,,15,angry,,13,sad,,3,angry,,5,angry,,,
event_liarsend_06_76,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_76,False,,L_90,L_70,1.0,,,,,noir,noir,,9,no,,7,surprise,,1,angry,,15,angry,,13,sad,,3,angry,,5,angry,,,
event_liarsend_06_77,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_77,False,,L_70,L_50,1.0,,,,,yulha,yulha,,9,no,,7,surprise,,1,angry,,15,angry,,13,sad,,3,angry,,5,angry,,,
event_liarsend_06_78,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_78,False,,L_50,XS_30,1.0,,,,,mary,mary,,9,no,,7,surprise,,1,angry,,15,angry,,13,sad,,3,angry,,5,angry,,,
event_liarsend_06_79,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_79,False,,XS_30,L_10,1.0,,,,,rupee,rupee,,9,no,,7,surprise,,1,angry,,15,angry,,13,sad,,3,angry,,5,angry,,,
event_liarsend_06_80,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_80,True,,L_10,S_130,1.0,,,,,privaty,privaty,,9,no,,7,surprise,,1,angry,,15,angry,,13,sad,,3,angry,,5,angry,,,
event_liarsend_06_81,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_81,True,,S_130,150,1.0,,,,,rosanna,rosanna,,9,no,,7,surprise,,1,angry,,15,angry,,13,sad,,3,angry,,5,angry,,,
event_liarsend_06_82,130004,event_liarsend_06,Monologue,Locale_SubScenario:event_liarsend_06_82,False,,150,150,1.0,,,,,rosanna,,,9,no,,7,surprise,,1,angry,,15,angry,,13,sad,,3,angry,,5,angry,,,
event_liarsend_06_83,130004,event_liarsend_06,Narration,Locale_SubScenario:event_liarsend_06_83,False,,black,black,1.0,,,sfx_scn_dooropenfast,,rosanna,,,9,no,,7,surprise,,1,angry,,15,angry,,13,sad,,3,angry,,5,angry,,,
event_liarsend_06_84,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_84,True,,19,190,1.0,bgm_story_breakaway,,,,folkwang,folkwang,,9,no,,7,surprise,,1,idle,,15,angry,,13,sad,,3,angry,,5,angry,folkwang,19,pain
event_liarsend_06_85,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_85,True,,190,190,1.0,,,,,folkwang,folkwang,,9,no,,7,surprise,,1,idle,,15,angry,,13,sad,,3,angry,,5,angry,,19,pain
event_liarsend_06_86,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_86,True,,190,1900,1.0,,,,,folkwang,folkwang,,9,no,,7,surprise,,1,idle,,15,angry,,13,sad,,3,angry,,5,angry,,19,surprise
event_liarsend_06_87,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_87,True,,1900,1900,1.0,,,,,folkwang,folkwang,,9,no,,7,surprise,,1,idle,,15,angry,,13,sad,,3,angry,,5,angry,,19,surprise
event_liarsend_06_88,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_88,True,,1900,1900,1.0,,,,,folkwang,folkwang,,9,no,,7,surprise,,1,idle,,15,angry,,13,sad,,3,angry,,5,angry,,19,surprise
event_liarsend_06_89,130004,event_liarsend_06,Speech,Locale_SubScenario:event_liarsend_06_89,True,,1900,190,0.5,,,,,folkwang,folkwang,,9,no,,7,surprise,,1,idle,,15,angry,,13,sad,,3,angry,,5,angry,,19,pain
event_liarsend_06_90,130004,event_liarsend_06,Self,Locale_SubScenario:event_liarsend_06_90,False,,190,190,1.0,,,,,,,,9,no,,7,surprise,,1,idle,,15,angry,,13,sad,,3,angry,,5,angry,,19,pain
event_liarsend_06_91,130004,event_liarsend_06,Monologue,Locale_SubScenario:event_liarsend_06_91,False,,black,black,1.0,,,,,,,,9,no,,7,surprise,,1,idle,,15,angry,,13,sad,,3,angry,,5,angry,,19,pain
event_liarsend_06_92,130004,event_liarsend_06,Monologue,Locale_SubScenario:event_liarsend_06_92,False,,black,black,1.0,,,,,,,,9,no,,7,surprise,,1,idle,,15,angry,,13,sad,,3,angry,,5,angry,,19,pain
