id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/3/hide_char_id
event_overzone1_02_e_46,80303,event_overzone1_02_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_e_46,True,,1,think,,3,sad,,13,idle,,,,,113,113,1.0,,,
event_overzone1_02_e_47,80303,event_overzone1_02_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_02_e_47,True,,1,think,,3,sad,,13,no,,,,,113,113,1.0,,,
event_overzone1_02_e_48,80303,event_overzone1_02_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_02_e_48,True,,1,think,,3,sad,,13,idle,,,,,113,113,1.0,,,
event_overzone1_02_e_49,80303,event_overzone1_02_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_e_49,True,,1,think,,3,sad,,13,idle,,,,,113,10,1.0,,,
event_overzone1_02_e_50,80303,event_overzone1_02_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_e_50,True,,1,think,,3,sad,,13,idle,,,,,10,10,1.0,,,
event_overzone1_02_e_51,80303,event_overzone1_02_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_02_e_51,True,,1,think,,3,sad,,13,no,,,,,130,130,1.0,,,
event_overzone1_02_e_52,80303,event_overzone1_02_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_e_52,True,,1,think,,3,sad,,13,no,,,,,30,30,1.0,,,
event_overzone1_02_e_53,80303,event_overzone1_02_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_e_53,True,,1,think,,3,sad,,13,no,,,,,10,10,1.0,,,
event_overzone1_02_e_54,80303,event_overzone1_02_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_e_54,True,,1,think,,3,sad,,13,no,,,,,10,10,1.0,,,
event_overzone1_02_e_55,80303,event_overzone1_02_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_e_55,True,,1,think,,3,sad,,13,no,,,,,10,100,1.0,,,
event_overzone1_02_e_56,80303,event_overzone1_02_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_02_e_56,True,,1,think,,3,sad,,13,no,,,,,1300,1300,1.0,,,
event_overzone1_02_e_57,80303,event_overzone1_02_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_e_57,True,,1,think,,3,sad,,13,no,,,,,100,10,1.0,,,
event_overzone1_02_e_58,80303,event_overzone1_02_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_e_58,True,,1,think,,3,sad,,13,no,,,,,10,10,1.0,,,
event_overzone1_02_e_59,80303,event_overzone1_02_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_e_59,True,,1,think,,3,sad,,13,no,,,,,10,10,1.0,,,
event_overzone1_02_e_60,80303,event_overzone1_02_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_e_60,True,,1,think,,3,sad,,13,no,,,,,10,10,1.0,,,
event_overzone1_02_e_61,80303,event_overzone1_02_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_e_61,True,,1,think,,3,sad,,13,no,,,,,10,10,1.0,,,
event_overzone1_02_e_62,80303,event_overzone1_02_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_e_62,True,,1,think,,3,sad,,13,no,,,,,10,31,1.0,,,
event_overzone1_02_e_63,80303,event_overzone1_02_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_e_63,True,,1,think,,3,sad,,13,no,,,,,31,31,1.0,,,
event_overzone1_02_e_64,80303,event_overzone1_02_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_02_e_64,True,,1,think,,3,sad,,13,idle,pinne,5,worry,,31,53,2.0,,,
event_overzone1_02_e_65,80303,event_overzone1_02_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_e_65,True,,1,think,,3,surprise,,13,idle,,5,worry,,53,53,1.0,,,
event_overzone1_02_e_66,80303,event_overzone1_02_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_e_66,True,,1,think,,3,sad,,13,idle,,5,worry,,53,53,1.0,,,
event_overzone1_02_e_67,80303,event_overzone1_02_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_02_e_67,True,,1,think,,3,sad,,13,idle,,5,delight,,53,53,1.0,,,
event_overzone1_02_e_68,80303,event_overzone1_02_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_e_68,True,,1,think,,3,idle,,13,idle,,5,delight,,53,53,1.0,,,
event_overzone1_02_e_69,80303,event_overzone1_02_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_02_e_69,True,,1,think,,3,idle,,13,idle,,5,idle,,53,53,1.0,,,
event_overzone1_02_e_70,80303,event_overzone1_02_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_02_e_70,True,,1,think,,3,idle,,13,idle,,5,idle,,53,S_50,1.0,,,
event_overzone1_02_e_71,80303,event_overzone1_02_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_02_e_71,True,,1,think,,3,idle,,13,idle,,5,idle,,S_50,S_50,1.0,,,
event_overzone1_02_e_72,80303,event_overzone1_02_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_overzone1_02_e_72,True,,1,think,,3,idle,,13,idle,,5,idle,,130,130,1.0,,,
event_overzone1_02_e_73,80303,event_overzone1_02_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_02_e_73,True,,1,think,,3,idle,,13,idle,,5,worry,,S_50,S_50,1.0,,,
event_overzone1_02_e_74,80303,event_overzone1_02_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_e_74,True,,1,think,,3,idle,,13,idle,,5,worry,,10,10,1.0,,,
event_overzone1_02_e_75,80303,event_overzone1_02_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_02_e_75,True,,1,think,,3,idle,,13,idle,,5,worry,,S_50,S_50,1.0,,,
event_overzone1_02_e_76,80303,event_overzone1_02_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_e_76,True,,1,think,,3,idle,,13,idle,,5,worry,,10,10,1.0,,,
event_overzone1_02_e_77,80303,event_overzone1_02_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_e_77,True,,1,think,,3,idle,,13,idle,,5,worry,,10,10,1.0,,,
event_overzone1_02_e_78,80303,event_overzone1_02_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_02_e_78,True,,1,think,,3,idle,,13,idle,,5,idle,,S_50,S_50,1.0,,,
event_overzone1_02_e_79,80303,event_overzone1_02_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_e_79,False,,1,think,,3,idle,,13,idle,,5,idle,,S_50,S_50,1.0,,,
event_overzone1_02_e_80,80303,event_overzone1_02_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_02_e_80,True,,1,think,,3,idle,,13,idle,,5,worry,,S_50,S_500,1.0,,,
event_overzone1_02_e_81,80303,event_overzone1_02_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_02_e_81,True,,1,think,,3,idle,,13,idle,,5,worry,,S_500,S_500,1.0,,,
event_overzone1_02_e_82,80303,event_overzone1_02_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_e_82,True,,1,think,,3,sad,,13,idle,,5,worry,,S_500,53,2.0,,,
event_overzone1_02_e_83,80303,event_overzone1_02_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_02_e_83,True,,1,think,,3,sad,,13,idle,,5,worry,,53,53,1.0,,,
event_overzone1_02_e_84,80303,event_overzone1_02_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_e_84,True,,1,think,,3,sad,,13,idle,,5,worry,,53,53,1.0,,,
event_overzone1_02_e_85,80303,event_overzone1_02_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_02_e_85,True,,1,think,,3,sad,,13,idle,,5,delight,,53,53,1.0,,,
event_overzone1_02_e_86,80303,event_overzone1_02_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_02_e_86,True,,1,think,,3,sad,,13,idle,,5,idle,,53,53,1.0,,,
event_overzone1_02_e_87,80303,event_overzone1_02_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_02_e_87,True,,1,think,,3,sad,,13,idle,,5,idle,,53,53,1.0,,,
event_overzone1_02_e_88,80303,event_overzone1_02_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_02_e_88,True,,1,think,,3,sad,,13,idle,,5,idle,,53,53,1.0,,,
event_overzone1_02_e_89,80303,event_overzone1_02_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_e_89,False,,1,think,,3,sad,,13,idle,,5,idle,,53,1,2.0,,,
event_overzone1_02_e_90,80303,event_overzone1_02_e,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_02_e_90,True,,1,think,,3,sad,,13,idle,,5,idle,,1,10,1.0,,,
event_overzone1_02_e_91,80303,event_overzone1_02_e,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_02_e_91,True,,1,think,,3,sad,,13,idle,,5,delight,,S_500,S_500,1.0,,,
