id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_filter_01,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/0/hide_char_id,characters/4/hide_char_id,characters/3/hide_char_id,characters/1/hide_char_id
event_ce006_3_01_e_34,40080,event_ce006_3_01_e,Speech,middlehermin,Locale_MainScenario:event_ce006_3_01_e_34,True,,1,idle,,1,1,1.0,,,Grey,middlehermin,,,,,,,,,,,,,,,,,
event_ce006_3_01_e_35,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_35,True,,1,idle,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_01_e_36,40080,event_ce006_3_01_e,Speech,middlehermin,Locale_MainScenario:event_ce006_3_01_e_36,True,,1,idle,,1,1,1.0,,,Grey,middlehermin,,,,,,,,,,,,,,,,,
event_ce006_3_01_e_37,40080,event_ce006_3_01_e,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_01_e_37,True,,1,idle,,1,1,1.0,,,Grey,bunkerchild,,,,,,,,,,,,,,,,,
event_ce006_3_01_e_38,40080,event_ce006_3_01_e,Speech,middlehermin,Locale_MainScenario:event_ce006_3_01_e_38,False,,1,idle,,1,1,1.0,,,Grey,middlehermin,,,,,,,,,,,,,,,,,
event_ce006_3_01_e_39,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_39,True,,1,idle,,1,1,1.0,,,Grey,com,,,,,,,,,,,,,,,,,
event_ce006_3_01_e_40,40080,event_ce006_3_01_e,Speech,middlehermin,Locale_MainScenario:event_ce006_3_01_e_40,True,,1,idle,,1,1,1.0,,,Grey,middlehermin,,,,,,,,,,,,,,,,,
event_ce006_3_01_e_41,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_41,False,,15,idle,Desert_03,black,black,1.0,,none,Grey,ce006_02,ce006_02,13,no,black,,,,,,,,,,,,,
event_ce006_3_01_e_42,40080,event_ce006_3_01_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_01_e_42,False,,15,idle,,130,130,1.0,,collab_bgm_sb_hallofrecords,,,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_43,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_43,True,,15,idle,,130,130,1.0,,,,ce006_02,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_44,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_44,True,,15,idle,,130,130,1.0,,,,ce006_02,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_45,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_45,True,,15,idle,,130,130,1.0,,,,ce006_02,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_46,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_46,True,,15,idle,,130,130,1.0,,,,ce006_02,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_47,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_47,True,,15,idle,,130,14,1.3,,,,com,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_48,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_48,True,,15,idle,,14,14,1.0,,,,ce006_02,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_49,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_49,True,,15,idle,,14,14,1.0,,,,ce006_02,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_50,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_50,True,,15,idle,,14,14,1.0,,,,com,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_51,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_51,True,,15,idle,,14,14,1.0,,,,ce006_02,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_52,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_52,True,,15,idle,,14,14,1.0,,,,com,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_53,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_53,True,,15,idle,,14,14,1.0,,,,ce006_02,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_54,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_54,False,,15,idle,,14,14,1.0,,,,com,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_55,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_55,True,,15,idle,,14,14,1.0,,,,ce006_02,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_56,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_56,True,,15,idle,,14,14,1.0,,,,ce006_02,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_57,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_57,True,,15,idle,,14,14,1.0,,,,ce006_02,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_58,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_58,False,,15,idle,,14,14,1.0,,,,com,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_59,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_59,True,,15,idle,,14,14,1.0,,,,com,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_60,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_60,True,,15,idle,,14,14,1.0,,,,ce006_02,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_61,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_61,True,,15,idle,,14,14,1.0,,,,ce006_02,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_62,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_62,True,,15,idle,,14,14,1.0,,,,ce006_02,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_63,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_63,True,,15,idle,,14,14,1.0,,,,ce006_02,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_64,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_64,False,,15,idle,,14,14,1.0,,,,com,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_65,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_65,True,,15,idle,,14,14,1.0,,,,com,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_66,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_66,True,,15,idle,,14,130,1.3,,,,ce006_02,,13,smile,,,,,,,,,,,,,,
event_ce006_3_01_e_67,40080,event_ce006_3_01_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_01_e_67,False,,15,idle,,black,black,1.0,sfx_scn_drawingsword,,,,,13,smile,,,,,,,,,,,,,,
event_ce006_3_01_e_68,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_68,True,,15,idle,,130,130,1.0,,,,ce006_02,,13,smile,,,,,,,,,,,,,,
event_ce006_3_01_e_69,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_69,True,,15,idle,,130,130,1.0,,,,ce006_02,,13,smile,,,,,,,,,,,,,,
event_ce006_3_01_e_70,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_70,False,,15,idle,,130,14,1.0,,,,com,,13,smile,,,,,,,,,,,,,,
event_ce006_3_01_e_71,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_71,True,,15,idle,,14,14,1.0,,,,com,,13,smile,,,,,,,,,,,,,,
event_ce006_3_01_e_72,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_72,True,,15,idle,,14,14,1.0,,,,ce006_02,,13,smile,,,,,,,,,,,,,,
event_ce006_3_01_e_73,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_73,True,,15,idle,,14,14,1.0,,,,ce006_02,,13,smile,,,,,,,,,,,,,,
event_ce006_3_01_e_74,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_74,True,,15,idle,,14,14,1.0,,,,ce006_02,,13,smile,,,,,,,,,,,,,,
event_ce006_3_01_e_75,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_75,True,,15,idle,,14,14,1.0,,,,ce006_02,,13,smile,,,,,,,,,,,,,,
event_ce006_3_01_e_76,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_76,False,,15,idle,,14,14,1.0,,,,com,,13,smile,,,,,,,,,,,,,,
event_ce006_3_01_e_77,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_77,True,,15,idle,,14,14,1.0,,,,com,,13,smile,,,,,,,,,,,,,,
event_ce006_3_01_e_78,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_78,True,,15,idle,,14,14,1.0,,,,com,,13,smile,,,,,,,,,,,,,,
event_ce006_3_01_e_79,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_79,True,,15,idle,,14,14,1.0,,,,com,,13,smile,,,,,,,,,,,,,,
event_ce006_3_01_e_80,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_80,True,,15,idle,,14,14,1.0,,,,ce006_02,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_81,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_81,True,,15,idle,,14,14,1.0,,,,com,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_82,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_82,True,,15,idle,,14,14,1.0,,,,com,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_83,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_83,True,,15,idle,,14,14,1.0,,,,com,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_84,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_84,True,,15,idle,,14,14,1.0,,,,ce006_02,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_85,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_85,True,,15,idle,,14,14,1.0,,,,com,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_86,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_86,False,,15,idle,,14,14,1.0,,,,ce006_02,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_87,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_87,True,,15,idle,,14,14,1.0,,,,com,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_88,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_88,True,,15,idle,,14,14,1.0,,,,ce006_02,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_89,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_89,True,,15,idle,,14,14,1.0,,,,com,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_90,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_90,True,,15,idle,,14,14,1.0,,,,com,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_91,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_91,True,,15,idle,,14,130,1.3,,,,ce006_02,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_92,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_92,True,,15,idle,,130,130,1.0,,,,ce006_02,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_93,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_93,True,,15,idle,,130,130,1.0,,,,ce006_02,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_94,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_94,True,,15,idle,,130,130,1.0,,,,ce006_02,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_95,40080,event_ce006_3_01_e,Narration,ce006_02,Locale_MainScenario:event_ce006_3_01_e_95,False,,15,idle,,black,black,1.0,,,,,,13,no,,,,,,,,,,,,,,
event_ce006_3_01_e_96,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_96,True,,15,idle,,130,130,1.0,,,,ce006_02,,13,smile,,,,,,,,,,,,,,
event_ce006_3_01_e_97,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_97,True,,15,idle,,150,150,1.0,,,,com,,13,smile,,,,,,,,,,,,,,
event_ce006_3_01_e_98,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_98,False,,15,idle,,130,130,1.0,,,,ce006_02,,13,smile,,,,,,,,,,,,,,
event_ce006_3_01_e_99,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_99,True,,15,idle,,130,130,1.0,,,,ce006_02,,13,smile,,,,,,,,,,,,,,
event_ce006_3_01_e_100,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_100,True,,15,idle,,150,150,1.0,,,,com,,13,smile,,,,,,,,,,,,,,
event_ce006_3_01_e_101,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_101,True,,15,idle,,130,130,1.0,,,,ce006_02,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_102,40080,event_ce006_3_01_e,Speech,com,Locale_MainScenario:event_ce006_3_01_e_102,True,,15,idle,,130,150,1.3,,,,com,,13,idle,,,,,,,,,,,,,,
event_ce006_3_01_e_103,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_103,False,,15,idle,,black,black,1.0,,none,,hongryeon,,13,idle,,rapunzel,3,no,hongryeon,5,no,snowwhite,7,idle,,,,
event_ce006_3_01_e_104,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_104,False,,15,idle,,black,black,1.0,,,,ce006_02,,13,no,,,3,no,,5,no,,7,idle,,,,
event_ce006_3_01_e_105,40080,event_ce006_3_01_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_01_e_105,True,,15,idle,,50,5,1.5,,bgm_chapter31_field_beast,,hongryeon,,13,no,,,3,no,,5,no,,7,idle,,,,
event_ce006_3_01_e_106,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_106,True,,15,idle,,130,130,1.0,,,,ce006_02,,13,no,,,3,no,,5,no,,7,idle,,,,
event_ce006_3_01_e_107,40080,event_ce006_3_01_e,Speech,snowwhite,Locale_MainScenario:event_ce006_3_01_e_107,True,,15,idle,,6,6,1.3,,,,snowwhite,,13,no,,,3,no,,5,no,,7,idle,,,,
event_ce006_3_01_e_108,40080,event_ce006_3_01_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_01_e_108,True,,15,idle,,30,30,1.3,,,,rapunzel,,13,no,,,3,no,,5,no,,7,idle,,,,
event_ce006_3_01_e_109,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_109,True,,15,idle,,130,130,1.0,,,,ce006_02,,13,smile,,,3,no,,5,no,,7,idle,,,,
event_ce006_3_01_e_110,40080,event_ce006_3_01_e,Speech,hongryeon,Locale_MainScenario:event_ce006_3_01_e_110,True,,15,idle,,4,4,1.0,,,,hongryeon,,13,smile,,,3,no,,5,no,,7,idle,,,,
event_ce006_3_01_e_111,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_111,True,,15,idle,,130,130,1.0,,,,ce006_02,,13,smile,,,3,no,,5,no,,7,idle,,,,
event_ce006_3_01_e_112,40080,event_ce006_3_01_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_01_e_112,True,,15,idle,,4,30,1.3,,,,rapunzel,,13,smile,,,3,no,,5,no,,7,idle,,,,
event_ce006_3_01_e_113,40080,event_ce006_3_01_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_01_e_113,True,,15,idle,,30,30,1.0,,,,rapunzel,,13,smile,,,3,no,,5,no,,7,idle,,,,
event_ce006_3_01_e_114,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_114,True,,15,idle,,130,130,1.0,,,,ce006_02,,13,no,,,3,no,,5,no,,7,idle,,,,
event_ce006_3_01_e_115,40080,event_ce006_3_01_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_01_e_115,False,,15,idle,,30,30,1.0,,,,rapunzel,,13,no,,,3,no,,5,no,,7,idle,,,,
event_ce006_3_01_e_116,40080,event_ce006_3_01_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_01_e_116,True,,15,idle,,30,30,1.0,,,,rapunzel,,13,no,,,3,no,,5,no,,7,idle,,,,
event_ce006_3_01_e_117,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_117,True,,15,idle,,130,130,1.0,,,,ce006_02,,13,surprise,,,3,no,,5,no,,7,idle,,,,
event_ce006_3_01_e_118,40080,event_ce006_3_01_e,Speech,rapunzel,Locale_MainScenario:event_ce006_3_01_e_118,True,,15,idle,,30,30,1.0,,,,rapunzel,,13,surprise,,,3,no,,5,no,,7,idle,,,,
event_ce006_3_01_e_119,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_119,False,,15,idle,,130,130,1.0,,,,ce006_02,,13,no,,,3,no,,5,no,,7,idle,,,,
event_ce006_3_01_e_120,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_120,True,,15,idle,,130,1300,1.0,,none,,ce006_02,,13,smile,,,3,no,,5,no,,7,idle,,,,
event_ce006_3_01_e_121,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_121,True,,15,idle,,1300,1300,1.0,,,,ce006_02,,13,smile,,,3,no,,5,no,,7,idle,,,,
event_ce006_3_01_e_122,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_122,False,,15,idle,,1300,1300,1.0,,,,rapunzel,,13,smile,,,3,surprise,,5,no,,7,idle,,,,
event_ce006_3_01_e_123,40080,event_ce006_3_01_e,Speech,ce006_02,Locale_MainScenario:event_ce006_3_01_e_123,True,,15,idle,,1300,1300,1.0,,,,ce006_02,,13,smile,,,3,surprise,,5,no,,7,idle,,,,
