id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,highlight,jump_target,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,fade,set_camera_shake
event_ltk_06_e_33,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_33,True,,20,20,1.0,,,2,idle,,12,idle,,6,idle,d,,,,,,,
event_ltk_06_e_34,40012,event_ltk_06_e,Self,Self,Locale_SubScenario:event_ltk_06_e_34,False,,20,20,1.0,,,2,idle,,12,idle,,6,idle,,,,,,,,
event_ltk_06_e_35,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_35,True,,20,200,1.0,,,2,idle,,12,idle,,6,idle,d,,,,,,,
event_ltk_06_e_36,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_36,True,,200,200,1.0,,,2,idle,,12,idle,,6,idle,d,,,,,,,
event_ltk_06_e_37,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_37,True,,200,200,1.0,,,2,idle,,12,idle,,6,idle,d,,,,,,,
event_ltk_06_e_38,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_38,True,,200,200,1.0,,,2,think,,12,idle,,6,idle,d,,,,,,,
event_ltk_06_e_39,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_39,True,,200,200,1.0,,,2,think,,12,idle,,6,idle,d,,,,,,,
event_ltk_06_e_40,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_40,True,,200,200,1.0,,,2,idle,,12,idle,,6,idle,d,,,,,,,
event_ltk_06_e_41,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_41,True,,200,200,1.0,,,2,idle,,12,idle,,6,idle,d,,,,,,,
event_ltk_06_e_42,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_42,False,,200,20,1.0,,,2,idle,,12,idle,,6,idle,,,,,,,,
event_ltk_06_e_43,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_43,False,,black,black,1.0,,,1,idle,,12,idle,,6,idle,,,d,k,owner,,,
event_ltk_06_e_44,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_44,False,LivingRoom,black,black,1.0,,,,,,,,,,,,,,,,sfx_scn_finishshot,,
event_ltk_06_e_45,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_45,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_46,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_46,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_47,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_47,False,CommanderRoom_n,1,1,1.0,none,,,,,,,,,,,,,,,,black,
event_ltk_06_e_48,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_48,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_49,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_49,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_50,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_50,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_51,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_51,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_52,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_52,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_53,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_53,True,,1,1,1.0,,d,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_54,40012,event_ltk_06_e,Self,Self,Locale_SubScenario:event_ltk_06_e_54,False,,1,1,1.0,,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_55,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_55,True,,1,1,1.0,,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_56,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_56,True,,1,1,1.0,,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_57,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_57,True,,1,1,1.0,,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_58,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_58,True,,1,10,2.0,,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_59,40012,event_ltk_06_e,Self,Self,Locale_SubScenario:event_ltk_06_e_59,False,,10,10,1.0,,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_60,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_60,True,,10,10,1.0,bgm_story_impression,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_61,40012,event_ltk_06_e,Self,Self,Locale_SubScenario:event_ltk_06_e_61,False,,10,10,1.0,,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_62,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_62,True,,10,100,2.0,,,1,think,,,,,,,d,,,,,,,
event_ltk_06_e_63,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_63,True,,100,100,1.0,,,1,think,,,,,,,d,,,,,,,
event_ltk_06_e_64,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_64,True,,100,100,1.0,,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_65,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_65,True,,100,100,1.0,,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_66,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_66,True,,100,100,1.0,,,1,angry,,,,,,,d,,,,,,,
event_ltk_06_e_67,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_67,True,,100,100,1.0,,,1,angry,,,,,,,d,,,,,,,
event_ltk_06_e_68,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_68,True,,100,100,1.0,,,1,angry,,,,,,,d,,,,,,,
event_ltk_06_e_69,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_69,True,,100,100,1.0,,,1,think,,,,,,,d,,,,,,,
event_ltk_06_e_70,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_70,True,,100,100,1.0,,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_71,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_71,True,,100,10,1.0,,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_72,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_72,True,,10,10,1.0,,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_73,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_73,True,,10,10,1.0,,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_74,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_74,True,,10,10,1.0,,,1,think,,,,,,,d,,,,,,,
event_ltk_06_e_75,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_75,True,,10,10,1.0,,,1,think,,,,,,,d,,,,,,,
event_ltk_06_e_76,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_76,True,,10,10,1.0,,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_77,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_77,False,,10,1,2.0,,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_78,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_78,True,,1,1,1.0,,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_79,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_79,True,,1,1,1.0,,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_80,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_80,True,,1,1,1.0,,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_81,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_81,True,,1,1,1.0,,,1,idle,,,,,,,d,,,,,,,
event_ltk_06_e_82,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_82,False,,1,1,1.0,,,1,idle,,,,,,,,,d,,,sfx_scn_autodooropen,,
event_ltk_06_e_83,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_83,False,,1,1,1.0,,,,,,,,,,,,event_ltk_06_e_140,,,,,,
event_ltk_06_e_84,40012,event_ltk_06_e,Speech,d,Locale_SubScenario:event_ltk_06_e_84,True,,200,20,2.0,,,2,think,,12,idle,,6,idle,d,,,,,,,
event_ltk_06_e_85,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_85,True,,20,1,0.7,,,2,idle,,12,idle,,6,idle,k,,,,,,,
event_ltk_06_e_86,40012,event_ltk_06_e,Speech,owner,Locale_SubScenario:event_ltk_06_e_86,False,,1,6,2.0,,,2,idle,,12,idle,,6,idle,owner,,,,,,,
event_ltk_06_e_87,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_87,True,,S_120,S_120,1.0,,,2,idle,,12,idle,,6,idle,k,,,,,,,
event_ltk_06_e_88,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_88,True,,S_120,S_120,1.0,,,2,idle,,12,idle,,6,idle,k,,,,,,,
event_ltk_06_e_89,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_89,True,,S_120,S_120,1.0,,,2,idle,,12,angry,,6,idle,k,,,,,,,
event_ltk_06_e_90,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_90,True,,S_120,S_120,1.0,,,2,idle,,12,angry,,6,idle,k,,,,,,,
event_ltk_06_e_91,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_91,True,,S_120,S_120,1.0,,,2,idle,,12,angry,,6,idle,k,,,,,,,
event_ltk_06_e_92,40012,event_ltk_06_e,Speech,owner,Locale_SubScenario:event_ltk_06_e_92,True,,L_60,L_60,1.0,,,2,idle,,12,angry,,6,idle,owner,,,,,,,
event_ltk_06_e_93,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_93,True,,S_120,S_120,1.0,,,2,idle,,12,idle,,6,idle,k,,,,,,,
event_ltk_06_e_94,40012,event_ltk_06_e,Narration,Narration,Locale_SubScenario:event_ltk_06_e_94,False,,black,black,1.0,,,2,idle,,12,idle,,6,idle,,,,,,sfx_scn_electricshock,,
event_ltk_06_e_95,40012,event_ltk_06_e,Speech,owner,Locale_SubScenario:event_ltk_06_e_95,False,,L_60,6,0.3,,,2,idle,,12,idle,,6,idle,owner,,,,,,,Low_2
event_ltk_06_e_96,40012,event_ltk_06_e,Narration,Narration,Locale_SubScenario:event_ltk_06_e_96,False,,6,6,1.0,,,2,idle,,12,idle,,6,idle,,,,,owner,sfx_scn_down,,
event_ltk_06_e_97,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_97,False,,6,6,1.0,,,2,idle,,12,idle,,,,,,,,,,,
event_ltk_06_e_98,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_98,True,,6,1,1.0,,,2,idle,,12,idle,,,,k,,,,,,,
event_ltk_06_e_99,40012,event_ltk_06_e,Self,Self,Locale_SubScenario:event_ltk_06_e_99,False,,1,1,1.0,,,2,idle,,12,idle,,,,,,,,,,,
event_ltk_06_e_100,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_100,False,Park,1,1,1.0,none,,2,idle,,1,idle,,,,,,d,k,,,black,
event_ltk_06_e_101,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_101,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_102,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_102,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_103,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_103,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_104,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_104,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_105,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_105,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_106,40012,event_ltk_06_e,Narration,Narration,Locale_SubScenario:event_ltk_06_e_106,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_107,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_107,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_108,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_108,False,,1,15,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_109,40012,event_ltk_06_e,Self,Self,Locale_SubScenario:event_ltk_06_e_109,False,,15,15,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_110,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_110,False,,15,15,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_111,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_111,False,,15,15,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_112,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_112,False,,15,15,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_113,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_113,False,,15,15,1.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_114,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_114,True,,15,1,1.0,,k,1,idle,,,,,,,k,,,,,,,
event_ltk_06_e_115,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_115,True,,1,1,1.0,,,1,idle,,,,,,,k,,,,,,,
event_ltk_06_e_116,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_116,False,,1,1,1.0,,,1,idle,,,,,,,k,,,,,,,
event_ltk_06_e_117,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_117,True,,1,S_10,1.0,,,1,idle,,,,,,,k,,,,,,,
event_ltk_06_e_118,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_118,True,,S_10,S_10,1.0,,,1,idle,,,,,,,k,,,,,,,
event_ltk_06_e_119,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_119,True,,S_10,S_10,1.0,,,1,idle,,,,,,,k,,,,,,,
event_ltk_06_e_120,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_120,True,,S_10,S_10,1.0,bgm_story_impression,,1,idle,,,,,,,k,,,,,,,
event_ltk_06_e_121,40012,event_ltk_06_e,Self,Self,Locale_SubScenario:event_ltk_06_e_121,False,,S_10,S_10,1.0,,,1,idle,,,,,,,k,,,,,,,
event_ltk_06_e_122,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_122,True,,S_10,S_10,1.0,,,1,idle,,,,,,,k,,,,,,,
event_ltk_06_e_123,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_123,True,,S_10,S_10,1.0,,,1,idle,,,,,,,k,,,,,,,
event_ltk_06_e_124,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_124,True,,S_10,S_10,1.0,,,1,good,,,,,,,k,,,,,,,
event_ltk_06_e_125,40012,event_ltk_06_e,Self,Self,Locale_SubScenario:event_ltk_06_e_125,False,,S_10,S_10,1.0,,,1,good,,,,,,,k,,,,,,,
event_ltk_06_e_126,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_126,True,,S_10,S_10,1.0,,,1,idle,,,,,,,k,,,,,,,
event_ltk_06_e_127,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_127,True,,S_10,S_10,1.0,,,1,idle,,,,,,,k,,,,,,,
event_ltk_06_e_128,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_128,True,,S_10,1,2.0,,,1,idle,,,,,,,k,,,,,,,
event_ltk_06_e_129,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_129,True,,1,1,1.0,,,1,idle,,,,,,,k,,,,,,,
event_ltk_06_e_130,40012,event_ltk_06_e,Self,Self,Locale_SubScenario:event_ltk_06_e_130,False,,1,1,1.0,,,1,idle,,,,,,,k,,,,,,,
event_ltk_06_e_131,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_131,True,,1,1,1.0,,,1,think,,,,,,,k,,,,,,,
event_ltk_06_e_132,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_132,True,,1,1,1.0,,,1,think,,,,,,,k,,,,,,,
event_ltk_06_e_133,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_133,True,,1,1,1.0,,,1,think,,,,,,,k,,,,,,,
event_ltk_06_e_134,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_134,True,,1,1,1.0,,,1,idle,,,,,,,k,,,,,,,
event_ltk_06_e_135,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_135,True,,1,1,1.0,,,1,idle,,,,,,,k,,,,,,,
event_ltk_06_e_136,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_136,True,,1,1,1.0,,,1,idle,,,,,,,k,,,,,,,
event_ltk_06_e_137,40012,event_ltk_06_e,Speech,k,Locale_SubScenario:event_ltk_06_e_137,True,,1,1,1.0,,,1,delight,,,,,,,k,,,,,,,
event_ltk_06_e_138,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_138,False,,1,1,1.0,,,1,delight,,,,,,,,,k,,,,,
event_ltk_06_e_139,40012,event_ltk_06_e,Monologue,Monologue,Locale_SubScenario:event_ltk_06_e_139,False,,1,15,2.0,,,,,,,,,,,,,,,,,,
event_ltk_06_e_140,40012,event_ltk_06_e,Narration,Narration,Locale_SubScenario:event_ltk_06_e_140,False,,black,black,1.0,,,,,,,,,,,,,,,,,,
