id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_goldencoinrush1_02_e_60,40048,event_goldencoinrush1_02_e,Speech,alice,alice,Locale_MainScenario:event_goldencoinrush1_02_e_60,True,,S_130,S_130,1.0,,,,,,1,idle,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_61,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_61,True,,S_130,12,1.0,,,,,,1,idle,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_62,40048,event_goldencoinrush1_02_e,Self,soda,,Locale_MainScenario:event_goldencoinrush1_02_e_62,False,,12,12,1.0,,,,,,1,idle,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_63,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_63,True,,12,S_100,1.0,,,,,,1,shy,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_64,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_64,True,City_d,12,12,1.0,,,black,,,1,idle,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_65,40048,event_goldencoinrush1_02_e,Speech,alice,alice,Locale_MainScenario:event_goldencoinrush1_02_e_65,True,,12,12,1.0,,,,,,1,idle,,,13,surprise,,,,,,,,,
event_goldencoinrush1_02_e_66,40048,event_goldencoinrush1_02_e,Speech,alice,alice,Locale_MainScenario:event_goldencoinrush1_02_e_66,True,,12,12,1.0,,,,,,1,idle,,,13,surprise,,,,,,,,,
event_goldencoinrush1_02_e_67,40048,event_goldencoinrush1_02_e,Speech,skinnyman_03,skinnyman_03,Locale_MainScenario:event_goldencoinrush1_02_e_67,True,,12,6,1.0,,,,,,1,idle,,,13,surprise,,skinnyman_03,7,idle,,hairpinwoman_02,5,idle,
event_goldencoinrush1_02_e_68,40048,event_goldencoinrush1_02_e,Speech,skinnyman_03,skinnyman_03,Locale_MainScenario:event_goldencoinrush1_02_e_68,True,,6,6,1.0,,,,,,1,idle,,,13,surprise,,,7,idle,,,5,idle,
event_goldencoinrush1_02_e_69,40048,event_goldencoinrush1_02_e,Speech,hairpinwoman_02,hairpinwoman_02,Locale_MainScenario:event_goldencoinrush1_02_e_69,True,,6,6,1.0,,,,,,1,idle,,,13,surprise,,,7,idle,,,5,idle,
event_goldencoinrush1_02_e_70,40048,event_goldencoinrush1_02_e,Speech,hairpinwoman_02,hairpinwoman_02,Locale_MainScenario:event_goldencoinrush1_02_e_70,True,,6,6,1.0,,,,,,1,idle,,,13,surprise,,,7,idle,,,5,idle,
event_goldencoinrush1_02_e_71,40048,event_goldencoinrush1_02_e,Speech,skinnyman_03,skinnyman_03,Locale_MainScenario:event_goldencoinrush1_02_e_71,True,,6,6,1.0,,,,,,1,idle,,,13,surprise,,,7,idle,,,5,idle,
event_goldencoinrush1_02_e_72,40048,event_goldencoinrush1_02_e,Speech,skinnyman_03,skinnyman_03,Locale_MainScenario:event_goldencoinrush1_02_e_72,True,,6,6,1.0,,,,,,1,idle,,,13,surprise,,,7,idle,,,5,idle,
event_goldencoinrush1_02_e_73,40048,event_goldencoinrush1_02_e,Speech,skinnyman_03,skinnyman_03,Locale_MainScenario:event_goldencoinrush1_02_e_73,True,,6,6,1.0,,,,,,1,idle,,,13,surprise,,,7,idle,,,5,idle,
event_goldencoinrush1_02_e_74,40048,event_goldencoinrush1_02_e,Self,soda,,Locale_MainScenario:event_goldencoinrush1_02_e_74,False,,6,12,1.0,,,,,,1,idle,,,13,idle,,,7,idle,,,5,idle,
event_goldencoinrush1_02_e_75,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_75,True,,12,12,1.0,,,,,,1,idle,,,13,idle,,,7,idle,,,5,idle,
event_goldencoinrush1_02_e_76,40048,event_goldencoinrush1_02_e,Self,soda,,Locale_MainScenario:event_goldencoinrush1_02_e_76,False,,12,12,1.0,,,,,,1,idle,,,13,idle,,,7,idle,,,5,idle,
event_goldencoinrush1_02_e_77,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_77,True,,12,12,1.0,,,,,,1,serious,,,13,idle,,,7,idle,,,5,idle,
event_goldencoinrush1_02_e_78,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_78,True,,12,S_10,1.0,,,,,,1,serious,,,13,idle,,,7,idle,,,5,idle,
event_goldencoinrush1_02_e_79,40048,event_goldencoinrush1_02_e,Speech,alice,alice,Locale_MainScenario:event_goldencoinrush1_02_e_79,True,,S_10,S_130,1.0,,,,,,1,serious,,,13,delight,,,7,idle,,,5,idle,
event_goldencoinrush1_02_e_80,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_80,True,City,12,12,1.0,,,black,,,1,idle,,,13,delight,,,7,idle,skinnyman_03,,5,idle,hairpinwoman_02
event_goldencoinrush1_02_e_81,40048,event_goldencoinrush1_02_e,Speech,alice,alice,Locale_MainScenario:event_goldencoinrush1_02_e_81,True,,12,12,1.0,,,,,,1,idle,,,13,delight,,,,,,,,,
event_goldencoinrush1_02_e_82,40048,event_goldencoinrush1_02_e,Self,alice,,Locale_MainScenario:event_goldencoinrush1_02_e_82,False,,12,12,1.0,,,,,,1,idle,,,13,delight,,,,,,,,,
event_goldencoinrush1_02_e_83,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_83,True,,12,12,1.0,,,,,,1,think,,,13,delight,,,,,,,,,
event_goldencoinrush1_02_e_84,40048,event_goldencoinrush1_02_e,Speech,alice,alice,Locale_MainScenario:event_goldencoinrush1_02_e_84,True,,12,12,1.0,,,,,,1,think,,,13,delight,,,,,,,,,
event_goldencoinrush1_02_e_85,40048,event_goldencoinrush1_02_e,Self,alice,,Locale_MainScenario:event_goldencoinrush1_02_e_85,False,,12,12,1.0,,,,,,1,think,,,13,delight,,,,,,,,,
event_goldencoinrush1_02_e_86,40048,event_goldencoinrush1_02_e,Self,alice,,Locale_MainScenario:event_goldencoinrush1_02_e_86,False,,12,12,1.0,,,,,,1,think,,,13,delight,,,,,,,,,
event_goldencoinrush1_02_e_87,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_87,True,,12,S_10,1.0,,,,,,1,sad,,,13,delight,,,,,,,,,
event_goldencoinrush1_02_e_88,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_88,True,,S_10,S_10,1.0,,,,,,1,sad,,,13,delight,,,,,,,,,
event_goldencoinrush1_02_e_89,40048,event_goldencoinrush1_02_e,Speech,alice,alice,Locale_MainScenario:event_goldencoinrush1_02_e_89,True,,S_10,S_130,1.0,,,,,,1,sad,,,13,delight,,,,,,,,,
event_goldencoinrush1_02_e_90,40048,event_goldencoinrush1_02_e,Speech,alice,alice,Locale_MainScenario:event_goldencoinrush1_02_e_90,True,,S_130,S_130,1.0,none,,,,,1,sad,,,13,delight,,,,,,,,,
event_goldencoinrush1_02_e_91,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_91,True,ClothingStore,3,13,1.0,bgm_story_girlstalk,,black,,,1,idle,soda,,13,delight,alice,,,,,,,,
event_goldencoinrush1_02_e_92,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_92,True,,13,13,1.0,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush1_02_e_93,40048,event_goldencoinrush1_02_e,Speech,soda,soda,Locale_MainScenario:event_goldencoinrush1_02_e_93,True,,13,13,1.0,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush1_02_e_94,40048,event_goldencoinrush1_02_e,Self,,,Locale_MainScenario:event_goldencoinrush1_02_e_94,False,,13,13,1.0,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush1_02_e_95,40048,event_goldencoinrush1_02_e,Monologue,,,Locale_MainScenario:event_goldencoinrush1_02_e_95,False,,13,13,1.0,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush1_02_e_96,40048,event_goldencoinrush1_02_e,Monologue,,,Locale_MainScenario:event_goldencoinrush1_02_e_96,False,,13,13,1.0,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush1_02_e_97,40048,event_goldencoinrush1_02_e,Monologue,,,Locale_MainScenario:event_goldencoinrush1_02_e_97,False,,13,13,1.0,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush1_02_e_98,40048,event_goldencoinrush1_02_e,Monologue,,,Locale_MainScenario:event_goldencoinrush1_02_e_98,False,,13,13,1.0,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush1_02_e_99,40048,event_goldencoinrush1_02_e,Monologue,,,Locale_MainScenario:event_goldencoinrush1_02_e_99,False,,13,13,1.0,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush1_02_e_100,40048,event_goldencoinrush1_02_e,Narration,alice_b,,Locale_MainScenario:event_goldencoinrush1_02_e_100,False,,13,13,1.0,,,,sfx_scn_curtainopenlight,,,,,alice_b,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_101,40048,event_goldencoinrush1_02_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_02_e_101,True,,13,S_130,1.0,,,,,,,,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_102,40048,event_goldencoinrush1_02_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_02_e_102,True,,S_130,S_130,1.0,,,,,,,,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_103,40048,event_goldencoinrush1_02_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_02_e_103,True,,S_130,S_130,1.0,,,,,,,,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_104,40048,event_goldencoinrush1_02_e,Self,alice_b,,Locale_MainScenario:event_goldencoinrush1_02_e_104,False,,S_130,S_130,1.0,,,,,,,,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_105,40048,event_goldencoinrush1_02_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_02_e_105,True,,S_130,S_130,1.0,,,,,,,,,,13,delight,,,,,,,,,
event_goldencoinrush1_02_e_106,40048,event_goldencoinrush1_02_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_02_e_106,True,,S_130,S_130,1.0,,,,,,,,,,13,"expression_0,delight",,,,,,,,,
event_goldencoinrush1_02_e_107,40048,event_goldencoinrush1_02_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_02_e_107,True,,S_130,S_130,1.0,,,,,,,,,,13,delight,,,,,,,,,
event_goldencoinrush1_02_e_108,40048,event_goldencoinrush1_02_e,Monologue,alice_b,,Locale_MainScenario:event_goldencoinrush1_02_e_108,False,,S_130,S_130,1.0,,,,,,,,,,13,delight,,,,,,,,,
event_goldencoinrush1_02_e_109,40048,event_goldencoinrush1_02_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_02_e_109,True,,S_130,S_130,1.0,,,,,,,,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_110,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_110,True,,S_130,S_130,1.0,,,,,,,,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_111,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_111,True,,S_130,S_130,1.0,,,,,,,,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_112,40048,event_goldencoinrush1_02_e,Narration,soda_b,,Locale_MainScenario:event_goldencoinrush1_02_e_112,False,,S_130,1,1.0,,,,,soda_b,1,delight,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_113,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_113,True,,1,S_10,1.0,,,,,,1,delight,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_114,40048,event_goldencoinrush1_02_e,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_02_e_114,True,,S_10,S_10,1.0,,,,,,1,delight,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_115,40048,event_goldencoinrush1_02_e,Self,soda_b,,Locale_MainScenario:event_goldencoinrush1_02_e_115,False,,S_10,S_10,1.0,,,,,,1,delight,,,13,idle,,,,,,,,,
event_goldencoinrush1_02_e_116,40048,event_goldencoinrush1_02_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_02_e_116,True,,S_10,12,1.0,,,,,,1,delight,,,13,surprise,,,,,,,,,
event_goldencoinrush1_02_e_117,40048,event_goldencoinrush1_02_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_02_e_117,True,,12,12,1.0,,,,,,1,delight,,,13,surprise,,,,,,,,,
event_goldencoinrush1_02_e_118,40048,event_goldencoinrush1_02_e,Speech,alice_b,alice_b,Locale_MainScenario:event_goldencoinrush1_02_e_118,True,,12,12,1.0,,,,,,1,delight,,,13,surprise,,,,,,,,,
