id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,fade
event_goldencoinrush1_b01_e_13,40048,event_goldencoinrush1_b01_e,Monologue,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_e_13,False,,3,surprise,,S_300,S_300,1.0,,,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_14,40048,event_goldencoinrush1_b01_e,Monologue,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_e_14,False,,3,surprise,,S_300,S_300,1.0,,,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_15,40048,event_goldencoinrush1_b01_e,Monologue,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_e_15,False,,3,surprise,,S_300,3,0.6,,,rupee_b,13,surprise,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_16,40048,event_goldencoinrush1_b01_e,Self,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_e_16,False,,3,surprise,,3,3,1.0,,,,13,surprise,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_17,40048,event_goldencoinrush1_b01_e,Narration,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_e_17,False,,3,surprise,,3,13,1.0,none,,,13,surprise,sfx_scn_medhit,Low_2,,,,,,,,,,,,
event_goldencoinrush1_b01_e_18,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_18,True,,3,surprise,,13,L_130,0.6,,rupee_b,,13,surprise,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_19,40048,event_goldencoinrush1_b01_e,Narration,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_19,False,,3,surprise,,black,black,1.0,,,,13,surprise,sfx_scn_bodyfall_down,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_20,40048,event_goldencoinrush1_b01_e,Narration,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_20,False,,3,surprise,,black,black,1.0,,,,13,surprise,sfx_scn_gameover,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_21,40048,event_goldencoinrush1_b01_e,Speech,mustang,Locale_MainScenario:event_goldencoinrush1_b01_e_21,True,,3,surprise,EventScene_GoldenCoinRush_01_1,black,black,1.0,,mustang,,13,surprise,,,soda_b,rupee_b,,,,,,,,,,
event_goldencoinrush1_b01_e_22,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_22,True,,,,,1,100,1.0,bgm_story_shopperholic,rupee_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_23,40048,event_goldencoinrush1_b01_e,Speech,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_e_23,True,,,,,100,100,1.0,,soda_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_24,40048,event_goldencoinrush1_b01_e,Speech,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_e_24,True,,,,,100,100,1.0,,soda_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_25,40048,event_goldencoinrush1_b01_e,Self,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_e_25,False,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_26,40048,event_goldencoinrush1_b01_e,Monologue,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_e_26,False,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_27,40048,event_goldencoinrush1_b01_e,Monologue,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_e_27,False,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_28,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_28,True,,,,,100,100,1.0,,rupee_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_29,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_29,True,,,,,100,100,1.0,,rupee_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_30,40048,event_goldencoinrush1_b01_e,Self,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_30,False,,,,,100,100,1.0,,,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_31,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_31,True,,,,,100,100,1.0,,rupee_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_32,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_32,True,,,,,100,100,1.0,,rupee_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_33,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_33,True,,,,EventScene_GoldenCoinRush_01_2,100,1,1.0,,rupee_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_34,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_34,True,,,,,1,1,1.0,,rupee_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_35,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_35,True,,,,,1,1,1.0,,rupee_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_36,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_36,True,,,,,1,1,1.0,,rupee_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_37,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_37,True,,,,,1,1,1.0,,rupee_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_38,40048,event_goldencoinrush1_b01_e,Self,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_38,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_39,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_39,True,,,,,1,1,1.0,,rupee_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_40,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_40,True,,,,,1,1,1.0,,rupee_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_41,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_41,True,,,,,1,1,1.0,,rupee_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_42,40048,event_goldencoinrush1_b01_e,Speech,yan,Locale_MainScenario:event_goldencoinrush1_b01_e_42,True,,,,,1,1,1.0,,yan,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_43,40048,event_goldencoinrush1_b01_e,Speech,yan,Locale_MainScenario:event_goldencoinrush1_b01_e_43,True,,,,,1,1,1.0,,yan,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_44,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_44,True,,,,,1,1,1.0,,rupee_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_45,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_45,True,,,,,1,1,1.0,,rupee_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_46,40048,event_goldencoinrush1_b01_e,Speech,yan,Locale_MainScenario:event_goldencoinrush1_b01_e_46,True,,,,,1,1,1.0,,yan,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_47,40048,event_goldencoinrush1_b01_e,Speech,yan,Locale_MainScenario:event_goldencoinrush1_b01_e_47,True,,,,,1,1,1.0,,yan,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_48,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_48,True,,,,,1,1,1.0,,rupee_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_49,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_49,True,,,,,1,100,1.0,,rupee_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_50,40048,event_goldencoinrush1_b01_e,Speech,yan,Locale_MainScenario:event_goldencoinrush1_b01_e_50,True,,,,,100,100,1.0,,yan,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_51,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_51,True,,,,,100,100,1.0,,rupee_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_52,40048,event_goldencoinrush1_b01_e,Speech,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_e_52,True,,,,,100,100,1.0,,soda_b,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_53,40048,event_goldencoinrush1_b01_e,Self,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_e_53,False,,,,,100,100,1.0,none,,,,,,,,,,,,,,,,,,
event_goldencoinrush1_b01_e_54,40048,event_goldencoinrush1_b01_e,Monologue,mustang,Locale_MainScenario:event_goldencoinrush1_b01_e_54,False,mustang,7,idle,CoinRushMainHall,7,7,1.0,,,rouge,5,think,,,,,soda_b,3,worry,alice_b,1,idle,rupee_b,13,idle,black
event_goldencoinrush1_b01_e_55,40048,event_goldencoinrush1_b01_e,Speech,mustang,Locale_MainScenario:event_goldencoinrush1_b01_e_55,True,,7,idle,,7,7,1.0,event_bgm_goldcoinrush_inst,mustang,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_56,40048,event_goldencoinrush1_b01_e,Speech,mustang,Locale_MainScenario:event_goldencoinrush1_b01_e_56,True,,7,idle,,7,7,1.0,,mustang,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_57,40048,event_goldencoinrush1_b01_e,Speech,mustang,Locale_MainScenario:event_goldencoinrush1_b01_e_57,True,,7,idle,,7,7,1.0,,mustang,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_58,40048,event_goldencoinrush1_b01_e,Speech,mustang,Locale_MainScenario:event_goldencoinrush1_b01_e_58,True,,7,idle,,7,7,1.0,,mustang,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_59,40048,event_goldencoinrush1_b01_e,Speech,mustang,Locale_MainScenario:event_goldencoinrush1_b01_e_59,True,,7,idle,,7,5,1.0,,mustang,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_60,40048,event_goldencoinrush1_b01_e,Speech,rouge,Locale_MainScenario:event_goldencoinrush1_b01_e_60,True,,7,idle,,5,50,1.0,,rouge,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_61,40048,event_goldencoinrush1_b01_e,Speech,rouge,Locale_MainScenario:event_goldencoinrush1_b01_e_61,True,,7,idle,,50,50,1.0,,rouge,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_62,40048,event_goldencoinrush1_b01_e,Speech,rouge,Locale_MainScenario:event_goldencoinrush1_b01_e_62,True,,7,idle,,50,50,1.0,,rouge,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_63,40048,event_goldencoinrush1_b01_e,Self,rouge,Locale_MainScenario:event_goldencoinrush1_b01_e_63,False,,7,idle,,50,50,1.0,,,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_64,40048,event_goldencoinrush1_b01_e,Speech,rouge,Locale_MainScenario:event_goldencoinrush1_b01_e_64,True,,7,idle,,50,50,1.0,,rouge,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_65,40048,event_goldencoinrush1_b01_e,Speech,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_e_65,True,,7,idle,,S_30,S_30,1.0,,soda_b,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_66,40048,event_goldencoinrush1_b01_e,Speech,rouge,Locale_MainScenario:event_goldencoinrush1_b01_e_66,True,,7,idle,,50,50,1.0,,rouge,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_67,40048,event_goldencoinrush1_b01_e,Speech,rouge,Locale_MainScenario:event_goldencoinrush1_b01_e_67,True,,7,idle,,50,50,1.0,,rouge,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_68,40048,event_goldencoinrush1_b01_e,Speech,rouge,Locale_MainScenario:event_goldencoinrush1_b01_e_68,True,,7,idle,,50,50,1.0,,rouge,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_69,40048,event_goldencoinrush1_b01_e,Speech,rouge,Locale_MainScenario:event_goldencoinrush1_b01_e_69,True,,7,idle,,50,50,1.0,,rouge,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_70,40048,event_goldencoinrush1_b01_e,Self,rouge,Locale_MainScenario:event_goldencoinrush1_b01_e_70,False,,7,idle,,50,50,1.0,,,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_71,40048,event_goldencoinrush1_b01_e,Monologue,rouge,Locale_MainScenario:event_goldencoinrush1_b01_e_71,False,,7,idle,,50,50,1.0,,,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_72,40048,event_goldencoinrush1_b01_e,Speech,mustang,Locale_MainScenario:event_goldencoinrush1_b01_e_72,True,,7,idle,,50,L_70,1.0,,mustang,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_73,40048,event_goldencoinrush1_b01_e,Speech,mustang,Locale_MainScenario:event_goldencoinrush1_b01_e_73,True,,7,idle,,L_70,L_70,1.0,,mustang,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_74,40048,event_goldencoinrush1_b01_e,Speech,mustang,Locale_MainScenario:event_goldencoinrush1_b01_e_74,True,,7,idle,,L_70,L_70,1.0,,mustang,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_75,40048,event_goldencoinrush1_b01_e,Speech,mustang,Locale_MainScenario:event_goldencoinrush1_b01_e_75,True,,7,delight,,L_70,L_700,0.6,,mustang,,5,think,,,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_76,40048,event_goldencoinrush1_b01_e,Speech,audience01,Locale_MainScenario:event_goldencoinrush1_b01_e_76,True,,7,delight,,L_700,L_700,1.0,,audience01,,5,think,sfx_scn_crowdcheer,Low_2,,,,3,worry,,1,idle,,13,idle,
event_goldencoinrush1_b01_e_77,40048,event_goldencoinrush1_b01_e,Self,alice_b,Locale_MainScenario:event_goldencoinrush1_b01_e_77,False,,7,delight,,XS_10,XS_10,1.0,,,,5,think,,,,,,3,worry,,1,delight,,13,idle,
event_goldencoinrush1_b01_e_78,40048,event_goldencoinrush1_b01_e,Speech,alice_b,Locale_MainScenario:event_goldencoinrush1_b01_e_78,True,,7,delight,,XS_10,XS_10,1.0,,alice_b,,5,think,,,,,,3,worry,,1,delight,,13,idle,
event_goldencoinrush1_b01_e_79,40048,event_goldencoinrush1_b01_e,Speech,rupee_b,Locale_MainScenario:event_goldencoinrush1_b01_e_79,True,,7,delight,,L_130,L_130,1.0,,rupee_b,,5,think,,,,,,3,worry,,1,delight,,13,idle,
event_goldencoinrush1_b01_e_80,40048,event_goldencoinrush1_b01_e,Speech,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_e_80,True,,7,delight,,S_30,S_30,1.0,,soda_b,,5,think,,,,,,3,worry,,1,delight,,13,idle,
event_goldencoinrush1_b01_e_81,40048,event_goldencoinrush1_b01_e,Narration,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_e_81,False,,7,delight,,S_30,3,1.0,,,,5,think,sfx_scn_stagedown,,,rouge,,3,worry,,1,delight,,13,idle,
event_goldencoinrush1_b01_e_82,40048,event_goldencoinrush1_b01_e,Monologue,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_e_82,False,,7,delight,,3,3,1.0,,,,,,,,,,,3,worry,,1,delight,,13,idle,
event_goldencoinrush1_b01_e_83,40048,event_goldencoinrush1_b01_e,Monologue,soda_b,Locale_MainScenario:event_goldencoinrush1_b01_e_83,False,,7,delight,,3,3,1.0,,,,,,,,,,,3,worry,,1,delight,,13,idle,
event_goldencoinrush1_b01_e_84,40048,event_goldencoinrush1_b01_e,Speech,mustang,Locale_MainScenario:event_goldencoinrush1_b01_e_84,True,,7,delight,,L_70,7,1.0,,mustang,,,,,,,,,3,worry,,1,delight,,13,idle,
event_goldencoinrush1_b01_e_85,40048,event_goldencoinrush1_b01_e,Speech,mustang,Locale_MainScenario:event_goldencoinrush1_b01_e_85,True,,7,delight,,7,7,1.0,,mustang,,,,,,,,,3,worry,,1,delight,,13,idle,
event_goldencoinrush1_b01_e_86,40048,event_goldencoinrush1_b01_e,Speech,mustang,Locale_MainScenario:event_goldencoinrush1_b01_e_86,True,,7,delight,,7,7,1.0,,mustang,,,,,,,,,3,worry,,1,delight,,13,idle,
event_goldencoinrush1_b01_e_87,40048,event_goldencoinrush1_b01_e,Speech,mustang,Locale_MainScenario:event_goldencoinrush1_b01_e_87,True,,7,delight,,7,7,1.0,,mustang,,,,,,,,,3,worry,,1,delight,,13,idle,
event_goldencoinrush1_b01_e_88,40048,event_goldencoinrush1_b01_e,Speech,mustang,Locale_MainScenario:event_goldencoinrush1_b01_e_88,True,,7,delight,,7,7,1.0,,mustang,,,,,,,,,3,worry,,1,delight,,13,idle,
event_goldencoinrush1_b01_e_89,40048,event_goldencoinrush1_b01_e,Speech,mustang,Locale_MainScenario:event_goldencoinrush1_b01_e_89,True,,7,delight,,7,7,1.0,,mustang,,,,,,,,,3,worry,,1,delight,,13,idle,
event_goldencoinrush1_b01_e_90,40048,event_goldencoinrush1_b01_e,Speech,mustang,Locale_MainScenario:event_goldencoinrush1_b01_e_90,True,,7,delight,,7,7,1.0,,mustang,,,,,,,,,3,worry,,1,delight,,13,idle,
event_goldencoinrush1_b01_e_91,40048,event_goldencoinrush1_b01_e,Narration,,Locale_MainScenario:event_goldencoinrush1_b01_e_91,False,,7,delight,,7,L_70,1.0,,,,,,,,mustang,,,3,worry,,1,delight,,13,idle,
event_goldencoinrush1_b01_e_92,40048,event_goldencoinrush1_b01_e,Monologue,,Locale_MainScenario:event_goldencoinrush1_b01_e_92,False,,,,,L_70,L_70,1.0,,,,,,,,,,,3,worry,,1,delight,,13,idle,
event_goldencoinrush1_b01_e_93,40048,event_goldencoinrush1_b01_e,Self,,Locale_MainScenario:event_goldencoinrush1_b01_e_93,False,,,,,L_70,L_70,1.0,,,,,,,,,,,3,worry,,1,delight,,13,idle,
event_goldencoinrush1_b01_e_94,40048,event_goldencoinrush1_b01_e,Monologue,,Locale_MainScenario:event_goldencoinrush1_b01_e_94,False,,,,,black,black,1.0,,,,,,,,,,,3,worry,,1,delight,,13,idle,
event_goldencoinrush1_b01_e_95,40048,event_goldencoinrush1_b01_e,Monologue,,Locale_MainScenario:event_goldencoinrush1_b01_e_95,False,,,,,black,black,1.0,,,,,,,,,,,3,worry,,1,delight,,13,idle,
