id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_newflavor_01_s_13,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_13,True,,30,30,1.0,,,rapi,rapi,,3,idle,,,,,,
event_newflavor_01_s_14,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_14,True,,30,30,1.0,,,rapi,rapi,,3,idle,,,,,,
event_newflavor_01_s_15,40073,event_newflavor_01_s,Self,Locale_SubScenario:event_newflavor_01_s_15,False,,30,30,1.0,,,rapi,,,3,idle,,,,,,
event_newflavor_01_s_16,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_16,True,,30,30,1.0,,,rapi,rapi,,3,think,,,,,,
event_newflavor_01_s_17,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_17,True,,30,30,1.0,,,rapi,rapi,,3,think,,,,,,
event_newflavor_01_s_18,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_18,True,,30,30,1.0,,,rapi,rapi,,3,idle,,,,,,
event_newflavor_01_s_19,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_19,True,,30,30,1.0,,,rapi,rapi,,3,idle,,,,,,
event_newflavor_01_s_20,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_20,True,,30,30,1.0,,,rapi,rapi,,3,idle,,,,,,
event_newflavor_01_s_21,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_21,True,,30,30,1.0,,,rapi,rapi,,3,idle,,,,,,
event_newflavor_01_s_22,40073,event_newflavor_01_s,Self,Locale_SubScenario:event_newflavor_01_s_22,False,,30,30,1.0,,,rapi,,,3,idle,,,,,,
event_newflavor_01_s_23,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_23,True,,30,30,1.0,,,rapi,rapi,,3,idle,,,,,,
event_newflavor_01_s_24,40073,event_newflavor_01_s,Self,Locale_SubScenario:event_newflavor_01_s_24,False,,30,30,1.0,,,rapi,,,3,idle,,,,,,
event_newflavor_01_s_25,40073,event_newflavor_01_s,Narration,Locale_SubScenario:event_newflavor_01_s_25,False,,black,black,1.0,sfx_scn_run,none,rapi,,,3,idle,,,,,,
event_newflavor_01_s_26,40073,event_newflavor_01_s,Narration,Locale_SubScenario:event_newflavor_01_s_26,False,,black,black,1.0,sfx_scn_knock,,rapi,,,3,idle,,,,,,
event_newflavor_01_s_27,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_27,False,,3,3,1.0,,,rapi,crust,,3,idle,,,,,,
event_newflavor_01_s_28,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_28,False,,3,3,1.0,,,rapi,crust,,3,idle,,,,,,
event_newflavor_01_s_29,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_29,False,,3,3,1.0,,,rapi,crust,,3,idle,,,,,,
event_newflavor_01_s_30,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_30,False,,3,3,1.0,,,rapi,rapi,,3,idle,,,,,,
event_newflavor_01_s_31,40073,event_newflavor_01_s,Monologue,Locale_SubScenario:event_newflavor_01_s_31,False,,3,3,1.0,,,rapi,,,3,idle,,,,,,
event_newflavor_01_s_32,40073,event_newflavor_01_s,Self,Locale_SubScenario:event_newflavor_01_s_32,False,,3,3,1.0,,,rapi,,,3,idle,,,,,,
event_newflavor_01_s_33,40073,event_newflavor_01_s,Narration,Locale_SubScenario:event_newflavor_01_s_33,False,,3,12,1.5,sfx_scn_autodooropen,,crust,,,3,idle,bready,1,idle,crust,13,idle
event_newflavor_01_s_34,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_34,True,,12,12,1.0,,bgm_story_luckybreak,crust,crust,,3,idle,,1,idle,,13,shy
event_newflavor_01_s_35,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_35,True,,12,12,1.0,,,crust,crust,,3,idle,,1,idle,,13,shy
event_newflavor_01_s_36,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_36,True,,12,12,1.0,,,crust,crust,,3,idle,,1,idle,,13,delight
event_newflavor_01_s_37,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_37,True,,12,12,1.0,,,crust,crust,,3,idle,,1,idle,,13,delight
event_newflavor_01_s_38,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_38,True,,12,12,1.0,,,crust,crust,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_39,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_39,True,,12,12,1.0,,,crust,crust,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_40,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_40,True,,12,12,1.0,,,bready,bready,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_41,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_41,True,,12,12,1.0,,,bready,bready,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_42,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_42,True,,12,12,1.0,,,bready,bready,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_43,40073,event_newflavor_01_s,Self,Locale_SubScenario:event_newflavor_01_s_43,False,,12,12,1.0,,,bready,,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_44,40073,event_newflavor_01_s,Self,Locale_SubScenario:event_newflavor_01_s_44,False,,12,12,1.0,,,bready,,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_45,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_45,True,,12,XS_130,1.3,,,crust,crust,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_46,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_46,True,,XS_130,XS_130,1.0,,,crust,crust,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_47,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_47,True,,XS_130,XS_130,1.0,,,crust,crust,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_48,40073,event_newflavor_01_s,Self,Locale_SubScenario:event_newflavor_01_s_48,False,,XS_130,XS_130,1.0,,,crust,,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_49,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_49,True,,XS_130,XS_130,1.0,,,crust,crust,,3,idle,,1,idle,,13,delight
event_newflavor_01_s_50,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_50,True,,XS_130,XS_130,1.0,,,crust,crust,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_51,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_51,True,,XS_130,XS_130,1.0,,,crust,crust,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_52,40073,event_newflavor_01_s,Self,Locale_SubScenario:event_newflavor_01_s_52,False,,XS_130,XS_130,1.0,,,crust,,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_53,40073,event_newflavor_01_s,Narration,Locale_SubScenario:event_newflavor_01_s_53,False,,black,black,1.0,sfx_scn_boxrustle,,crust,,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_54,40073,event_newflavor_01_s,Monologue,Locale_SubScenario:event_newflavor_01_s_54,False,,12,12,1.0,,,crust,,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_55,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_55,True,,12,12,1.0,,,bready,bready,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_56,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_56,True,,12,12,1.0,,,bready,bready,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_57,40073,event_newflavor_01_s,Self,Locale_SubScenario:event_newflavor_01_s_57,False,,12,12,1.0,,,bready,,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_58,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_58,True,,12,12,1.0,,,bready,bready,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_59,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_59,True,,12,12,1.0,,,bready,bready,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_60,40073,event_newflavor_01_s,Monologue,Locale_SubScenario:event_newflavor_01_s_60,False,,12,12,1.0,,,bready,,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_61,40073,event_newflavor_01_s,Monologue,Locale_SubScenario:event_newflavor_01_s_61,False,,12,12,1.0,,,bready,,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_62,40073,event_newflavor_01_s,Self,Locale_SubScenario:event_newflavor_01_s_62,False,,12,12,1.0,,,bready,,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_63,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_63,True,,12,XS_130,1.3,,,crust,crust,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_64,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_64,True,,XS_130,XS_130,1.0,,,crust,crust,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_65,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_65,True,,XS_130,XS_130,1.0,,,crust,crust,,3,idle,,1,idle,,13,delight
event_newflavor_01_s_66,40073,event_newflavor_01_s,Self,Locale_SubScenario:event_newflavor_01_s_66,False,,XS_130,XS_130,1.0,,,crust,,,3,idle,,1,idle,,13,delight
event_newflavor_01_s_67,40073,event_newflavor_01_s,Self,Locale_SubScenario:event_newflavor_01_s_67,False,,XS_130,XS_130,1.0,,,crust,,,3,idle,,1,idle,,13,delight
event_newflavor_01_s_68,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_68,True,,XS_130,XS_130,1.0,,,crust,crust,,3,idle,,1,idle,,13,delight
event_newflavor_01_s_69,40073,event_newflavor_01_s,Monologue,Locale_SubScenario:event_newflavor_01_s_69,False,,XS_130,XS_1300,1.3,,,crust,,,3,idle,,1,idle,,13,delight
event_newflavor_01_s_70,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_70,True,,XS_1300,XS_1300,1.0,,,crust,crust,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_71,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_71,True,,XS_1300,XS_1300,1.0,,,crust,crust,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_72,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_72,True,,XS_1300,XS_1300,1.0,,,crust,crust,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_73,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_73,True,,XS_1300,XS_1300,1.0,,,crust,crust,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_74,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_74,True,,XS_1300,XS_1300,1.0,,,crust,crust,,3,idle,,1,idle,,13,idle
event_newflavor_01_s_75,40073,event_newflavor_01_s,Speech,Locale_SubScenario:event_newflavor_01_s_75,True,,XS_1300,XS_130,1.3,,,crust,crust,,3,idle,,1,idle,,13,delight
event_newflavor_01_s_76,40073,event_newflavor_01_s,Self,Locale_SubScenario:event_newflavor_01_s_76,False,,XS_130,XS_130,1.0,,,crust,,,3,idle,,1,idle,,13,delight
event_newflavor_01_s_77,40073,event_newflavor_01_s,Monologue,Locale_SubScenario:event_newflavor_01_s_77,False,,XS_130,XS_130,1.0,,,crust,,,3,idle,,1,idle,,13,delight
event_newflavor_01_s_78,40073,event_newflavor_01_s,Monologue,Locale_SubScenario:event_newflavor_01_s_78,False,,XS_130,XS_130,1.0,,,crust,,,3,idle,,1,idle,,13,delight
event_newflavor_01_s_79,40073,event_newflavor_01_s,Self,Locale_SubScenario:event_newflavor_01_s_79,False,,XS_130,XS_130,1.0,,none,crust,,,3,idle,,1,idle,,13,delight
event_newflavor_01_s_80,40073,event_newflavor_01_s,Self,Locale_SubScenario:event_newflavor_01_s_80,False,,black,black,1.0,,,crust,,,3,idle,,1,idle,,13,delight
event_newflavor_01_s_81,40073,event_newflavor_01_s,Self,Locale_SubScenario:event_newflavor_01_s_81,False,,black,black,1.0,,,crust,,,3,idle,,1,idle,,13,delight
