id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim
event_seayouagain1_02_e_19,40024,event_seayouagain1_02_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_e_19,True,,30,30,1.0,,,,1,idle2,,,13,shy,,,3,no,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_20,40024,event_seayouagain1_02_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_e_20,True,,30,30,1.0,,,,1,idle2,,,13,shy,,,3,idle,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_21,40024,event_seayouagain1_02_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_e_21,True,,30,30,1.0,,,,1,idle2,,,13,shy,,,3,idle,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_22,40024,event_seayouagain1_02_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain1_02_e_22,True,,XS_130,XS_130,1.0,,,,1,idle2,,,13,idle,,,3,idle,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_23,40024,event_seayouagain1_02_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain1_02_e_23,True,,XS_130,XS_130,1.0,,,,1,idle2,,,13,idle,,,3,idle,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_24,40024,event_seayouagain1_02_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain1_02_e_24,True,,XS_130,XS_130,1.0,,,,1,idle2,,,13,idle,,,3,idle,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_25,40024,event_seayouagain1_02_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain1_02_e_25,True,,10,10,1.0,,,,1,angry,,,13,idle,,,3,idle,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_26,40024,event_seayouagain1_02_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain1_02_e_26,True,,10,10,1.0,,,,1,angry,,,13,idle,,,3,idle,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_27,40024,event_seayouagain1_02_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain1_02_e_27,True,,10,10,1.0,,,,1,angry,,,13,idle,,,3,idle,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_28,40024,event_seayouagain1_02_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_e_28,True,,30,30,1.0,,,,1,angry,,,13,idle,,,3,no,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_29,40024,event_seayouagain1_02_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_e_29,True,,30,30,1.0,,,,1,angry,,,13,idle,,,3,no,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_30,40024,event_seayouagain1_02_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain1_02_e_30,True,,30,2,1.0,,,,1,shy,,,13,idle,,,3,no,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_31,40024,event_seayouagain1_02_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain1_02_e_31,True,,2,2,1.0,,,,1,idle2,,,13,idle,,,3,no,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_32,40024,event_seayouagain1_02_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain1_02_e_32,True,,2,2,1.0,,,,1,idle2,,,13,idle,,,3,no,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_33,40024,event_seayouagain1_02_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_e_33,True,,2,2,1.0,,,,1,idle2,,,13,idle,,,3,idle,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_34,40024,event_seayouagain1_02_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain1_02_e_34,True,,2,2,1.0,,,,1,idle2,,,13,idle,,,3,idle,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_35,40024,event_seayouagain1_02_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_e_35,True,,2,2,1.0,,,,1,idle2,,,13,idle,,,3,surprise,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_36,40024,event_seayouagain1_02_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain1_02_e_36,True,,2,12,1.0,,,,1,idle2,,,13,idle,,,3,surprise,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_37,40024,event_seayouagain1_02_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain1_02_e_37,True,,12,12,1.0,,,,1,idle2,,,13,idle,,,3,surprise,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_38,40024,event_seayouagain1_02_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain1_02_e_38,True,,12,12,1.0,,,,1,idle2,,,13,shy,,,3,surprise,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_39,40024,event_seayouagain1_02_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain1_02_e_39,True,,12,12,1.0,,,,1,idle2,,,13,shy,,,3,surprise,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_40,40024,event_seayouagain1_02_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain1_02_e_40,True,,12,12,1.0,,,,1,idle2,,,13,shy,,,3,surprise,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_41,40024,event_seayouagain1_02_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain1_02_e_41,True,,12,12,1.0,,,,1,idle2,,,13,shy,,,3,surprise,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_42,40024,event_seayouagain1_02_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain1_02_e_42,True,,12,12,1.0,,,,1,delight,,,13,shy,,,3,surprise,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_43,40024,event_seayouagain1_02_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain1_02_e_43,True,,12,12,1.0,,,,1,delight,,,13,shy,,,3,surprise,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_44,40024,event_seayouagain1_02_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain1_02_e_44,True,,12,2,1.0,,,,1,idle2,,,13,shy,,,3,surprise,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_45,40024,event_seayouagain1_02_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain1_02_e_45,True,,2,2,1.0,,,,1,idle2,,,13,shy,,,3,surprise,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_46,40024,event_seayouagain1_02_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_e_46,False,,2,30,1.0,,,,1,idle2,,,13,shy,,,3,no,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_47,40024,event_seayouagain1_02_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_e_47,True,,30,30,1.0,,,,1,idle2,,,13,shy,,,3,idle,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_48,40024,event_seayouagain1_02_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_e_48,True,,30,30,1.0,,,,1,idle2,,,13,shy,,,3,idle,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_49,40024,event_seayouagain1_02_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_e_49,True,,30,30,1.0,,,,1,idle2,,,13,shy,,,3,idle,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_50,40024,event_seayouagain1_02_e,Speech,mast,mast,Locale_MainScenario:event_seayouagain1_02_e_50,True,,10,10,1.0,,,,1,delight,,,13,shy,,,3,idle,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_51,40024,event_seayouagain1_02_e,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain1_02_e_51,True,,XS_130,XS_130,1.0,,,,1,delight,,,13,shy,,,3,idle,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_52,40024,event_seayouagain1_02_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_e_52,True,,30,30,1.0,,,,1,delight,,,13,shy,,,3,delight,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_53,40024,event_seayouagain1_02_e,Narration,,,Locale_MainScenario:event_seayouagain1_02_e_53,False,ElevatorOut,black,black,1.0,none,black,,1,delight,mast,,13,shy,anchor,,3,delight,,,,,,,,,,,,,,,,,,
event_seayouagain1_02_e_54,40024,event_seayouagain1_02_e,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_02_e_54,True,,90,90,1.0,bgm_story_orangepop,,rapi,9,idle,,neon,7,idle,,,3,idle,anis,5,idle,frima,1,idle,liter,13,idle,mary,15,idle,pepper,17,idle,yan,19,idle
event_seayouagain1_02_e_55,40024,event_seayouagain1_02_e,Speech,frima,frima,Locale_MainScenario:event_seayouagain1_02_e_55,True,,10,10,1.0,,,,9,idle,,,7,idle,,,3,idle,,5,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_56,40024,event_seayouagain1_02_e,Speech,liter,liter,Locale_MainScenario:event_seayouagain1_02_e_56,True,,XS_130,XS_130,1.0,,,,9,idle,,,7,idle,,,3,idle,,5,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_57,40024,event_seayouagain1_02_e,Speech,mary,mary,Locale_MainScenario:event_seayouagain1_02_e_57,True,,16,16,1.0,,,,9,idle,,,7,idle,,,3,idle,,5,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_58,40024,event_seayouagain1_02_e,Speech,yan,yan,Locale_MainScenario:event_seayouagain1_02_e_58,True,,S_190,S_190,1.0,,,,9,idle,,,7,idle,,,3,idle,,5,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_59,40024,event_seayouagain1_02_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_e_59,True,,30,30,1.0,,,,9,idle,,,7,idle,,,3,idle,,5,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_60,40024,event_seayouagain1_02_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_e_60,True,,30,30,1.0,,,,9,idle,,,7,idle,,,3,idle,,5,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_61,40024,event_seayouagain1_02_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_02_e_61,True,,30,4,1.0,,,,9,idle,,,7,idle,,,3,idle,,5,worry,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_62,40024,event_seayouagain1_02_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_02_e_62,True,,4,4,1.0,,,,9,idle,,,7,idle,,,3,idle,,5,worry,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_63,40024,event_seayouagain1_02_e,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_02_e_63,True,,4,6,1.0,,,,9,idle,,,7,idle,,,3,idle,,5,worry,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_64,40024,event_seayouagain1_02_e,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_02_e_64,True,,6,6,1.0,,,,9,idle,,,7,idle,,,3,idle,,5,worry,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_65,40024,event_seayouagain1_02_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_e_65,True,,6,4,1.0,,,,9,idle,,,7,idle,,,3,idle,,5,worry,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_66,40024,event_seayouagain1_02_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_02_e_66,True,,4,4,1.0,,,,9,idle,,,7,idle,,,3,idle,,5,void,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_67,40024,event_seayouagain1_02_e,Self,,,Locale_MainScenario:event_seayouagain1_02_e_67,False,,4,4,1.0,,,,9,idle,,,7,idle,,,3,idle,,5,void,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_68,40024,event_seayouagain1_02_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_02_e_68,True,CityForest_03_d,6,6,1.0,,black,,9,idle,,,7,idle,,,3,idle,,5,delight,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_69,40024,event_seayouagain1_02_e,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_02_e_69,True,,6,6,1.0,,,,9,idle,,,7,delight,,,3,idle,,5,delight,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_70,40024,event_seayouagain1_02_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_02_e_70,True,,6,6,1.0,,,,9,idle,,,7,delight,,,3,idle,,5,delight,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_71,40024,event_seayouagain1_02_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_02_e_71,True,,6,6,1.0,,,,9,idle,,,7,delight,,,3,idle,,5,delight,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_72,40024,event_seayouagain1_02_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_02_e_72,True,,6,6,1.0,,,,9,idle,,,7,delight,,,3,idle,,5,delight,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_73,40024,event_seayouagain1_02_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_02_e_73,True,,6,6,1.0,,,,9,idle,,,7,delight,,,3,idle,,5,delight,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_74,40024,event_seayouagain1_02_e,Speech,neon,neon,Locale_MainScenario:event_seayouagain1_02_e_74,True,,6,6,1.0,,,,9,idle,,,7,delight,,,3,idle,,5,delight,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_75,40024,event_seayouagain1_02_e,Speech,anis,anis,Locale_MainScenario:event_seayouagain1_02_e_75,True,,6,6,1.0,,,,9,idle,,,7,delight,,,3,idle,,5,delight,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_76,40024,event_seayouagain1_02_e,Speech,frima,frima,Locale_MainScenario:event_seayouagain1_02_e_76,True,,10,10,1.0,,,,9,idle,,,7,delight,,,3,idle,,5,delight,,1,delight,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_77,40024,event_seayouagain1_02_e,Speech,yan,yan,Locale_MainScenario:event_seayouagain1_02_e_77,True,,S_190,S_190,1.0,,,,9,idle,,,7,delight,,,3,idle,,5,delight,,1,delight,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_78,40024,event_seayouagain1_02_e,Speech,mary,mary,Locale_MainScenario:event_seayouagain1_02_e_78,True,,XS_150,XS_150,1.0,,,,9,idle,,,7,delight,,,3,idle,,5,delight,,1,delight,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_79,40024,event_seayouagain1_02_e,Speech,yan,yan,Locale_MainScenario:event_seayouagain1_02_e_79,True,,XS_150,18,1.0,,,,9,idle,,,7,delight,,,3,idle,,5,delight,,1,delight,,13,idle,,15,idle,,17,idle,,19,idle
event_seayouagain1_02_e_80,40024,event_seayouagain1_02_e,Speech,yan,yan,Locale_MainScenario:event_seayouagain1_02_e_80,True,,18,18,1.0,,,,9,idle,,,7,delight,,,3,idle,,5,delight,,1,delight,,13,idle,,15,idle,,17,idle,,19,delight
event_seayouagain1_02_e_81,40024,event_seayouagain1_02_e,Speech,yan,yan,Locale_MainScenario:event_seayouagain1_02_e_81,True,,18,18,1.0,,,,9,idle,,,7,delight,,,3,idle,,5,delight,,1,delight,,13,idle,,15,idle,,17,idle,,19,delight
event_seayouagain1_02_e_82,40024,event_seayouagain1_02_e,Speech,pepper,pepper,Locale_MainScenario:event_seayouagain1_02_e_82,True,,18,18,1.0,,,,9,idle,,,7,delight,,,3,idle,,5,delight,,1,delight,,13,idle,,15,idle,,17,delight,,19,delight
event_seayouagain1_02_e_83,40024,event_seayouagain1_02_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_e_83,True,,3,30,1.0,,,,9,idle,,,7,delight,,,3,idle,,5,delight,,1,delight,,13,idle,,15,idle,,17,delight,,19,delight
event_seayouagain1_02_e_84,40024,event_seayouagain1_02_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_e_84,True,,30,30,1.0,,,,9,idle,,,7,delight,,,3,no,,5,delight,,1,delight,,13,idle,,15,idle,,17,delight,,19,delight
event_seayouagain1_02_e_85,40024,event_seayouagain1_02_e,Self,,,Locale_MainScenario:event_seayouagain1_02_e_85,False,,30,30,1.0,,,,9,idle,,,7,delight,,,3,no,,5,delight,,1,delight,,13,idle,,15,idle,,17,delight,,19,delight
event_seayouagain1_02_e_86,40024,event_seayouagain1_02_e,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_e_86,True,,30,30,1.0,,,,9,idle,,,7,delight,,,3,no,,5,delight,,1,delight,,13,idle,,15,idle,,17,delight,,19,delight
event_seayouagain1_02_e_87,40024,event_seayouagain1_02_e,Speech,rapi,rapi,Locale_MainScenario:event_seayouagain1_02_e_87,True,,90,90,1.0,,,,9,idle,,,7,delight,,,3,no,,5,delight,,1,delight,,13,idle,,15,idle,,17,delight,,19,delight
