id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/0/hide_char_id,characters/1/hide_char_id,play_sound,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_icedragonsaga2_01_s_19,40065,event_icedragonsaga2_01_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_01_s_19,True,,XS_120,XS_120,1.0,,,2,idle,,12,no,,,,,,,,
event_icedragonsaga2_01_s_20,40065,event_icedragonsaga2_01_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_01_s_20,True,,XS_120,XS_120,1.0,,,2,idle,,12,no,,,,,,,,
event_icedragonsaga2_01_s_21,40065,event_icedragonsaga2_01_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_01_s_21,True,,XS_120,XS_120,1.0,,,2,idle,,12,think,,,,,,,,
event_icedragonsaga2_01_s_22,40065,event_icedragonsaga2_01_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_01_s_22,True,,XS_120,XS_120,1.0,,,2,idle,,12,think,,,,,,,,
event_icedragonsaga2_01_s_23,40065,event_icedragonsaga2_01_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_01_s_23,True,,XS_120,XS_120,1.0,,,2,idle,,12,think,,,,,,,,
event_icedragonsaga2_01_s_24,40065,event_icedragonsaga2_01_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_01_s_24,True,,XS_120,1,1.0,,,2,idle,,12,think,,,,,,,,
event_icedragonsaga2_01_s_25,40065,event_icedragonsaga2_01_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_01_s_25,True,,1,1,1.0,,,2,idle,,12,think,,,,,,,,
event_icedragonsaga2_01_s_26,40065,event_icedragonsaga2_01_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_01_s_26,True,,1,1,1.0,,,2,idle,,12,no,,,,,,,,
event_icedragonsaga2_01_s_27,40065,event_icedragonsaga2_01_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_01_s_27,True,,1,1,1.0,,,2,idle,,12,no,,,,,,,,
event_icedragonsaga2_01_s_28,40065,event_icedragonsaga2_01_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_01_s_28,True,,1,1,1.0,,,2,idle,,12,no,,,,,,,,
event_icedragonsaga2_01_s_29,40065,event_icedragonsaga2_01_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_01_s_29,True,,1,1,1.0,,,2,idle,,12,no,,,,,,,,
event_icedragonsaga2_01_s_30,40065,event_icedragonsaga2_01_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_01_s_30,True,,1,1,1.0,,,2,idle,,12,no,,,,,,,,
event_icedragonsaga2_01_s_31,40065,event_icedragonsaga2_01_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_01_s_31,True,,1,1,1.0,,,2,idle,,12,no,,,,,,,,
event_icedragonsaga2_01_s_32,40065,event_icedragonsaga2_01_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_01_s_32,True,,1,1,1.0,,,2,idle,,12,no,,,,,,,,
event_icedragonsaga2_01_s_33,40065,event_icedragonsaga2_01_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_01_s_33,True,,1,1,1.0,,,2,idle,,12,no,,,,,,,,
event_icedragonsaga2_01_s_34,40065,event_icedragonsaga2_01_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_01_s_34,True,,1,1,1.0,,,2,idle,,12,no,,,,,,,,
event_icedragonsaga2_01_s_35,40065,event_icedragonsaga2_01_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_01_s_35,True,,1,1,1.0,,,2,idle,,12,no,,,,,,,,
event_icedragonsaga2_01_s_36,40065,event_icedragonsaga2_01_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_01_s_36,True,,1,XS_120,1.0,,,2,idle,,12,think,,,,,,,,
event_icedragonsaga2_01_s_37,40065,event_icedragonsaga2_01_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_01_s_37,True,,XS_120,XS_120,1.0,,,2,idle,,12,think,,,,,,,,
event_icedragonsaga2_01_s_38,40065,event_icedragonsaga2_01_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_01_s_38,True,,XS_120,XS_120,1.0,,,2,idle,,12,think,,,,,,,,
event_icedragonsaga2_01_s_39,40065,event_icedragonsaga2_01_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_01_s_39,True,,XS_120,L_200,0.5,,,2,angry,,12,think,,,,,,,,
event_icedragonsaga2_01_s_40,40065,event_icedragonsaga2_01_s,Self,guillotine_w,,Locale_MainScenario:event_icedragonsaga2_01_s_40,False,Crowncastlebedroom_n,black,black,1.0,none,,2,angry,guillotine_w,12,think,,ingrid,guillotine,,,,,
event_icedragonsaga2_01_s_41,40065,event_icedragonsaga2_01_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_01_s_41,False,,12,XS_1200,0.5,,,,,,12,surprise,,,,sfx_scn_blanketunfold,,,,
event_icedragonsaga2_01_s_42,40065,event_icedragonsaga2_01_s,Speech,guillotine_w,narration,Locale_MainScenario:event_icedragonsaga2_01_s_42,False,,XS_1200,XS_1200,1.0,,,,,,12,surprise,,,,sfx_scn_comichit,,,,
event_icedragonsaga2_01_s_43,40065,event_icedragonsaga2_01_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_01_s_43,True,,XS_1200,XS_1200,1.0,event_bgm_icedragonsaga_adventure,,,,,12,surprise,,,,,Low_2,,,
event_icedragonsaga2_01_s_44,40065,event_icedragonsaga2_01_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_01_s_44,True,,XS_1200,XS_1200,1.0,,,,,,12,surprise,,,,,,,,
event_icedragonsaga2_01_s_45,40065,event_icedragonsaga2_01_s,Self,guillotine_w,,Locale_MainScenario:event_icedragonsaga2_01_s_45,False,,XS_1200,XS_1200,1.0,,,,,,12,surprise,,,,,,,,
event_icedragonsaga2_01_s_46,40065,event_icedragonsaga2_01_s,Self,guillotine_w,,Locale_MainScenario:event_icedragonsaga2_01_s_46,False,,XS_1200,XS_1200,1.0,,,,,,12,surprise,,,,,,,,
event_icedragonsaga2_01_s_47,40065,event_icedragonsaga2_01_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_01_s_47,True,,XS_1200,XS_1200,1.0,,,,,,12,idle,,,,,,,,
event_icedragonsaga2_01_s_48,40065,event_icedragonsaga2_01_s,Self,guillotine_w,,Locale_MainScenario:event_icedragonsaga2_01_s_48,False,,XS_1200,XS_1200,1.0,,,,,,12,idle,,,,,,,,
event_icedragonsaga2_01_s_49,40065,event_icedragonsaga2_01_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_01_s_49,True,,XS_1200,XS_1200,1.0,,,,,,12,delight,,,,,,,,
event_icedragonsaga2_01_s_50,40065,event_icedragonsaga2_01_s,Speech,narration,narration,Locale_MainScenario:event_icedragonsaga2_01_s_50,False,,XS_1200,XS_1200,1.0,,,,,,12,delight,,,,,,,,
event_icedragonsaga2_01_s_51,40065,event_icedragonsaga2_01_s,Speech,narration,narration,Locale_MainScenario:event_icedragonsaga2_01_s_51,False,,XS_1200,XS_1200,1.0,,,,,,12,delight,,,,,,,,
event_icedragonsaga2_01_s_52,40065,event_icedragonsaga2_01_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_01_s_52,True,,XS_1200,XS_1200,1.0,,,,,,12,shy,,,,,,,,
event_icedragonsaga2_01_s_53,40065,event_icedragonsaga2_01_s,Self,guillotine_w,,Locale_MainScenario:event_icedragonsaga2_01_s_53,False,,XS_1200,XS_1200,1.0,,,,,,12,shy,,,,,,,,
event_icedragonsaga2_01_s_54,40065,event_icedragonsaga2_01_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_01_s_54,True,,XS_1200,XS_1200,1.0,,,,,,12,shy,,,,,,,,
event_icedragonsaga2_01_s_55,40065,event_icedragonsaga2_01_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_01_s_55,True,,XS_1200,XS_1200,1.0,,,,,,12,shy,,,,,,,,
event_icedragonsaga2_01_s_56,40065,event_icedragonsaga2_01_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_01_s_56,True,,XS_1200,XS_1200,1.0,,,,,,12,shy,,,,,,,,
event_icedragonsaga2_01_s_57,40065,event_icedragonsaga2_01_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_01_s_57,True,,XS_1200,XS_1200,1.0,,,,,,12,shy,,,,,,,,
event_icedragonsaga2_01_s_58,40065,event_icedragonsaga2_01_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_01_s_58,True,,XS_1200,XS_1200,1.0,,,,,,12,shy,,,,,,,,
event_icedragonsaga2_01_s_59,40065,event_icedragonsaga2_01_s,Narration,guillotine_w,,Locale_MainScenario:event_icedragonsaga2_01_s_59,False,,XS_1200,XS_1200,1.0,none,,,,,12,idle,,,,sfx_scn_gunfire,,,,
event_icedragonsaga2_01_s_60,40065,event_icedragonsaga2_01_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_01_s_60,True,,XS_1200,XS_1200,1.0,,,,,,12,idle,,,,,,,,
event_icedragonsaga2_01_s_61,40065,event_icedragonsaga2_01_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_01_s_61,True,,XS_1200,XS_1200,1.0,,,,,,12,idle,,,,,,,,
event_icedragonsaga2_01_s_62,40065,event_icedragonsaga2_01_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_s_62,True,SnowTown_n,L_30,L_30,1.0,event_bgm_icedragonsaga_darkness,maiden_w,3,no,,12,idle,black,,guillotine_w,sfx_scn_spellicecast,,,,
event_icedragonsaga2_01_s_63,40065,event_icedragonsaga2_01_s,Narration,maiden_w,,Locale_MainScenario:event_icedragonsaga2_01_s_63,False,,L_30,L_30,1.0,,,3,no,,,,,,,sfx_scn_gunfire,,,,
event_icedragonsaga2_01_s_64,40065,event_icedragonsaga2_01_s,Narration,maiden_w,,Locale_MainScenario:event_icedragonsaga2_01_s_64,False,,L_30,L_30,1.0,,,3,no,,,,,,,sfx_scn_icecrack,Low_2,,,
event_icedragonsaga2_01_s_65,40065,event_icedragonsaga2_01_s,Narration,maiden_w,,Locale_MainScenario:event_icedragonsaga2_01_s_65,False,,L_30,L_30,1.0,,,3,no,,,,,,,,,,,
event_icedragonsaga2_01_s_66,40065,event_icedragonsaga2_01_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_s_66,True,,L_30,L_30,1.0,,,3,worry,,,,,,,,,,,
event_icedragonsaga2_01_s_67,40065,event_icedragonsaga2_01_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_s_67,True,,L_30,L_30,1.0,,,3,worry,,,,,,,,,,,
event_icedragonsaga2_01_s_68,40065,event_icedragonsaga2_01_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_s_68,True,,L_30,L_30,1.0,,,3,worry,,,,,,,,,,,
event_icedragonsaga2_01_s_69,40065,event_icedragonsaga2_01_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_s_69,True,,L_30,L_30,1.0,,,3,worry,,,,,,,,,,,
event_icedragonsaga2_01_s_70,40065,event_icedragonsaga2_01_s,Speech,sakura,sakura,Locale_MainScenario:event_icedragonsaga2_01_s_70,True,,L_30,10,1.0,,,3,worry,sakura,1,idle,,,,,,,,
event_icedragonsaga2_01_s_71,40065,event_icedragonsaga2_01_s,Speech,sakura,sakura,Locale_MainScenario:event_icedragonsaga2_01_s_71,True,,10,10,1.0,,,3,worry,,1,idle,,,,,,,,
event_icedragonsaga2_01_s_72,40065,event_icedragonsaga2_01_s,Speech,sakura,sakura,Locale_MainScenario:event_icedragonsaga2_01_s_72,True,,10,10,1.0,,,3,worry,,1,idle,,,,,,,,
event_icedragonsaga2_01_s_73,40065,event_icedragonsaga2_01_s,Speech,sakura,sakura,Locale_MainScenario:event_icedragonsaga2_01_s_73,True,,10,10,1.0,,,3,worry,,1,idle,,,,,,,,
event_icedragonsaga2_01_s_74,40065,event_icedragonsaga2_01_s,Speech,sakura,sakura,Locale_MainScenario:event_icedragonsaga2_01_s_74,True,,10,10,1.0,,,3,worry,,1,idle,,,,,,,,
event_icedragonsaga2_01_s_75,40065,event_icedragonsaga2_01_s,Speech,sakura,sakura,Locale_MainScenario:event_icedragonsaga2_01_s_75,True,,10,100,1.0,,,3,worry,,1,idle,,,,,,,,
event_icedragonsaga2_01_s_76,40065,event_icedragonsaga2_01_s,Speech,sakura,sakura,Locale_MainScenario:event_icedragonsaga2_01_s_76,True,,100,100,1.0,,,3,worry,,1,idle,,,,,,,,
event_icedragonsaga2_01_s_77,40065,event_icedragonsaga2_01_s,Speech,sakura,sakura,Locale_MainScenario:event_icedragonsaga2_01_s_77,True,,100,100,1.0,,,3,worry,,1,idle,,,,,,,,
event_icedragonsaga2_01_s_78,40065,event_icedragonsaga2_01_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_s_78,True,,100,2,1.0,,,3,surprise,,1,idle,,,,,,,,
event_icedragonsaga2_01_s_79,40065,event_icedragonsaga2_01_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_s_79,True,,2,2,1.0,,,3,surprise,,1,idle,,,,,,,,
event_icedragonsaga2_01_s_80,40065,event_icedragonsaga2_01_s,Speech,sakura,sakura,Locale_MainScenario:event_icedragonsaga2_01_s_80,True,,2,2,1.0,,,3,surprise,,1,idle,,,,,,,,
event_icedragonsaga2_01_s_81,40065,event_icedragonsaga2_01_s,Speech,sakura,sakura,Locale_MainScenario:event_icedragonsaga2_01_s_81,True,,2,2,1.0,,,3,surprise,,1,delight,,,,,,,,
event_icedragonsaga2_01_s_82,40065,event_icedragonsaga2_01_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_s_82,True,,2,L_30,0.5,,,3,no,,1,delight,,,,,,,,
event_icedragonsaga2_01_s_83,40065,event_icedragonsaga2_01_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_s_83,True,,L_30,L_30,1.0,,,3,no,,1,delight,,,,,,,,
event_icedragonsaga2_01_s_84,40065,event_icedragonsaga2_01_s,Speech,sakura,sakura,Locale_MainScenario:event_icedragonsaga2_01_s_84,True,,L_30,2,1.0,,,3,no,,1,delight,,,,,,,,
event_icedragonsaga2_01_s_85,40065,event_icedragonsaga2_01_s,Speech,sakura,sakura,Locale_MainScenario:event_icedragonsaga2_01_s_85,True,,2,2,1.0,,,3,no,,1,delight,,,,,,,,
event_icedragonsaga2_01_s_86,40065,event_icedragonsaga2_01_s,Speech,sakura,sakura,Locale_MainScenario:event_icedragonsaga2_01_s_86,True,,2,2,1.0,,,3,no,,1,idle,,,,,,,,
event_icedragonsaga2_01_s_87,40065,event_icedragonsaga2_01_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_s_87,True,,2,2,1.0,,,3,no,,1,idle,,,,,,,,
event_icedragonsaga2_01_s_88,40065,event_icedragonsaga2_01_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_s_88,True,,2,2,1.0,,,3,no,,1,idle,,,,,,,,
event_icedragonsaga2_01_s_89,40065,event_icedragonsaga2_01_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_s_89,True,,2,2,1.0,,,3,no,,1,idle,,,,,,,,
event_icedragonsaga2_01_s_90,40065,event_icedragonsaga2_01_s,Narration,maiden_w,,Locale_MainScenario:event_icedragonsaga2_01_s_90,False,,2,2,1.0,,,3,no,,1,idle,,,,sfx_scn_aims,,,,
event_icedragonsaga2_01_s_91,40065,event_icedragonsaga2_01_s,Narration,maiden_w,,Locale_MainScenario:event_icedragonsaga2_01_s_91,False,,2,2,1.0,,,3,no,,1,idle,,,,,,,,
event_icedragonsaga2_01_s_92,40065,event_icedragonsaga2_01_s,Speech,sakura,sakura,Locale_MainScenario:event_icedragonsaga2_01_s_92,True,,2,10,1.0,,,3,no,,1,delight,,,,,,,,
event_icedragonsaga2_01_s_93,40065,event_icedragonsaga2_01_s,Speech,sakura,sakura,Locale_MainScenario:event_icedragonsaga2_01_s_93,True,,10,10,1.0,,,3,no,,1,delight,,,,,,,,
event_icedragonsaga2_01_s_94,40065,event_icedragonsaga2_01_s,Speech,sakura,sakura,Locale_MainScenario:event_icedragonsaga2_01_s_94,True,,10,10,1.0,,,3,no,,1,delight,,,,,,,,
event_icedragonsaga2_01_s_95,40065,event_icedragonsaga2_01_s,Self,sakura,,Locale_MainScenario:event_icedragonsaga2_01_s_95,False,,10,10,1.0,none,,3,no,,1,surprise,,,,,,,,
event_icedragonsaga2_01_s_96,40065,event_icedragonsaga2_01_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_s_96,True,,10,L_30,1.0,,,3,surprise,,1,surprise,,,,,,,,
event_icedragonsaga2_01_s_97,40065,event_icedragonsaga2_01_s,Speech,maiden_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_01_s_97,False,,L_30,L_30,1.0,bgm_story_darklord,,3,surprise,,1,surprise,,,,,,,,
event_icedragonsaga2_01_s_98,40065,event_icedragonsaga2_01_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga2_01_s_98,False,,L_30,L_30,1.0,,,3,surprise,,1,surprise,,,,,,,,
event_icedragonsaga2_01_s_99,40065,event_icedragonsaga2_01_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_01_s_99,True,,black,black,1.0,,,3,surprise,,1,surprise,,,,,,,,
event_icedragonsaga2_01_s_100,40065,event_icedragonsaga2_01_s,Speech,guillotine_w,guillotine_w,Locale_MainScenario:event_icedragonsaga2_01_s_100,True,,1,XS_10,0.5,,,3,surprise,,13,surprise,,,sakura,,,guillotine_w,1,idle
event_icedragonsaga2_01_s_101,40065,event_icedragonsaga2_01_s,Speech,guillotine_w,narration,Locale_MainScenario:event_icedragonsaga2_01_s_101,False,,XS_10,XS_10,1.0,,,3,surprise,,,,,,,,,,1,idle
event_icedragonsaga2_01_s_102,40065,event_icedragonsaga2_01_s,Speech,guillotine_w,narration,Locale_MainScenario:event_icedragonsaga2_01_s_102,False,,XS_10,XS_10,1.0,,,3,surprise,,,,,,,sfx_scn_swordcut,,,1,idle
event_icedragonsaga2_01_s_103,40065,event_icedragonsaga2_01_s,Narration,,,Locale_MainScenario:event_icedragonsaga2_01_s_103,False,,black,black,1.0,,,3,surprise,,,,,,,sfx_scn_retrodestroyed,,,1,idle
