id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/1/hide_char_id,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_ce_01_06_s_13,40009,event_ce_01_06_s,Self,Self,Locale_SubScenario:event_ce_01_06_s_13,False,,1,1,1.0,,,,,,,,1,idle,,,,,,,,,
event_ce_01_06_s_14,40009,event_ce_01_06_s,Speech,rapi,Locale_SubScenario:event_ce_01_06_s_14,True,,1,1,1.0,,rapi,,,,,,1,idle,,,,,,,,,
event_ce_01_06_s_15,40009,event_ce_01_06_s,Narration,Narration,Locale_SubScenario:event_ce_01_06_s_15,False,,1,1,1.0,,,,,,,,1,idle,,rapi,,,,,,,
event_ce_01_06_s_16,40009,event_ce_01_06_s,Monologue,Monologue,Locale_SubScenario:event_ce_01_06_s_16,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
event_ce_01_06_s_17,40009,event_ce_01_06_s,Speech,andersen_op_c,Locale_SubScenario:event_ce_01_06_s_17,True,,1,1,1.0,bgm_enemyclose,andersen_op_c,andersen_op_c,OP_center,idle,,,,,,,sfx_scn_crackle,,,,,,
event_ce_01_06_s_18,40009,event_ce_01_06_s,Speech,andersen_op_c,Locale_SubScenario:event_ce_01_06_s_18,True,,1,1,1.0,,andersen_op_c,,OP_center,idle,,,,,,,,,,,,,
event_ce_01_06_s_19,40009,event_ce_01_06_s,Self,Self,Locale_SubScenario:event_ce_01_06_s_19,False,,1,1,1.0,,,,OP_center,idle,,,,,,,,,,,,,
event_ce_01_06_s_20,40009,event_ce_01_06_s,Speech,andersen_op_c,Locale_SubScenario:event_ce_01_06_s_20,True,,1,1,1.0,,andersen_op_c,,OP_center,idle,,,,,,,,,,,,,
event_ce_01_06_s_21,40009,event_ce_01_06_s,Speech,andersen_op_c,Locale_SubScenario:event_ce_01_06_s_21,True,,1,1,1.0,,andersen_op_c,,OP_center,idle,,,,,,,,,,,,,
event_ce_01_06_s_22,40009,event_ce_01_06_s,Self,Self,Locale_SubScenario:event_ce_01_06_s_22,False,,1,1,1.0,,,,OP_center,idle,,,,,,,,,,,,,
event_ce_01_06_s_23,40009,event_ce_01_06_s,Speech,andersen_op_c,Locale_SubScenario:event_ce_01_06_s_23,True,,1,1,1.0,,andersen_op_c,,OP_center,angry,,,,,,,,,,,,,
event_ce_01_06_s_24,40009,event_ce_01_06_s,Speech,andersen_op_c,Locale_SubScenario:event_ce_01_06_s_24,True,,1,1,1.0,,andersen_op_c,,OP_center,angry,,,,,,,,,,,,,
event_ce_01_06_s_25,40009,event_ce_01_06_s,Speech,andersen_op_c,Locale_SubScenario:event_ce_01_06_s_25,True,,1,1,1.0,,andersen_op_c,,OP_center,angry,,,,,,,,,,,,,
event_ce_01_06_s_26,40009,event_ce_01_06_s,Speech,andersen_op_c,Locale_SubScenario:event_ce_01_06_s_26,True,,1,1,1.0,,andersen_op_c,,OP_center,angry,,,,,,,,,,,,,
event_ce_01_06_s_27,40009,event_ce_01_06_s,Speech,andersen_op_c,Locale_SubScenario:event_ce_01_06_s_27,True,,1,1,1.0,,andersen_op_c,,OP_center,angry,,,,,,,,,,,,,
event_ce_01_06_s_28,40009,event_ce_01_06_s,Speech,andersen_op_c,Locale_SubScenario:event_ce_01_06_s_28,True,,1,1,1.0,,andersen_op_c,,OP_center,angry,,,,,,,,,,,,,
event_ce_01_06_s_29,40009,event_ce_01_06_s,Speech,andersen_op_c,Locale_SubScenario:event_ce_01_06_s_29,True,,1,1,1.0,,andersen_op_c,,OP_center,angry,,,,,,,,,,,,,
event_ce_01_06_s_30,40009,event_ce_01_06_s,Speech,andersen_op_c,Locale_SubScenario:event_ce_01_06_s_30,True,,1,1,1.0,,andersen_op_c,,OP_center,angry,,,,,,,,,,,,,
event_ce_01_06_s_31,40009,event_ce_01_06_s,Speech,andersen_op_c,Locale_SubScenario:event_ce_01_06_s_31,True,,1,1,1.0,,andersen_op_c,,OP_center,angry,,,,,,,,,,,,,
event_ce_01_06_s_32,40009,event_ce_01_06_s,Speech,andersen_op_c,Locale_SubScenario:event_ce_01_06_s_32,True,,1,1,1.0,,andersen_op_c,,OP_center,angry,,,,,,,,,,,,,
event_ce_01_06_s_33,40009,event_ce_01_06_s,Speech,andersen_op_c,Locale_SubScenario:event_ce_01_06_s_33,True,,1,1,1.0,,andersen_op_c,,OP_center,angry,,,,,,,,,,,,,
event_ce_01_06_s_34,40009,event_ce_01_06_s,Self,Self,Locale_SubScenario:event_ce_01_06_s_34,False,,1,1,1.0,,,,OP_center,angry,,,,,,,,,,,,,
event_ce_01_06_s_35,40009,event_ce_01_06_s,Speech,andersen_op_c,Locale_SubScenario:event_ce_01_06_s_35,True,,1,1,1.0,,andersen_op_c,,OP_center,idle,,,,,,,,,,,,,
event_ce_01_06_s_36,40009,event_ce_01_06_s,Speech,rapi,Locale_SubScenario:event_ce_01_06_s_36,True,CityForest_001,1,1,1.0,bgm_distress,rapi,,OP_center,idle,andersen_op_c,rapi,1,idle,black,,,neon,3,idle,anis,13,idle
event_ce_01_06_s_37,40009,event_ce_01_06_s,Speech,rapi,Locale_SubScenario:event_ce_01_06_s_37,True,,1,1,1.0,,rapi,,,,,,1,idle,,,,,3,idle,,13,idle
event_ce_01_06_s_38,40009,event_ce_01_06_s,Self,Self,Locale_SubScenario:event_ce_01_06_s_38,False,,1,1,1.0,,,,,,,,1,idle,,,,,3,idle,,13,idle
event_ce_01_06_s_39,40009,event_ce_01_06_s,Speech,rapi,Locale_SubScenario:event_ce_01_06_s_39,True,,1,1,1.0,,rapi,,,,,,1,idle,,,,,3,idle,,13,idle
event_ce_01_06_s_40,40009,event_ce_01_06_s,Speech,rapi,Locale_SubScenario:event_ce_01_06_s_40,True,,1,10,1.0,,rapi,,,,,,1,idle,,,,,3,idle,,13,idle
