id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_lastkingdom2_03_s_16,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_16,True,,100,1,1.0,,,hongryeon,hongryeon,,,,,,,,,,,,,,,,
event_lastkingdom2_03_s_17,40046,event_lastkingdom2_03_s,Narration,Locale_MainScenario:event_lastkingdom2_03_s_17,False,EventScene_lastkingdom_08,1,1,1.0,sfx_scn_swordcut,,hongryeon,,,,,,,,,,,,,,,,,
event_lastkingdom2_03_s_18,40046,event_lastkingdom2_03_s,Narration,Locale_MainScenario:event_lastkingdom2_03_s_18,False,,1,1,1.0,,,hongryeon,,,,,,,,,,,,,,,,,
event_lastkingdom2_03_s_19,40046,event_lastkingdom2_03_s,Narration,Locale_MainScenario:event_lastkingdom2_03_s_19,False,,black,black,1.0,sfx_scn_heavysworddrop,,hongryeon,,,,,,,,,,,,,,,,,
event_lastkingdom2_03_s_20,40046,event_lastkingdom2_03_s,Narration,Locale_MainScenario:event_lastkingdom2_03_s_20,False,CrownCastleFrontYard_d,black,black,1.0,,,hongryeon,,hongryeon,3,no,,,,,,,,,,,,,
event_lastkingdom2_03_s_21,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_21,True,,30,30,1.0,,,hongryeon,hongryeon,,3,no,,,,,,,,,,,,,
event_lastkingdom2_03_s_22,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_22,True,,30,3,1.0,,,hongryeon,hongryeon,,3,no,,,,,,,,,,,,,
event_lastkingdom2_03_s_23,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_23,True,,3,3,1.0,,,indivilia,indivilia,,3,no,,,,,,,,,,,,,
event_lastkingdom2_03_s_24,40046,event_lastkingdom2_03_s,Narration,Locale_MainScenario:event_lastkingdom2_03_s_24,False,,black,black,1.0,sfx_scn_regeneration,,indivilia,,,3,no,indivilia,1,idle,,,,,,,,,,
event_lastkingdom2_03_s_25,40046,event_lastkingdom2_03_s,Narration,Locale_MainScenario:event_lastkingdom2_03_s_25,False,,3,31,1.0,,,indivilia,,,3,no,,1,idle,,,,,,,,,,
event_lastkingdom2_03_s_26,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_26,True,,31,31,1.0,,,indivilia,indivilia,,3,no,,1,idle,,,,,,,,,,
event_lastkingdom2_03_s_27,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_27,True,,31,31,1.0,,,hongryeon,hongryeon,,3,no,,1,idle,,,,,,,,,,
event_lastkingdom2_03_s_28,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_28,True,,31,31,1.0,,,hongryeon,hongryeon,,3,no,,1,idle,,,,,,,,,,
event_lastkingdom2_03_s_29,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_29,True,,31,31,1.0,,,hongryeon,hongryeon,,3,no,,1,idle,,,,,,,,,,
event_lastkingdom2_03_s_30,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_30,True,,31,31,1.0,,,indivilia,indivilia,,3,no,,1,special,,,,,,,,,,
event_lastkingdom2_03_s_31,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_31,True,,31,31,1.0,,,hongryeon,hongryeon,,3,no,,1,special,,,,,,,,,,
event_lastkingdom2_03_s_32,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_32,True,,31,31,1.0,,,indivilia,indivilia,,3,no,,1,special,,,,,,,,,,
event_lastkingdom2_03_s_33,40046,event_lastkingdom2_03_s,Narration,Locale_MainScenario:event_lastkingdom2_03_s_33,False,,31,L_10,1.0,sfx_scn_spearthrow,,indivilia,,,3,no,,1,special,,,,,,,,,,
event_lastkingdom2_03_s_34,40046,event_lastkingdom2_03_s,Narration,Locale_MainScenario:event_lastkingdom2_03_s_34,False,,L_10,L_100,1.0,sfx_scn_metalkick,,indivilia,,,3,no,,1,special,,,,,,,,,,
event_lastkingdom2_03_s_35,40046,event_lastkingdom2_03_s,Narration,Locale_MainScenario:event_lastkingdom2_03_s_35,False,,L_100,L_100,1.0,,,indivilia,,,3,no,,1,special,crown,13,idle,,,,,,,
event_lastkingdom2_03_s_36,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_36,True,,L_100,L_10,1.0,,,indivilia,indivilia,,3,no,,1,special,,13,idle,,,,,,,
event_lastkingdom2_03_s_37,40046,event_lastkingdom2_03_s,Narration,Locale_MainScenario:event_lastkingdom2_03_s_37,False,,L_10,113,1.0,,,indivilia,,,3,no,,1,special,,13,idle,,,,,,,
event_lastkingdom2_03_s_38,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_38,True,,113,113,1.0,,,crown,crown,,3,no,,1,special,,13,idle,,,,,,,
event_lastkingdom2_03_s_39,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_39,True,,113,113,1.0,,,indivilia,indivilia,,3,no,,1,delight,,13,idle,,,,,,,
event_lastkingdom2_03_s_40,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_40,True,,113,113,1.0,,,indivilia,indivilia,,3,no,,1,delight,,13,idle,,,,,,,
event_lastkingdom2_03_s_41,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_41,True,,113,113,1.0,,,crown,crown,,3,no,,1,delight,,13,idle,,,,,,,
event_lastkingdom2_03_s_42,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_42,True,,113,113,1.0,,,indivilia,indivilia,,3,no,,1,delight,,13,idle,,,,,,,
event_lastkingdom2_03_s_43,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_43,True,,113,113,1.0,,,indivilia,indivilia,,3,no,,1,delight,,13,idle,,,,,,,
event_lastkingdom2_03_s_44,40046,event_lastkingdom2_03_s,Narration,Locale_MainScenario:event_lastkingdom2_03_s_44,False,,black,black,1.0,sfx_scn_evlaparticle,,indivilia,,,3,no,,1,delight,,13,idle,,,,,,,
event_lastkingdom2_03_s_45,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_45,True,,30,30,1.0,,,hongryeon,hongryeon,,3,no,,1,delight,,13,idle,,,,,,,
event_lastkingdom2_03_s_46,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_46,False,,130,130,1.0,,,crown,crown,,3,no,,1,delight,,13,idle,,,,,,,
event_lastkingdom2_03_s_47,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_47,False,,130,1300,1.0,,,crown,crown,,3,no,,1,delight,,13,idle,,,,,,,
event_lastkingdom2_03_s_48,40046,event_lastkingdom2_03_s,Narration,Locale_MainScenario:event_lastkingdom2_03_s_48,False,,1300,1300,1.0,,,crown,,,3,no,,1,delight,,13,idle,,,,,,,
event_lastkingdom2_03_s_49,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_49,True,,1300,L_100,1.0,,,indivilia,indivilia,,3,no,,1,special,,13,idle,,,,,,,
event_lastkingdom2_03_s_50,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_50,True,,L_100,L_100,1.0,,,indivilia,indivilia,,3,no,,1,special,,13,idle,,,,,,,
event_lastkingdom2_03_s_51,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_51,True,,L_100,L_100,1.0,,,indivilia,indivilia,,3,no,,1,special,,13,idle,,,,,,,
event_lastkingdom2_03_s_52,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_52,True,,L_100,L_100,1.0,,,indivilia,indivilia,,3,no,,1,special,,13,idle,,,,,,,
event_lastkingdom2_03_s_53,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_53,True,,L_100,L_10,1.0,,,indivilia,indivilia,,3,no,,1,special,,13,idle,,,,,,,
event_lastkingdom2_03_s_54,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_54,True,,30,30,1.0,,,hongryeon,hongryeon,,3,no,,1,special,,13,idle,,,,,,,
event_lastkingdom2_03_s_55,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_55,True,,L_10,L_10,1.0,,,indivilia,indivilia,,3,no,,1,special,,13,idle,,,,,,,
event_lastkingdom2_03_s_56,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_56,True,,130,130,1.0,,,crown,crown,,3,no,,1,special,,13,shy,,,,,,,
event_lastkingdom2_03_s_57,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_57,False,,L_10,L_10,1.0,,,indivilia,indivilia,,3,no,,1,special,,13,shy,,,,,,,
event_lastkingdom2_03_s_58,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_58,True,,130,1300,1.0,,,crown,crown,,3,no,,1,special,,13,shy,,,,,,,
event_lastkingdom2_03_s_59,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_59,False,,L_10,L_10,1.0,,,indivilia,indivilia,,3,no,,1,special,,13,shy,,,,,,,
event_lastkingdom2_03_s_60,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_60,True,,L_10,L_10,1.0,,,indivilia,indivilia,,3,no,,1,special,,13,shy,,,,,,,
event_lastkingdom2_03_s_61,40046,event_lastkingdom2_03_s,Narration,Locale_MainScenario:event_lastkingdom2_03_s_61,False,,L_10,113,1.0,sfx_scn_evlaparticle,,indivilia,,,3,no,,1,special,,13,shy,,,,,,,
event_lastkingdom2_03_s_62,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_62,False,,113,113,1.0,,,crown,crown,,3,no,,1,special,,13,shy,,,,,,,
event_lastkingdom2_03_s_63,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_63,True,,113,113,1.0,,,crown,crown,,3,no,,1,special,,13,shy,,,,,,,
event_lastkingdom2_03_s_64,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_64,True,,113,113,1.0,,,crown,crown,,3,no,,1,special,,13,shy,,,,,,,
event_lastkingdom2_03_s_65,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_65,True,,113,113,1.0,,,indivilia,indivilia,,3,no,,1,delight,,13,shy,,,,,,,
event_lastkingdom2_03_s_66,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_66,True,,113,L_10,1.0,,,indivilia,indivilia,,3,no,,1,delight,,13,shy,,,,,,,
event_lastkingdom2_03_s_67,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_67,True,,L_10,L_10,1.0,,,indivilia,indivilia,,3,no,,1,delight,,13,shy,,,,,,,
event_lastkingdom2_03_s_68,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_68,False,,L_10,L_10,1.0,,,crown,crown,,3,no,,1,delight,,13,shy,,,,,,,
event_lastkingdom2_03_s_69,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_69,True,,L_10,L_100,1.0,,,indivilia,indivilia,,3,no,,1,special,,13,shy,,,,,,,
event_lastkingdom2_03_s_70,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_70,True,,L_100,L_100,1.0,,,indivilia,indivilia,,3,no,,1,special,,13,shy,,,,,,,
event_lastkingdom2_03_s_71,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_71,True,,L_100,113,1.0,,,crown,crown,,3,no,,1,special,,13,shy,,,,,,,
event_lastkingdom2_03_s_72,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_72,True,,113,113,1.0,,,indivilia,indivilia,,3,no,,1,delight,,13,shy,,,,,,,
event_lastkingdom2_03_s_73,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_73,True,,113,113,1.0,,,indivilia,indivilia,,3,no,,1,delight,,13,shy,,,,,,,
event_lastkingdom2_03_s_74,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_74,True,,30,300,1.0,,,hongryeon,hongryeon,,3,no,,1,delight,,13,shy,,,,,,,
event_lastkingdom2_03_s_75,40046,event_lastkingdom2_03_s,Narration,Locale_MainScenario:event_lastkingdom2_03_s_75,False,,black,black,1.0,,,hongryeon,,,3,no,,1,delight,,13,shy,,,,,,,
event_lastkingdom2_03_s_76,40046,event_lastkingdom2_03_s,Narration,Locale_MainScenario:event_lastkingdom2_03_s_76,False,,black,black,1.0,,,hongryeon,,,3,no,,1,delight,,13,shy,,,,,,,
event_lastkingdom2_03_s_77,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_77,True,,L_10,L_10,1.0,,,indivilia,indivilia,,3,no,,1,delight,,13,shy,,,,,,,
event_lastkingdom2_03_s_78,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_78,True,,L_10,L_10,1.0,,,indivilia,indivilia,,3,no,,1,delight,,13,shy,,,,,,,
event_lastkingdom2_03_s_79,40046,event_lastkingdom2_03_s,Narration,Locale_MainScenario:event_lastkingdom2_03_s_79,False,,L_10,L_10,1.0,,none,indivilia,,,3,no,,1,delight,,13,shy,indivilia,,,,,,
event_lastkingdom2_03_s_80,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_80,True,,130,130,1.0,,,crown,crown,,3,no,,,,,13,shy,,,,,,,
event_lastkingdom2_03_s_81,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_81,True,,30,30,1.0,,,hongryeon,hongryeon,,3,no,,,,,13,shy,,,,,,,
event_lastkingdom2_03_s_82,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_82,True,,130,130,1.0,,,crown,crown,,3,no,,,,,13,shy,,,,,,,
event_lastkingdom2_03_s_83,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_83,True,,130,130,1.0,,,crown,crown,,3,no,,,,,13,shy,,,,,,,
event_lastkingdom2_03_s_84,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_84,True,,30,30,1.0,,,hongryeon,hongryeon,,3,no,,,,,13,shy,,,,,,,
event_lastkingdom2_03_s_85,40046,event_lastkingdom2_03_s,Narration,Locale_MainScenario:event_lastkingdom2_03_s_85,False,,black,black,1.0,,none,,,,3,no,,,,,15,shy,,kilo,13,idle,,,
event_lastkingdom2_03_s_86,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_86,True,,100,100,1.0,,,snowwhite,snowwhite,,3,no,snowwhite,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_87,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_87,True,,100,100,1.0,,,snowwhite,snowwhite,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_88,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_88,True,,1500,1500,1.0,,,crown,crown,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_89,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_89,True,,1500,S_1300,1.0,,,kilo,kilo,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_90,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_90,True,,S_1300,S_130,1.0,,,kilo,kilo,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_91,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_91,False,,S_130,10,1.0,,,snowwhite,snowwhite,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_92,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_92,True,,10,10,1.0,,,snowwhite,snowwhite,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_93,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_93,True,,10,10,1.0,,,snowwhite,snowwhite,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_94,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_94,True,,10,31,1.0,,,hongryeon,hongryeon,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_95,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_95,True,,31,31,1.0,,,snowwhite,snowwhite,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_96,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_96,True,,150,150,1.0,,,crown,crown,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_97,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_97,True,,10,10,1.0,,,snowwhite,snowwhite,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_98,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_98,True,,150,150,1.0,,,crown,crown,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_99,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_99,True,,150,1315,1.0,,,kilo,kilo,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_100,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_100,True,,1315,1315,1.0,,,kilo,kilo,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_101,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_101,False,,1315,1315,1.0,,,crown,crown,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_102,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_102,True,,1315,1315,1.0,,,crown,crown,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_103,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_103,True,,1315,1315,1.0,,,crown,crown,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_104,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_104,False,,1315,1315,1.0,,,crown,crown,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_105,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_105,True,,1315,1315,1.0,,,kilo,kilo,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_106,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_106,True,,1315,1315,1.0,,,crown,crown,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_107,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_107,True,,30,30,1.0,,,hongryeon,hongryeon,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_108,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_108,True,,30,30,1.0,,,hongryeon,hongryeon,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_109,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_109,True,,30,30,1.0,,,hongryeon,hongryeon,,3,no,,1,idle,,15,idle,,,13,idle,,,
event_lastkingdom2_03_s_110,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_110,True,,50,500,1.0,,,rapunzel,rapunzel,,3,no,,1,idle,,15,idle,,,13,idle,rapunzel,5,surprise
event_lastkingdom2_03_s_111,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_111,True,,500,500,1.0,,,rapunzel,rapunzel,,3,no,,1,idle,,15,idle,,,13,idle,,5,surprise
event_lastkingdom2_03_s_112,40046,event_lastkingdom2_03_s,Speech,Locale_MainScenario:event_lastkingdom2_03_s_112,False,,1500,1500,1.0,,,crown,crown,,3,no,,1,idle,,15,idle,,,13,idle,,5,surprise
