id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id
event_beautyfullshot2_04_s_55,40052,event_beautyfullshot2_04_s,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot2_04_s_55,True,,,,,,,,150,150,1.0,,,3,smile,,1,idle,,13,idle,,15,idle,,17,idle,,
event_beautyfullshot2_04_s_56,40052,event_beautyfullshot2_04_s,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot2_04_s_56,True,,,,,,,,150,150,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,
event_beautyfullshot2_04_s_57,40052,event_beautyfullshot2_04_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot2_04_s_57,True,,,,,,,,30,30,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,
event_beautyfullshot2_04_s_58,40052,event_beautyfullshot2_04_s,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot2_04_s_58,True,,,,,,,,150,150,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,
event_beautyfullshot2_04_s_59,40052,event_beautyfullshot2_04_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot2_04_s_59,True,,,,,,,,30,300,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,
event_beautyfullshot2_04_s_60,40052,event_beautyfullshot2_04_s,Speech,rapi_s,rapi_s,Locale_MainScenario:event_beautyfullshot2_04_s_60,False,,,,,,,,150,1500,1.0,,,3,idle,,1,idle,,13,idle,,15,think,,17,idle,,
event_beautyfullshot2_04_s_61,40052,event_beautyfullshot2_04_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot2_04_s_61,False,,,,,,,,300,30,1.0,,,3,idle,,1,idle,,13,idle,,15,think,,17,idle,,
event_beautyfullshot2_04_s_62,40052,event_beautyfullshot2_04_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot2_04_s_62,True,,,,,,,,30,30,1.0,,,3,idle,,1,idle,,13,idle,,15,think,,17,idle,,
event_beautyfullshot2_04_s_63,40052,event_beautyfullshot2_04_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot2_04_s_63,True,,,,,,,,30,30,1.0,,,3,idle,,1,idle,,13,idle,,15,think,,17,idle,,
event_beautyfullshot2_04_s_64,40052,event_beautyfullshot2_04_s,Self,sakura_s,,Locale_MainScenario:event_beautyfullshot2_04_s_64,False,,,,,,,,30,30,1.0,,,3,idle,,1,idle,,13,idle,,15,think,,17,idle,,
event_beautyfullshot2_04_s_65,40052,event_beautyfullshot2_04_s,Speech,sakura_s,sakura_s,Locale_MainScenario:event_beautyfullshot2_04_s_65,True,,,,,,,,30,30,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,
event_beautyfullshot2_04_s_66,40052,event_beautyfullshot2_04_s,Self,sakura_s,,Locale_MainScenario:event_beautyfullshot2_04_s_66,False,,,,,,,,30,30,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,
event_beautyfullshot2_04_s_67,40052,event_beautyfullshot2_04_s,Self,sakura_s,,Locale_MainScenario:event_beautyfullshot2_04_s_67,False,,,,,,,,30,30,1.0,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,
