id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,highlight,speaker,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade
event_colorless_03_s_16,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_16,False,,130,130,1.0,,,13,idle,,zwei,,,,,,
event_colorless_03_s_17,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_17,True,,130,130,1.0,,,13,idle,,zwei,zwei,,,,,
event_colorless_03_s_18,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_18,False,,130,130,1.0,,,13,idle,,zwei,,,,,,
event_colorless_03_s_19,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_19,True,,130,130,1.0,,,13,good,,zwei,zwei,,,,,
event_colorless_03_s_20,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_20,True,,130,130,1.0,,,13,good,,zwei,zwei,,,,,
event_colorless_03_s_21,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_21,True,,130,130,1.0,,,13,good,,zwei,zwei,,,,,
event_colorless_03_s_22,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_22,False,,130,130,1.0,,,13,good,,zwei,,,,,,
event_colorless_03_s_23,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_23,True,,130,130,1.0,,,13,shy,,zwei,zwei,,,,,
event_colorless_03_s_24,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_24,False,,130,130,1.0,,,13,shy,,zwei,,,,,,
event_colorless_03_s_25,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_25,False,,130,130,1.0,,,13,shy,,zwei,,,,,,
event_colorless_03_s_26,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_26,True,,130,130,1.0,,,13,good,,zwei,zwei,,,,,
event_colorless_03_s_27,40054,event_colorless_03_s,Monologue,Locale_SubScenario:event_colorless_03_s_27,False,,black,black,1.0,,,13,good,,zwei,,,,,,
event_colorless_03_s_28,40054,event_colorless_03_s,Monologue,Locale_SubScenario:event_colorless_03_s_28,False,SchoolCorridor_e,black,black,1.0,,,13,good,,,,zwei,privaty,1,idle,black
event_colorless_03_s_29,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_29,False,,1,1,1.0,,,,,,,,,,1,idle,
event_colorless_03_s_30,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_30,True,,1,1,1.0,,,,,,privaty,privaty,,,1,delight,
event_colorless_03_s_31,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_31,False,,1,1,1.0,,,,,,privaty,,,,1,delight,
event_colorless_03_s_32,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_32,True,,1,S_10,1.0,,,,,,privaty,privaty,,,1,shy,
event_colorless_03_s_33,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_33,False,,S_10,S_10,1.0,,,,,,privaty,,,,1,shy,
event_colorless_03_s_34,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_34,True,,S_10,S_10,1.0,,,,,,privaty,privaty,,,1,shy,
event_colorless_03_s_35,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_35,True,,S_10,S_10,1.0,,,,,,privaty,privaty,,,1,shy,
event_colorless_03_s_36,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_36,True,,S_10,S_10,1.0,,,,,,privaty,privaty,,,1,shy,
event_colorless_03_s_37,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_37,True,,S_10,S_10,1.0,,,,,,privaty,privaty,,,1,shy,
event_colorless_03_s_38,40054,event_colorless_03_s,Narration,Locale_SubScenario:event_colorless_03_s_38,False,,S_10,S_10,1.0,,,,,sfx_scn_distantshot,privaty,,,,1,idle,
event_colorless_03_s_39,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_39,False,,S_10,S_10,1.0,,,,,,privaty,privaty,,,1,idle,
event_colorless_03_s_40,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_40,True,,S_10,S_10,1.0,,,,,,privaty,privaty,,,1,idle,
event_colorless_03_s_41,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_41,False,,S_10,S_10,1.0,,,,,,privaty,,,,1,idle,
event_colorless_03_s_42,40054,event_colorless_03_s,Monologue,Locale_SubScenario:event_colorless_03_s_42,False,SimulationRoom,black,black,1.0,,,,,,,,,,1,idle,black
event_colorless_03_s_43,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_43,True,,S_10,S_10,1.0,,,,,,privaty,privaty,,,1,idle,
event_colorless_03_s_44,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_44,True,,S_10,S_10,1.0,,,,,,privaty,privaty,,,1,idle,
event_colorless_03_s_45,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_45,True,,S_10,S_10,1.0,,,,,,privaty,privaty,,,1,idle,
event_colorless_03_s_46,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_46,True,,S_10,S_10,1.0,,,,,,privaty,privaty,,,1,idle,
event_colorless_03_s_47,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_47,False,,S_10,S_10,1.0,,,,,,privaty,,,,1,idle,
event_colorless_03_s_48,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_48,False,,S_10,S_10,1.0,,,,,,privaty,,,,1,idle,
event_colorless_03_s_49,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_49,True,,S_10,S_10,1.0,,,,,,privaty,privaty,,,1,idle,
event_colorless_03_s_50,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_50,True,,S_10,S_10,1.0,,,,,,privaty,privaty,,,1,idle,
event_colorless_03_s_51,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_51,False,,S_10,S_10,1.0,,,,,,privaty,,,,1,idle,
event_colorless_03_s_52,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_52,True,,S_10,S_10,1.0,,,,,,privaty,privaty,,,1,idle,
event_colorless_03_s_53,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_53,True,,S_10,S_10,1.0,,,,,,privaty,privaty,,,1,idle,
event_colorless_03_s_54,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_54,True,,S_10,S_10,1.0,,,,,,privaty,privaty,,,1,idle,
event_colorless_03_s_55,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_55,False,,S_10,S_10,1.0,,,,,,privaty,,,,1,idle,
event_colorless_03_s_56,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_56,True,,S_10,S_100,0.7,,,,,,privaty,privaty,,,1,shy,
event_colorless_03_s_57,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_57,True,,S_100,S_100,1.0,,,,,,privaty,privaty,,,1,idle,
event_colorless_03_s_58,40054,event_colorless_03_s,Monologue,Locale_SubScenario:event_colorless_03_s_58,False,,black,black,1.0,none,,,,,,,,,1,idle,
event_colorless_03_s_59,40054,event_colorless_03_s,Monologue,Locale_SubScenario:event_colorless_03_s_59,False,,black,black,1.0,,,,,,,,,,1,idle,
event_colorless_03_s_60,40054,event_colorless_03_s,Monologue,Locale_SubScenario:event_colorless_03_s_60,False,,black,black,1.0,,,,,,,,,,1,idle,
event_colorless_03_s_61,40054,event_colorless_03_s,Monologue,Locale_SubScenario:event_colorless_03_s_61,False,,black,black,1.0,,zwei,15,angry,,,,,,1,idle,
event_colorless_03_s_62,40054,event_colorless_03_s,Narration,Locale_SubScenario:event_colorless_03_s_62,False,,150,150,1.0,bgm_risk,,15,pain,sfx_scn_3shotgun,zwei,,,,1,sad,black
event_colorless_03_s_63,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_63,True,,150,150,1.0,,,15,pain,,zwei,zwei,,,1,sad,
event_colorless_03_s_64,40054,event_colorless_03_s,Narration,Locale_SubScenario:event_colorless_03_s_64,False,,150,150,1.0,,,15,pain,sfx_scn_3shotgun,zwei,,,,1,sad,
event_colorless_03_s_65,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_65,True,,150,150,1.0,,,15,pain,,zwei,zwei,,,1,sad,
event_colorless_03_s_66,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_66,False,,S_10,S_10,1.0,,,15,pain,,privaty,privaty,,,1,sad,
event_colorless_03_s_67,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_67,True,,S_10,S_10,1.0,,,15,pain,,privaty,privaty,,,1,sad,
event_colorless_03_s_68,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_68,False,,S_10,S_10,1.0,,,15,pain,,privaty,,,,1,sad,
event_colorless_03_s_69,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_69,True,,S_10,S_10,1.0,,,15,pain,,privaty,privaty,,,1,sad,
event_colorless_03_s_70,40054,event_colorless_03_s,Monologue,Locale_SubScenario:event_colorless_03_s_70,False,,black,black,1.0,,,13,pain,,,,,,1,sad,
event_colorless_03_s_71,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_71,True,,12,12,1.0,,,13,surprise,,zwei,zwei,,,1,sad,
event_colorless_03_s_72,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_72,True,,12,12,1.0,,,13,shy,,zwei,zwei,,,1,sad,
event_colorless_03_s_73,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_73,True,,12,12,1.0,,,13,shy,,privaty,privaty,,,1,sad,
event_colorless_03_s_74,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_74,True,,12,130,1.0,,,13,surprise,,zwei,zwei,,,1,sad,
event_colorless_03_s_75,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_75,True,,130,12,1.0,,,13,surprise,,privaty,privaty,,,1,sad,
event_colorless_03_s_76,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_76,True,,12,12,1.0,,,13,surprise,,privaty,privaty,,,1,sad,
event_colorless_03_s_77,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_77,True,,12,12,1.0,,,13,surprise,,zwei,zwei,,,1,sad,
event_colorless_03_s_78,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_78,True,,12,12,1.0,,,13,surprise,,privaty,privaty,,,1,sad,
event_colorless_03_s_79,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_79,True,,12,12,1.0,,,13,surprise,,privaty,privaty,,,1,sad,
event_colorless_03_s_80,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_80,True,,12,12,1.0,,,13,surprise,,privaty,privaty,,,1,sad,
event_colorless_03_s_81,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_81,True,,12,12,1.0,,,13,shy,,zwei,zwei,,,1,sad,
event_colorless_03_s_82,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_82,True,,12,12,1.0,,,13,shy,,zwei,zwei,,,1,sad,
event_colorless_03_s_83,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_83,True,,12,S_10,1.0,,,13,shy,,privaty,privaty,,,1,sad,
event_colorless_03_s_84,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_84,True,,S_10,S_10,1.0,,,13,shy,,privaty,privaty,,,1,sad,
event_colorless_03_s_85,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_85,True,,S_10,S_10,1.0,,,13,shy,,privaty,privaty,,,1,sad,
event_colorless_03_s_86,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_86,False,,S_10,S_10,1.0,,,13,shy,,privaty,,,,1,sad,
event_colorless_03_s_87,40054,event_colorless_03_s,Monologue,Locale_SubScenario:event_colorless_03_s_87,False,,S_10,12,1.0,,,13,shy,,zwei,,,,1,sad,
event_colorless_03_s_88,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_88,True,,12,12,1.0,,,13,shy,,privaty,privaty,,,1,shy,
event_colorless_03_s_89,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_89,True,,12,12,1.0,,,13,shy,,privaty,privaty,,,1,shy,
event_colorless_03_s_90,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_90,True,,12,130,1.0,,,13,shy,,zwei,zwei,,,1,shy,
event_colorless_03_s_91,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_91,True,,130,130,1.0,,,13,shy,,zwei,zwei,,,1,shy,
event_colorless_03_s_92,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_92,False,,130,130,1.0,,,13,shy,,zwei,privaty,,,1,shy,
event_colorless_03_s_93,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_93,True,,130,130,1.0,,,13,shy,,zwei,zwei,,,1,shy,
event_colorless_03_s_94,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_94,True,,130,130,1.0,,,13,shy,,zwei,zwei,,,1,shy,
event_colorless_03_s_95,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_95,True,,130,130,1.0,,,13,shy,,zwei,zwei,,,1,shy,
event_colorless_03_s_96,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_96,True,,S_10,S_10,1.0,,,13,shy,,privaty,privaty,,,1,angry,
event_colorless_03_s_97,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_97,True,,S_10,S_10,1.0,,,13,shy,,privaty,privaty,,,1,angry,
event_colorless_03_s_98,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_98,True,,S_10,S_10,1.0,,,13,shy,,privaty,privaty,,,1,angry,
event_colorless_03_s_99,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_99,True,,S_10,S_10,1.0,,,13,surprise,,privaty,privaty,,,1,angry,
event_colorless_03_s_100,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_100,False,,S_10,S_10,1.0,,,13,surprise,,privaty,,,,1,angry,
event_colorless_03_s_101,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_101,False,,S_10,130,1.0,,,13,surprise,,zwei,,,,1,angry,
event_colorless_03_s_102,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_102,True,,130,130,1.0,,,13,surprise,,zwei,zwei,,,1,angry,
event_colorless_03_s_103,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_103,True,,130,130,1.0,,,13,shy,,zwei,zwei,,,1,angry,
event_colorless_03_s_104,40054,event_colorless_03_s,Monologue,Locale_SubScenario:event_colorless_03_s_104,False,,130,130,1.0,,,13,shy,,,,zwei,,1,angry,
event_colorless_03_s_105,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_105,True,,130,S_10,1.0,,,,,,privaty,privaty,,,1,shy,
event_colorless_03_s_106,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_106,True,,S_10,S_10,1.0,,,,,,privaty,privaty,,,1,shy,
event_colorless_03_s_107,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_107,False,,S_10,S_10,1.0,,,,,,privaty,,,,1,shy,
event_colorless_03_s_108,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_108,False,,S_10,S_10,1.0,,,,,,privaty,,,,1,shy,
event_colorless_03_s_109,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_109,True,,S_10,S_10,1.0,,,,,,privaty,privaty,,,1,shy,
event_colorless_03_s_110,40054,event_colorless_03_s,Speech,Locale_SubScenario:event_colorless_03_s_110,True,,S_10,S_10,1.0,,,,,,privaty,privaty,,,1,shy,
event_colorless_03_s_111,40054,event_colorless_03_s,Self,Locale_SubScenario:event_colorless_03_s_111,False,,S_10,S_10,1.0,,,,,,privaty,,,,1,shy,
event_colorless_03_s_112,40054,event_colorless_03_s,Monologue,Locale_SubScenario:event_colorless_03_s_112,False,,black,black,1.0,,,,,,,,,,1,shy,
