id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_filter_01,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_lordforjustice_06_e_34,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_34,True,Park,1,1,1.0,,,Grey,black,,,1,think,,,,
event_lordforjustice_06_e_35,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_35,True,,1,1,1.0,,,Grey,,,,1,think,,,,
event_lordforjustice_06_e_36,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_36,True,,1,1,1.0,,,Grey,,,,1,think,,,,
event_lordforjustice_06_e_37,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_37,True,,1,1,1.0,,,Grey,,,,1,idle,,,,
event_lordforjustice_06_e_38,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_38,True,,1,1,1.0,,,Grey,,,,1,idle,,,,
event_lordforjustice_06_e_39,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_39,True,,1,1,1.0,,,Grey,,,,1,idle,,,,
event_lordforjustice_06_e_40,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_40,True,,1,1,1.0,,,Grey,,,,1,delight,,,,
event_lordforjustice_06_e_41,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_41,False,Hospital,black,black,1.0,,,Grey,black,,,12,idle,d,2,idle,
event_lordforjustice_06_e_42,40078,event_lordforjustice_06_e,Narration,k,,Locale_SubScenario:event_lordforjustice_06_e_42,False,,black,black,1.0,,,Grey,,sfx_scn_electricshock,,12,idle,,2,idle,
event_lordforjustice_06_e_43,40078,event_lordforjustice_06_e,Monologue,k,,Locale_SubScenario:event_lordforjustice_06_e_43,False,,1,S_120,1.3,,,Grey,,,,12,idle,,2,idle,
event_lordforjustice_06_e_44,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_44,True,,S_120,S_120,1.0,,,Grey,,,,12,delight,,2,idle,
event_lordforjustice_06_e_45,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_45,True,,S_120,S_120,1.0,,,Grey,,,,12,delight,,2,idle,
event_lordforjustice_06_e_46,40078,event_lordforjustice_06_e,Speech,d,d,Locale_SubScenario:event_lordforjustice_06_e_46,True,,S_120,1,1.3,,,Grey,,,,12,delight,,2,angry,
event_lordforjustice_06_e_47,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_47,True,,1,1,1.0,,,Grey,,,,12,surprise,,2,angry,
event_lordforjustice_06_e_48,40078,event_lordforjustice_06_e,Speech,d,d,Locale_SubScenario:event_lordforjustice_06_e_48,True,,1,20,1.3,,,Grey,,,,12,surprise,,2,angry,
event_lordforjustice_06_e_49,40078,event_lordforjustice_06_e,Speech,d,d,Locale_SubScenario:event_lordforjustice_06_e_49,True,,20,20,1.0,,,Grey,,,,12,surprise,,2,angry,
event_lordforjustice_06_e_50,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_50,True,,20,S_120,1.3,,,Grey,,,,12,surprise,,2,angry,
event_lordforjustice_06_e_51,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_51,True,,S_120,S_120,1.0,,,Grey,,,,12,surprise,,2,idle,
event_lordforjustice_06_e_52,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_52,False,OuterRim,black,black,1.0,,,Grey,black,,,1,think,,2,idle,d
event_lordforjustice_06_e_53,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_53,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_54,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_54,True,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_55,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_55,True,,S_10,S_100,1.0,,,,,,,1,idle,,,,
event_lordforjustice_06_e_56,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_56,True,,S_100,S_100,1.0,,,,,,,1,idle,,,,
event_lordforjustice_06_e_57,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_57,False,,S_100,S_100,1.0,,,,,,,1,idle,,,,
event_lordforjustice_06_e_58,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_58,True,,S_100,S_10,1.3,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_59,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_59,False,,S_10,S_10,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_60,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_60,False,,S_10,S_10,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_61,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_61,False,,S_10,S_10,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_62,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_62,False,,S_10,S_10,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_63,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_63,False,,S_10,S_10,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_64,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_64,False,,S_10,S_10,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_65,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_65,False,,S_10,S_10,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_66,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_66,False,,S_10,S_10,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_67,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_67,False,,S_10,S_10,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_68,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_68,False,,S_10,S_10,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_69,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_69,False,,S_10,S_10,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_70,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_70,False,,S_10,S_10,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_71,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_71,True,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_72,40078,event_lordforjustice_06_e,Monologue,k,,Locale_SubScenario:event_lordforjustice_06_e_72,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_73,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_73,True,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_74,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_74,True,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_75,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_75,True,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_76,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_76,True,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_77,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_77,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_78,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_78,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_79,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_79,True,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_80,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_80,False,,S_10,S_10,1.0,,,,,,,1,think,,,,
event_lordforjustice_06_e_81,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_81,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,
event_lordforjustice_06_e_82,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_82,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,
event_lordforjustice_06_e_83,40078,event_lordforjustice_06_e,Choice,k,,Locale_SubScenario:event_lordforjustice_06_e_83,False,,S_10,S_10,1.0,,event_lordforjustice_06_e_85,,,,,1,idle,,,,
event_lordforjustice_06_e_84,40078,event_lordforjustice_06_e,Choice,k,,Locale_SubScenario:event_lordforjustice_06_e_84,False,,S_10,S_10,1.0,,event_lordforjustice_06_e_85,,,,,1,idle,,,,
event_lordforjustice_06_e_85,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_85,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,
event_lordforjustice_06_e_86,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_86,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,
event_lordforjustice_06_e_87,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_87,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,
event_lordforjustice_06_e_88,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_88,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,
event_lordforjustice_06_e_89,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_89,True,,S_10,S_100,1.3,,,,,,,1,idle,,,,
event_lordforjustice_06_e_90,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_90,False,,S_100,S_100,1.0,,,,,,,1,idle,,,,
event_lordforjustice_06_e_91,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_91,True,,S_100,S_100,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_92,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_92,False,,S_100,S_100,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_93,40078,event_lordforjustice_06_e,Self,k,,Locale_SubScenario:event_lordforjustice_06_e_93,False,,S_100,S_100,1.0,,,,,,,1,surprise,,,,
event_lordforjustice_06_e_94,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_94,True,,S_100,S_10,1.3,,,,,,,1,idle,,,,
event_lordforjustice_06_e_95,40078,event_lordforjustice_06_e,Monologue,k,,Locale_SubScenario:event_lordforjustice_06_e_95,False,,S_10,S_10,1.0,,,,,sfx_scn_gunhandling,,1,idle,,,,
event_lordforjustice_06_e_96,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_96,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,
event_lordforjustice_06_e_97,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_97,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,
event_lordforjustice_06_e_98,40078,event_lordforjustice_06_e,Speech,k,k,Locale_SubScenario:event_lordforjustice_06_e_98,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,
event_lordforjustice_06_e_99,40078,event_lordforjustice_06_e,Narration,k,,Locale_SubScenario:event_lordforjustice_06_e_99,False,,black,black,1.0,,,,,,,1,idle,,,,
