id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,set_filter_01,jump_target,characters/2/hide_char_id
event_bluewaterisland2_04_s_36,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_36,True,,20,20,1.0,,neon_s,,12,idle,,,,,,2,no,,Blur_Low,,
event_bluewaterisland2_04_s_37,40021,event_bluewaterisland2_04_s,Speech,frima_s,Locale_SubScenario:event_bluewaterisland2_04_s_37,True,,20,20,1.0,,frima_s,,12,idle,,,,,,2,sleep_01,,Blur_Low,,
event_bluewaterisland2_04_s_38,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_38,True,,20,200,2.0,,neon_s,,12,idle,,,,,,2,sleep_01,,Blur_Middle,,
event_bluewaterisland2_04_s_39,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_39,True,,200,200,1.0,,neon_s,,12,idle,,,,,,2,sleep_01,,Blur_Middle,,
event_bluewaterisland2_04_s_40,40021,event_bluewaterisland2_04_s,Speech,frima_s,Locale_SubScenario:event_bluewaterisland2_04_s_40,True,,black,black,1.0,,frima_s,,12,idle,,,,,,2,sleep_02,,,,
event_bluewaterisland2_04_s_41,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_41,True,,200,20,1.0,,neon_s,,12,surprise,,,,,,2,sleep_02,,,,
event_bluewaterisland2_04_s_42,40021,event_bluewaterisland2_04_s,Choice,,Locale_SubScenario:event_bluewaterisland2_04_s_42,False,,20,20,1.0,,,,12,surprise,,,,,,2,sleep_02,,,event_bluewaterisland2_04_s_44,
event_bluewaterisland2_04_s_43,40021,event_bluewaterisland2_04_s,Choice,,Locale_SubScenario:event_bluewaterisland2_04_s_43,False,,20,20,1.0,,,,12,surprise,,,,,,2,sleep_02,,,event_bluewaterisland2_04_s_45,
event_bluewaterisland2_04_s_44,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_44,True,,XS_120,XS_120,1.0,,neon_s,,12,delight,,,,,,2,sleep_02,,,event_bluewaterisland2_04_s_46,
event_bluewaterisland2_04_s_45,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_45,True,,XS_120,XS_120,1.0,,neon_s,,12,delight,,,,,,2,sleep_02,,,,
event_bluewaterisland2_04_s_46,40021,event_bluewaterisland2_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_04_s_46,False,,XS_120,XS_120,1.0,,,,12,delight,,,,,,2,sleep_02,,,,
event_bluewaterisland2_04_s_47,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_47,True,,XS_120,XS_120,1.0,,neon_s,,12,angry,,,,,,2,sleep_02,,,,
event_bluewaterisland2_04_s_48,40021,event_bluewaterisland2_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_04_s_48,False,LogHouseIn_s,20,20,1.0,,,,12,idle,rapi_s,2,idle,,,2,sleep_02,black,,,frima_s
event_bluewaterisland2_04_s_49,40021,event_bluewaterisland2_04_s,Speech,rapi_s,Locale_SubScenario:event_bluewaterisland2_04_s_49,True,,20,20,1.0,,rapi_s,,12,idle,,2,idle,,,,,,,,
event_bluewaterisland2_04_s_50,40021,event_bluewaterisland2_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_04_s_50,False,,20,20,1.0,,,,12,idle,,2,idle,,,,,,,,
event_bluewaterisland2_04_s_51,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_51,True,,20,1,1.0,,neon_s,,12,worry,,2,idle,,,,,,,,
event_bluewaterisland2_04_s_52,40021,event_bluewaterisland2_04_s,Speech,rapi_s,Locale_SubScenario:event_bluewaterisland2_04_s_52,True,,1,1,1.0,,rapi_s,,12,worry,,2,idle,,,,,,,,
event_bluewaterisland2_04_s_53,40021,event_bluewaterisland2_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_04_s_53,False,,1,1,1.0,,,,12,idle,,2,idle,,,,,,,,
event_bluewaterisland2_04_s_54,40021,event_bluewaterisland2_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_04_s_54,False,Beach_s,XS_20,XS_20,1.0,,,,12,idle,,2,idle,rapi_s,pepper_s,2,idle,black,,,
event_bluewaterisland2_04_s_55,40021,event_bluewaterisland2_04_s,Speech,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_s_55,True,,XS_20,XS_20,1.0,,pepper_s,,12,idle,,,,,,2,good,,,,
event_bluewaterisland2_04_s_56,40021,event_bluewaterisland2_04_s,Speech,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_s_56,True,,XS_20,XS_20,1.0,,pepper_s,,12,idle,,,,,,2,good,,,,
event_bluewaterisland2_04_s_57,40021,event_bluewaterisland2_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_04_s_57,False,,XS_20,XS_20,1.0,,,,12,idle,,,,,,2,good,,,,
event_bluewaterisland2_04_s_58,40021,event_bluewaterisland2_04_s,Speech,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_s_58,True,,XS_20,XS_20,1.0,,pepper_s,,12,idle,,,,,,2,idle,,,,
event_bluewaterisland2_04_s_59,40021,event_bluewaterisland2_04_s,Speech,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_s_59,True,,XS_20,XS_20,1.0,,pepper_s,,12,idle,,,,,,2,idle,,,,
event_bluewaterisland2_04_s_60,40021,event_bluewaterisland2_04_s,Speech,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_s_60,True,,XS_20,XS_20,1.0,,pepper_s,,12,idle,,,,,,2,idle,,,,
event_bluewaterisland2_04_s_61,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_61,True,,XS_20,1,1.0,,neon_s,,12,surprise,,,,,,2,idle,,,,
event_bluewaterisland2_04_s_62,40021,event_bluewaterisland2_04_s,Speech,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_s_62,True,,1,1,1.0,,pepper_s,,12,surprise,,,,,,2,surprise,,,,
event_bluewaterisland2_04_s_63,40021,event_bluewaterisland2_04_s,Choice,,Locale_SubScenario:event_bluewaterisland2_04_s_63,False,,1,1,1.0,,,,12,idle,,,,,,2,surprise,,,event_bluewaterisland2_04_s_65,
event_bluewaterisland2_04_s_64,40021,event_bluewaterisland2_04_s,Choice,,Locale_SubScenario:event_bluewaterisland2_04_s_64,False,,1,1,1.0,,,,12,idle,,,,,,2,surprise,,,event_bluewaterisland2_04_s_65,
event_bluewaterisland2_04_s_65,40021,event_bluewaterisland2_04_s,Speech,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_s_65,True,,1,1,1.0,,pepper_s,,12,idle,,,,,,2,delight,,,,
event_bluewaterisland2_04_s_66,40021,event_bluewaterisland2_04_s,Speech,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_s_66,True,,1,1,1.0,,pepper_s,,12,idle,,,,,,2,delight,,,,
event_bluewaterisland2_04_s_67,40021,event_bluewaterisland2_04_s,Speech,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_s_67,True,,1,1,1.0,,pepper_s,,12,idle,,,,,,2,angry,,,,
event_bluewaterisland2_04_s_68,40021,event_bluewaterisland2_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_04_s_68,False,,1,1,1.0,,,,12,idle,,,,,,2,angry,,,,
event_bluewaterisland2_04_s_69,40021,event_bluewaterisland2_04_s,Speech,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_s_69,True,,1,XS_20,1.0,,pepper_s,,12,idle,,,,,,2,angry,,,,
event_bluewaterisland2_04_s_70,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_70,True,,XS_20,XS_20,1.0,,neon_s,,12,surprise,,,,,,2,angry,,,,
event_bluewaterisland2_04_s_71,40021,event_bluewaterisland2_04_s,Speech,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_s_71,True,,XS_20,XS_20,1.0,,pepper_s,,12,surprise,,,,,,2,angry,,,,
event_bluewaterisland2_04_s_72,40021,event_bluewaterisland2_04_s,Speech,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_s_72,True,,XS_20,XS_20,1.0,,pepper_s,,12,surprise,,,,,,2,angry,,,,
event_bluewaterisland2_04_s_73,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_73,True,LogHouseOut_s,XS_20,XS_20,1.0,,liter_s,,12,idle,liter_s,2,no,,,2,angry,black,,,pepper_s
event_bluewaterisland2_04_s_74,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_74,True,,XS_20,XS_20,1.0,,liter_s,,12,idle,,2,no,,,,,,,,
event_bluewaterisland2_04_s_75,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_75,True,,XS_20,XS_20,1.0,,liter_s,,12,idle,,2,no,,,,,,,,
event_bluewaterisland2_04_s_76,40021,event_bluewaterisland2_04_s,Speech,volt,Locale_SubScenario:event_bluewaterisland2_04_s_76,True,,XS_20,XS_20,1.0,,volt,,12,idle,,2,no,,,,,,,,
event_bluewaterisland2_04_s_77,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_77,True,,XS_20,XS_20,1.0,,liter_s,,12,idle,,2,delight,,,,,,,,
event_bluewaterisland2_04_s_78,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_78,True,,XS_20,XS_20,0.7,,liter_s,,12,idle,,2,delight,,,,,,,,
event_bluewaterisland2_04_s_79,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_79,True,,XS_20,1,1.0,,neon_s,,12,angry,,2,delight,,,,,,,,
event_bluewaterisland2_04_s_80,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_80,True,,1,1,1.0,,liter_s,,12,angry,,2,no,,,,,,,,
event_bluewaterisland2_04_s_81,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_81,True,,1,1,1.0,,neon_s,,12,no,,2,no,,,,,,,,
event_bluewaterisland2_04_s_82,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_82,True,,1,1,1.0,,liter_s,,12,no,,2,sorrow,,,,,,,,
event_bluewaterisland2_04_s_83,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_83,True,,1,1,1.0,,liter_s,,12,no,,2,sorrow,,,,,,,,
event_bluewaterisland2_04_s_84,40021,event_bluewaterisland2_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_04_s_84,False,,1,1,1.0,,,,12,no,,2,sorrow,,,,,,,,
event_bluewaterisland2_04_s_85,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_85,True,,1,XS_20,2.0,,liter_s,,12,idle,,2,no,,,,,,,,
event_bluewaterisland2_04_s_86,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_86,True,,XS_20,XS_20,1.0,,liter_s,,12,idle,,2,no,,,,,,,,
event_bluewaterisland2_04_s_87,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_87,True,,XS_20,XS_20,1.0,,liter_s,,12,idle,,2,no,,,,,,,,
event_bluewaterisland2_04_s_88,40021,event_bluewaterisland2_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_04_s_88,False,,XS_20,XS_20,1.0,,,,12,idle,,2,no,,,,,,,,
event_bluewaterisland2_04_s_89,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_89,True,,XS_20,XS_20,1.0,,liter_s,,12,idle,,2,no,,,,,,,,
event_bluewaterisland2_04_s_90,40021,event_bluewaterisland2_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_04_s_90,False,,XS_20,XS_20,1.0,,,,12,idle,,2,no,,,,,,,,
event_bluewaterisland2_04_s_91,40021,event_bluewaterisland2_04_s,Monologue,Monologue,Locale_SubScenario:event_bluewaterisland2_04_s_91,False,,black,black,1.0,,,,12,idle,,2,no,,,,,,,,
event_bluewaterisland2_04_s_92,40021,event_bluewaterisland2_04_s,Monologue,Monologue,Locale_SubScenario:event_bluewaterisland2_04_s_92,False,,black,black,1.0,,,,12,idle,,2,no,,,,,,,,
event_bluewaterisland2_04_s_93,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_93,True,,XS_20,XS_20,1.0,,liter_s,,12,idle,,2,sorrow,,,,,,,,
event_bluewaterisland2_04_s_94,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_94,True,,XS_20,XS_20,1.0,,liter_s,,12,idle,,2,sorrow,,,,,,,,
event_bluewaterisland2_04_s_95,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_95,True,,XS_20,XS_20,1.0,,liter_s,,12,idle,,2,no,,,,,,,,
event_bluewaterisland2_04_s_96,40021,event_bluewaterisland2_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_04_s_96,False,,XS_20,XS_20,1.0,,,,12,idle,,2,no,,,,,,,,
event_bluewaterisland2_04_s_97,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_97,True,,XS_20,XS_20,1.0,,liter_s,,12,idle,,2,no,,,,,,,,
event_bluewaterisland2_04_s_98,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_98,True,,XS_20,1,1.0,,neon_s,,12,shy,,2,no,,,,,,,,
event_bluewaterisland2_04_s_99,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_99,True,,1,1,1.0,,neon_s,,12,shy,,2,no,,,,,,,,
event_bluewaterisland2_04_s_100,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_100,True,,1,1,1.0,,liter_s,,12,idle,,2,sorrow,,,,,,,,
event_bluewaterisland2_04_s_101,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_101,True,,1,1,1.0,,liter_s,,12,idle,,2,sorrow,,,,,,,,
event_bluewaterisland2_04_s_102,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_102,True,,1,1,1.0,,liter_s,,12,idle,,2,sorrow,,,,,,,,
event_bluewaterisland2_04_s_103,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_103,True,,1,1,1.0,,liter_s,,12,idle,,2,sorrow,,,,,,,,
event_bluewaterisland2_04_s_104,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_104,True,,1,1,1.0,,neon_s,,12,idle,,2,idle,,,,,,,,
event_bluewaterisland2_04_s_105,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_105,True,,1,1,1.0,,neon_s,,12,idle,,2,idle,,,,,,,,
event_bluewaterisland2_04_s_106,40021,event_bluewaterisland2_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_04_s_106,False,,1,1,1.0,,,,12,idle,,2,idle,,,,,,,,
event_bluewaterisland2_04_s_107,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_107,True,,1,1,1.0,,liter_s,,12,idle,,2,idle,,,,,,,,
event_bluewaterisland2_04_s_108,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_108,True,,1,1,1.0,,neon_s,,12,surprise,,2,idle,,,,,,,,
event_bluewaterisland2_04_s_109,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_109,True,,1,1,1.0,,liter_s,,12,surprise,,2,idle,,,,,,,,
event_bluewaterisland2_04_s_110,40021,event_bluewaterisland2_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_04_s_110,False,,1,1,1.0,,,,12,idle,,2,idle,,,,,,,,
event_bluewaterisland2_04_s_111,40021,event_bluewaterisland2_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_04_s_111,False,,1,1,1.0,,,,12,idle,,2,idle,,,,,,,,
event_bluewaterisland2_04_s_112,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_112,True,,1,1,1.0,,neon_s,,12,angry,,2,idle,,,,,,,,
event_bluewaterisland2_04_s_113,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_113,True,,1,1,1.0,,liter_s,,12,angry,,2,no,,,,,,,,
event_bluewaterisland2_04_s_114,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_114,True,,1,1,1.0,,liter_s,,12,angry,,2,no,,,,,,,,
event_bluewaterisland2_04_s_115,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_115,True,,1,XS_20,2.0,,liter_s,,12,angry,,2,idle,,,,,,,,
event_bluewaterisland2_04_s_116,40021,event_bluewaterisland2_04_s,Speech,neon_s,Locale_SubScenario:event_bluewaterisland2_04_s_116,False,,XS_20,XS_20,1.0,,neon_s,,12,surprise,,2,idle,,,,,,,,
event_bluewaterisland2_04_s_117,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_117,True,,XS_20,XS_20,1.0,,liter_s,,12,surprise,,2,delight,,,,,,,,
event_bluewaterisland2_04_s_118,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_118,True,,XS_20,XS_20,1.0,,liter_s,,12,surprise,,2,delight,,,,,,,,
event_bluewaterisland2_04_s_119,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_119,True,,XS_20,XS_20,1.0,,liter_s,,12,surprise,,2,delight,,,,,,,,
event_bluewaterisland2_04_s_120,40021,event_bluewaterisland2_04_s,Self,Self,Locale_SubScenario:event_bluewaterisland2_04_s_120,False,,XS_20,XS_20,1.0,,,,12,surprise,,2,delight,,,,,,,,
event_bluewaterisland2_04_s_121,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_121,True,,XS_20,XS_20,1.0,,liter_s,,12,idle,,2,delight,,,,,,,,
event_bluewaterisland2_04_s_122,40021,event_bluewaterisland2_04_s,Speech,liter_s,Locale_SubScenario:event_bluewaterisland2_04_s_122,True,,XS_20,XS_20,1.0,,liter_s,,12,idle,,2,delight,,,,,,,,
