id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,fade
event_ce004_3_04_s_38,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_38,True,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,idle,,,,,14,14,1.0,,liter,,,,,,,,
event_ce004_3_04_s_39,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_39,True,,7,idle,,5,idle,,3,idle,,,,,13,angry,,15,idle,,,,,14,14,1.0,,liter,,,,,,,,
event_ce004_3_04_s_40,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_40,True,,7,idle,,5,idle,,3,idle,,,,,13,angry,,15,idle,,,,,14,14,1.0,,liter,,,,,,,,
event_ce004_3_04_s_41,40057,event_ce004_3_04_s,Speech,centi,Locale_SubScenario:event_ce004_3_04_s_41,True,,7,idle,,5,idle,,3,idle,,,,,13,angry,,15,angry,,,,,14,14,1.0,,centi,,,,,,,,
event_ce004_3_04_s_42,40057,event_ce004_3_04_s,Speech,centi,Locale_SubScenario:event_ce004_3_04_s_42,True,,7,idle,,5,idle,,3,idle,,,,,13,angry,,15,angry,,,,,14,14,1.0,,centi,,,,,,,,
event_ce004_3_04_s_43,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_43,True,,7,idle,,5,idle,,3,idle,,,,,13,angry,,15,angry,,,,,14,14,1.0,,liter,,,,,,,,
event_ce004_3_04_s_44,40057,event_ce004_3_04_s,Self,,Locale_SubScenario:event_ce004_3_04_s_44,False,,7,idle,,5,idle,,3,idle,,,,,13,angry,,15,angry,,,,,14,14,1.0,,,,,,,,,,
event_ce004_3_04_s_45,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_45,True,,7,idle,,5,idle,,3,idle,,,,,13,angry,,15,angry,,,,,14,XS_130,1.0,,liter,,,,,,,,
event_ce004_3_04_s_46,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_46,True,,7,idle,,5,idle,,3,idle,,,,,13,delight,,15,angry,,,,,XS_130,XS_130,1.0,,liter,,,,,,,,
event_ce004_3_04_s_47,40057,event_ce004_3_04_s,Self,liter,Locale_SubScenario:event_ce004_3_04_s_47,False,,7,idle,,5,idle,,3,idle,,,,,13,delight,,15,angry,,,,,XS_130,XS_130,1.0,,,,,,,,,,
event_ce004_3_04_s_48,40057,event_ce004_3_04_s,Speech,centi,Locale_SubScenario:event_ce004_3_04_s_48,True,,7,idle,,5,idle,,3,idle,,,,,13,delight,,15,idle,,,,,L_150,L_150,1.0,,centi,,,,,,,,
event_ce004_3_04_s_49,40057,event_ce004_3_04_s,Self,centi,Locale_SubScenario:event_ce004_3_04_s_49,False,,7,idle,,5,idle,,3,idle,,,,,13,delight,,15,idle,,,,,L_150,L_150,1.0,,,,,,,,,,
event_ce004_3_04_s_50,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_50,True,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,idle,,,,,XS_130,XS_130,1.0,,liter,,,,,,,,
event_ce004_3_04_s_51,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_51,True,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,idle,,,,,XS_130,XS_130,1.0,,liter,,,,,,,,
event_ce004_3_04_s_52,40057,event_ce004_3_04_s,Speech,centi,Locale_SubScenario:event_ce004_3_04_s_52,True,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,idle,,,,,XS_130,14,1.0,,centi,,,,,,,,
event_ce004_3_04_s_53,40057,event_ce004_3_04_s,Speech,centi,Locale_SubScenario:event_ce004_3_04_s_53,True,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,delight,,,,,14,14,1.0,,centi,,,,,,,,
event_ce004_3_04_s_54,40057,event_ce004_3_04_s,Self,centi,Locale_SubScenario:event_ce004_3_04_s_54,False,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,delight,,,,,14,14,1.0,,,,,,,,,,
event_ce004_3_04_s_55,40057,event_ce004_3_04_s,Speech,centi,Locale_SubScenario:event_ce004_3_04_s_55,True,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,idle,,,,,14,14,1.0,,centi,,,,,,,,
event_ce004_3_04_s_56,40057,event_ce004_3_04_s,Speech,centi,Locale_SubScenario:event_ce004_3_04_s_56,True,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,idle,,,,,14,14,1.0,,centi,,,,,,,,
event_ce004_3_04_s_57,40057,event_ce004_3_04_s,Self,,Locale_SubScenario:event_ce004_3_04_s_57,False,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,idle,,,,,14,14,1.0,,,,,,,,,,
event_ce004_3_04_s_58,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_58,True,,7,idle,,5,idle,,3,idle,,,,,13,delight,,15,idle,,,,,14,14,1.0,,liter,,,,,,,,
event_ce004_3_04_s_59,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_59,True,,7,idle,,5,idle,,3,idle,,,,,13,delight,,15,idle,,,,,14,14,1.0,,liter,,,,,,,,
event_ce004_3_04_s_60,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_60,True,,7,idle,,5,idle,,3,idle,,,,,13,delight,,15,idle,,,,,14,14,1.0,,liter,,,,,,,,
event_ce004_3_04_s_61,40057,event_ce004_3_04_s,Self,liter,Locale_SubScenario:event_ce004_3_04_s_61,False,,7,idle,,5,idle,,3,idle,,,,,13,delight,,15,idle,,,,,14,14,1.0,,,,,,,,,,
event_ce004_3_04_s_62,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_62,True,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,idle,,,,,14,14,1.0,,liter,,,,,,,,
event_ce004_3_04_s_63,40057,event_ce004_3_04_s,Self,liter,Locale_SubScenario:event_ce004_3_04_s_63,False,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,idle,,,,,14,14,1.0,,,,,,,,,,
event_ce004_3_04_s_64,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_64,True,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,idle,,,,,14,XS_130,1.0,,liter,,,,,,,,
event_ce004_3_04_s_65,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_65,True,,7,idle,,5,idle,,3,idle,,,,,13,no,,15,idle,,,,,XS_130,XS_130,1.0,,liter,,,,,,,,
event_ce004_3_04_s_66,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_66,True,,7,idle,,5,idle,,3,idle,,,,,13,no,,15,idle,,,,,XS_130,XS_130,1.0,,liter,,,,,,,,
event_ce004_3_04_s_67,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_67,True,,7,idle,,5,idle,,3,idle,,,,,13,no,,15,idle,,,,,XS_130,XS_130,1.0,,liter,,,,,,,,
event_ce004_3_04_s_68,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_68,True,,7,idle,,5,idle,,3,idle,,,,,13,no,,15,idle,,,,,XS_130,XS_130,1.0,,liter,,,,,,,,
event_ce004_3_04_s_69,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_69,True,,7,idle,,5,idle,,3,idle,,,,,13,no,,15,idle,,,,,XS_130,XS_130,1.0,,liter,,,,,,,,
event_ce004_3_04_s_70,40057,event_ce004_3_04_s,Speech,centi,Locale_SubScenario:event_ce004_3_04_s_70,True,,7,idle,,5,idle,,3,idle,,,,,13,no,,15,angry,,,,,L_150,L_150,1.0,,centi,,,,,,,,
event_ce004_3_04_s_71,40057,event_ce004_3_04_s,Self,centi,Locale_SubScenario:event_ce004_3_04_s_71,False,,7,idle,,5,idle,,3,idle,,,,,13,no,,15,angry,,,,,L_150,L_150,1.0,,,,,,,,,,
event_ce004_3_04_s_72,40057,event_ce004_3_04_s,Self,centi,Locale_SubScenario:event_ce004_3_04_s_72,False,,7,idle,,5,idle,,3,idle,,,,,13,no,,15,angry,,,,,L_150,L_150,1.0,,,,,,,,,,
event_ce004_3_04_s_73,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_73,True,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,angry,,,,,L_150,14,1.0,,liter,,,,,,,,
event_ce004_3_04_s_74,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_74,True,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,angry,,,,,14,14,1.0,,liter,,,,,,,,
event_ce004_3_04_s_75,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_75,True,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,angry,,,,,14,14,1.0,,liter,,,,,,,,
event_ce004_3_04_s_76,40057,event_ce004_3_04_s,Speech,liter,Locale_SubScenario:event_ce004_3_04_s_76,True,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,angry,,,,,14,14,1.0,,liter,,,,,,,,
event_ce004_3_04_s_77,40057,event_ce004_3_04_s,Speech,centi,Locale_SubScenario:event_ce004_3_04_s_77,True,,7,idle,,5,idle,,3,idle,,,,,13,idle,,15,idle,,,,,14,14,1.0,,centi,,,,,,,,
event_ce004_3_04_s_78,40057,event_ce004_3_04_s,Monologue,ein,Locale_SubScenario:event_ce004_3_04_s_78,False,,7,idle,,5,idle,,3,idle,ce004_04,1,idle,,13,idle,,15,idle,,,,,black,black,1.0,,,,,,,liter,centi,,
event_ce004_3_04_s_79,40057,event_ce004_3_04_s,Speech,ein,Locale_SubScenario:event_ce004_3_04_s_79,True,,7,surprise,,5,idle,,3,idle,,1,idle,ce004_01,13,idle,ce004_02,15,idle,ce004_03,17,idle,,70,70,1.0,,ein,,,,,,,,
event_ce004_3_04_s_80,40057,event_ce004_3_04_s,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_s_80,True,,7,surprise,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,idle,,10,10,1.0,,ce004_04,,,,,,,,
event_ce004_3_04_s_81,40057,event_ce004_3_04_s,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_s_81,True,,7,surprise,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,idle,,10,10,1.0,,ce004_04,,,,,,,,
event_ce004_3_04_s_82,40057,event_ce004_3_04_s,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_s_82,True,,7,surprise,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,idle,,10,10,1.0,,ce004_04,,,,,,,,
event_ce004_3_04_s_83,40057,event_ce004_3_04_s,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_s_83,True,,7,surprise,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,idle,,10,10,1.0,,ce004_04,,,,,,,,
event_ce004_3_04_s_84,40057,event_ce004_3_04_s,Speech,ce004_03,Locale_SubScenario:event_ce004_3_04_s_84,True,,7,surprise,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,idle,,170,170,1.0,,ce004_03,,,,,,,,
event_ce004_3_04_s_85,40057,event_ce004_3_04_s,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_s_85,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,idle,,10,10,1.0,,ce004_04,,,,,,,,
event_ce004_3_04_s_86,40057,event_ce004_3_04_s,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_s_86,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,idle,,10,10,1.0,,ce004_04,,,,,,,,
event_ce004_3_04_s_87,40057,event_ce004_3_04_s,Speech,ce004_03,Locale_SubScenario:event_ce004_3_04_s_87,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,go,,170,170,1.0,,ce004_03,,,,,,,,
event_ce004_3_04_s_88,40057,event_ce004_3_04_s,Speech,rei,Locale_SubScenario:event_ce004_3_04_s_88,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,go,,XS_30,XS_30,1.0,,rei,,,,,,,,
event_ce004_3_04_s_89,40057,event_ce004_3_04_s,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_s_89,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,go,,10,10,1.0,,ce004_04,,,,,,,,
event_ce004_3_04_s_90,40057,event_ce004_3_04_s,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_s_90,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,go,,10,10,1.0,,ce004_04,,,,,,,,
event_ce004_3_04_s_91,40057,event_ce004_3_04_s,Speech,rei,Locale_SubScenario:event_ce004_3_04_s_91,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,go,,XS_30,XS_30,1.0,,rei,,,,,,,,
event_ce004_3_04_s_92,40057,event_ce004_3_04_s,Speech,rei,Locale_SubScenario:event_ce004_3_04_s_92,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,go,,XS_30,XS_30,1.0,,rei,,,,,,,,
event_ce004_3_04_s_93,40057,event_ce004_3_04_s,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_s_93,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,go,,10,10,1.0,,ce004_04,,,,,,,,
event_ce004_3_04_s_94,40057,event_ce004_3_04_s,Speech,rei,Locale_SubScenario:event_ce004_3_04_s_94,True,,7,idle,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,,go,,XS_30,XS_30,1.0,,rei,,,,,,,,
event_ce004_3_04_s_95,40057,event_ce004_3_04_s,Speech,ce004_03,Locale_SubScenario:event_ce004_3_04_s_95,True,,7,idle,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,,go,,170,170,1.0,,ce004_03,,,,,,,,
event_ce004_3_04_s_96,40057,event_ce004_3_04_s,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_s_96,True,,7,idle,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,,go,,10,10,1.0,,ce004_04,,,,,,,,
event_ce004_3_04_s_97,40057,event_ce004_3_04_s,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_s_97,True,,7,idle,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,,go,,10,10,1.0,,ce004_04,,,,,,,,
event_ce004_3_04_s_98,40057,event_ce004_3_04_s,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_s_98,True,,7,idle,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,,go,,10,10,1.0,,ce004_04,,,,,,,,
event_ce004_3_04_s_99,40057,event_ce004_3_04_s,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_s_99,True,,7,idle,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,,go,,10,10,1.0,,ce004_04,,,,,,,,
event_ce004_3_04_s_100,40057,event_ce004_3_04_s,Speech,rei,Locale_SubScenario:event_ce004_3_04_s_100,True,,7,idle,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,,go,,XS_30,XS_30,1.0,,rei,,,,,,,,
event_ce004_3_04_s_101,40057,event_ce004_3_04_s,Speech,ce004_01,Locale_SubScenario:event_ce004_3_04_s_101,True,,7,idle,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,,go,,XS_30,12,1.0,,ce004_01,,,,,,,,
event_ce004_3_04_s_102,40057,event_ce004_3_04_s,Speech,ce004_04,Locale_SubScenario:event_ce004_3_04_s_102,True,,7,idle,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,,go,,12,12,1.0,,ce004_04,,,,,,,,
event_ce004_3_04_s_103,40057,event_ce004_3_04_s,Speech,ce004_01,Locale_SubScenario:event_ce004_3_04_s_103,True,,7,idle,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,,go,,12,12,1.0,,ce004_01,,,,,,,,
event_ce004_3_04_s_104,40057,event_ce004_3_04_s,Speech,ce004_01,Locale_SubScenario:event_ce004_3_04_s_104,True,,7,idle,,5,idle,,3,delight,,1,idle,,13,angry,,15,idle,,,go,,12,12,1.0,,ce004_01,,,,,,,,
