id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,set_filter_02,highlight,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_footstepwalkrun1_06_e_14,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_14,False,,10,10,1.0,,Vignetting,,,,,,,1,idle,,,,,
event_footstepwalkrun1_06_e_15,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_15,False,,black,black,1.0,,Vignetting,,,,,,,1,idle,,,,,
event_footstepwalkrun1_06_e_16,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_16,False,,black,black,1.0,,Vignetting,,,,,,,1,idle,,,,,
event_footstepwalkrun1_06_e_17,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_17,False,,black,black,1.0,,Vignetting,black,,,,,,1,idle,,,,,
event_footstepwalkrun1_06_e_18,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_18,False,Stage,black,black,1.0,,Grey,,Vignetting,,,,,1,idle,rapi_m,,,,
event_footstepwalkrun1_06_e_19,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_19,True,,3,300,1.0,,Grey,,Vignetting,CGofficer,CGofficer,,,,,,,,,
event_footstepwalkrun1_06_e_20,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_20,True,,300,300,1.0,,Grey,,Vignetting,CGofficer,CGofficer,,,,,,,,,
event_footstepwalkrun1_06_e_21,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_21,True,,300,300,1.0,,Grey,,Vignetting,CGofficer,CGofficer,,,,,,,,,
event_footstepwalkrun1_06_e_22,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_22,True,,300,300,1.0,,Grey,,Vignetting,CGofficer,CGofficer,,,,,,,,,
event_footstepwalkrun1_06_e_23,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_23,True,,300,300,1.0,,Grey,,Vignetting,CGofficer,CGofficer,,,,,,,,,
event_footstepwalkrun1_06_e_24,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_24,True,,300,300,1.0,,Grey,,Vignetting,CGofficer,CGofficer,,,,,,,,,
event_footstepwalkrun1_06_e_25,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_25,True,,300,300,1.0,,Grey,,Vignetting,CGofficer,CGofficer,,,,,,,,,
event_footstepwalkrun1_06_e_26,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_26,True,,300,3,1.0,,Grey,,Vignetting,CGofficer,CGofficer,,,,,,,,,
event_footstepwalkrun1_06_e_27,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_27,True,,3,3,1.0,,Grey,,Vignetting,CGofficer,CGofficer,,,,,,,,,
event_footstepwalkrun1_06_e_28,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_28,True,NikkeRoom,3,1,1.5,,,,,rapi_m,rapi_m,,rapi_m,1,idle,,,,,
event_footstepwalkrun1_06_e_29,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_29,False,,1,1,1.0,,,,,,,,,1,idle,,,,,
event_footstepwalkrun1_06_e_30,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_30,False,,1,1,1.0,,,,,,,,,1,idle,,,,,
event_footstepwalkrun1_06_e_31,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_31,False,,1,1,1.0,,,,,,,,,1,idle,,,,,
event_footstepwalkrun1_06_e_32,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_32,False,,1,10,1.0,,,,,,,,,1,idle,,,,,
event_footstepwalkrun1_06_e_33,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_33,False,,10,10,1.0,,,,,,,,,1,idle,,,,,
event_footstepwalkrun1_06_e_34,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_34,False,,10,10,1.0,,,,,,,,,1,idle,,,,,
event_footstepwalkrun1_06_e_35,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_35,False,,10,10,1.0,,,,,,,,,1,idle,,,,,
event_footstepwalkrun1_06_e_36,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_36,False,WasteLand_03,black,black,1.0,,,black,,,,,,1,idle,,,,,
event_footstepwalkrun1_06_e_37,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_37,False,,black,black,1.0,,,,,,,,,1,idle,,,,,
event_footstepwalkrun1_06_e_38,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_38,False,,black,black,1.0,,,,,,,,,1,idle,,,,,
event_footstepwalkrun1_06_e_39,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_39,False,,black,black,1.0,,,,,,,,,1,idle,,,,,
event_footstepwalkrun1_06_e_40,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_40,False,,black,black,1.0,,,,,,,,,1,idle,,kalia,13,idle,
event_footstepwalkrun1_06_e_41,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_41,True,,113,113,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_42,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_42,True,,113,113,1.0,,,,,rapi_m,rapi_m,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_43,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_43,True,,113,113,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_44,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_44,True,,113,113,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_45,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_45,True,,113,113,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_46,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_46,True,,113,113,1.0,,,,,rapi_m,rapi_m,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_47,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_47,True,,113,113,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_48,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_48,True,,113,113,1.0,,,,,rapi_m,rapi_m,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_49,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_49,False,,113,113,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_50,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_50,True,,113,130,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_51,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_51,True,,130,130,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_52,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_52,True,,130,130,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_53,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_53,True,,130,130,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_54,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_54,True,,130,130,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_55,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_55,True,,130,130,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_56,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_56,True,,130,1300,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_57,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_57,True,,1300,1300,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_58,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_58,False,,1300,1300,1.0,,,,,rapi_m,rapi_m,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_59,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_59,True,,1300,130,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_60,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_60,True,,130,113,1.0,,,,,rapi_m,rapi_m,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_61,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_61,False,,113,113,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_62,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_62,True,,113,113,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_63,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_63,True,,113,113,1.0,,,,,rapi_m,rapi_m,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_64,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_64,True,,113,113,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_65,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_65,True,,113,113,1.0,,,,,rapi_m,rapi_m,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_66,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_66,False,,113,113,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_67,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_67,False,,113,130,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_68,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_68,True,,130,130,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_69,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_69,True,,130,10,1.0,,,,,rapi_m,rapi_m,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_70,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_70,False,,10,113,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_71,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_71,True,,113,113,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_72,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_72,True,,113,113,1.0,,,,,rapi_m,rapi_m,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_73,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_73,False,,130,1300,0.7,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_74,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_74,True,,1300,1300,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_75,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_75,True,,1300,100,1.0,,,,,rapi_m,rapi_m,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_76,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_76,True,,100,1300,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_77,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_77,True,,1300,1300,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_78,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_78,True,,1300,130,0.5,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_79,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_79,False,,130,113,1.0,,,,,rapi_m,rapi_m,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_80,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_80,True,,113,113,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_81,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_81,True,,113,113,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_82,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_82,True,,113,113,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_83,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_83,True,,113,113,1.0,,,,,rapi_m,rapi_m,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_84,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_84,True,,113,113,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_85,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_85,False,,113,113,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_86,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_86,True,,113,113,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_87,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_87,True,,113,113,1.0,,,,,rapi_m,rapi_m,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_88,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_88,True,,113,113,1.0,,,,,kalia,kalia,,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_89,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_89,False,,black,black,1.0,none,,,,kalia,,sfx_scn_fly,,1,idle,,,13,idle,
event_footstepwalkrun1_06_e_90,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_90,False,,black,black,1.0,,,,,kalia,,sfx_scn_explosionhuge,,1,idle,,,13,idle,kalia
event_footstepwalkrun1_06_e_91,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_91,True,,10,100,0.5,,,,,rapi_m,rapi_m,,,1,angry,,,,,
event_footstepwalkrun1_06_e_92,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_92,True,,100,100,1.0,,,,,rapi_m,rapi_m,,,1,angry,,,,,
event_footstepwalkrun1_06_e_93,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_93,False,,100,1300,1.0,bgm_story_enormousgap,,,,rapi_m,,,,1,angry,,,,,
event_footstepwalkrun1_06_e_94,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_94,False,,1300,1300,1.0,,,,,rapi_m,,,,1,angry,,,,,
event_footstepwalkrun1_06_e_95,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_95,False,,1300,100,1.0,,,,,rapi_m,rapi_m,,,1,idle,,,,,
event_footstepwalkrun1_06_e_96,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_96,False,,100,100,1.0,,,,,rapi_m,,,,1,idle,,,,,
event_footstepwalkrun1_06_e_97,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_97,False,,100,100,1.0,,,,,rapi_m,,,,1,idle,,,,,
event_footstepwalkrun1_06_e_98,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_98,True,,100,10,1.0,,,,,rapi_m,rapi_m,,,1,idle,,,,,
event_footstepwalkrun1_06_e_99,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_99,True,,10,10,1.0,,,,,rapi_m,rapi_m,,,1,idle,,,,,
event_footstepwalkrun1_06_e_100,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_100,True,,10,10,1.0,,,,,rapi_m,rapi_m,,,1,idle,,,,,
event_footstepwalkrun1_06_e_101,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_101,False,,black,black,1.0,,,,,rapi_m,,,,1,idle,,,,,
event_footstepwalkrun1_06_e_102,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_102,True,,100,100,1.0,,,black,,rapi_m,rapi_m,,,1,angry,,,,,
event_footstepwalkrun1_06_e_103,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_103,True,,100,100,1.0,,,,,rapi_m,rapi_m,,,1,angry,,,,,
event_footstepwalkrun1_06_e_104,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_104,True,,100,10,1.0,,,,,rapi_m,rapi_m,,,1,angry,,,,,
event_footstepwalkrun1_06_e_105,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_105,False,,black,black,1.0,,,,,rapi_m,,,,1,angry,,,,,
event_footstepwalkrun1_06_e_106,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_106,False,,black,black,1.0,,,,,rapi_m,,sfx_scn_rapturebeam,,1,angry,,,,,
event_footstepwalkrun1_06_e_107,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_107,True,,10,10,1.0,,,,,rapi_m,rapi_m,,,1,angry,,,,,
event_footstepwalkrun1_06_e_108,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_108,False,,10,100,1.0,,,,,rapi_m,,sfx_scn_stepback,,1,angry,,,,,
event_footstepwalkrun1_06_e_109,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_109,False,,100,100,1.0,,,,,rapi_m,,,,1,angry,,,,,
event_footstepwalkrun1_06_e_110,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_110,False,,black,black,1.0,,,,,rapi_m,,sfx_scn_fireblindly,,1,angry,,,,,
event_footstepwalkrun1_06_e_111,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_111,False,,black,black,1.0,,,,,rapi_m,,,,1,angry,,,,,
event_footstepwalkrun1_06_e_112,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_112,True,,100,100,1.0,,,,,rapi_m,rapi_m,,,1,angry,,,,,
event_footstepwalkrun1_06_e_113,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_113,False,EventScene_footstepwalkrun_03,black,black,1.0,,,,,,,,,1,angry,rapi_m,,,,
event_footstepwalkrun1_06_e_114,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_114,False,,17,1,1.5,,,,,,,,,,,,,,,
event_footstepwalkrun1_06_e_115,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_115,False,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_06_e_116,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_116,False,,1,redgrey_01,1.5,,,,,,,,,,,,,,,
event_footstepwalkrun1_06_e_117,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_117,False,,redgrey_01,redgrey_01,1.0,none,,,,,,,,,,,,,,
event_footstepwalkrun1_06_e_118,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_118,True,,redgrey_01,redgrey_01,1.0,,,,,redhood,redhood,,,,,,,,,
event_footstepwalkrun1_06_e_119,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_119,False,WasteLand_03,black,black,1.0,,,,,redhood,,,rapi_m,3,idle,,redhood,1,go,
event_footstepwalkrun1_06_e_120,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_120,True,,31,31,1.0,,,,,redhood,redhood,,,3,idle,,,1,go,
event_footstepwalkrun1_06_e_121,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_121,False,,31,31,1.0,,,,,redhood,redhood,,,3,idle,,,1,go,
event_footstepwalkrun1_06_e_122,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_122,True,,31,31,1.0,,,,,redhood,redhood,,,3,idle,,,1,no,
event_footstepwalkrun1_06_e_123,40066,event_footstepwalkrun1_06_e,Speech,Locale_MainScenario:event_footstepwalkrun1_06_e_123,True,,31,31,1.0,,,,,redhood,redhood,,,3,idle,,,1,no,
event_footstepwalkrun1_06_e_124,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_124,False,,black,black,1.0,,,,,rapi_m,,,,3,idle,,,1,no,
event_footstepwalkrun1_06_e_125,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_125,False,,black,black,1.0,,,,,rapi_m,,,,3,idle,,,1,no,
event_footstepwalkrun1_06_e_126,40066,event_footstepwalkrun1_06_e,Narration,Locale_MainScenario:event_footstepwalkrun1_06_e_126,False,,black,black,1.0,,,,,rapi_m,,,,3,idle,,,1,no,
