id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,play_sound
event_firstaffection_3_44,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_44,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_45,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_45,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_46,130002,event_firstaffection_03,Speech,neon,neon,Locale_SubScenario:event_firstaffection_3_46,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_47,130002,event_firstaffection_03,Speech,rapi,rapi,Locale_SubScenario:event_firstaffection_3_47,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_48,130002,event_firstaffection_03,Speech,marian_p,marian_p,Locale_SubScenario:event_firstaffection_3_48,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_49,130002,event_firstaffection_03,Speech,marian_p,marian_p,Locale_SubScenario:event_firstaffection_3_49,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_50,130002,event_firstaffection_03,Speech,rapi,rapi,Locale_SubScenario:event_firstaffection_3_50,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_51,130002,event_firstaffection_03,Narration,Narration,Narration,Locale_SubScenario:event_firstaffection_3_51,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,sfx_scn_stockingripped
event_firstaffection_3_52,130002,event_firstaffection_03,Speech,marian_p,marian_p,Locale_SubScenario:event_firstaffection_3_52,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_53,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_53,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_54,130002,event_firstaffection_03,Speech,neon,neon,Locale_SubScenario:event_firstaffection_3_54,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_55,130002,event_firstaffection_03,Speech,rapi,rapi,Locale_SubScenario:event_firstaffection_3_55,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_56,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_56,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_57,130002,event_firstaffection_03,Self,Self,Self,Locale_SubScenario:event_firstaffection_3_57,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_58,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_58,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_59,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_59,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_60,130002,event_firstaffection_03,Self,Self,Self,Locale_SubScenario:event_firstaffection_3_60,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_61,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_61,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_62,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_62,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_63,130002,event_firstaffection_03,Self,Self,Self,Locale_SubScenario:event_firstaffection_3_63,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_64,130002,event_firstaffection_03,Monologue,Monologue,Monologue,Locale_SubScenario:event_firstaffection_3_64,False,,,,,,,,,,,,,CommanderRoom,1,1,1.0,,,,,,black,
event_firstaffection_3_65,130002,event_firstaffection_03,Monologue,Monologue,Monologue,Locale_SubScenario:event_firstaffection_3_65,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_66,130002,event_firstaffection_03,Monologue,Monologue,Monologue,Locale_SubScenario:event_firstaffection_3_66,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_67,130002,event_firstaffection_03,Monologue,Monologue,Monologue,Locale_SubScenario:event_firstaffection_3_67,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_68,130002,event_firstaffection_03,Monologue,Monologue,Monologue,Locale_SubScenario:event_firstaffection_3_68,False,,,,,,,,,,,,,ShowerRoom,1,1,1.0,,,,,,,
event_firstaffection_3_69,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_69,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_70,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_70,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_71,130002,event_firstaffection_03,Speech,marian_p,marian_p,Locale_SubScenario:event_firstaffection_3_71,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_72,130002,event_firstaffection_03,Speech,marian_p,marian_p,Locale_SubScenario:event_firstaffection_3_72,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_73,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_73,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_74,130002,event_firstaffection_03,Self,Self,Self,Locale_SubScenario:event_firstaffection_3_74,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_75,130002,event_firstaffection_03,Speech,marian_p,marian_p,Locale_SubScenario:event_firstaffection_3_75,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_76,130002,event_firstaffection_03,Speech,marian_p,marian_p,Locale_SubScenario:event_firstaffection_3_76,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_77,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_77,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_78,130002,event_firstaffection_03,Speech,marian_p,marian_p,Locale_SubScenario:event_firstaffection_3_78,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_79,130002,event_firstaffection_03,Speech,marian_p,marian_p,Locale_SubScenario:event_firstaffection_3_79,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_80,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_80,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_81,130002,event_firstaffection_03,Speech,neon,neon,Locale_SubScenario:event_firstaffection_3_81,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_82,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_82,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_83,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_83,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_84,130002,event_firstaffection_03,Speech,rapi,rapi,Locale_SubScenario:event_firstaffection_3_84,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_85,130002,event_firstaffection_03,Speech,rapi,rapi,Locale_SubScenario:event_firstaffection_3_85,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_86,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_86,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_87,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_87,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_88,130002,event_firstaffection_03,Speech,rapi,rapi,Locale_SubScenario:event_firstaffection_3_88,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_89,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_89,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_90,130002,event_firstaffection_03,Self,Self,Self,Locale_SubScenario:event_firstaffection_3_90,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_91,130002,event_firstaffection_03,Speech,marian_p,marian_p,Locale_SubScenario:event_firstaffection_3_91,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_92,130002,event_firstaffection_03,Speech,marian_p,marian_p,Locale_SubScenario:event_firstaffection_3_92,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_93,130002,event_firstaffection_03,Self,Self,Self,Locale_SubScenario:event_firstaffection_3_93,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_94,130002,event_firstaffection_03,Speech,marian_p,marian_p,Locale_SubScenario:event_firstaffection_3_94,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_95,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_95,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_96,130002,event_firstaffection_03,Speech,marian_p,marian_p,Locale_SubScenario:event_firstaffection_3_96,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_97,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_97,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_98,130002,event_firstaffection_03,Speech,marian_p,marian_p,Locale_SubScenario:event_firstaffection_3_98,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_99,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_99,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_100,130002,event_firstaffection_03,Speech,marian_p,marian_p,Locale_SubScenario:event_firstaffection_3_100,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_101,130002,event_firstaffection_03,Speech,anis,anis,Locale_SubScenario:event_firstaffection_3_101,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_102,130002,event_firstaffection_03,Speech,neon,neon,Locale_SubScenario:event_firstaffection_3_102,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_103,130002,event_firstaffection_03,Speech,rapi,rapi,Locale_SubScenario:event_firstaffection_3_103,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_104,130002,event_firstaffection_03,Self,Self,Self,Locale_SubScenario:event_firstaffection_3_104,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_105,130002,event_firstaffection_03,Speech,rapi,rapi,Locale_SubScenario:event_firstaffection_3_105,True,,,,,,,,,,,,,,1,1,1.0,,,,,,,
event_firstaffection_3_106,130002,event_firstaffection_03,Self,Self,Self,Locale_SubScenario:event_firstaffection_3_106,False,,,,,,,,,,,,,,1,1,1.0,,,,,,,
