id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,set_filter_01,fade,conversation_id,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_ltk_02_s_34,40012,event_ltk_02_s,Self,Self,Locale_SubScenario:event_ltk_02_s_34,False,,S_120,S_120,1.0,,,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_35,40012,event_ltk_02_s,Speech,k,Locale_SubScenario:event_ltk_02_s_35,True,,S_120,S_120,1.0,,k,,,,,,2,idle,,,12,think,,,,,
event_ltk_02_s_36,40012,event_ltk_02_s,Speech,k,Locale_SubScenario:event_ltk_02_s_36,True,,S_120,S_120,1.0,,k,,,,,,2,idle,,,12,think,,,,,
event_ltk_02_s_37,40012,event_ltk_02_s,Self,Self,Locale_SubScenario:event_ltk_02_s_37,False,,S_120,S_120,1.0,,,,,,,,2,idle,,,12,think,,,,,
event_ltk_02_s_38,40012,event_ltk_02_s,Speech,k,Locale_SubScenario:event_ltk_02_s_38,True,,S_120,S_120,1.0,,k,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_39,40012,event_ltk_02_s,Speech,k,Locale_SubScenario:event_ltk_02_s_39,True,,S_120,S_120,1.0,,k,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_40,40012,event_ltk_02_s,Speech,k,Locale_SubScenario:event_ltk_02_s_40,True,,S_120,1,1.0,,k,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_41,40012,event_ltk_02_s,Speech,k,Locale_SubScenario:event_ltk_02_s_41,True,,1,1,1.0,,k,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_42,40012,event_ltk_02_s,Speech,k,Locale_SubScenario:event_ltk_02_s_42,True,,1,1,1.0,,k,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_43,40012,event_ltk_02_s,Self,Self,Locale_SubScenario:event_ltk_02_s_43,False,,1,1,1.0,,,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_44,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_44,True,,1,20,2.0,,d,,,,,,2,angry,,,12,idle,,,,,
event_ltk_02_s_45,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_45,True,,20,20,1.0,,d,,,,,,2,angry,,,12,idle,,,,,
event_ltk_02_s_46,40012,event_ltk_02_s,Self,Self,Locale_SubScenario:event_ltk_02_s_46,False,,20,20,1.0,,,,,,,,2,angry,,,12,idle,,,,,
event_ltk_02_s_47,40012,event_ltk_02_s,Narration,Narration,Locale_SubScenario:event_ltk_02_s_47,False,Storage,6,2,2.0,none,,,black,,,,2,angry,d,,12,idle,k,,,,
event_ltk_02_s_48,40012,event_ltk_02_s,Monologue,Monologue,Locale_SubScenario:event_ltk_02_s_48,False,,2,2,1.0,bgm_story_leisuretime,,,,,,,,,,,,,,,,,
event_ltk_02_s_49,40012,event_ltk_02_s,Monologue,Monologue,Locale_SubScenario:event_ltk_02_s_49,False,,2,2,1.0,,,,,,,,,,,,,,,,,,
event_ltk_02_s_50,40012,event_ltk_02_s,Monologue,Monologue,Locale_SubScenario:event_ltk_02_s_50,False,,2,2,1.0,,,,,,,,,,,,,,,,,,
event_ltk_02_s_51,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_51,False,,2,2,1.0,,d,,,,,d,2,think,,,,,,,,,
event_ltk_02_s_52,40012,event_ltk_02_s,Self,Self,Locale_SubScenario:event_ltk_02_s_52,False,,2,2,1.0,,d,,,,,,2,think,,,,,,,,,
event_ltk_02_s_53,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_53,False,,2,20,2.0,,d,,,,,,2,think,,,,,,,,,
event_ltk_02_s_54,40012,event_ltk_02_s,Self,Self,Locale_SubScenario:event_ltk_02_s_54,False,,20,20,1.0,,d,,,,,,2,think,,,,,,,,,
event_ltk_02_s_55,40012,event_ltk_02_s,Self,Self,Locale_SubScenario:event_ltk_02_s_55,False,,20,20,1.0,,d,,,,,,2,think,,,,,,,,,
event_ltk_02_s_56,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_56,True,,20,20,1.0,,d,,,,,,2,idle,,,,,,,,,
event_ltk_02_s_57,40012,event_ltk_02_s,Self,Self,Locale_SubScenario:event_ltk_02_s_57,False,,20,20,1.0,,d,,,,,,2,idle,,,,,,,,,
event_ltk_02_s_58,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_58,True,,20,20,1.0,,d,,,,,,2,idle,,,,,,,,,
event_ltk_02_s_59,40012,event_ltk_02_s,Self,Self,Locale_SubScenario:event_ltk_02_s_59,False,,20,20,1.0,,d,,,,,,2,idle,,,,,,,,,
event_ltk_02_s_60,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_60,False,,20,20,1.0,,d,,,,,,2,idle,,,,,,,,,
event_ltk_02_s_61,40012,event_ltk_02_s,Self,Self,Locale_SubScenario:event_ltk_02_s_61,False,,20,20,1.0,,d,,,,,,2,idle,,,,,,,,,
event_ltk_02_s_62,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_62,True,,20,20,1.0,,d,,,,,,2,idle,,,,,,,,,
event_ltk_02_s_63,40012,event_ltk_02_s,Self,Self,Locale_SubScenario:event_ltk_02_s_63,False,,20,20,1.0,,d,,,,,,2,idle,,,,,,,,,
event_ltk_02_s_64,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_64,True,,20,1,1.0,,supervisor,,,,,,2,idle,,supervisor,12,idle,,,,,
event_ltk_02_s_65,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_65,True,,1,1,1.0,,supervisor,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_66,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_66,True,,1,1,1.0,,supervisor,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_67,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_67,True,,1,1,1.0,,d,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_68,40012,event_ltk_02_s,Self,Self,Locale_SubScenario:event_ltk_02_s_68,False,,1,1,1.0,,,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_69,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_69,True,,1,1,1.0,,d,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_70,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_70,True,,1,1,1.0,,supervisor,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_71,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_71,True,,1,1,1.0,,d,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_72,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_72,True,,1,1,1.0,,d,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_73,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_73,True,,1,1,1.0,,supervisor,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_74,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_74,True,,1,1,1.0,,d,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_75,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_75,True,,1,1,1.0,,supervisor,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_76,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_76,True,,1,1,1.0,,supervisor,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_77,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_77,True,,1,1,1.0,,supervisor,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_78,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_78,True,,1,1,1.0,,d,,,,,,2,think,,,12,idle,,,,,
event_ltk_02_s_79,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_79,True,,1,1,1.0,,supervisor,,,,,,2,think,,,12,idle,,,,,
event_ltk_02_s_80,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_80,True,,1,1,1.0,,supervisor,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_81,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_81,True,,1,1,1.0,,supervisor,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_82,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_82,True,,1,20,1.0,,d,,,,,,2,shy,,,12,idle,,,,,
event_ltk_02_s_83,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_83,True,,20,20,1.0,,d,,,,,,2,shy,,,12,idle,,,,,
event_ltk_02_s_84,40012,event_ltk_02_s,Self,Self,Locale_SubScenario:event_ltk_02_s_84,False,,20,20,1.0,,,,,,,,2,shy,,,12,idle,,,,,
event_ltk_02_s_85,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_85,True,,20,20,1.0,,supervisor,,,,,,2,shy,,,12,idle,,,,,
event_ltk_02_s_86,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_86,True,,20,200,1.0,,d,,,,,,2,smile,,,12,idle,,,,,
event_ltk_02_s_87,40012,event_ltk_02_s,Self,Self,Locale_SubScenario:event_ltk_02_s_87,False,,200,200,1.0,,,,,,,,2,smile,,,12,idle,,,,,
event_ltk_02_s_88,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_88,True,,200,L_120,1.0,,supervisor,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_89,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_89,True,,L_120,L_120,1.0,,supervisor,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_90,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_90,True,,L_120,L_120,1.0,,supervisor,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_91,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_91,True,,L_120,L_120,1.0,,supervisor,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_92,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_92,True,,L_120,L_120,1.0,,supervisor,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_93,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_93,True,,L_120,1,1.0,,d,,,,,,2,surprise,,,12,idle,,,,,
event_ltk_02_s_94,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_94,True,,1,1,1.0,,d,,,,,,2,surprise,,,12,idle,,,,,
event_ltk_02_s_95,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_95,True,,1,1,1.0,,supervisor,,,,,,2,surprise,,,12,idle,,,,,
event_ltk_02_s_96,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_96,True,,1,1,1.0,,supervisor,,,,,,2,surprise,,,12,idle,,,,,
event_ltk_02_s_97,40012,event_ltk_02_s,Monologue,Monologue,Locale_SubScenario:event_ltk_02_s_97,False,,1,L_120,2.0,,,,,,,,2,surprise,,,12,idle,,,,,
event_ltk_02_s_98,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_98,True,,L_120,L_120,1.0,,supervisor,,,,,,2,surprise,,,12,idle,,,,,
event_ltk_02_s_99,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_99,True,,L_120,L_120,1.0,,d,,,,,,2,smile,,,12,idle,,,,,
event_ltk_02_s_100,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_100,True,,L_120,L_120,1.0,,supervisor,,,,,,2,smile,,,12,idle,,,,,
event_ltk_02_s_101,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_101,True,,L_120,L_120,1.0,,supervisor,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_102,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_102,True,,L_120,L_120,1.0,,supervisor,,,,,,2,idle,,,12,idle,,,,,
event_ltk_02_s_103,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_103,True,,20,20,1.0,,d,,,,,,2,surprise,,,12,idle,,,,,
event_ltk_02_s_104,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_104,True,,20,L_120,1.0,,supervisor,,,,,,2,surprise,,,12,idle,,,,,
event_ltk_02_s_105,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_105,True,,L_120,L_120,1.0,,supervisor,,,,,,2,surprise,,,12,idle,,,,,
event_ltk_02_s_106,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_106,True,,L_120,1,1.0,,d,,,,,,2,smile,,,12,idle,,,,,
event_ltk_02_s_107,40012,event_ltk_02_s,Speech,supervisor,Locale_SubScenario:event_ltk_02_s_107,True,,1,1,1.0,,supervisor,,,,,,2,smile,,,12,idle,,,,,
event_ltk_02_s_108,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_108,True,,1,1,1.0,,d,,,,,,2,smile,,,12,idle,,,,,
event_ltk_02_s_109,40012,event_ltk_02_s,Monologue,Monologue,Locale_SubScenario:event_ltk_02_s_109,False,,1,1,1.0,none,,,,,,,2,idle,,,14,idle,supervisor,,,,
event_ltk_02_s_110,40012,event_ltk_02_s,Self,Self,Locale_SubScenario:event_ltk_02_s_110,False,,1,2,1.0,,,,,,,,2,idle,,,,,,,,,
event_ltk_02_s_111,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_111,False,,2,2,1.0,,d,,,,,,2,idle,,,,,,,,,
event_ltk_02_s_112,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_112,True,,2,20,2.0,,d,,,,,,2,idle,,,,,,,,,
event_ltk_02_s_113,40012,event_ltk_02_s,Self,Self,Locale_SubScenario:event_ltk_02_s_113,False,,20,20,1.0,,d,,,,,,2,idle,,,,,,,,,
event_ltk_02_s_114,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_114,True,,20,20,1.0,,d,,,,,,2,idle,,,,,,,,,
event_ltk_02_s_115,40012,event_ltk_02_s,Self,Self,Locale_SubScenario:event_ltk_02_s_115,False,,20,20,1.0,,d,,,,,,2,idle,,,,,,,,,
event_ltk_02_s_116,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_116,False,,20,20,1.0,,d,,,,,,2,think,,,,,,,,,
event_ltk_02_s_117,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_117,True,,20,20,1.0,,d,,,,,,2,shy,,,,,,,,,
event_ltk_02_s_118,40012,event_ltk_02_s,Self,Self,Locale_SubScenario:event_ltk_02_s_118,False,,20,20,1.0,,d,,,,,,2,shy,,,,,,,,,
event_ltk_02_s_119,40012,event_ltk_02_s,Narration,Narration,Locale_SubScenario:event_ltk_02_s_119,False,,20,20,1.0,,,,,m_event_ltk_02_s,sfx_scn_phonevibration,,2,idle,,,,,,,,,
event_ltk_02_s_120,40012,event_ltk_02_s,Narration,Narration,Locale_SubScenario:event_ltk_02_s_120,False,,2,2,1.0,,,,,,sfx_scn_schoolbell,,2,idle,,,,,,,,,
event_ltk_02_s_121,40012,event_ltk_02_s,Monologue,Monologue,Locale_SubScenario:event_ltk_02_s_121,False,,2,2,1.0,,,,,,,,2,idle,,,,,,,,,
event_ltk_02_s_122,40012,event_ltk_02_s,Speech,d,Locale_SubScenario:event_ltk_02_s_122,True,,2,2,1.0,,d,,,,,,2,idle,,,,,,,,,
event_ltk_02_s_123,40012,event_ltk_02_s,Monologue,Monologue,Locale_SubScenario:event_ltk_02_s_123,False,,black,black,1.0,,,,,,,,2,idle,d,,,,,,,,
event_ltk_02_s_124,40012,event_ltk_02_s,Monologue,Monologue,Locale_SubScenario:event_ltk_02_s_124,False,,black,black,1.0,,,,,,,,,,,,,,,,,,
