id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,play_sound,characters/5/hide_char_id,characters/6/hide_char_id,set_camera_shake,characters/3/hide_char_id,characters/4/hide_char_id,jump_target
event_bluewaterisland2_06_s_36,40021,event_bluewaterisland2_06_s,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland2_06_s_36,True,,2,delight,,12,idle,,14,idle,,3,3,1.0,,,,6,idle,,4,surprise,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_37,40021,event_bluewaterisland2_06_s,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland2_06_s_37,True,,2,delight,,12,idle,,14,idle,,3,3,1.0,,,,6,idle,,4,surprise,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_38,40021,event_bluewaterisland2_06_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_06_s_38,True,,2,idle,,12,idle,,14,idle,,3,3,1.0,,,,6,idle,,4,surprise,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_39,40021,event_bluewaterisland2_06_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_06_s_39,True,,2,idle,,12,idle,,14,idle,,3,3,1.0,,,,6,idle,,4,surprise,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_40,40021,event_bluewaterisland2_06_s,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland2_06_s_40,True,,2,idle,,12,idle,,14,idle,,3,3,1.0,,,,6,idle,,4,sad,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_41,40021,event_bluewaterisland2_06_s,Speech,frima_s,frima_s,Locale_SubScenario:event_bluewaterisland2_06_s_41,True,,2,idle,,12,idle,,14,idle,,3,5,1.0,,,,6,no,,4,sad,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_42,40021,event_bluewaterisland2_06_s,Speech,frima_s,frima_s,Locale_SubScenario:event_bluewaterisland2_06_s_42,True,,2,idle,,12,idle,,14,idle,,5,5,1.0,,,,6,no,,4,sad,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_43,40021,event_bluewaterisland2_06_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_06_s_43,True,,2,idle,,12,no,,14,idle,,5,5,1.0,,,,6,idle,,4,sad,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_44,40021,event_bluewaterisland2_06_s,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland2_06_s_44,True,,2,idle,,12,no,,14,idle,,5,5,1.0,,,,6,idle,,4,etc,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_45,40021,event_bluewaterisland2_06_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_06_s_45,True,,2,idle,,12,sorrow,,14,idle,,5,1,1.0,,,,6,idle,,4,etc,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_46,40021,event_bluewaterisland2_06_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_06_s_46,True,,2,surprise,,12,sorrow,,14,idle,,1,1,1.0,,,,6,idle,,4,idle,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_47,40021,event_bluewaterisland2_06_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_06_s_47,True,,2,surprise,,12,idle,,14,idle,,1,1,1.0,,,,6,idle,,4,idle,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_48,40021,event_bluewaterisland2_06_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_06_s_48,True,,2,idle,,12,idle,,14,idle,,1,13,1.0,,,,6,idle,,4,idle,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_49,40021,event_bluewaterisland2_06_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_06_s_49,False,,2,idle,,12,idle,,14,idle,,13,1,0.3,,,,6,idle,,4,idle,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_50,40021,event_bluewaterisland2_06_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_06_s_50,True,,2,shy,,12,idle,,14,idle,,1,1,1.0,,,,6,idle,,4,idle,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_51,40021,event_bluewaterisland2_06_s,Speech,frima_s,frima_s,Locale_SubScenario:event_bluewaterisland2_06_s_51,True,,2,shy,,12,idle,,14,idle,,1,6,2.0,,,,6,angry,,4,idle,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_52,40021,event_bluewaterisland2_06_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_06_s_52,False,,12,shy,,2,idle,,8,idle,Beach_s,black,black,1.0,none,black,,14,angry,,4,idle,neon_s,liter_s,,,,,,,,,,,,,
event_bluewaterisland2_06_s_53,40021,event_bluewaterisland2_06_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_06_s_53,False,neon_s,12,idle,liter_s,2,idle,mary_s,8,idle,,XS_20,XS_20,1.0,event_bgm_bluewaterisland,,,14,idle,,4,idle,,,rapi_s,16,idle,pepper_s,18,idle,,,,,,,
event_bluewaterisland2_06_s_54,40021,event_bluewaterisland2_06_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_06_s_54,True,,12,idle,,2,idle,,8,idle,,XS_20,XS_20,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,,,,,,,
event_bluewaterisland2_06_s_55,40021,event_bluewaterisland2_06_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_06_s_55,True,,12,idle,,2,idle,,8,idle,,XS_20,XS_20,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,,,,,,,
event_bluewaterisland2_06_s_56,40021,event_bluewaterisland2_06_s,Speech,rapi_s,rapi_s,Locale_SubScenario:event_bluewaterisland2_06_s_56,True,,12,idle,,2,idle,,8,idle,,17,17,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,,,,,,,
event_bluewaterisland2_06_s_57,40021,event_bluewaterisland2_06_s,Speech,rapi_s,rapi_s,Locale_SubScenario:event_bluewaterisland2_06_s_57,True,,12,idle,,2,idle,,8,idle,,17,17,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,,,,,,,
event_bluewaterisland2_06_s_58,40021,event_bluewaterisland2_06_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_06_s_58,True,,12,idle,,2,idle,,8,idle,,17,17,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,,,,,,,
event_bluewaterisland2_06_s_59,40021,event_bluewaterisland2_06_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_06_s_59,True,,12,idle,,2,idle,,8,idle,,17,17,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,,,,,,,
event_bluewaterisland2_06_s_60,40021,event_bluewaterisland2_06_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_06_s_60,False,,12,idle,,2,idle,,8,idle,,17,17,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,,,,,,,
event_bluewaterisland2_06_s_61,40021,event_bluewaterisland2_06_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_06_s_61,True,,12,idle,,2,idle,,8,idle,,XS_20,XS_20,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,,,,,,,
event_bluewaterisland2_06_s_62,40021,event_bluewaterisland2_06_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_06_s_62,False,,12,idle,,2,idle,,8,idle,,XS_20,XS_20,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,,,,,,,
event_bluewaterisland2_06_s_63,40021,event_bluewaterisland2_06_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_06_s_63,True,,12,idle,,2,idle,,8,idle,,XS_20,XS_20,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,,,,,,,
event_bluewaterisland2_06_s_64,40021,event_bluewaterisland2_06_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_06_s_64,True,,12,idle,,2,idle,,8,idle,,XS_20,XS_20,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,,,,,,,
event_bluewaterisland2_06_s_65,40021,event_bluewaterisland2_06_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_06_s_65,True,,12,surprise,,2,idle,,8,idle,,XS_20,XS_120,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,,,,,,,
event_bluewaterisland2_06_s_66,40021,event_bluewaterisland2_06_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_06_s_66,True,,12,surprise,,2,delight,,8,idle,,XS_120,1,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,,,,,,,
event_bluewaterisland2_06_s_67,40021,event_bluewaterisland2_06_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_06_s_67,False,,12,surprise,,2,delight,,8,idle,,1,1,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,,,,,,,
event_bluewaterisland2_06_s_68,40021,event_bluewaterisland2_06_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_06_s_68,True,,12,idle,,2,no,,8,idle,,1,1,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,,,,,,,
event_bluewaterisland2_06_s_69,40021,event_bluewaterisland2_06_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_06_s_69,True,,12,idle,,2,idle,,8,idle,,1,1,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,,,,,,,
event_bluewaterisland2_06_s_70,40021,event_bluewaterisland2_06_s,Speech,rapi_s,rapi_s,Locale_SubScenario:event_bluewaterisland2_06_s_70,True,,12,idle,,2,idle,,8,idle,,1,17,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,,,,,,,
event_bluewaterisland2_06_s_71,40021,event_bluewaterisland2_06_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_06_s_71,True,,12,idle,,2,idle,,8,idle,,17,17,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,,,,,,,
event_bluewaterisland2_06_s_72,40021,event_bluewaterisland2_06_s,Speech,rapi_s,rapi_s,Locale_SubScenario:event_bluewaterisland2_06_s_72,True,,12,idle,,2,idle,,8,idle,,17,17,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,,,,,,,
event_bluewaterisland2_06_s_73,40021,event_bluewaterisland2_06_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_06_s_73,False,,12,idle,,2,idle,,8,idle,,black,black,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,sfx_scn_remotesignal,,,,,,
event_bluewaterisland2_06_s_74,40021,event_bluewaterisland2_06_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_06_s_74,False,,12,idle,,2,idle,,8,idle,,17,17,1.0,,,,14,idle,,4,idle,,,,16,idle,,18,idle,sfx_scn_boatrun,rapi_s,pepper_s,Low_2,,,
event_bluewaterisland2_06_s_75,40021,event_bluewaterisland2_06_s,Speech,rapi_s,rapi_s,Locale_SubScenario:event_bluewaterisland2_06_s_75,False,,12,idle,,2,idle,,8,idle,,17,17,1.0,,,,14,idle,,4,idle,,,,,,,,,,,,Low_2,,,
event_bluewaterisland2_06_s_76,40021,event_bluewaterisland2_06_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_06_s_76,True,,12,idle,,2,idle,,8,idle,,17,17,1.0,,,,14,idle,,4,idle,,,,,,,,,,,,Low_2,,,
event_bluewaterisland2_06_s_77,40021,event_bluewaterisland2_06_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_06_s_77,True,,12,idle,,2,idle,,8,idle,,17,17,1.0,,,,14,idle,,4,idle,,,,,,,,,,,,Low_2,,,
event_bluewaterisland2_06_s_78,40021,event_bluewaterisland2_06_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_s_78,False,,12,idle,,2,idle,,8,idle,,17,17,1.0,,,,14,idle,,4,idle,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_79,40021,event_bluewaterisland2_06_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_s_79,False,,12,idle,,2,idle,,8,idle,,17,1,2.0,,,,14,idle,,4,idle,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_80,40021,event_bluewaterisland2_06_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_06_s_80,False,,12,idle,,2,idle,,8,idle,,1,1,1.0,,,,14,idle,,4,idle,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_81,40021,event_bluewaterisland2_06_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_06_s_81,True,,12,idle,,2,idle,,8,idle,,1,1,1.0,,,,14,idle,,4,idle,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_82,40021,event_bluewaterisland2_06_s,Speech,frima_s,frima_s,Locale_SubScenario:event_bluewaterisland2_06_s_82,True,,12,idle,,2,idle,,8,idle,,1,13,1.0,,,,14,no,,4,idle,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_83,40021,event_bluewaterisland2_06_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_s_83,False,,12,idle,,2,idle,,8,idle,,black,black,1.0,,,,14,no,,4,idle,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_84,40021,event_bluewaterisland2_06_s,Speech,frima_s,frima_s,Locale_SubScenario:event_bluewaterisland2_06_s_84,True,,12,idle,,2,idle,,8,idle,,140,140,1.0,,,,14,idle,,4,idle,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_85,40021,event_bluewaterisland2_06_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_06_s_85,True,,12,shy,,2,idle,,8,idle,,140,XS_120,0.3,,,,14,idle,,4,idle,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_86,40021,event_bluewaterisland2_06_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_06_s_86,False,,12,shy,,2,idle,,8,idle,,black,black,1.0,,,,14,idle,,4,idle,,,,,,,,,sfx_scn_remotesignal,,,,,,
event_bluewaterisland2_06_s_87,40021,event_bluewaterisland2_06_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_06_s_87,False,,19,shy,,2,idle,,8,idle,,13,13,1.0,,,,19,idle,,4,idle,neon_s,,,,,,,,sfx_scn_boatrun,,,Low_2,frima_s,,
event_bluewaterisland2_06_s_88,40021,event_bluewaterisland2_06_s,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland2_06_s_88,True,,,,,2,idle,,8,idle,,13,3,1.0,,,,,,,4,idle,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_89,40021,event_bluewaterisland2_06_s,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_06_s_89,True,,,,,2,delight,,8,idle,,3,3,1.0,,,,,,,4,idle,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_90,40021,event_bluewaterisland2_06_s,Speech,volt,volt,Locale_SubScenario:event_bluewaterisland2_06_s_90,True,,,,,2,delight,,8,idle,,3,3,0.5,,,,,,,4,idle,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_91,40021,event_bluewaterisland2_06_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_06_s_91,False,,,,,2,delight,,8,idle,,black,black,1.0,,,,,,,4,idle,,,,,,,,,sfx_scn_remotesignal,,,,,,
event_bluewaterisland2_06_s_92,40021,event_bluewaterisland2_06_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_06_s_92,False,,,,,19,delight,,8,idle,,3,3,1.0,,,,,,,4,idle,,liter_s,,,,,,,sfx_scn_boatrun,,,Low_2,,yan_s,
event_bluewaterisland2_06_s_93,40021,event_bluewaterisland2_06_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_06_s_93,False,,,,,,,,8,idle,,3,8,2.0,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_94,40021,event_bluewaterisland2_06_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_06_s_94,False,,,,,,,,8,idle,,8,8,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_95,40021,event_bluewaterisland2_06_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_06_s_95,False,,,,,,,,8,idle,,8,8,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_96,40021,event_bluewaterisland2_06_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_06_s_96,True,,,,,,,,8,shy,,8,80,2.0,,,,,,,,,,,,,,,,,,,,,,,
event_bluewaterisland2_06_s_97,40021,event_bluewaterisland2_06_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_06_s_97,True,,,,,,,,8,shy,,80,80,1.0,,,,,,,,,,,,,,,,,,,,,,,
