id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_filter_01,characters/4/hide_char_id,fade,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_camera_shake,characters/5/hide_char_id,play_movie,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_redash2_06_e_31,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_31,True,dorothy,13,surprise,hongryeon_o,15,angry,rapunzel_o,17,angry,snowwhite_o,1,angry,,1300,1300,1.0,,,,,,,,3,idle,,,,,,,,,,,,,
event_redash2_06_e_32,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_32,False,,13,surprise,,15,angry,,17,angry,,1,angry,,black,black,1.0,,sfx_scn_anchorhit,,,,,,3,idle,,,,,,,,,,,,,
event_redash2_06_e_33,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_33,True,,13,surprise,,15,angry,,17,angry,,1,angry,,1,S_10,1.0,,,,,,,,3,idle,,,,,,,,,,,,,
event_redash2_06_e_34,40032,event_redash2_06_e,Speech,anarchyorr,anarchyorr,Locale_MainScenario:event_redash2_06_e_34,False,,13,think,,15,angry,,17,angry,,1,sad,,S_30,S_30,1.0,,,,,,,,3,idle,,,,,,,,,,,,,
event_redash2_06_e_35,40032,event_redash2_06_e,Speech,anarchyorr,anarchyorr,Locale_MainScenario:event_redash2_06_e_35,False,,13,think,,15,angry,,17,angry,,1,sad,,S_30,S_300,1.0,,,,,,,,3,delight,,,,,,,,,,,,,
event_redash2_06_e_36,40032,event_redash2_06_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_06_e_36,True,,13,think,,15,angry,,17,angry,,1,sad,,150,150,1.0,,,,,,,,3,delight,,,,,,,,,,,,,
event_redash2_06_e_37,40032,event_redash2_06_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_06_e_37,True,,13,think,,15,angry,,17,angry,,1,sad,,150,1500,1.0,,,,,,,,3,delight,,,,,,,,,,,,,
event_redash2_06_e_38,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_38,False,,13,think,,15,angry,,17,angry,,1,sad,,1500,S_300,0.5,,sfx_scn_swordwhooshs,,,,,,3,delight,,,,,,,,,,,,,
event_redash2_06_e_39,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_39,False,,13,think,,15,angry,,17,angry,,1,sad,,S_300,S_30,1.0,,sfx_scn_swordhit5,,,,,,3,"expression_0,idle_alt",,,,,,,,,,,,,
event_redash2_06_e_40,40032,event_redash2_06_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_06_e_40,True,,13,think,,15,angry,,17,angry,,1,sad,,150,1500,1.0,,,,,,,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_41,40032,event_redash2_06_e,Speech,anarchyorr,anarchyorr,Locale_MainScenario:event_redash2_06_e_41,False,,13,think,,15,angry,,17,angry,,1,sad,,S_30,S_30,1.0,,,,,,,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_42,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_42,False,,13,think,,15,angry,,17,angry,,1,sad,,S_30,3,1.0,,,,,,,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_43,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_43,False,,13,think,,15,angry,,17,angry,,1,sad,,3,3,1.0,,,,,,,,3,delight_02,,,,,,,,,,,,,
event_redash2_06_e_44,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_44,True,,13,think,,15,angry,,17,angry,,1,sad,,3,13,1.0,,,,,,,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_45,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_45,True,,13,think,,15,angry,,17,angry,,1,sad,,13,13,1.0,,,,,,,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_46,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_46,False,,13,think,,15,angry,,17,angry,,1,sad,,13,13,1.0,,,,,,,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_47,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_47,False,,13,think,,15,angry,,17,angry,,1,sad,,13,13,1.0,,,,,,,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_48,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_48,True,,13,think,,15,angry,,17,angry,,1,sad,,13,130,1.0,,,,,,,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_49,40032,event_redash2_06_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_06_e_49,False,,13,think,,15,angry,,17,angry,,1,sad,,150,150,1.0,,,,,,,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_50,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_50,False,,13,think,,15,angry,,17,angry,,1,sad,,black,black,1.0,,sfx_scn_shieldmove,,,,,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_51,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_51,False,,13,think,,15,angry,,17,angry,,1,sad,,black,black,1.0,,,,,,,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_52,40032,event_redash2_06_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_06_e_52,True,,13,think,,15,angry,,17,angry,,1,sad,,1500,1500,1.0,,,,,,,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_53,40032,event_redash2_06_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_06_e_53,True,,13,think,,15,angry,,17,angry,,1,sad,,1500,1500,1.0,,,,,,,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_54,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_54,False,,13,think,,15,angry,,17,angry,,1,sad,,black,black,1.0,,,,,,,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_55,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_55,False,,13,think,,15,angry,,17,angry,,1,sad,none,black,black,1.0,,,,hongryeon_o,rapunzel_o,snowwhite_o,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_56,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_56,False,,13,think,,,,,,,,,,,3,3,1.0,,,,,,,,3,idle_alt,Blur_High,,,,,,,,,,,,
event_redash2_06_e_57,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_57,False,,13,think,,,,,,,,,,,3,3,1.0,,,,,,,,3,idle_alt,Blur_High,,,,,,,,,,,,
event_redash2_06_e_58,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_58,False,,13,think,,,,,,,,,,,3,3,1.0,,,,,,,,3,idle_alt,Blur_High,,,,,,,,,,,,
event_redash2_06_e_59,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_59,False,,13,think,,,,,,,,,,,3,3,1.0,,,,,,,,3,idle_alt,Blur_High,,,,,,,,,,,,
event_redash2_06_e_60,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_60,False,,13,think,,,,,,,,,,,3,S_30,1.0,,,,,,,,3,idle_alt,Blur_High,,,,,,,,,,,,
event_redash2_06_e_61,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_61,False,,13,think,,,,,,,,,,,S_30,S_30,1.0,,,,,,,,3,idle_alt,Blur_High,,,,,,,,,,,,
event_redash2_06_e_62,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_62,False,,13,think,,,,,,,,,,,S_30,S_50,1.0,,,,,,,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_63,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_63,False,,13,think,,,,,,,,,,,S_50,S_50,1.0,,,,,,,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_64,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_64,False,,13,think,,,,,,,,,,,S_50,XS_500,1.0,,,,,,,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_65,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_65,False,dorothy,13,think,hongryeon_o,15,angry,rapunzel_o,17,angry,snowwhite_o,1,angry,Desert_05,1,S_10,0.5,,,,,,,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_66,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_66,True,,13,think,,15,angry,,17,angry,,1,angry,,S_10,S_100,0.5,,,,,,,,3,idle_alt,,,,,,,,,,,,,
event_redash2_06_e_67,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_67,False,,13,think,,15,angry,,17,angry,,1,angry,White,S_100,S_100,1.0,,sfx_scn_energyexplosion,dorothy,hongryeon_o,rapunzel_o,snowwhite_o,,3,idle_alt,,anarchyorr,white,,,,,,,,,,
event_redash2_06_e_68,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_68,False,,,,,,,,,,,,,,S_100,S_100,1.0,,sfx_scn_shieldreflaction,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_69,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_69,False,,,,,,,,,,,,,,S_100,1,1.0,,,,,,,,,,,,,,,,,,,,,,
event_redash2_06_e_70,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_70,True,,,,,,,,,,,,,Desert_03,50,50,1.0,,,,,,,,,,,,black,redhood,5,think,,,,,,,
event_redash2_06_e_71,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_71,True,,,,,,,,,,,,,,50,50,1.0,,,,,,,,,,,,,,5,think,,,,,,,
event_redash2_06_e_72,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_72,True,,,,,,,,,,,,,,50,5,1.0,,,,,,,,,,,,,,5,think,,,,,,,
event_redash2_06_e_73,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_73,False,,,,,,,,,,,,,,5,5,1.0,,sfx_scn_explosionhuge,,,,,,,,,,,,5,think,Low_2,,,,,,
event_redash2_06_e_74,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_74,False,,,,,,,,,,,,,,5,5,1.0,,,,,,,,,,,,,,5,surprise_02,,,,,,,
event_redash2_06_e_75,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_75,True,,,,,,,,,,,,,,5,5,1.0,,,,,,,,,,,,,,5,surprise_02,,,,,,,
event_redash2_06_e_76,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_76,True,,,,,,,,,,,,,,5,5,1.0,,,,,,,,,,,,,,5,surprise_02,,,,,,,
event_redash2_06_e_77,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_77,True,,,,,,,,,,,,,,5,500,1.0,,,,,,,,,,,,,,5,angry,,,,,,,
event_redash2_06_e_78,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_78,True,,,,,,,,,,,,,,500,500,1.0,,,,,,,,,,,,,,5,angry,,,,,,,
event_redash2_06_e_79,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_79,True,,,,,,,,,,,,,,500,500,1.0,,,,,,,,,,,,,,5,angry,,,,,,,
event_redash2_06_e_80,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_80,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,5,angry,,,,,,,
event_redash2_06_e_81,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_81,False,,,,,,,,,,,,,Desert_05,500,50,1.0,,,,,,,,,,,,black,,5,go,,,,,,,
event_redash2_06_e_82,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_82,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,5,go,,,,,,,
event_redash2_06_e_83,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_83,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,,,5,go,,,,,,,
event_redash2_06_e_84,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_84,False,,,,,,,,,,,,,,black,black,1.0,,,,,,,anarchyorr,3,idle,,,,,5,go,,,,,,,
event_redash2_06_e_85,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_85,False,,,,,,,,,,,,,,3,S_30,1.0,,,,,,,,3,idle,,,,,5,go,,,,,,,
event_redash2_06_e_86,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_86,False,dorothy,13,angry,hongryeon_o,15,angry,rapunzel_o,17,angry,snowwhite_o,1,sad,,black,black,1.0,,,,,,,,3,idle,,,,,5,go,,,,,,,
event_redash2_06_e_87,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_87,False,,13,angry,,15,angry,,17,angry,,1,sad,,50,50,1.0,,,,,,,,3,idle,,,,,5,go,,,,,,,
event_redash2_06_e_88,40032,event_redash2_06_e,Speech,anarchyorr,anarchyorr,Locale_MainScenario:event_redash2_06_e_88,False,,13,angry,,15,angry,,17,angry,,1,sad,,S_30,S_30,1.0,,,,,,,,3,idle,,,,,5,go,,,,,,,
event_redash2_06_e_89,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_89,True,,13,angry,,15,angry,,17,angry,,1,sad,,S_30,53,1.0,,,,,,,,3,idle,,,,,5,go,,,,,,,
event_redash2_06_e_90,40032,event_redash2_06_e,Speech,anarchyorr,anarchyorr,Locale_MainScenario:event_redash2_06_e_90,False,,13,angry,,15,angry,,17,angry,,1,sad,,53,53,1.0,,,,,,,,3,idle,,,,,5,go,,,,,,,
event_redash2_06_e_91,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_91,True,,13,angry,,15,angry,,17,angry,,1,sad,,53,53,1.0,,,,,,,,3,idle,,,,,5,go,,,,,,,
event_redash2_06_e_92,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_92,False,,13,angry,,15,angry,,17,angry,,1,sad,,53,53,1.0,,,,,,,,3,idle,,,,,5,go,,,,,,,
event_redash2_06_e_93,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_93,True,,13,angry,,15,angry,,17,angry,,1,sad,,53,5,1.0,,,,,,,,3,idle,,,,,5,think,,,,,,,
event_redash2_06_e_94,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_94,True,,13,angry,,15,angry,,17,angry,,1,sad,,5,5,1.0,,,,,,,,3,idle,,,,,5,think,,,,,,,
event_redash2_06_e_95,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_95,True,,13,angry,,15,angry,,17,angry,,1,sad,,5,5,1.0,,,,,,,,3,idle,,,,,5,think,,,,,,,
event_redash2_06_e_96,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_96,True,,13,angry,,15,angry,,17,angry,,1,sad,,5,5,1.0,,,,,,,,3,idle,,,,,5,think,,,,,,,
event_redash2_06_e_97,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_97,False,,13,angry,,15,angry,,17,angry,,1,sad,,5,5,1.0,,,,,,,,3,idle,,,,,5,think,,,,,,,
event_redash2_06_e_98,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_98,False,,13,angry,,15,angry,,17,angry,,1,sad,,5,500,1.0,,,,,,,,3,idle,,,,,5,think,,,,,,,
event_redash2_06_e_99,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_99,True,,13,angry,,15,angry,,17,angry,,1,sad,,500,50,1.0,,,,,,,,3,idle,,,,,5,idle,,,,,,,
event_redash2_06_e_100,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_100,True,,13,angry,,15,angry,,17,angry,,1,sad,,50,50,1.0,,,,,,,,3,idle,,,,,5,idle,,,,,,,
event_redash2_06_e_101,40032,event_redash2_06_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_06_e_101,False,,13,angry,,15,angry,,17,angry,,1,sad,,130,130,1.0,,,,,,,,3,idle,,,,,5,idle,,,,,,,
event_redash2_06_e_102,40032,event_redash2_06_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash2_06_e_102,True,,13,angry,,15,angry,,17,angry,,1,sad,,L_170,L_170,1.0,,,,,,,,3,idle,,,,,5,idle,,,,,,,
event_redash2_06_e_103,40032,event_redash2_06_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_06_e_103,True,,13,angry,,15,angry,,17,angry,,1,sad,,150,150,1.0,,,,,,,,3,idle,,,,,5,idle,,,,,,,
event_redash2_06_e_104,40032,event_redash2_06_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_06_e_104,False,,13,angry,,15,angry,,17,angry,,1,sad,,S_10,S_10,1.0,,,,,,,,3,idle,,,,,5,idle,,,,,,,
event_redash2_06_e_105,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_105,True,,13,angry,,15,angry,,17,angry,,1,sad,EventTitle_redash_t2,black,black,1.0,,,,,rapunzel_o,snowwhite_o,,3,idle,,anarchyorr,,,5,idle,,redhood,,,,,
event_redash2_06_e_106,40032,event_redash2_06_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_06_e_106,True,,13,angry,,15,angry,,,,,,,,redash_t2_01,redash_t2_02,2.0,,,dorothy,hongryeon_o,,,,,,,,,,,,,,,,,,
event_redash2_06_e_107,40032,event_redash2_06_e,Narration,,,Locale_MainScenario:event_redash2_06_e_107,False,,,,,,,,,,,,,,redash_t2_02,redash_t2_02,1.0,,,,,,,,,,,,,,,,,,,,,,
