id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
event_ce006_2_01_e_19,40080,event_ce006_2_01_e,Speech,anis,Locale_MainScenario:event_ce006_2_01_e_19,True,,14,14,1.0,,,anis,,7,no,,5,idle,,3,idle,,1,no,,13,idle,,15,void,,17,idle,,,,,,,,,,
event_ce006_2_01_e_20,40080,event_ce006_2_01_e,Speech,rapi,Locale_MainScenario:event_ce006_2_01_e_20,False,,14,14,1.3,,,rapi,,7,no,,5,idle,,3,idle,,1,no,,13,idle,,15,void,,17,idle,,,,,,,,,,
event_ce006_2_01_e_21,40080,event_ce006_2_01_e,Monologue,rapi,Locale_MainScenario:event_ce006_2_01_e_21,False,,black,black,1.0,,,,,7,no,,5,idle,,3,idle,,1,no,,13,idle,,15,void,,17,idle,,,,,,,,,,
event_ce006_2_01_e_22,40080,event_ce006_2_01_e,Monologue,rapi,Locale_MainScenario:event_ce006_2_01_e_22,False,,black,black,1.0,,,,,7,no,,5,idle,,3,idle,,1,no,,13,idle,,15,void,,17,idle,,,,,,,,,,
event_ce006_2_01_e_23,40080,event_ce006_2_01_e,Speech,rapi,Locale_MainScenario:event_ce006_2_01_e_23,True,,14,14,1.0,,,rapi,,7,no,,5,idle,,3,idle,,1,no,,13,idle,,15,void,,17,idle,,,,,,,,,,
event_ce006_2_01_e_24,40080,event_ce006_2_01_e,Speech,neon,Locale_MainScenario:event_ce006_2_01_e_24,True,,14,S_170,1.5,,,neon,,7,no,,5,idle,,3,idle,,1,no,,13,idle,,15,void,,17,idle,,,,,,,,,,
event_ce006_2_01_e_25,40080,event_ce006_2_01_e,Speech,neon,Locale_MainScenario:event_ce006_2_01_e_25,False,,S_170,S_170,1.0,,,rapi,,7,no,,5,idle,,3,idle,,1,no,,13,think,,15,void,,17,idle,,,,,,,,,,
event_ce006_2_01_e_26,40080,event_ce006_2_01_e,Monologue,rapi,Locale_MainScenario:event_ce006_2_01_e_26,False,MemorialHall,black,black,1.0,,,,,7,no,,5,idle,,3,idle,,13,no,,7,think,,5,void,,3,idle,ce006_03,elegg,ce006_npc_01,ce006_01,rapi,anis,neon,,,
event_ce006_2_01_e_27,40080,event_ce006_2_01_e,Monologue,rapi,Locale_MainScenario:event_ce006_2_01_e_27,False,,100,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_01_e_28,40080,event_ce006_2_01_e,Monologue,rapi,Locale_MainScenario:event_ce006_2_01_e_28,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_01_e_29,40080,event_ce006_2_01_e,Monologue,rapi,Locale_MainScenario:event_ce006_2_01_e_29,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_01_e_30,40080,event_ce006_2_01_e,Monologue,rapi,Locale_MainScenario:event_ce006_2_01_e_30,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_01_e_31,40080,event_ce006_2_01_e,Speech,ce006_01,Locale_MainScenario:event_ce006_2_01_e_31,False,,1,1,1.0,,,ce006_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_01_e_32,40080,event_ce006_2_01_e,Monologue,ce006_01,Locale_MainScenario:event_ce006_2_01_e_32,False,,1,100,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_01_e_33,40080,event_ce006_2_01_e,Monologue,ce006_01,Locale_MainScenario:event_ce006_2_01_e_33,False,,100,100,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_01_e_34,40080,event_ce006_2_01_e,Speech,oldman_h,Locale_MainScenario:event_ce006_2_01_e_34,True,bunkerofartist,black,black,1.0,,none,oldman_h,,,,,,,,,,,,,rapi,7,idle,anis,5,void,neon,3,idle,,,,,,,,,,
event_ce006_2_01_e_35,40080,event_ce006_2_01_e,Speech,neon,Locale_MainScenario:event_ce006_2_01_e_35,False,,4,4,1.0,,,neon,,,,,,,,,,,,,,7,angry,,5,angry,,3,idle,,,,,,,,,,
event_ce006_2_01_e_36,40080,event_ce006_2_01_e,Speech,anis,Locale_MainScenario:event_ce006_2_01_e_36,False,,4,4,1.0,,,anis,,,,,,,,,,,,,,7,angry,,5,angry,,3,idle,,,,,,,,,,
event_ce006_2_01_e_37,40080,event_ce006_2_01_e,Speech,neon,Locale_MainScenario:event_ce006_2_01_e_37,True,,4,4,1.0,,,neon,,,,,,,,,,,,,,7,angry,,5,angry,,3,idle,,,,,,,,,,
event_ce006_2_01_e_38,40080,event_ce006_2_01_e,Speech,anis,Locale_MainScenario:event_ce006_2_01_e_38,True,,4,4,1.0,,,anis,,,,,,,,,,,,,,7,angry,,5,angry,,3,idle,,,,,,,,,,
event_ce006_2_01_e_39,40080,event_ce006_2_01_e,Speech,hermin,Locale_MainScenario:event_ce006_2_01_e_39,False,,12,XS_120,1.5,,,oldman_h,,,,,,,,,,,,,,7,angry,,5,angry,,3,idle,,,,,,,,hermin,12,idle
event_ce006_2_01_e_40,40080,event_ce006_2_01_e,Speech,hermin,Locale_MainScenario:event_ce006_2_01_e_40,True,,XS_120,XS_120,1.0,,,hermin,,,,,,,,,,,,,,7,angry,,5,angry,,3,idle,,,,,,,,,12,idle
event_ce006_2_01_e_41,40080,event_ce006_2_01_e,Speech,hermin,Locale_MainScenario:event_ce006_2_01_e_41,True,,XS_120,XS_1200,1.3,,,hermin,,,,,,,,,,,,,,7,angry,,5,angry,,3,idle,,,,,,,,,12,idle
