id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,highlight,speaker,set_filter_01,set_filter_02,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,fade
event_goldencoinrush2_b01_e_11,40049,event_goldencoinrush2_b01_e,Self,Locale_MainScenario:event_goldencoinrush2_b01_e_11,False,,S_1900,S_1900,1.0,,,,4,surprise,,6,sad,,12,pain,,19,sad,,14,think,exia_c2,,,,,,,,,,
event_goldencoinrush2_b01_e_12,40049,event_goldencoinrush2_b01_e,Self,Locale_MainScenario:event_goldencoinrush2_b01_e_12,False,,5,5,1.0,,,,4,idle,,6,sad,,12,pain,,19,sad,,14,think,,,,,,,,,,,
event_goldencoinrush2_b01_e_13,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_13,True,,5,5,1.0,,,,4,delight,,6,sad,,12,pain,,19,sad,,14,think,alice_b,alice_b,,,,,,,,,
event_goldencoinrush2_b01_e_14,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_14,False,,5,S_60,1.0,,none,,4,delight,,6,worry,,12,pain,,19,sad,,14,think,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_15,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_15,True,,S_60,S_60,1.0,,,,4,delight,,6,worry,,12,pain,,19,sad,,14,think,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_16,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_16,True,,S_60,S_60,1.0,,bgm_story_fairytalesend_if,,4,delight,,6,worry,,12,pain,,19,sad,,14,think,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_17,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_17,False,,S_60,S_60,1.0,,,,4,delight,,6,worry,,12,pain,,19,sad,,14,think,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_18,40049,event_goldencoinrush2_b01_e,Self,Locale_MainScenario:event_goldencoinrush2_b01_e_18,False,,S_60,S_60,1.0,,,,4,surprise,,6,worry,,12,pain,,19,sad,,14,think,soda_b,,,,,,,,,,
event_goldencoinrush2_b01_e_19,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_19,False,,S_60,S_60,1.0,,,,4,surprise,,6,worry,,12,pain,,19,sad,,14,think,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_20,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_20,True,,S_60,5,1.0,,,,4,surprise,,6,worry,,12,pain,,19,sad,,14,think,alice_b,alice_b,,,,,,,,,
event_goldencoinrush2_b01_e_21,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_21,False,,5,S_60,1.0,,,,4,surprise,,6,worry,,12,pain,,19,sad,,14,think,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_22,40049,event_goldencoinrush2_b01_e,Monologue,Locale_MainScenario:event_goldencoinrush2_b01_e_22,False,,S_60,S_60,1.0,,,,4,surprise,,6,worry,,12,pain,,19,sad,,14,think,soda_b,,,,,,,,,,
event_goldencoinrush2_b01_e_23,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_23,True,,S_60,S_600,1.0,,,,4,surprise,,6,surprise,,12,pain,,19,sad,,14,think,soda_b,soda_b,Grey,,,,,,,,
event_goldencoinrush2_b01_e_24,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_24,True,,S_600,S_600,1.0,,,,4,surprise,,6,surprise,,12,pain,,19,sad,,14,think,soda_b,soda_b,Grey,Vignetting,,,,,,,
event_goldencoinrush2_b01_e_25,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_25,True,,black,black,1.0,,,,4,surprise,,6,surprise,,12,pain,,19,sad,,14,think,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_26,40049,event_goldencoinrush2_b01_e,Self,Locale_MainScenario:event_goldencoinrush2_b01_e_26,False,,S_600,S_600,1.0,,,,4,surprise,,6,surprise,,12,pain,,19,sad,,14,think,soda_b,,,,,,,,,,
event_goldencoinrush2_b01_e_27,40049,event_goldencoinrush2_b01_e,Monologue,Locale_MainScenario:event_goldencoinrush2_b01_e_27,False,,S_600,S_60,0.7,,,,4,surprise,,6,surprise,,12,pain,,19,sad,,14,think,soda_b,,,,,,,,,,
event_goldencoinrush2_b01_e_28,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_28,True,,S_60,S_60,1.0,,,,4,surprise,,6,surprise,,12,pain,,19,sad,,14,think,soda_b,soda_b,,,Low_2,,,,,,
event_goldencoinrush2_b01_e_29,40049,event_goldencoinrush2_b01_e,Narration,Locale_MainScenario:event_goldencoinrush2_b01_e_29,False,,black,black,1.0,sfx_scn_coinsfall,,,4,surprise,,6,surprise,,12,pain,,19,sad,,14,think,,,,,,,,,,,
event_goldencoinrush2_b01_e_30,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_30,False,,black,black,1.0,,,,4,surprise,,6,surprise,,12,pain,,19,sad,,14,think,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_31,40049,event_goldencoinrush2_b01_e,Monologue,Locale_MainScenario:event_goldencoinrush2_b01_e_31,False,,black,black,1.0,,,,4,surprise,,6,surprise,,12,pain,,19,sad,,14,think,,,,,,,,,,,
event_goldencoinrush2_b01_e_32,40049,event_goldencoinrush2_b01_e,Monologue,Locale_MainScenario:event_goldencoinrush2_b01_e_32,False,,black,black,1.0,,,,4,surprise,,6,surprise,,12,pain,,19,sad,,14,think,,,,,,,,,,,
event_goldencoinrush2_b01_e_33,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_33,True,,S_60,S_60,1.0,,,,4,surprise,,6,worry,,12,pain,,19,sad,,14,think,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_34,40049,event_goldencoinrush2_b01_e,Self,Locale_MainScenario:event_goldencoinrush2_b01_e_34,False,,S_60,S_60,1.0,,,,4,surprise,,6,worry,,12,pain,,19,sad,,14,think,soda_b,,,,,,,,,,
event_goldencoinrush2_b01_e_35,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_35,True,,S_60,S_60,1.0,,,,4,surprise,,6,worry,,12,pain,,19,sad,,14,think,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_36,40049,event_goldencoinrush2_b01_e,Self,Locale_MainScenario:event_goldencoinrush2_b01_e_36,False,,S_60,S_60,1.0,,,,4,surprise,,6,worry,,12,pain,,19,sad,,14,think,soda_b,,,,,,,,,,
event_goldencoinrush2_b01_e_37,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_37,False,,S_60,S_60,1.0,,,,4,surprise,,6,worry,,12,pain,,19,sad,,14,think,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_38,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_38,True,,S_60,S_60,1.0,,,,4,surprise,,6,worry,,12,pain,,19,sad,,14,think,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_39,40049,event_goldencoinrush2_b01_e,Monologue,Locale_MainScenario:event_goldencoinrush2_b01_e_39,False,EventScene_GoldenCoinRush_03,black,black,1.0,,,,4,surprise,,6,worry,,12,pain,,19,sad,,14,think,,,,,,alice_b,soda_b,folkwang_b,exia_c2,novel,
event_goldencoinrush2_b01_e_40,40049,event_goldencoinrush2_b01_e,Narration,Locale_MainScenario:event_goldencoinrush2_b01_e_40,False,,black,black,1.0,sfx_scn_down,none,,,,,,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_b01_e_41,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_41,False,,1,event_goldencoinrush2_b01_e_1,1.0,,bgm_story_heynewbie,,,,,,,,,,,,,,,,,folkwang_b,,,,,,,,,
event_goldencoinrush2_b01_e_42,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_42,False,,event_goldencoinrush2_b01_e_1,event_goldencoinrush2_b01_e_1,1.0,,,,,,,,,,,,,,,,,,,folkwang_b,,,,,,,,,
event_goldencoinrush2_b01_e_43,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_43,False,,event_goldencoinrush2_b01_e_1,event_goldencoinrush2_b01_e_1,1.0,,,,,,,,,,,,,,,,,,,folkwang_b,,,,,,,,,
event_goldencoinrush2_b01_e_44,40049,event_goldencoinrush2_b01_e,Narration,Locale_MainScenario:event_goldencoinrush2_b01_e_44,False,,event_goldencoinrush2_b01_e_1,event_goldencoinrush2_b01_e_1,1.0,sfx_scn_gameover,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_b01_e_45,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_45,False,,event_goldencoinrush2_b01_e_1,1,1.0,,,,,,,,,,,,,,,,,,,mustang,,,,,,,,,
event_goldencoinrush2_b01_e_46,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_46,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,mustang,,,,,,,,,
event_goldencoinrush2_b01_e_47,40049,event_goldencoinrush2_b01_e,Monologue,Locale_MainScenario:event_goldencoinrush2_b01_e_47,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_b01_e_48,40049,event_goldencoinrush2_b01_e,Monologue,Locale_MainScenario:event_goldencoinrush2_b01_e_48,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_b01_e_49,40049,event_goldencoinrush2_b01_e,Monologue,Locale_MainScenario:event_goldencoinrush2_b01_e_49,False,CoinRushMainHall,black,black,1.0,,none,,,,soda_b,2,worry,folkwang_b,12,pain,exia_c2,19,sad,novel,14,think,,,,,,,,,,,
event_goldencoinrush2_b01_e_50,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_50,True,,3,1,2.0,,bgm_story_fairytalesend_if,,,,,2,worry,,12,pain,,19,sad,,14,think,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_51,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_51,True,,1,1,1.0,,,,,,,2,worry,,12,pain,,19,sad,,14,think,folkwang_b,folkwang_b,,,,,,,,,
event_goldencoinrush2_b01_e_52,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_52,True,,1,13,2.0,,,,,,,2,worry,,12,pain,,19,sad,,14,think,novel,novel,,,,,,,,,
event_goldencoinrush2_b01_e_53,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_53,True,,13,13,1.0,,,,,,,2,worry,,12,pain,,19,sad,,14,idle,novel,novel,,,,,,,,,
event_goldencoinrush2_b01_e_54,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_54,True,,13,13,1.0,,,,,,,2,worry,,12,pain,,19,sad,,14,delight,novel,novel,,,,,,,,,
event_goldencoinrush2_b01_e_55,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_55,True,,13,S_140,1.0,,,,,,,2,worry,,12,pain,,19,sad,,14,think,novel,novel,,,,,,,,,
event_goldencoinrush2_b01_e_56,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_56,True,,S_140,S_140,1.0,,,,,,,2,worry,,12,pain,,19,sad,,14,think,novel,novel,,,,,,,,,
event_goldencoinrush2_b01_e_57,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_57,True,,S_140,S_140,1.0,,,,,,,2,worry,,12,pain,,19,sad,,14,think,novel,novel,,,,,,,,,
event_goldencoinrush2_b01_e_58,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_58,True,,S_140,S_1400,1.0,,,,,,,2,worry,,12,pain,,19,sad,,14,idle,novel,novel,,,,,,,,,
event_goldencoinrush2_b01_e_59,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_59,True,,S_1400,S_1400,1.0,,,,,,,2,worry,,12,pain,,19,sad,,14,idle,novel,novel,,,,,,,,,
event_goldencoinrush2_b01_e_60,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_60,True,,S_1400,S_1400,1.0,,,,,,,2,worry,,12,pain,,19,sad,,14,idle,novel,novel,,,,,,,,,
event_goldencoinrush2_b01_e_61,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_61,True,,S_1400,S_140,1.0,,,,,,,2,worry,,12,pain,,19,sad,,14,delight,novel,novel,,,,,,,,,
event_goldencoinrush2_b01_e_62,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_62,True,,S_20,S_20,1.0,,,,,,,2,worry,,12,pain,,19,sad,,14,idle,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_63,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_63,True,,S_20,S_200,2.0,,,,,,,2,worry,,12,pain,,19,sad,,14,idle,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_64,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_64,True,,S_200,S_200,1.0,,,,,,,2,worry,,12,pain,,19,sad,,14,idle,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_65,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_65,True,,S_200,1,2.0,,,,,,,2,worry,,12,idle,,19,sad,,14,idle,folkwang_b,folkwang_b,,,,,,,,,
event_goldencoinrush2_b01_e_66,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_66,True,,1,1,1.0,,,,,,,2,worry,,12,delight,,19,sad,,14,idle,folkwang_b,folkwang_b,,,,,,,,,
event_goldencoinrush2_b01_e_67,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_67,True,,1,1,1.0,,,,,,,2,surprise,,12,idle,,19,sad,,14,pain,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_68,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_68,True,,1,1,1.0,,,,,,,2,surprise,,12,idle,,19,sad,,14,shy2,folkwang_b,folkwang_b,,,,,,,,,
event_goldencoinrush2_b01_e_69,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_69,True,,1,1,1.0,,,,,,,2,surprise,,12,idle,,19,sad,,14,shy2,folkwang_b,folkwang_b,,,,,,,,,
event_goldencoinrush2_b01_e_70,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_70,True,,1,1,1.0,,,,,,,2,surprise,,12,idle,,19,sad,,14,shy2,folkwang_b,folkwang_b,,,,,,,,,
event_goldencoinrush2_b01_e_71,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_71,True,,1,1,1.0,,,,,,,2,surprise,,12,pain,,19,sad,,14,shy2,folkwang_b,folkwang_b,,,,,,,,,
event_goldencoinrush2_b01_e_72,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_72,True,,1,S_20,1.0,,,,,,,2,sad,,12,pain,,19,sad,,14,shy2,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_73,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_73,True,,S_20,120,1.0,,,,,,,2,sad,,12,idle,,19,sad,,14,shy2,folkwang_b,folkwang_b,,,,,,,,,
event_goldencoinrush2_b01_e_74,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_74,True,,120,120,1.0,,,,,,,2,sad,,12,idle,,19,sad,,14,shy2,folkwang_b,folkwang_b,,,,,,,,,
event_goldencoinrush2_b01_e_75,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_75,True,,S_20,S_200,1.0,,,,,,,2,surprise,,12,idle,,19,sad,,14,shy2,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_76,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_76,True,,S_200,S_200,1.0,,,,,,,2,surprise,,12,idle,,19,sad,,14,shy2,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_77,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_77,True,,S_200,2,1.0,,,,,,,2,surprise,,12,idle,,19,sad,,14,shy2,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_78,40049,event_goldencoinrush2_b01_e,Narration,Locale_MainScenario:event_goldencoinrush2_b01_e_78,False,CoinRushMainHall,black,black,1.0,sfx_scn_gameover,none,,,,,2,surprise,,12,idle,,19,sad,,14,shy2,,,,,,,,folkwang_b,exia_c2,novel,
event_goldencoinrush2_b01_e_79,40049,event_goldencoinrush2_b01_e,Monologue,Locale_MainScenario:event_goldencoinrush2_b01_e_79,False,,black,black,1.0,,event_bgm_goldcoinrush_inst,alice_b,4,idle,soda_b,6,sad,mustang,15,think,,,,,,,,,,,,,,,,,black
event_goldencoinrush2_b01_e_80,40049,event_goldencoinrush2_b01_e,Self,Locale_MainScenario:event_goldencoinrush2_b01_e_80,False,,5,5,1.0,,,,4,delight,,6,sad,,15,think,,,,,,,,,,,,,,,,,
event_goldencoinrush2_b01_e_81,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_81,True,,5,5,1.0,,,,4,delight,,6,sad,,15,think,,,,,,,alice_b,alice_b,,,,,,,,,
event_goldencoinrush2_b01_e_82,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_82,True,,5,5,1.0,,,,4,delight,,6,sad,,15,think,,,,,,,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_83,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_83,True,,15,15,1.0,,,,4,delight,,6,sad,,15,think,,,,,,,mustang,mustang,,,,,,,,,
event_goldencoinrush2_b01_e_84,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_84,True,,15,15,1.0,,,,4,delight,,6,sad,,15,think,,,,,,,mustang,mustang,,,,,,,,,
event_goldencoinrush2_b01_e_85,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_85,True,,15,15,1.0,,,,4,delight,,6,sad,,15,think,,,,,,,mustang,mustang,,,,,,,,,
event_goldencoinrush2_b01_e_86,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_86,True,,15,L_150,1.0,,,,4,delight,,6,sad,,15,delight,,,,,,,mustang,mustang,,,,,,,,,
event_goldencoinrush2_b01_e_87,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_87,True,,S_60,S_60,1.0,,,,4,delight,,6,sad,,15,delight,,,,,,,soda_b,soda_b,,,,,,,,,
event_goldencoinrush2_b01_e_88,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_88,True,,L_150,L_150,1.0,,,,4,delight,,6,sad,,15,good,,,,,,,mustang,mustang,,,,,,,,,
event_goldencoinrush2_b01_e_89,40049,event_goldencoinrush2_b01_e,Speech,Locale_MainScenario:event_goldencoinrush2_b01_e_89,True,,L_150,L_150,1.0,,,,4,delight,,6,sad,,15,good,,,,,,,mustang,mustang,,,,,,,,,
event_goldencoinrush2_b01_e_90,40049,event_goldencoinrush2_b01_e,Monologue,Locale_MainScenario:event_goldencoinrush2_b01_e_90,False,,black,black,1.0,,,,4,delight,,6,sad,,15,good,,,,,,,,,,,,,,,,,
