id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,jump_target,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_nyanyaparadise_04_s_15,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_15,True,,L_30,L_30,1.0,,nero,nero,,,,,1,sad,,,3,idle,
event_nyanyaparadise_04_s_16,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_16,False,,L_30,31,2.0,,ruru,ruru,,,,,1,sad,,,3,idle,
event_nyanyaparadise_04_s_17,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_17,False,,31,31,1.0,,nero,nero,,,,,1,sad,,,3,shy,
event_nyanyaparadise_04_s_18,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_18,True,,31,31,1.0,,nero,nero,,,,,1,sad,,,3,shy,
event_nyanyaparadise_04_s_19,40022,event_nyanyaparadise_04_s,Self,Locale_SubScenario:event_nyanyaparadise_04_s_19,False,,31,31,1.0,,,,,,,,1,sad,,,3,shy,
event_nyanyaparadise_04_s_20,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_20,True,,31,31,1.0,,nero,nero,,,,,1,sad,,,3,shy,
event_nyanyaparadise_04_s_21,40022,event_nyanyaparadise_04_s,Self,Locale_SubScenario:event_nyanyaparadise_04_s_21,False,,31,31,1.0,,,,,,,,1,sad,,,3,shy,
event_nyanyaparadise_04_s_22,40022,event_nyanyaparadise_04_s,Self,Locale_SubScenario:event_nyanyaparadise_04_s_22,False,,31,31,1.0,,,,,,,,1,sad,,,3,shy,
event_nyanyaparadise_04_s_23,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_23,True,,31,3,2.0,,nero,nero,,,,,1,sad,,,3,idle,
event_nyanyaparadise_04_s_24,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_24,True,,3,3,1.0,,nero,nero,,,,,1,sad,,,3,idle,
event_nyanyaparadise_04_s_25,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_25,True,,3,L_30,1.0,,nero,nero,,,,,1,sad,,,3,idle,
event_nyanyaparadise_04_s_26,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_26,True,,L_30,XS_10,1.0,,nero,nero,,,,,1,sad,,,3,idle,
event_nyanyaparadise_04_s_27,40022,event_nyanyaparadise_04_s,Choice,Locale_SubScenario:event_nyanyaparadise_04_s_27,False,,XS_10,XS_10,1.0,,,,event_nyanyaparadise_04_s_29,,,,1,sad,,,3,idle,
event_nyanyaparadise_04_s_28,40022,event_nyanyaparadise_04_s,Choice,Locale_SubScenario:event_nyanyaparadise_04_s_28,False,,XS_10,XS_10,1.0,,,,event_nyanyaparadise_04_s_31,,,,1,sad,,,3,idle,
event_nyanyaparadise_04_s_29,40022,event_nyanyaparadise_04_s,Monologue,Locale_SubScenario:event_nyanyaparadise_04_s_29,False,,XS_10,XS_10,1.0,,,,,,,,1,sad,,,3,idle,
event_nyanyaparadise_04_s_30,40022,event_nyanyaparadise_04_s,Self,Locale_SubScenario:event_nyanyaparadise_04_s_30,False,,XS_10,XS_10,1.0,,,,event_nyanyaparadise_04_s_31,,,,1,sad,,,3,idle,
event_nyanyaparadise_04_s_31,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_31,True,,XS_10,XS_10,1.0,,nero,nero,,,,,1,sad,,,3,idle,
event_nyanyaparadise_04_s_32,40022,event_nyanyaparadise_04_s,Monologue,Locale_SubScenario:event_nyanyaparadise_04_s_32,False,,XS_10,XS_10,1.0,,,,,,,,1,sad,ruru,,3,idle,
event_nyanyaparadise_04_s_33,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_33,False,,XS_10,L_30,2.0,,ruru,ruru,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_34,40022,event_nyanyaparadise_04_s,Self,Locale_SubScenario:event_nyanyaparadise_04_s_34,False,,L_30,L_30,1.0,,,,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_35,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_35,True,,L_30,3,1.0,,nero,nero,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_36,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_36,True,,3,3,1.0,,nero,nero,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_37,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_37,True,,3,3,1.0,,nero,nero,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_38,40022,event_nyanyaparadise_04_s,Self,Locale_SubScenario:event_nyanyaparadise_04_s_38,False,,3,3,1.0,,,,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_39,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_39,True,,3,3,1.0,,nero,nero,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_40,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_40,True,,3,3,1.0,,nero,nero,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_41,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_41,True,,3,3,1.0,,nero,nero,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_42,40022,event_nyanyaparadise_04_s,Monologue,Locale_SubScenario:event_nyanyaparadise_04_s_42,False,Hospital,black,black,1.0,none,,,,,,ruru,1,sad,,,3,idle,
event_nyanyaparadise_04_s_43,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_43,True,,3,3,1.0,,nero,nero,,,,,1,sad,,,3,idle,
event_nyanyaparadise_04_s_44,40022,event_nyanyaparadise_04_s,Self,Locale_SubScenario:event_nyanyaparadise_04_s_44,False,,3,3,1.0,,,,,,,,1,sad,,,3,idle,
event_nyanyaparadise_04_s_45,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_45,False,,3,3,1.0,,ruru,ruru,,,,,1,sad,,,3,idle,
event_nyanyaparadise_04_s_46,40022,event_nyanyaparadise_04_s,Self,Locale_SubScenario:event_nyanyaparadise_04_s_46,False,,3,3,1.0,,,,,,,,1,sad,,,3,idle,
event_nyanyaparadise_04_s_47,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_47,True,,3,3,1.0,,nero,nero,,,,,1,sad,,,3,idle,
event_nyanyaparadise_04_s_48,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_48,True,,3,31,1.0,,nero,nero,,,,,1,sad,,,3,idle,
event_nyanyaparadise_04_s_49,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_49,False,,31,31,1.0,bgm_story_languor,ruru,ruru,,,,,1,sad,,,3,idle,
event_nyanyaparadise_04_s_50,40022,event_nyanyaparadise_04_s,Self,Locale_SubScenario:event_nyanyaparadise_04_s_50,False,,31,31,1.0,,,,,,,,1,sad,,,3,idle,
event_nyanyaparadise_04_s_51,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_51,False,,31,XS_10,0.5,,ruru,ruru,,,,,1,surprise,,,3,idle,
event_nyanyaparadise_04_s_52,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_52,True,,XS_10,XS_10,1.0,,ruru,ruru,,,,,1,surprise,,,3,idle,
event_nyanyaparadise_04_s_53,40022,event_nyanyaparadise_04_s,Monologue,Locale_SubScenario:event_nyanyaparadise_04_s_53,False,,XS_10,XS_10,1.0,,,,,,,,1,surprise,,,3,idle,
event_nyanyaparadise_04_s_54,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_54,True,,XS_10,XS_10,1.0,,ruru,ruru,,,,,1,surprise,,,3,idle,
event_nyanyaparadise_04_s_55,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_55,True,,XS_10,XS_10,1.0,,nero,nero,,,,,1,surprise,,,3,idle,
event_nyanyaparadise_04_s_56,40022,event_nyanyaparadise_04_s,Narration,Locale_SubScenario:event_nyanyaparadise_04_s_56,False,,XS_10,XS_100,1.0,,,,,,,,1,surprise,,,3,idle,
event_nyanyaparadise_04_s_57,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_57,True,,XS_100,XS_100,1.0,,ruru,ruru,,,,,1,special,,,3,idle,
event_nyanyaparadise_04_s_58,40022,event_nyanyaparadise_04_s,Narration,Locale_SubScenario:event_nyanyaparadise_04_s_58,False,,XS_100,XS_100,1.0,,,,,sfx_scn_heavytrip,Low_2,,1,special,,,3,idle,
event_nyanyaparadise_04_s_59,40022,event_nyanyaparadise_04_s,Self,Locale_SubScenario:event_nyanyaparadise_04_s_59,False,,XS_100,XS_100,1.0,,,,,,,,1,special,,,3,idle,
event_nyanyaparadise_04_s_60,40022,event_nyanyaparadise_04_s,Narration,Locale_SubScenario:event_nyanyaparadise_04_s_60,False,,XS_100,XS_100,1.0,,,,,,Low_2,,1,special,,,3,idle,
event_nyanyaparadise_04_s_61,40022,event_nyanyaparadise_04_s,Self,Locale_SubScenario:event_nyanyaparadise_04_s_61,False,,XS_100,XS_100,1.0,,,,,,,,1,special,,,3,idle,
event_nyanyaparadise_04_s_62,40022,event_nyanyaparadise_04_s,Self,Locale_SubScenario:event_nyanyaparadise_04_s_62,False,,XS_100,XS_100,1.0,,,,,,,,1,special,,,3,idle,
event_nyanyaparadise_04_s_63,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_63,True,,XS_100,XS_10,1.0,,nero,nero,,,,,1,special,,,3,idle,
event_nyanyaparadise_04_s_64,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_64,True,,XS_10,XS_10,1.0,,ruru,ruru,,,,,1,angry,,,3,idle,
event_nyanyaparadise_04_s_65,40022,event_nyanyaparadise_04_s,Monologue,Locale_SubScenario:event_nyanyaparadise_04_s_65,False,,XS_10,XS_10,1.0,,,,,,,,1,angry,,,3,idle,
event_nyanyaparadise_04_s_66,40022,event_nyanyaparadise_04_s,Self,Locale_SubScenario:event_nyanyaparadise_04_s_66,False,,XS_10,XS_10,1.0,,,,,,,,1,angry,,,3,idle,
event_nyanyaparadise_04_s_67,40022,event_nyanyaparadise_04_s,Narration,Locale_SubScenario:event_nyanyaparadise_04_s_67,False,,XS_10,XS_10,1.0,,,,,,Low_2,,1,angry,,,3,idle,
event_nyanyaparadise_04_s_68,40022,event_nyanyaparadise_04_s,Self,Locale_SubScenario:event_nyanyaparadise_04_s_68,False,,XS_10,XS_10,1.0,,,,,,,,1,angry,,,3,idle,
event_nyanyaparadise_04_s_69,40022,event_nyanyaparadise_04_s,Monologue,Locale_SubScenario:event_nyanyaparadise_04_s_69,False,,XS_10,XS_10,1.0,none,,,,,,,1,angry,,,3,idle,
event_nyanyaparadise_04_s_70,40022,event_nyanyaparadise_04_s,Narration,Locale_SubScenario:event_nyanyaparadise_04_s_70,False,,black,black,1.0,,,,,,,,1,angry,ruru,,3,idle,
event_nyanyaparadise_04_s_71,40022,event_nyanyaparadise_04_s,Monologue,Locale_SubScenario:event_nyanyaparadise_04_s_71,False,,black,black,1.0,,,,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_72,40022,event_nyanyaparadise_04_s,Self,Locale_SubScenario:event_nyanyaparadise_04_s_72,False,,3,3,1.0,,,,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_73,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_73,True,,3,3,1.0,bgm_story_sundayintheark,nero,nero,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_74,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_74,True,,3,L_30,1.0,,nero,nero,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_75,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_75,True,,L_30,L_30,1.0,,nero,nero,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_76,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_76,True,,L_30,L_30,1.0,,nero,nero,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_77,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_77,True,,L_30,L_30,1.0,,nero,nero,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_78,40022,event_nyanyaparadise_04_s,Self,Locale_SubScenario:event_nyanyaparadise_04_s_78,False,,L_30,L_30,1.0,,,,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_79,40022,event_nyanyaparadise_04_s,Narration,Locale_SubScenario:event_nyanyaparadise_04_s_79,False,,L_30,L_30,1.0,,,,,sfx_scn_medhit,,,,,,,3,idle,nero
event_nyanyaparadise_04_s_80,40022,event_nyanyaparadise_04_s,Self,Locale_SubScenario:event_nyanyaparadise_04_s_80,False,,L_30,L_30,1.0,,,,,,,,,,,,,,
event_nyanyaparadise_04_s_81,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_81,False,,L_30,3,2.0,,nero,nero,,,,,,,,,,,
event_nyanyaparadise_04_s_82,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_82,False,,3,3,1.0,,nero,nero,,,,,,,,,,,
event_nyanyaparadise_04_s_83,40022,event_nyanyaparadise_04_s,Monologue,Locale_SubScenario:event_nyanyaparadise_04_s_83,False,,3,3,1.0,,,,,,,,,,,,,,
event_nyanyaparadise_04_s_84,40022,event_nyanyaparadise_04_s,Choice,Locale_SubScenario:event_nyanyaparadise_04_s_84,False,,3,3,1.0,,,,event_nyanyaparadise_04_s_86,,,,,,,,,,
event_nyanyaparadise_04_s_85,40022,event_nyanyaparadise_04_s,Choice,Locale_SubScenario:event_nyanyaparadise_04_s_85,False,,3,3,1.0,,,,event_nyanyaparadise_04_s_86,,,,,,,,,,
event_nyanyaparadise_04_s_86,40022,event_nyanyaparadise_04_s,Narration,Locale_SubScenario:event_nyanyaparadise_04_s_86,False,,3,3,1.0,,,,,sfx_scn_poke2,,,,,,,,,
event_nyanyaparadise_04_s_87,40022,event_nyanyaparadise_04_s,Speech,Locale_SubScenario:event_nyanyaparadise_04_s_87,False,,3,L_30,2.0,,nero,nero,,,,,,,,nero,3,idle,
event_nyanyaparadise_04_s_88,40022,event_nyanyaparadise_04_s,Self,Locale_SubScenario:event_nyanyaparadise_04_s_88,False,,L_30,L_30,1.0,,,,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_89,40022,event_nyanyaparadise_04_s,Monologue,Locale_SubScenario:event_nyanyaparadise_04_s_89,False,,L_30,L_30,1.0,,,,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_90,40022,event_nyanyaparadise_04_s,Monologue,Locale_SubScenario:event_nyanyaparadise_04_s_90,False,,L_30,L_30,1.0,,,,,,,,,,,,3,idle,
event_nyanyaparadise_04_s_91,40022,event_nyanyaparadise_04_s,Monologue,Locale_SubScenario:event_nyanyaparadise_04_s_91,False,,L_30,L_30,1.0,,,,,,,,,,,,3,idle,
