id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,speaker,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,fade,characters/9/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/6/hide_char_id,characters/7/hide_char_id
event_ce004_2_06_e_22,40056,event_ce004_2_06_e,Monologue,ce004_01,Locale_SubScenario:event_ce004_2_06_e_22,False,,9,angry,,7,pain,,90,90,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_23,40056,event_ce004_2_06_e,Speech,ce004_04_op,Locale_SubScenario:event_ce004_2_06_e_23,True,,9,angry,,7,pain,,90,8,1.0,,,,ce004_04_op,ce004_04_op,OP_leftup,idle,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_24,40056,event_ce004_2_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_2_06_e_24,True,,9,go,,7,pain,,8,8,1.0,,,,ce004_01,,OP_leftup,idle,ce004_04_op,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_25,40056,event_ce004_2_06_e,Speech,zwei,Locale_SubScenario:event_ce004_2_06_e_25,True,,9,go,,7,good,,8,8,1.0,,,,zwei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_26,40056,event_ce004_2_06_e,Speech,zwei,Locale_SubScenario:event_ce004_2_06_e_26,True,,9,go,,7,good,,8,8,1.0,,,,zwei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_27,40056,event_ce004_2_06_e,Speech,ce004_01,Locale_SubScenario:event_ce004_2_06_e_27,True,,9,angry,,7,good,,8,8,1.0,,,,ce004_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_28,40056,event_ce004_2_06_e,Speech,zwei,Locale_SubScenario:event_ce004_2_06_e_28,True,,9,angry,,7,good,,8,8,1.0,,,,zwei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_29,40056,event_ce004_2_06_e,Speech,marciana_op,Locale_SubScenario:event_ce004_2_06_e_29,True,,9,angry,,7,good,WasteLand_02,4,4,1.0,,,,marciana_op,ein,5,idle,,ce004_01,zwei,ce004_02,3,idle,marciana_op,OP_leftup,idle,black,,,,,,,,,,,,,,,,
event_ce004_2_06_e_30,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_30,True,,,,,,,,4,4,1.0,,,,ein,,5,angry,,,,,3,idle,,OP_leftup,idle,,marciana_op,,,,,,,,,,,,,,,
event_ce004_2_06_e_31,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_31,True,,,,,,,,4,4,1.0,,,,ein,,5,angry,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_32,40056,event_ce004_2_06_e,Speech,ce004_02,Locale_SubScenario:event_ce004_2_06_e_32,True,,,,,,,,4,4,1.0,,,,ce004_02,,5,no,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_33,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_33,True,,,,,,,,4,4,1.0,,,,ein,,5,no,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_34,40056,event_ce004_2_06_e,Speech,ce004_02,Locale_SubScenario:event_ce004_2_06_e_34,True,,,,,,,,4,4,1.0,,,,ce004_02,,5,no,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_35,40056,event_ce004_2_06_e,Speech,ce004_02,Locale_SubScenario:event_ce004_2_06_e_35,True,,,,,,,,4,4,1.0,,,,ce004_02,,5,no,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_36,40056,event_ce004_2_06_e,Speech,ce004_02,Locale_SubScenario:event_ce004_2_06_e_36,True,,,,,,,,4,4,1.0,,,,ce004_02,,5,no,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_37,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_37,False,,,,,,,,4,50,1.0,,,,ein,,5,angry,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_38,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_38,True,,,,,,,,50,50,1.0,,,,ein,,5,angry,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_39,40056,event_ce004_2_06_e,Narration,ein,Locale_SubScenario:event_ce004_2_06_e_39,False,,,,,,,,50,500,0.5,sfx_scn_slap,,,,,5,angry,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_40,40056,event_ce004_2_06_e,Monologue,ein,Locale_SubScenario:event_ce004_2_06_e_40,False,,,,,,,,500,500,1.0,,,,,,5,angry,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_41,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_41,True,,,,,,,,500,50,1.0,,,,ein,,5,idle,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_42,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_42,True,,,,,,,,50,50,1.0,,,,ein,,5,idle,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_43,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_43,True,,,,,,,,50,50,1.0,,,,ein,,5,idle,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_44,40056,event_ce004_2_06_e,Speech,ce004_02,Locale_SubScenario:event_ce004_2_06_e_44,True,,,,,,,,50,30,1.0,,,,ce004_02,,5,idle,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_45,40056,event_ce004_2_06_e,Monologue,ce004_02,Locale_SubScenario:event_ce004_2_06_e_45,False,,,,,,,,black,black,1.0,,,,,,5,idle,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_46,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_46,True,,,,,,,,5,50,1.0,,,,ein,,5,idle,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_47,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_47,True,,,,,,,,50,500,1.0,,,,ein,,5,idle,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_48,40056,event_ce004_2_06_e,Speech,ce004_02,Locale_SubScenario:event_ce004_2_06_e_48,True,,,,,,,,500,300,1.0,,,,ce004_02,,5,idle,,,,,3,angry,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_49,40056,event_ce004_2_06_e,Narration,ce004_02,Locale_SubScenario:event_ce004_2_06_e_49,False,,,,,,,,black,black,1.0,sfx_scn_c831_fire,,Low_2,,,5,idle,,,,,3,angry,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_50,40056,event_ce004_2_06_e,Monologue,ce004_02,Locale_SubScenario:event_ce004_2_06_e_50,False,,,,,,,,black,black,1.0,,,,,,5,idle,,,,,3,angry,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_51,40056,event_ce004_2_06_e,Speech,ce004_02,Locale_SubScenario:event_ce004_2_06_e_51,True,,,,,,,,300,30,1.0,,,,ce004_02,,5,idle,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_52,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_52,True,,,,,,,,30,50,1.0,,,,ein,,5,angry,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_53,40056,event_ce004_2_06_e,Monologue,ein,Locale_SubScenario:event_ce004_2_06_e_53,False,,,,,,,,black,black,1.0,sfx_scn_nearfeather,,,,,5,angry,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_54,40056,event_ce004_2_06_e,Narration,ein,Locale_SubScenario:event_ce004_2_06_e_54,False,,,,,,,,black,black,1.0,sfx_scn_explosions,,Low_2,,,5,angry,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_55,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_55,True,,,,,,,,500,50,1.0,,,,ein,,5,delight,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_56,40056,event_ce004_2_06_e,Speech,ce004_02,Locale_SubScenario:event_ce004_2_06_e_56,True,,,,,,,,50,30,1.0,,,,ce004_02,,5,delight,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_57,40056,event_ce004_2_06_e,Speech,marciana_op,Locale_SubScenario:event_ce004_2_06_e_57,True,,,,,,,,30,4,1.0,,,,marciana_op,,5,shy,,,,,3,idle,marciana_op,OP_leftup,idle,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_58,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_58,True,,,,,,,,4,4,1.0,,,,ein,,5,shy,,,,,3,idle,,OP_leftup,idle,,marciana_op,,,,,,,,,,,,,,,
event_ce004_2_06_e_59,40056,event_ce004_2_06_e,Speech,ce004_02,Locale_SubScenario:event_ce004_2_06_e_59,True,,,,,,,,4,4,1.0,,,,ce004_02,,5,shy,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_60,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_60,True,,,,,,,,4,4,1.0,,,,ein,,5,idle,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_61,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_61,True,,,,,,,,4,4,1.0,,,,ein,,5,idle,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_62,40056,event_ce004_2_06_e,Speech,ce004_02,Locale_SubScenario:event_ce004_2_06_e_62,True,,,,,,,,4,4,1.0,,,,ce004_02,,5,idle,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_63,40056,event_ce004_2_06_e,Speech,ein,Locale_SubScenario:event_ce004_2_06_e_63,True,,,,,,,,4,4,1.0,,,,ein,,5,idle,,,,,3,idle,,,,,,,,,,,,,,,,,,,,
event_ce004_2_06_e_64,40056,event_ce004_2_06_e,Speech,rei,Locale_SubScenario:event_ce004_2_06_e_64,True,,,,,,,WasteLand_04,12,12,1.0,,,,rei,,5,delight,ein,,,,3,idle,,,,black,,ce004_02,rei,1,surprise,ce004_03,13,idle,,,,,,,,
event_ce004_2_06_e_65,40056,event_ce004_2_06_e,Speech,rei,Locale_SubScenario:event_ce004_2_06_e_65,True,,,,,,,,12,12,1.0,,,,rei,,,,,,,,,,,,,,,,,1,surprise,,13,idle,,,,,,,,
event_ce004_2_06_e_66,40056,event_ce004_2_06_e,Speech,ce004_03,Locale_SubScenario:event_ce004_2_06_e_66,True,,,,,,,,12,12,1.0,,,,ce004_03,,,,,,,,,,,,,,,,,1,surprise,,13,delight,,,,,,,,
event_ce004_2_06_e_67,40056,event_ce004_2_06_e,Speech,rei,Locale_SubScenario:event_ce004_2_06_e_67,True,,,,,,,,12,12,1.0,,,,rei,,,,,,,,,,,,,,,,,1,angry,,13,delight,,,,,,,,
event_ce004_2_06_e_68,40056,event_ce004_2_06_e,Speech,ce004_03,Locale_SubScenario:event_ce004_2_06_e_68,True,,,,,,,,12,12,1.0,,,,ce004_03,,,,,,,,,,,,,,,,,1,angry,,13,idle,,,,,,,,
event_ce004_2_06_e_69,40056,event_ce004_2_06_e,Speech,rei,Locale_SubScenario:event_ce004_2_06_e_69,True,,,,,,,,12,12,1.0,,,,rei,,,,,,,,,,,,,,,,,1,surprise,,13,idle,,,,,,,,
event_ce004_2_06_e_70,40056,event_ce004_2_06_e,Speech,ce004_03,Locale_SubScenario:event_ce004_2_06_e_70,True,,,,,,,,12,12,1.0,,,,ce004_03,,,,,,,,,,,,,,,,,1,surprise,,13,idle,,,,,,,,
event_ce004_2_06_e_71,40056,event_ce004_2_06_e,Speech,rei,Locale_SubScenario:event_ce004_2_06_e_71,True,,,,,,,,12,12,1.0,,,,rei,,,,,,,,,,,,,,,,,1,surprise,,13,idle,,,,,,,,
event_ce004_2_06_e_72,40056,event_ce004_2_06_e,Speech,ce004_03,Locale_SubScenario:event_ce004_2_06_e_72,True,,,,,,,,12,12,1.0,,,,ce004_03,,,,,,,,,,,,,,,,,1,surprise,,13,idle,,,,,,,,
event_ce004_2_06_e_73,40056,event_ce004_2_06_e,Speech,rei,Locale_SubScenario:event_ce004_2_06_e_73,True,,,,,,,,12,12,1.0,,,,rei,,,,,,,,,,,,,,,,,1,surprise,,13,idle,,,,,,,,
event_ce004_2_06_e_74,40056,event_ce004_2_06_e,Speech,ce004_03,Locale_SubScenario:event_ce004_2_06_e_74,True,,,,,,,,12,12,1.0,,,,ce004_03,,,,,,,,,,,,,,,,,1,surprise,,13,idle,,,,,,,,
event_ce004_2_06_e_75,40056,event_ce004_2_06_e,Speech,rei,Locale_SubScenario:event_ce004_2_06_e_75,True,,,,,,,,12,12,1.0,,,,rei,,,,,,,,,,,,,,,,,1,surprise,,13,idle,,,,,,,,
event_ce004_2_06_e_76,40056,event_ce004_2_06_e,Speech,ce004_03,Locale_SubScenario:event_ce004_2_06_e_76,True,,,,,,,,12,130,1.0,,,,ce004_03,,,,,,,,,,,,,,,,,1,surprise,,13,delight,,,,,,,,
event_ce004_2_06_e_77,40056,event_ce004_2_06_e,Speech,rei,Locale_SubScenario:event_ce004_2_06_e_77,True,,,,,,,,130,XS_10,0.5,,,,rei,,,,,,,,,,,,,,,,,1,angry,,13,delight,,,,,,,,
event_ce004_2_06_e_78,40056,event_ce004_2_06_e,Speech,ce004_03,Locale_SubScenario:event_ce004_2_06_e_78,True,,,,,,,,XS_10,130,0.5,,,,ce004_03,,,,,,,,,,,,,,,,,1,angry,,13,delight,,,,,,,,
event_ce004_2_06_e_79,40056,event_ce004_2_06_e,Monologue,ce004_03,Locale_SubScenario:event_ce004_2_06_e_79,False,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,1,angry,,13,idle,,,,,,,,
event_ce004_2_06_e_80,40056,event_ce004_2_06_e,Speech,rei,Locale_SubScenario:event_ce004_2_06_e_80,True,,,,,,,,XS_10,XS_100,1.0,,,,rei,,,,,,,,,,,,,,,,,1,angry,,13,idle,,,,,,,,
event_ce004_2_06_e_81,40056,event_ce004_2_06_e,Monologue,rei,Locale_SubScenario:event_ce004_2_06_e_81,False,,,,,,,,XS_100,XS_100,1.0,,,,,,,,,,,,,,,,,,,,,1,angry,,13,idle,,,,,,,,
event_ce004_2_06_e_82,40056,event_ce004_2_06_e,Narration,rei,Locale_SubScenario:event_ce004_2_06_e_82,False,,,,,,,,black,black,1.0,sfx_scn_fireblindly,,Low_2,,,,,,,,,,,,,,,,,,1,angry,,13,idle,,,,,,,,
event_ce004_2_06_e_83,40056,event_ce004_2_06_e,Speech,ce004_03,Locale_SubScenario:event_ce004_2_06_e_83,True,,,,,,,,130,1300,1.0,,,,ce004_03,,,,,,,,,,,,,,,,,1,angry,,13,go,,,,,,,,
event_ce004_2_06_e_84,40056,event_ce004_2_06_e,Monologue,ce004_03,Locale_SubScenario:event_ce004_2_06_e_84,False,,,,,,,,1300,1300,1.0,,,,,,,,,,,,,,,,,,,,,1,angry,,13,go,,,,,,,,
event_ce004_2_06_e_85,40056,event_ce004_2_06_e,Narration,ce004_03,Locale_SubScenario:event_ce004_2_06_e_85,False,,,,,,,,1300,1300,1.0,sfx_scn_c832_fire,,Low_2,,,,,,,,,,,,,,,,,,1,angry,,13,go,,,,,,,,
event_ce004_2_06_e_86,40056,event_ce004_2_06_e,Monologue,ce004_03,Locale_SubScenario:event_ce004_2_06_e_86,False,,,,,,,,1300,1300,1.0,,,,,,,,,,,,,,,,,,,,,1,angry,,13,go,,,,,,,,
event_ce004_2_06_e_87,40056,event_ce004_2_06_e,Speech,rei,Locale_SubScenario:event_ce004_2_06_e_87,True,,,,,,,,1300,XS_100,1.0,,,,rei,,,,,,,,,,,,,,,,,1,angry,,13,go,,,,,,,,
event_ce004_2_06_e_88,40056,event_ce004_2_06_e,Narration,rei,Locale_SubScenario:event_ce004_2_06_e_88,False,,,,,,,,black,black,1.0,sfx_scn_fireblindly,,Low_2,,,,,,,,,,,,,,,,,,1,angry,,13,go,,,,,,,,
event_ce004_2_06_e_89,40056,event_ce004_2_06_e,Monologue,rei,Locale_SubScenario:event_ce004_2_06_e_89,False,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,1,angry,,13,go,,,,,,,,
event_ce004_2_06_e_90,40056,event_ce004_2_06_e,Narration,rei,Locale_SubScenario:event_ce004_2_06_e_90,False,,,,,,,,black,black,1.0,sfx_scn_explosionhuge,,Low_2,,,,,,,,,,,,,,,,,,1,angry,,13,go,,,,,,,,
event_ce004_2_06_e_91,40056,event_ce004_2_06_e,Speech,rei,Locale_SubScenario:event_ce004_2_06_e_91,True,,,,,,,,XS_10,XS_100,1.0,,,,rei,,,,,,,,,,,,,,,,,1,surprise,,13,go,,,,,,,,
event_ce004_2_06_e_92,40056,event_ce004_2_06_e,Speech,ce004_03,Locale_SubScenario:event_ce004_2_06_e_92,True,,,,,,,,XS_100,12,1.0,,,,ce004_03,,,,,,,,,,,,,,,,,1,surprise,,13,go,,,,,,,,
event_ce004_2_06_e_93,40056,event_ce004_2_06_e,Speech,ce004_04_op,Locale_SubScenario:event_ce004_2_06_e_93,True,,,,,,,,12,12,1.0,,,,ce004_04_op,,,,,,,,,,ce004_04_op,OP_leftup,idle,,,,,1,surprise,,13,idle,,,,,,,,
event_ce004_2_06_e_94,40056,event_ce004_2_06_e,Speech,ce004_04_op,Locale_SubScenario:event_ce004_2_06_e_94,True,,,,,,,,12,12,1.0,,,,ce004_04_op,,,,,,,,,,,OP_leftup,idle,,,,,1,surprise,,13,idle,,,,,,,,
event_ce004_2_06_e_95,40056,event_ce004_2_06_e,Speech,ce004_04_op,Locale_SubScenario:event_ce004_2_06_e_95,True,,,,,,,,12,12,1.0,,,,ce004_04_op,,,,,,,,,,,OP_leftup,idle,,,,,1,surprise,,13,idle,,,,,,,,
event_ce004_2_06_e_96,40056,event_ce004_2_06_e,Speech,rei,Locale_SubScenario:event_ce004_2_06_e_96,True,,,,,,,,12,12,1.0,,,,rei,,,,,,,,,,,OP_leftup,idle,,ce004_04_op,,,1,cry,,13,idle,,,,,,,,
event_ce004_2_06_e_97,40056,event_ce004_2_06_e,Speech,ce004_03,Locale_SubScenario:event_ce004_2_06_e_97,True,,,,,,,,12,12,1.0,,,,ce004_03,,,,,,,,,,,,,,,,,1,cry,,13,idle,,,,,,,,
event_ce004_2_06_e_98,40056,event_ce004_2_06_e,Speech,rei,Locale_SubScenario:event_ce004_2_06_e_98,True,,,,,,,,12,12,1.0,,,,rei,,,,,,,,,,,,,,,,,1,angry,,13,idle,,,,,,,,
event_ce004_2_06_e_99,40056,event_ce004_2_06_e,Speech,rei,Locale_SubScenario:event_ce004_2_06_e_99,True,,,,,,,,12,12,1.0,,,,rei,,,,,,,,,,,,,,,,,1,angry,,13,idle,,,,,,,,
event_ce004_2_06_e_100,40056,event_ce004_2_06_e,Speech,ce004_03,Locale_SubScenario:event_ce004_2_06_e_100,True,,,,,,,,12,12,1.0,,,,ce004_03,,,,,,,,,,,,,,,,,1,angry,,13,idle,,,,,,,,
event_ce004_2_06_e_101,40056,event_ce004_2_06_e,Speech,ce004_03,Locale_SubScenario:event_ce004_2_06_e_101,True,,,,,,,,12,130,1.0,,,,ce004_03,,,,,,,,,,,,,,,,,1,angry,,13,delight,,,,,,,,
event_ce004_2_06_e_102,40056,event_ce004_2_06_e,Speech,rei,Locale_SubScenario:event_ce004_2_06_e_102,True,ce004_01,9,idle,zwei,7,idle,WasteLand_01,XS_10,XS_10,1.0,,bgm_inark,,rei,ein,5,idle,,,,ce004_02,3,idle,,,,black,,,,1,delight,,13,idle,ce004_04,15,idle,marciana,17,idle,,
event_ce004_2_06_e_103,40056,event_ce004_2_06_e,Speech,ce004_03,Locale_SubScenario:event_ce004_2_06_e_103,True,,9,idle,,7,idle,,XS_10,130,1.0,,,,ce004_03,,5,idle,,,,,3,idle,,,,,,,,1,idle,,13,idle,,15,idle,,17,idle,,
