id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_filter_01,characters/3/hide_char_id
event_darkhero_02_e_14,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_14,True,,12,pain,,S_120,S_120,1.0,,elegg,,,,,,,,,,,,,,,,,
event_darkhero_02_e_15,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_15,True,,12,pain,,S_120,S_120,1.0,,elegg,,,,,,,,,,,,,,,,,
event_darkhero_02_e_16,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_16,True,,12,pain,,S_120,S_120,1.0,,elegg,,,,,,,,,,,,,,,,,
event_darkhero_02_e_17,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_17,True,,12,pain,,S_120,S_1200,1.0,,elegg,,,,,,,,,,,,,,,,,
event_darkhero_02_e_18,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_18,True,,12,pain,,S_1200,S_1200,1.0,,elegg,,,,,,,,,,,,,,,,,
event_darkhero_02_e_19,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_19,False,,12,pain,,S_1200,S_1200,1.0,,elegg,,,,,,,,,,,,,,,,,
event_darkhero_02_e_20,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_20,True,,12,pain,,S_1200,S_1200,1.0,,elegg,,,,,,,,,,,,,,,,,
event_darkhero_02_e_21,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_21,True,,12,pain,,S_1200,S_1200,1.0,,elegg,,,,,,,,,,,,,,,,,
event_darkhero_02_e_22,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_22,True,,12,pain,,S_1200,S_1200,1.0,,elegg,,,,,,,,,,,,,,,,,
event_darkhero_02_e_23,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_23,True,,12,pain,,S_1200,S_1200,1.0,,elegg,,,,,,,,,,,,,,,,,
event_darkhero_02_e_24,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_24,True,,12,pain,,S_1200,S_1200,1.0,,elegg,,,,,,,,,,,,,,,,,
event_darkhero_02_e_25,40047,event_darkhero_02_e,Narration,elegg,Locale_SubScenario:event_darkhero_02_e_25,False,,12,pain,,S_1200,S_1200,1.0,,,,,,,,,,,,,,,,,,,
event_darkhero_02_e_26,40047,event_darkhero_02_e,Narration,elegg,Locale_SubScenario:event_darkhero_02_e_26,False,,12,pain,,S_1200,S_1200,1.0,,,,,,,,,,,,,,,,,,,
event_darkhero_02_e_27,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_27,True,,12,pain,,S_1200,S_120,1.0,,elegg,,,,,,,,,,,,,,,,,
event_darkhero_02_e_28,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_28,True,,12,pain,,S_120,S_120,1.0,,elegg,,,,,,,,,,,,,,,,,
event_darkhero_02_e_29,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_29,True,,12,pain,,S_120,S_120,1.0,,elegg,,,,,,,,,,,,,,,,,
event_darkhero_02_e_30,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_30,True,,12,pain,,S_120,XS_20,1.0,none,ether,ether,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_31,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_31,True,,12,pain,,XS_20,XS_20,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_32,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_32,True,,12,special,,XS_20,1,0.5,,elegg,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_33,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_33,True,,12,pain,,1,1,1.0,bgm_mystery,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_34,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_34,True,,12,pain,,1,1,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_35,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_35,True,,12,pain,,1,1,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_36,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_36,True,,12,pain,,1,1,1.0,,elegg,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_37,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_37,True,,12,pain,,1,1,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_38,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_38,False,,12,pain,,1,1,1.0,,elegg,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_39,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_39,True,,12,pain,,1,1,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_40,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_40,True,,12,pain,,1,1,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_41,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_41,True,,12,pain,,1,1,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_42,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_42,True,,12,pain,,1,1,1.0,,elegg,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_43,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_43,True,,12,idle,,1,1,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_44,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_44,True,,12,idle,,1,1,1.0,,elegg,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_45,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_45,True,,12,idle,,1,1,1.0,,elegg,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_46,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_46,True,,12,idle,,1,1,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_47,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_47,True,,12,idle,,1,1,1.0,,elegg,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_48,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_48,True,,12,idle,,1,1,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_49,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_49,True,,12,delight,,1,1,1.0,,elegg,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_50,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_50,True,,12,delight,,1,XS_20,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_51,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_51,False,,12,surprise,,XS_20,XS_20,1.0,,elegg,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_52,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_52,True,,12,surprise,,XS_20,XS_20,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_53,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_53,True,,12,surprise,,XS_20,XS_20,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_54,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_54,True,,12,idle,,XS_20,S_120,1.0,,elegg,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_55,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_55,True,,12,idle,,S_120,S_120,1.0,,elegg,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_56,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_56,True,,12,idle,,S_120,S_120,1.0,,elegg,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_57,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_57,True,,12,idle,,S_120,1,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_58,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_58,True,,12,idle,,1,1,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_59,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_59,True,,12,idle,,1,1,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_60,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_60,True,,12,idle,,1,1,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_61,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_61,True,,12,idle,,1,1,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_62,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_62,True,,12,idle,,1,1,1.0,,elegg,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_63,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_63,True,,12,idle,,1,1,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_64,40047,event_darkhero_02_e,Speech,ether,Locale_SubScenario:event_darkhero_02_e_64,True,,12,idle,,1,1,1.0,,ether,,2,delight,,,,,,,,,,,,,,
event_darkhero_02_e_65,40047,event_darkhero_02_e,Narration,elegg,Locale_SubScenario:event_darkhero_02_e_65,False,,12,pain,,1,S_120,1.0,,,,2,delight,ether,,,,,,,,,,,,,
event_darkhero_02_e_66,40047,event_darkhero_02_e,Speech,elegg,Locale_SubScenario:event_darkhero_02_e_66,True,,12,pain,,S_120,S_120,1.0,,elegg,,,,,,,,,,,,,,,,,
event_darkhero_02_e_67,40047,event_darkhero_02_e,Narration,guillotine,Locale_SubScenario:event_darkhero_02_e_67,False,,12,pain,Backstreet,12,12,1.0,none,,,,,,elegg,guillotine,1,idle,maiden,13,idle,black,,,,,
event_darkhero_02_e_68,40047,event_darkhero_02_e,Speech,guillotine,Locale_SubScenario:event_darkhero_02_e_68,True,,,,,12,12,1.0,,guillotine,,,,,,,1,idle,,13,idle,,,,,,
event_darkhero_02_e_69,40047,event_darkhero_02_e,Speech,maiden,Locale_SubScenario:event_darkhero_02_e_69,False,,,,,12,12,1.0,,maiden,,,,,,,1,idle,,13,idle,,,,,,
event_darkhero_02_e_70,40047,event_darkhero_02_e,Speech,guillotine,Locale_SubScenario:event_darkhero_02_e_70,True,,,,,12,12,1.0,,guillotine,,,,,,,1,idle,,13,idle,,,,,,
event_darkhero_02_e_71,40047,event_darkhero_02_e,Speech,maiden,Locale_SubScenario:event_darkhero_02_e_71,False,,,,,12,12,1.0,,maiden,,,,,,,1,idle,,13,idle,,,,,,
event_darkhero_02_e_72,40047,event_darkhero_02_e,Speech,maiden,Locale_SubScenario:event_darkhero_02_e_72,True,,,,BriefingRoom,13,S_130,1.0,bgm_story_fairytalesend_a,maiden,,,,,,,1,idle,,13,idle,black,ingrid,3,idle,Grey,
event_darkhero_02_e_73,40047,event_darkhero_02_e,Speech,ingrid,Locale_SubScenario:event_darkhero_02_e_73,True,,,,,S_130,2,1.0,,ingrid,,,,,,,1,idle,,13,idle,,,3,idle,Grey,
event_darkhero_02_e_74,40047,event_darkhero_02_e,Speech,ingrid,Locale_SubScenario:event_darkhero_02_e_74,True,,,,,2,2,1.0,,ingrid,,,,,,,1,idle,,13,idle,,,3,idle,Grey,
event_darkhero_02_e_75,40047,event_darkhero_02_e,Speech,ingrid,Locale_SubScenario:event_darkhero_02_e_75,True,,,,,2,2,1.0,,ingrid,,,,,,,1,idle,,13,idle,,,3,idle,Grey,
event_darkhero_02_e_76,40047,event_darkhero_02_e,Speech,ingrid,Locale_SubScenario:event_darkhero_02_e_76,True,,,,,2,2,1.0,,ingrid,,,,,,,1,idle,,13,idle,,,3,idle,Grey,
event_darkhero_02_e_77,40047,event_darkhero_02_e,Speech,ingrid,Locale_SubScenario:event_darkhero_02_e_77,True,,,,,2,2,1.0,,ingrid,,,,,,,1,idle,,13,idle,,,3,idle,Grey,
event_darkhero_02_e_78,40047,event_darkhero_02_e,Speech,ingrid,Locale_SubScenario:event_darkhero_02_e_78,False,,,,,2,2,1.0,,maiden,,,,,,,1,idle,,13,idle,,,3,idle,Grey,
event_darkhero_02_e_79,40047,event_darkhero_02_e,Speech,guillotine,Locale_SubScenario:event_darkhero_02_e_79,True,,,,,2,XS_10,1.0,,guillotine,,,,,,,1,idle,,13,idle,,,3,idle,Grey,
event_darkhero_02_e_80,40047,event_darkhero_02_e,Speech,guillotine,Locale_SubScenario:event_darkhero_02_e_80,True,,,,,XS_10,XS_10,1.0,,guillotine,,,,,,,1,idle,,13,idle,,,3,idle,Grey,
event_darkhero_02_e_81,40047,event_darkhero_02_e,Speech,guillotine,Locale_SubScenario:event_darkhero_02_e_81,True,,,,,XS_10,XS_10,1.0,,guillotine,,,,,,,1,idle,,13,idle,,,3,idle,Grey,
event_darkhero_02_e_82,40047,event_darkhero_02_e,Speech,guillotine,Locale_SubScenario:event_darkhero_02_e_82,True,,,,,XS_10,XS_10,1.0,,guillotine,,,,,,,1,idle,,13,idle,,,3,idle,Grey,
event_darkhero_02_e_83,40047,event_darkhero_02_e,Speech,maiden,Locale_SubScenario:event_darkhero_02_e_83,True,,,,,XS_10,S_130,1.0,,maiden,,,,,,,1,idle,,13,idle,,,3,idle,Grey,
event_darkhero_02_e_84,40047,event_darkhero_02_e,Speech,maiden,Locale_SubScenario:event_darkhero_02_e_84,True,,,,,S_130,S_130,1.0,,maiden,,,,,,,1,idle,,13,idle,,,3,idle,Grey,
event_darkhero_02_e_85,40047,event_darkhero_02_e,Speech,ingrid,Locale_SubScenario:event_darkhero_02_e_85,True,,,,,L_30,L_300,1.0,,ingrid,,,,,,,1,idle,,13,idle,,,3,idle,Grey,
event_darkhero_02_e_86,40047,event_darkhero_02_e,Speech,ingrid,Locale_SubScenario:event_darkhero_02_e_86,True,,,,,black,black,1.0,none,ingrid,,,,,,,1,idle,,13,idle,,,3,idle,Grey,ingrid
event_darkhero_02_e_87,40047,event_darkhero_02_e,Speech,guillotine,Locale_SubScenario:event_darkhero_02_e_87,True,,,,Backstreet,12,12,1.0,bgm_story_destinedtofight,guillotine,,,,,,,1,idle,,13,idle,black,,,,,
event_darkhero_02_e_88,40047,event_darkhero_02_e,Speech,guillotine,Locale_SubScenario:event_darkhero_02_e_88,True,,,,,12,12,1.0,,guillotine,,,,,,,1,idle,,13,idle,,,,,,
event_darkhero_02_e_89,40047,event_darkhero_02_e,Speech,maiden,Locale_SubScenario:event_darkhero_02_e_89,True,,,,,12,12,1.0,,maiden,,,,,,,1,idle,,13,idle,,,,,,
event_darkhero_02_e_90,40047,event_darkhero_02_e,Speech,maiden,Locale_SubScenario:event_darkhero_02_e_90,True,,,,,12,12,1.0,,maiden,,,,,,,1,idle,,13,idle,,,,,,
event_darkhero_02_e_91,40047,event_darkhero_02_e,Speech,maiden,Locale_SubScenario:event_darkhero_02_e_91,True,,,,,12,12,1.0,,maiden,,,,,,,1,idle,,13,idle,,,,,,
event_darkhero_02_e_92,40047,event_darkhero_02_e,Speech,guillotine,Locale_SubScenario:event_darkhero_02_e_92,True,,,,,12,12,1.0,,guillotine,,,,,,,1,angry,,13,idle,,,,,,
event_darkhero_02_e_93,40047,event_darkhero_02_e,Speech,maiden,Locale_SubScenario:event_darkhero_02_e_93,True,,,,,12,12,1.0,,maiden,,,,,,,1,angry,,13,idle,,,,,,
event_darkhero_02_e_94,40047,event_darkhero_02_e,Speech,maiden,Locale_SubScenario:event_darkhero_02_e_94,True,,,,,12,12,1.0,,maiden,,,,,,,1,angry,,13,idle,,,,,,
event_darkhero_02_e_95,40047,event_darkhero_02_e,Speech,guillotine,Locale_SubScenario:event_darkhero_02_e_95,True,,,,,12,12,1.0,,guillotine,,,,,,,1,idle,,13,idle,,,,,,
event_darkhero_02_e_96,40047,event_darkhero_02_e,Speech,guillotine,Locale_SubScenario:event_darkhero_02_e_96,True,,,,,12,12,1.0,,guillotine,,,,,,,1,idle,,13,idle,,,,,,
event_darkhero_02_e_97,40047,event_darkhero_02_e,Speech,guillotine,Locale_SubScenario:event_darkhero_02_e_97,True,,,,,12,12,1.0,,guillotine,,,,,,,1,idle,,13,idle,,,,,,
event_darkhero_02_e_98,40047,event_darkhero_02_e,Speech,maiden,Locale_SubScenario:event_darkhero_02_e_98,True,,,,,12,12,1.0,,maiden,,,,,,,1,idle,,13,idle,,,,,,
