id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake,set_filter_01,set_filter_02
event_dazzlingcupid_02_s_38,40029,event_dazzlingcupid_02_s,Speech,unknown,Locale_SubScenario:event_dazzlingcupid_02_s_38,True,,black,black,1.0,,unknown,,5,idle,,3,idle,,,
event_dazzlingcupid_02_s_39,40029,event_dazzlingcupid_02_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_02_s_39,True,,3,300,0.5,bgm_story_orangepop,naga,,5,idle,,3,idle,Low_2,,
event_dazzlingcupid_02_s_40,40029,event_dazzlingcupid_02_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_02_s_40,False,,300,4,0.7,,,,5,idle,,3,idle,,,
event_dazzlingcupid_02_s_41,40029,event_dazzlingcupid_02_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_02_s_41,True,,4,4,1.0,,naga,,5,idle,,3,idle,,,
event_dazzlingcupid_02_s_42,40029,event_dazzlingcupid_02_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_02_s_42,False,,4,4,1.0,,,,5,idle,,3,idle,,,
event_dazzlingcupid_02_s_43,40029,event_dazzlingcupid_02_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_02_s_43,True,,4,4,1.0,,tia,,5,delight,,3,idle,,,
event_dazzlingcupid_02_s_44,40029,event_dazzlingcupid_02_s,Self,Self,Locale_SubScenario:event_dazzlingcupid_02_s_44,False,,4,4,1.0,,,,5,delight,,3,idle,,,
event_dazzlingcupid_02_s_45,40029,event_dazzlingcupid_02_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_02_s_45,True,,4,4,1.0,,naga,,5,delight,,3,void,,,
event_dazzlingcupid_02_s_46,40029,event_dazzlingcupid_02_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_02_s_46,True,,4,4,1.0,,naga,,5,delight,,3,idle,,,
event_dazzlingcupid_02_s_47,40029,event_dazzlingcupid_02_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_02_s_47,True,,4,4,1.0,,naga,,5,delight,,3,idle,,,
event_dazzlingcupid_02_s_48,40029,event_dazzlingcupid_02_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_02_s_48,True,,4,4,1.0,,tia,,5,delight,,3,idle,,,
event_dazzlingcupid_02_s_49,40029,event_dazzlingcupid_02_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_02_s_49,True,,4,30,0.7,,naga,,5,delight,,3,idle,,,
event_dazzlingcupid_02_s_50,40029,event_dazzlingcupid_02_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_02_s_50,True,,30,30,1.0,,naga,,5,delight,,3,delight,,,
event_dazzlingcupid_02_s_51,40029,event_dazzlingcupid_02_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_02_s_51,True,,30,30,1.0,,naga,,5,delight,,3,delight,,,
event_dazzlingcupid_02_s_52,40029,event_dazzlingcupid_02_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_02_s_52,True,,50,500,0.7,,tia,,5,shy,,3,idle,,,
event_dazzlingcupid_02_s_53,40029,event_dazzlingcupid_02_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_02_s_53,True,,500,500,1.0,,tia,,5,shy,,3,idle,,,
event_dazzlingcupid_02_s_54,40029,event_dazzlingcupid_02_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_02_s_54,True,,500,500,1.0,,tia,,5,shy,,3,idle,,,
event_dazzlingcupid_02_s_55,40029,event_dazzlingcupid_02_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_02_s_55,True,,500,30,0.7,,naga,,5,shy,,3,angry,,,
event_dazzlingcupid_02_s_56,40029,event_dazzlingcupid_02_s,Speech,naga,Locale_SubScenario:event_dazzlingcupid_02_s_56,True,,30,30,1.0,,naga,,5,shy,,3,angry,,,
event_dazzlingcupid_02_s_57,40029,event_dazzlingcupid_02_s,Speech,tia,Locale_SubScenario:event_dazzlingcupid_02_s_57,True,,30,50,0.7,,tia,,5,delight,,3,angry,,,
event_dazzlingcupid_02_s_58,40029,event_dazzlingcupid_02_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_02_s_58,False,,50,13,1.5,,,,5,delight,,3,angry,,,
event_dazzlingcupid_02_s_59,40029,event_dazzlingcupid_02_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_02_s_59,False,,13,13,1.0,,,,5,delight,,3,worry,,,
event_dazzlingcupid_02_s_60,40029,event_dazzlingcupid_02_s,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_02_s_60,False,,13,13,1.0,,,,5,delight,,3,worry,,,
