id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,jump_target,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_nyanyaparadise_03_e_11,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_11,True,,L_30,L_30,1.0,,,nero,nero,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_12,40022,event_nyanyaparadise_03_e,Self,Locale_SubScenario:event_nyanyaparadise_03_e_12,False,,L_30,L_30,1.0,,,,,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_13,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_13,True,,L_30,L_300,1.0,,,nero,nero,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_14,40022,event_nyanyaparadise_03_e,Self,Locale_SubScenario:event_nyanyaparadise_03_e_14,False,,L_300,L_300,1.0,,,,,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_15,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_15,True,,L_300,L_300,1.0,,,nero,nero,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_16,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_16,True,,L_300,L_300,1.0,,,nero,nero,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_17,40022,event_nyanyaparadise_03_e,Choice,Locale_SubScenario:event_nyanyaparadise_03_e_17,False,,L_300,L_300,1.0,,,,,event_nyanyaparadise_03_e_22,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_18,40022,event_nyanyaparadise_03_e,Choice,Locale_SubScenario:event_nyanyaparadise_03_e_18,False,,L_300,L_300,1.0,,,,,event_nyanyaparadise_03_e_19,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_19,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_19,True,,L_300,L_300,1.0,,,nero,nero,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_20,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_20,True,,L_300,L_300,1.0,,,nero,nero,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_21,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_21,True,,L_300,L_300,1.0,,,nero,nero,event_nyanyaparadise_03_e_22,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_22,40022,event_nyanyaparadise_03_e,Self,Locale_SubScenario:event_nyanyaparadise_03_e_22,False,,L_300,L_300,1.0,,,,,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_23,40022,event_nyanyaparadise_03_e,Monologue,Locale_SubScenario:event_nyanyaparadise_03_e_23,False,,L_300,L_30,1.0,,,,,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_24,40022,event_nyanyaparadise_03_e,Self,Locale_SubScenario:event_nyanyaparadise_03_e_24,False,,L_30,L_30,1.0,,,,,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_25,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_25,True,,L_30,L_30,1.0,,,nero,nero,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_26,40022,event_nyanyaparadise_03_e,Self,Locale_SubScenario:event_nyanyaparadise_03_e_26,False,,L_30,L_30,1.0,,,,,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_27,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_27,True,,L_30,L_30,1.0,,,nero,nero,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_28,40022,event_nyanyaparadise_03_e,Self,Locale_SubScenario:event_nyanyaparadise_03_e_28,False,,L_30,L_30,1.0,,,,,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_29,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_29,True,,L_30,L_30,1.0,,,nero,nero,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_30,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_30,False,,L_30,31,1.0,,,ruru,ruru,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_31,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_31,True,,31,31,1.0,,,nero,nero,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_32,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_32,True,,31,31,1.0,,,nero,nero,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_33,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_33,True,,31,31,1.0,,,nero,nero,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_34,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_34,True,,31,XS_10,1.0,,,ruru,ruru,,,,1,delight,,,3,idle,
event_nyanyaparadise_03_e_35,40022,event_nyanyaparadise_03_e,Narration,Locale_SubScenario:event_nyanyaparadise_03_e_35,False,,XS_10,XS_10,1.0,,,,,,,,1,idle,,,3,idle,
event_nyanyaparadise_03_e_36,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_36,False,,XS_10,XS_10,1.0,,,ruru,ruru,,,,1,surprise,,,3,idle,
event_nyanyaparadise_03_e_37,40022,event_nyanyaparadise_03_e,Narration,Locale_SubScenario:event_nyanyaparadise_03_e_37,False,,XS_10,XS_100,1.0,,,,,,,,1,shy,,,3,idle,
event_nyanyaparadise_03_e_38,40022,event_nyanyaparadise_03_e,Narration,Locale_SubScenario:event_nyanyaparadise_03_e_38,False,,XS_100,XS_100,1.0,,,,,,,,1,shy,,,3,idle,
event_nyanyaparadise_03_e_39,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_39,True,,XS_100,XS_100,1.0,,,nero,nero,,,,1,shy,,,3,idle,
event_nyanyaparadise_03_e_40,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_40,True,,XS_100,XS_100,1.0,,,ruru,ruru,,,,1,shy,,,3,idle,
event_nyanyaparadise_03_e_41,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_41,True,,XS_100,31,1.0,,,nero,nero,,,,1,shy,,,3,idle,
event_nyanyaparadise_03_e_42,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_42,True,,31,31,1.0,,,nero,nero,,,,1,shy,,,3,idle,
event_nyanyaparadise_03_e_43,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_43,True,,31,31,1.0,,,nero,nero,,,,1,shy,,,3,idle,
event_nyanyaparadise_03_e_44,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_44,False,,31,31,1.0,,,ruru,ruru,,,,1,sad,,,3,idle,
event_nyanyaparadise_03_e_45,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_45,True,,31,31,1.0,,,nero,nero,,,,1,sad,,,3,idle,
event_nyanyaparadise_03_e_46,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_46,True,,31,31,1.0,,,nero,nero,,,,1,sad,,,3,idle,
event_nyanyaparadise_03_e_47,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_47,True,,31,31,1.0,,,ruru,ruru,,,,1,sad,,,3,idle,
event_nyanyaparadise_03_e_48,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_48,True,,31,31,1.0,,,nero,nero,,,,1,sad,,,3,idle,
event_nyanyaparadise_03_e_49,40022,event_nyanyaparadise_03_e,Monologue,Locale_SubScenario:event_nyanyaparadise_03_e_49,False,,31,31,1.0,,,,,,,,1,idle,,,3,idle,
event_nyanyaparadise_03_e_50,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_50,True,,31,31,1.0,,,nero,nero,,,,1,idle,,,3,idle,
event_nyanyaparadise_03_e_51,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_51,True,,31,31,1.0,,,nero,nero,,,,1,idle,,,3,idle,
event_nyanyaparadise_03_e_52,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_52,True,,31,31,1.0,,,ruru,ruru,,,,1,idle,,,3,idle,
event_nyanyaparadise_03_e_53,40022,event_nyanyaparadise_03_e,Monologue,Locale_SubScenario:event_nyanyaparadise_03_e_53,False,,31,31,1.0,,,,,,,,15,idle,,,3,idle,
event_nyanyaparadise_03_e_54,40022,event_nyanyaparadise_03_e,Self,Locale_SubScenario:event_nyanyaparadise_03_e_54,False,,31,L_30,1.0,,,,,,,,15,idle,,,3,idle,
event_nyanyaparadise_03_e_55,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_55,True,,L_30,L_30,1.0,,,nero,nero,,,,15,idle,,,3,idle,
event_nyanyaparadise_03_e_56,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_56,True,,L_30,L_30,1.0,,,nero,nero,,,,15,idle,,,3,idle,
event_nyanyaparadise_03_e_57,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_57,True,,L_30,L_30,1.0,,,nero,nero,,,,15,idle,,,3,idle,
event_nyanyaparadise_03_e_58,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_58,False,,L_30,L_30,1.0,,,nero,nero,,,,15,idle,,,3,idle,
event_nyanyaparadise_03_e_59,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_59,True,,L_30,L_300,1.0,,,nero,nero,,,,15,idle,,,3,idle,
event_nyanyaparadise_03_e_60,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_60,True,,L_300,L_300,1.0,,,nero,nero,,,,15,idle,,,3,idle,
event_nyanyaparadise_03_e_61,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_61,True,,L_300,L_300,1.0,,,nero,nero,,,,15,idle,,,3,idle,
event_nyanyaparadise_03_e_62,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_62,True,,L_300,L_300,1.0,,,nero,nero,,,,15,idle,,,3,idle,
event_nyanyaparadise_03_e_63,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_63,True,,L_300,L_300,1.0,,,nero,nero,,,,15,idle,,,3,idle,
event_nyanyaparadise_03_e_64,40022,event_nyanyaparadise_03_e,Self,Locale_SubScenario:event_nyanyaparadise_03_e_64,False,,L_300,L_300,1.0,,,,,,,,15,idle,,,3,idle,
event_nyanyaparadise_03_e_65,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_65,True,,L_300,L_30,1.0,,,nero,nero,,,,15,idle,,,3,idle,
event_nyanyaparadise_03_e_66,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_66,True,,L_30,L_30,1.0,,,nero,nero,,,,15,idle,,,3,idle,
event_nyanyaparadise_03_e_67,40022,event_nyanyaparadise_03_e,Self,Locale_SubScenario:event_nyanyaparadise_03_e_67,False,,L_30,L_30,1.0,,,,,,,,15,idle,,,3,idle,
event_nyanyaparadise_03_e_68,40022,event_nyanyaparadise_03_e,Self,Locale_SubScenario:event_nyanyaparadise_03_e_68,False,,L_30,L_30,1.0,,,,,,,,15,idle,,,3,idle,
event_nyanyaparadise_03_e_69,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_69,True,,L_30,L_30,1.0,,none,ruru,ruru,,,,15,sad,,,3,idle,
event_nyanyaparadise_03_e_70,40022,event_nyanyaparadise_03_e,Self,Locale_SubScenario:event_nyanyaparadise_03_e_70,False,,L_30,L_30,1.0,,,,,,,,15,sad,,,3,idle,
event_nyanyaparadise_03_e_71,40022,event_nyanyaparadise_03_e,Monologue,Locale_SubScenario:event_nyanyaparadise_03_e_71,False,,L_30,XS_150,2.0,,bgm_story_weare,,,,,,15,sad,,,3,idle,
event_nyanyaparadise_03_e_72,40022,event_nyanyaparadise_03_e,Monologue,Locale_SubScenario:event_nyanyaparadise_03_e_72,False,,XS_150,XS_150,1.0,,,,,,,,15,sad,,,3,idle,
event_nyanyaparadise_03_e_73,40022,event_nyanyaparadise_03_e,Monologue,Locale_SubScenario:event_nyanyaparadise_03_e_73,False,,XS_150,XS_180,2.0,,,,,,,,15,sad,,,3,idle,
event_nyanyaparadise_03_e_74,40022,event_nyanyaparadise_03_e,Monologue,Locale_SubScenario:event_nyanyaparadise_03_e_74,False,,XS_180,XS_180,1.0,,,,,,,,15,sad,,,3,idle,
event_nyanyaparadise_03_e_75,40022,event_nyanyaparadise_03_e,Monologue,Locale_SubScenario:event_nyanyaparadise_03_e_75,False,,XS_180,XS_180,1.0,,,,,,,,15,sad,,,3,idle,
event_nyanyaparadise_03_e_76,40022,event_nyanyaparadise_03_e,Monologue,Locale_SubScenario:event_nyanyaparadise_03_e_76,False,,XS_180,XS_180,1.0,,,,,,,,15,sad,,,3,idle,
event_nyanyaparadise_03_e_77,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_77,True,,XS_180,XS_150,2.0,,,ruru,ruru,,,,15,sad,,,3,idle,
event_nyanyaparadise_03_e_78,40022,event_nyanyaparadise_03_e,Self,Locale_SubScenario:event_nyanyaparadise_03_e_78,False,,XS_150,XS_150,1.0,,,,,,,,15,sad,,,3,idle,
event_nyanyaparadise_03_e_79,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_79,True,,XS_150,L_30,2.5,,,nero,nero,,,,15,sad,,,3,idle,
event_nyanyaparadise_03_e_80,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_80,True,,L_30,L_30,1.0,,,nero,nero,,,,15,sad,,,3,idle,
event_nyanyaparadise_03_e_81,40022,event_nyanyaparadise_03_e,Narration,Locale_SubScenario:event_nyanyaparadise_03_e_81,False,,L_30,L_30,1.0,sfx_scn_raindrop,,,,,,,15,sad,,,3,idle,
event_nyanyaparadise_03_e_82,40022,event_nyanyaparadise_03_e,Self,Locale_SubScenario:event_nyanyaparadise_03_e_82,False,,L_30,L_30,1.0,sfx_scn_raindrops,,,,,,,15,sad,,,3,idle,
event_nyanyaparadise_03_e_83,40022,event_nyanyaparadise_03_e,Narration,Locale_SubScenario:event_nyanyaparadise_03_e_83,False,,L_30,L_30,1.0,sfx_scn_rain,,,,,,,15,sad,,,3,idle,
event_nyanyaparadise_03_e_84,40022,event_nyanyaparadise_03_e,Self,Locale_SubScenario:event_nyanyaparadise_03_e_84,False,,L_30,L_30,1.0,,,,,,,,15,sad,,,3,idle,
event_nyanyaparadise_03_e_85,40022,event_nyanyaparadise_03_e,Monologue,Locale_SubScenario:event_nyanyaparadise_03_e_85,False,,L_30,L_30,1.0,,,,,,,,15,sad,,,3,idle,
event_nyanyaparadise_03_e_86,40022,event_nyanyaparadise_03_e,Self,Locale_SubScenario:event_nyanyaparadise_03_e_86,False,,L_30,L_30,1.0,,,,,,,,15,sad,,,3,idle,
event_nyanyaparadise_03_e_87,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_87,True,,L_30,L_300,1.0,,,nero,nero,,,,15,sad,,,3,idle,
event_nyanyaparadise_03_e_88,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_88,True,,XS_1500,XS_1500,1.0,,none,ruru,ruru,,,,15,surprise,,,3,idle,
event_nyanyaparadise_03_e_89,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_89,False,,XS_1500,XS_1500,1.0,,,nero,nero,,,,15,surprise,,,3,idle,
event_nyanyaparadise_03_e_90,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_90,True,,XS_1500,XS_1500,1.0,,,nero,nero,,,,15,surprise,,,3,idle,
event_nyanyaparadise_03_e_91,40022,event_nyanyaparadise_03_e,Narration,Locale_SubScenario:event_nyanyaparadise_03_e_91,False,,XS_1500,XS_1500,1.0,,,,,,,,17,surprise,ruru,,3,idle,
event_nyanyaparadise_03_e_92,40022,event_nyanyaparadise_03_e,Monologue,Locale_SubScenario:event_nyanyaparadise_03_e_92,False,,XS_1500,XS_1500,1.0,,,,,,,,,,,,3,idle,
event_nyanyaparadise_03_e_93,40022,event_nyanyaparadise_03_e,Speech,Locale_SubScenario:event_nyanyaparadise_03_e_93,True,,L_300,L_300,1.0,,,nero,nero,,,,,,,,3,idle,
event_nyanyaparadise_03_e_94,40022,event_nyanyaparadise_03_e,Monologue,Locale_SubScenario:event_nyanyaparadise_03_e_94,False,OuterRim,black,black,1.0,,,,,,black,,,,,,3,idle,nero
event_nyanyaparadise_03_e_95,40022,event_nyanyaparadise_03_e,Monologue,Locale_SubScenario:event_nyanyaparadise_03_e_95,False,,black,black,1.0,,bgm_story_sunshinesorrow,,,,,,,,,,,,
event_nyanyaparadise_03_e_96,40022,event_nyanyaparadise_03_e,Monologue,Locale_SubScenario:event_nyanyaparadise_03_e_96,False,,1,10,2.0,,,,,,,,,,,,,,
