id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_bluewaterisland2_03_e_44,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_44,True,,XS_10,XS_10,1.0,,,,,,,,,,,1,angry,,,3,idle,
event_bluewaterisland2_03_e_45,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_45,True,,30,30,1.0,,,,,,,,,,,1,angry,,,3,idle,
event_bluewaterisland2_03_e_46,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_46,True,,30,30,1.0,,,,,,,,,,,1,angry,,,3,idle,
event_bluewaterisland2_03_e_47,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_47,True,,30,30,1.0,,,,,,,,,,,1,angry,,,3,idle,
event_bluewaterisland2_03_e_48,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_48,True,,30,2,1.0,,,,,,,,,,,1,angry,,,3,idle,
event_bluewaterisland2_03_e_49,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_49,True,,2,2,1.0,,,,,,,,,,,1,angry,,,3,idle,
event_bluewaterisland2_03_e_50,40021,event_bluewaterisland2_03_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_03_e_50,False,,black,black,1.0,,sfx_scn_rustle,,,,,,,,,1,angry,,,3,idle,
event_bluewaterisland2_03_e_51,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_51,True,,2,2,1.0,,,,,,,,,,,1,idle,,,3,idle,
event_bluewaterisland2_03_e_52,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_52,True,,2,2,1.0,,,,,,,,,,,1,idle,,,3,idle,
event_bluewaterisland2_03_e_53,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_53,True,,2,2,1.0,,,,,,,,,,,1,idle,,,3,idle,
event_bluewaterisland2_03_e_54,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_54,True,,2,2,1.0,,,,,,,,,,,1,good,,,3,idle,
event_bluewaterisland2_03_e_55,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_55,True,,2,2,1.0,,,,,,,,,,,1,good,,,3,idle,
event_bluewaterisland2_03_e_56,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_56,True,,2,2,1.0,,,,,,,,,,,1,idle,,,3,idle,
event_bluewaterisland2_03_e_57,40021,event_bluewaterisland2_03_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_03_e_57,False,,black,black,1.0,,sfx_scn_rustle,,,,,,,,,1,idle,,,3,idle,
event_bluewaterisland2_03_e_58,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_58,True,,2,2,1.0,,,,,,,,,,,1,idle,,,3,idle,
event_bluewaterisland2_03_e_59,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_59,True,,2,2,1.0,,,,,,,,,,,1,special,,,3,idle,
event_bluewaterisland2_03_e_60,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_60,True,,2,2,1.0,,,,,,,,,,,1,special,,,3,idle,
event_bluewaterisland2_03_e_61,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_61,False,,2,30,2.0,,,,,,,,,,,1,idle,,,3,think,
event_bluewaterisland2_03_e_62,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_62,True,,30,30,1.0,,,,,,,,,,,1,idle,,,3,think,
event_bluewaterisland2_03_e_63,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_63,True,,30,30,1.0,,,,,,,,,,,1,idle,,,3,idle,
event_bluewaterisland2_03_e_64,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_64,True,,30,30,1.0,,,,,,,,,,,1,idle,,,3,idle,
event_bluewaterisland2_03_e_65,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_65,True,,30,30,1.0,,,,,,,,,,,1,idle,,,3,idle,
event_bluewaterisland2_03_e_66,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_66,True,,30,30,1.0,,,,,,,,,,,1,idle,,,3,idle,
event_bluewaterisland2_03_e_67,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_67,True,,30,30,1.0,,,,,,,,,,,1,idle,,,3,idle,
event_bluewaterisland2_03_e_68,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_68,True,,30,XS_10,1.0,,,,,,,,,,,1,special,,,3,idle,
event_bluewaterisland2_03_e_69,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_69,True,,XS_10,XS_10,1.0,,,,,,,,,,,1,special,,,3,idle,
event_bluewaterisland2_03_e_70,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_70,True,,XS_10,XS_10,1.0,none,,,,,,,,,,1,delight,,,3,idle,
event_bluewaterisland2_03_e_71,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_71,True,,XS_10,XS_10,1.0,,,,,,,,,,,1,delight,,,3,idle,
event_bluewaterisland2_03_e_72,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_72,True,,XS_10,2,1.0,bgm_story_trauma,,,,,,,,,,1,idle,,,3,surprise,
event_bluewaterisland2_03_e_73,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_73,True,,2,2,1.0,,,,,,,,,,,1,idle,,,3,surprise,
event_bluewaterisland2_03_e_74,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_74,True,,2,2,1.0,,,,,,,,,,,1,idle,,,3,surprise,
event_bluewaterisland2_03_e_75,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_75,True,,2,2,1.0,,,,,,,,,,,1,shy,,,3,surprise,
event_bluewaterisland2_03_e_76,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_76,True,,2,2,1.0,,,,,,,,,,,1,delight,,,3,surprise,
event_bluewaterisland2_03_e_77,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_77,False,,2,2,1.0,,,,,,,,,,,1,idle,,,3,sad,
event_bluewaterisland2_03_e_78,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_78,True,,2,30,2.0,,,,,,,,,,,1,idle,,,3,sad,
event_bluewaterisland2_03_e_79,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_79,True,,30,30,1.0,,,,,,,,,,,1,idle,,,3,sad,
event_bluewaterisland2_03_e_80,40021,event_bluewaterisland2_03_e,Speech,unknown,unknown,Locale_SubScenario:event_bluewaterisland2_03_e_80,True,Corridor,1,1,1.0,,,black,Grey,Blur_High,pepper,1,angry,,,1,idle,pepper_s,,3,sad,mary_s
event_bluewaterisland2_03_e_81,40021,event_bluewaterisland2_03_e,Speech,unknown,unknown,Locale_SubScenario:event_bluewaterisland2_03_e_81,True,,1,XS_10,1.0,,,,Grey,Blur_High,,1,angry,,,,,,,,,
event_bluewaterisland2_03_e_82,40021,event_bluewaterisland2_03_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_03_e_82,False,,black,black,1.0,,,,,,,1,angry,,,,,,,,,
event_bluewaterisland2_03_e_83,40021,event_bluewaterisland2_03_e,Speech,unknown,unknown,Locale_SubScenario:event_bluewaterisland2_03_e_83,True,,XS_10,XS_100,1.0,,,,Grey,Blur_High,,1,angry,,,,,,,,,
event_bluewaterisland2_03_e_84,40021,event_bluewaterisland2_03_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_03_e_84,False,,black,black,1.0,,sfx_scn_medhit,,Grey,Blur_High,,1,angry,,,,,,,,,
event_bluewaterisland2_03_e_85,40021,event_bluewaterisland2_03_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_03_e_85,False,,black,black,1.0,,,,,,,1,angry,pepper,pepper_s,1,idle,,mary_s,3,sad,
event_bluewaterisland2_03_e_86,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_86,True,Beach_s,1,1,1.0,,,,,,,,,,,1,surprise,,,3,sad,
event_bluewaterisland2_03_e_87,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_87,True,,1,2,1.0,,,,,,,,,,,1,surprise,,,3,sad,
event_bluewaterisland2_03_e_88,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_88,True,,2,2,1.0,,,,,,,,,,,1,surprise,,,3,idle,
event_bluewaterisland2_03_e_89,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_89,True,,2,2,1.0,,,,,,,,,,,1,delight,,,3,idle,
event_bluewaterisland2_03_e_90,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_90,True,,2,2,1.0,,,,,,,,,,,1,special,,,3,idle,
event_bluewaterisland2_03_e_91,40021,event_bluewaterisland2_03_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_03_e_91,True,,2,2,1.0,,,,,,,,,,,1,special,,,3,idle,
event_bluewaterisland2_03_e_92,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_92,True,,2,30,2.0,,,,,,,,,,,1,special,,,3,surprise,
event_bluewaterisland2_03_e_93,40021,event_bluewaterisland2_03_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_03_e_93,True,,30,30,1.0,,,,,,,,,,,1,special,,,3,void,
