id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,highlight,set_filter_01,set_filter_02,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
snowfall_episode_ludmilla_02_39,80903,snowfall_episode_ludmilla_02,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_02_44,False,,30,30,1.0,,,,,,,,3,think,,,,
snowfall_episode_ludmilla_02_40,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_45,True,,30,30,1.0,,,ludmilla_w,,,,,3,think,,,,
snowfall_episode_ludmilla_02_41,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_46,True,,30,30,1.0,,,ludmilla_w,,,,,3,think,,,,
snowfall_episode_ludmilla_02_42,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_47,False,,30,300,1.0,,,ludmilla_w,,,,,3,angry,,,,
snowfall_episode_ludmilla_02_43,80903,snowfall_episode_ludmilla_02,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_02_48,False,,300,300,1.0,,,,,,,,3,angry,,,,
snowfall_episode_ludmilla_02_44,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_49,True,,300,300,1.0,,,ludmilla_w,,,,,3,angry,,,,
snowfall_episode_ludmilla_02_45,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_50,True,,300,300,1.0,,,ludmilla_w,,,,,3,angry,,,,
snowfall_episode_ludmilla_02_46,80903,snowfall_episode_ludmilla_02,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_02_51,False,,300,19,1.0,,,,Vignetting,,,,3,angry,,,,
snowfall_episode_ludmilla_02_47,80903,snowfall_episode_ludmilla_02,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_02_52,False,,19,19,1.0,,,,Vignetting,,,,3,angry,,,,
snowfall_episode_ludmilla_02_48,80903,snowfall_episode_ludmilla_02,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_02_53,False,,19,16,1.0,,,,Vignetting,,sfx_scn_walk,,3,angry,,,,
snowfall_episode_ludmilla_02_49,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_54,True,,16,16,1.0,,,ludmilla_w,Vignetting,,,,3,angry,,,,
snowfall_episode_ludmilla_02_50,80903,snowfall_episode_ludmilla_02,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_02_55,False,,16,13,1.0,,,,Vignetting,,sfx_scn_walk,,3,angry,,,,
snowfall_episode_ludmilla_02_51,80903,snowfall_episode_ludmilla_02,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_02_56,False,,13,1,1.0,,,,Vignetting,,sfx_scn_walk,,3,angry,,,,
snowfall_episode_ludmilla_02_52,80903,snowfall_episode_ludmilla_02,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_02_57,False,,1,1,1.0,,,,Vignetting,,,,3,angry,,,,
snowfall_episode_ludmilla_02_53,80903,snowfall_episode_ludmilla_02,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_02_58,True,,1,10,1.0,,,lumi_01,,,,,3,surprise,lumi_01,1,idle,
snowfall_episode_ludmilla_02_54,80903,snowfall_episode_ludmilla_02,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_02_59,False,,10,10,1.0,,,,,,,,3,surprise,,1,idle,
snowfall_episode_ludmilla_02_55,80903,snowfall_episode_ludmilla_02,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_02_60,False,,10,2,1.0,,,,,,,,3,surprise,,1,idle,
snowfall_episode_ludmilla_02_56,80903,snowfall_episode_ludmilla_02,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_02_61,True,,2,2,1.0,,,lumi_01,,,,,3,surprise,,1,idle,
snowfall_episode_ludmilla_02_57,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_62,True,,2,2,1.0,,,ludmilla_w,,,,,3,think,,1,idle,
snowfall_episode_ludmilla_02_58,80903,snowfall_episode_ludmilla_02,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_02_63,True,,2,2,1.0,,,lumi_01,,,,,3,think,,1,idle,
snowfall_episode_ludmilla_02_59,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_64,True,,2,2,1.0,,,ludmilla_w,,,,,3,think,,1,idle,
snowfall_episode_ludmilla_02_60,80903,snowfall_episode_ludmilla_02,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_02_65,True,,2,2,1.0,,,lumi_01,,,,,3,think,,1,idle,
snowfall_episode_ludmilla_02_61,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_66,True,,2,2,1.0,,,ludmilla_w,,,,,3,sad,,1,idle,
snowfall_episode_ludmilla_02_62,80903,snowfall_episode_ludmilla_02,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_02_67,True,,2,2,1.0,,,lumi_01,,,,,3,sad,,1,idle,
snowfall_episode_ludmilla_02_63,80903,snowfall_episode_ludmilla_02,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_02_68,False,,2,2,1.0,,,lumi_01,,,,,3,sad,,1,idle,
snowfall_episode_ludmilla_02_64,80903,snowfall_episode_ludmilla_02,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_02_69,True,,2,2,1.0,,,lumi_01,,,,,3,sad,,1,idle,
snowfall_episode_ludmilla_02_65,80903,snowfall_episode_ludmilla_02,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_02_70,False,,2,2,1.0,,,,,,,,3,think,,1,idle,
snowfall_episode_ludmilla_02_66,80903,snowfall_episode_ludmilla_02,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_02_71,False,,2,10,1.0,,,lumi_01,,,,,3,think,,1,idle,
snowfall_episode_ludmilla_02_67,80903,snowfall_episode_ludmilla_02,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_02_72,True,,10,10,1.0,,,lumi_01,,,,,3,think,,1,idle,
snowfall_episode_ludmilla_02_68,80903,snowfall_episode_ludmilla_02,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_02_73,True,,10,10,1.0,,,lumi_01,,,,,3,think,,1,idle,
snowfall_episode_ludmilla_02_69,80903,snowfall_episode_ludmilla_02,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_02_74,False,,10,10,1.0,,,,,,,,3,think,,1,idle,
snowfall_episode_ludmilla_02_70,80903,snowfall_episode_ludmilla_02,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_02_75,True,,10,10,1.0,,,lumi_01,,,,,3,think,,1,idle,
snowfall_episode_ludmilla_02_71,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_76,False,,3,30,0.5,,,ludmilla_w,,,,,3,surprise,,1,idle,
snowfall_episode_ludmilla_02_72,80903,snowfall_episode_ludmilla_02,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_02_77,False,,30,30,1.0,,,,,,,,3,surprise,,1,idle,
snowfall_episode_ludmilla_02_73,80903,snowfall_episode_ludmilla_02,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_02_78,True,,30,2,1.0,,,lumi_01,,,,,3,think,,1,idle,
snowfall_episode_ludmilla_02_74,80903,snowfall_episode_ludmilla_02,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_02_79,False,,2,2,1.0,,,,,,,,3,think,,1,idle,
snowfall_episode_ludmilla_02_75,80903,snowfall_episode_ludmilla_02,Speech,lumi_01,Locale_SubScenario:snowfall_episode_ludmilla_02_80,True,,2,2,1.0,,,lumi_01,,,,,3,think,,1,idle,
snowfall_episode_ludmilla_02_76,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_81,True,,2,2,1.0,,,ludmilla_w,,,,,3,think,,1,idle,
snowfall_episode_ludmilla_02_77,80903,snowfall_episode_ludmilla_02,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_02_82,False,,2,2,1.0,,,,,,,,3,think,,1,idle,
snowfall_episode_ludmilla_02_78,80903,snowfall_episode_ludmilla_02,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_02_83,False,,2,2,1.0,,,,,,,,3,think,,1,idle,lumi_01
snowfall_episode_ludmilla_02_79,80903,snowfall_episode_ludmilla_02,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_02_84,False,,2,30,1.0,,,,,,,,3,think,,,,
snowfall_episode_ludmilla_02_80,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_85,True,,30,30,1.0,,,ludmilla_w,,,,,3,think,,,,
snowfall_episode_ludmilla_02_81,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_86,True,,30,30,1.0,,,ludmilla_w,,,,,3,think,,,,
snowfall_episode_ludmilla_02_82,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_87,True,,30,30,1.0,,,ludmilla_w,,,,,3,think,,,,
snowfall_episode_ludmilla_02_83,80903,snowfall_episode_ludmilla_02,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_02_88,False,,30,30,1.0,,,,,,,,3,think,,,,
snowfall_episode_ludmilla_02_84,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_89,True,,30,30,1.0,,,ludmilla_w,,,,,3,think,,,,
snowfall_episode_ludmilla_02_85,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_90,False,,30,30,1.0,,,ludmilla_w,,,,,3,sad,,,,
snowfall_episode_ludmilla_02_86,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_91,True,,30,30,1.0,,,ludmilla_w,,,,,3,sad,,,,
snowfall_episode_ludmilla_02_87,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_92,True,,30,30,1.0,,,ludmilla_w,,,,,3,think,,,,
snowfall_episode_ludmilla_02_88,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_93,True,,30,30,1.0,,,ludmilla_w,,,,,3,think,,,,
snowfall_episode_ludmilla_02_89,80903,snowfall_episode_ludmilla_02,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_02_94,False,,30,3,1.0,,,,,,,,3,think,,,,
snowfall_episode_ludmilla_02_90,80903,snowfall_episode_ludmilla_02,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_02_95,False,HotSpringInnOut_s,3,15,1.0,amb_so_inn_out_3,,,,,,,15,think,,,,
snowfall_episode_ludmilla_02_91,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_96,True,,15,15,1.0,,,ludmilla_w,,,,,15,idle,,,,
snowfall_episode_ludmilla_02_92,80903,snowfall_episode_ludmilla_02,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_02_97,False,,15,15,1.0,,,,,,,,15,idle,,,,
snowfall_episode_ludmilla_02_93,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_98,True,,15,15,1.0,,,ludmilla_w,,,,,15,idle,,,,
snowfall_episode_ludmilla_02_94,80903,snowfall_episode_ludmilla_02,Self,Self,Locale_SubScenario:snowfall_episode_ludmilla_02_99,False,,15,15,1.0,,,,,,,,15,idle,,,,
snowfall_episode_ludmilla_02_95,80903,snowfall_episode_ludmilla_02,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_02_100,False,,15,15,1.0,,,,,,,,15,idle,,,,
snowfall_episode_ludmilla_02_96,80903,snowfall_episode_ludmilla_02,Speech,ludmilla_w,Locale_SubScenario:snowfall_episode_ludmilla_02_101,True,,15,15,1.0,,,ludmilla_w,,,,,15,idle,,,,
snowfall_episode_ludmilla_02_97,80903,snowfall_episode_ludmilla_02,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_02_102,False,,black,black,1.0,,,,,,,,15,idle,,,,
snowfall_episode_ludmilla_02_98,80903,snowfall_episode_ludmilla_02,Monologue,Monologue,Locale_SubScenario:snowfall_episode_ludmilla_02_103,False,,black,black,1.0,,,,,,,,15,idle,,,,
