id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
snowfall_episode_blanc_03_15,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_19,True,,L_10,L_10,1.0,,,,,1,think,,,
snowfall_episode_blanc_03_16,80903,snowfall_episode_blanc_03,Self,blanc_c,,Locale_SubScenario:snowfall_episode_blanc_03_20,False,,L_10,L_10,1.0,,,,,1,think,,,
snowfall_episode_blanc_03_17,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_21,True,,L_10,L_10,1.0,,,,,1,think,,,
snowfall_episode_blanc_03_18,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_22,True,,L_10,L_10,1.0,,,,,1,think,,,
snowfall_episode_blanc_03_19,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_23,True,,L_10,L_10,1.0,,,,,1,think,,,
snowfall_episode_blanc_03_20,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_24,True,,L_10,L_10,1.0,,,,,1,think,,,
snowfall_episode_blanc_03_21,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_25,True,,L_10,L_10,1.0,,,,,1,think,,,
snowfall_episode_blanc_03_22,80903,snowfall_episode_blanc_03,Self,blanc_c,,Locale_SubScenario:snowfall_episode_blanc_03_26,False,,L_10,L_10,1.0,,,,,1,think,,,
snowfall_episode_blanc_03_23,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_27,False,,L_10,L_10,1.0,,,,,1,think,,,
snowfall_episode_blanc_03_24,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_28,True,,L_10,1,1.0,,,,,1,think,,,
snowfall_episode_blanc_03_25,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_29,True,,1,1,1.0,,,,,1,think,,,
snowfall_episode_blanc_03_26,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_30,True,,1,1,1.0,,,,,1,think,,,
snowfall_episode_blanc_03_27,80903,snowfall_episode_blanc_03,Self,blanc_c,,Locale_SubScenario:snowfall_episode_blanc_03_31,False,,1,1,1.0,,,,,1,think,,,
snowfall_episode_blanc_03_28,80903,snowfall_episode_blanc_03,Monologue,blanc_c,,Locale_SubScenario:snowfall_episode_blanc_03_32,False,WaterFall_n,1,1,1.0,amb_so_waterfall_1,event_bgm_neverland_snowflakes_day,black,,1,think,,,
snowfall_episode_blanc_03_29,80903,snowfall_episode_blanc_03,Monologue,blanc_c,,Locale_SubScenario:snowfall_episode_blanc_03_33,False,,1,1,1.0,,,,,1,think,,,
snowfall_episode_blanc_03_30,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_34,True,,1,1,1.0,,,,,1,idle,lumi_01,16,idle
snowfall_episode_blanc_03_31,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_35,True,,1,16,1.0,,,,,1,idle,,16,idle
snowfall_episode_blanc_03_32,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_36,True,,16,16,1.0,,,,,1,idle,,16,idle
snowfall_episode_blanc_03_33,80903,snowfall_episode_blanc_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_03_37,False,,16,16,1.0,,,,,1,idle,,16,idle
snowfall_episode_blanc_03_34,80903,snowfall_episode_blanc_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_03_38,True,,16,16,1.0,,,,,1,idle,,16,idle
snowfall_episode_blanc_03_35,80903,snowfall_episode_blanc_03,Monologue,,,Locale_SubScenario:snowfall_episode_blanc_03_39,False,,16,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_36,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_40,True,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_37,80903,snowfall_episode_blanc_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_03_41,False,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_38,80903,snowfall_episode_blanc_03,Monologue,,,Locale_SubScenario:snowfall_episode_blanc_03_42,False,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_39,80903,snowfall_episode_blanc_03,Monologue,,,Locale_SubScenario:snowfall_episode_blanc_03_43,False,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_40,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_44,True,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_41,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_45,True,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_42,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_46,True,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_43,80903,snowfall_episode_blanc_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_03_47,True,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_44,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_48,True,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_45,80903,snowfall_episode_blanc_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_03_49,True,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_46,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_50,True,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_47,80903,snowfall_episode_blanc_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_03_51,True,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_48,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_52,True,,12,12,1.0,,,,,1,delight,,13,idle
snowfall_episode_blanc_03_49,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_53,True,,12,12,1.0,,,,,1,delight,,13,idle
snowfall_episode_blanc_03_50,80903,snowfall_episode_blanc_03,Self,,,Locale_SubScenario:snowfall_episode_blanc_03_54,False,,12,12,1.0,,,,,1,delight,,13,idle
snowfall_episode_blanc_03_51,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_55,True,,12,L_10,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_52,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_56,True,,L_10,L_10,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_53,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_57,True,,L_10,L_10,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_54,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_58,True,,L_10,L_10,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_55,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_59,True,,L_10,L_10,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_56,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_60,True,,L_10,L_10,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_57,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_61,True,,L_10,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_58,80903,snowfall_episode_blanc_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_03_62,True,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_59,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_63,True,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_60,80903,snowfall_episode_blanc_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_03_64,True,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_61,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_65,True,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_62,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_66,True,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_63,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_67,True,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_64,80903,snowfall_episode_blanc_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_03_68,True,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_65,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_69,True,,12,12,1.0,,,,,1,delight,,13,idle
snowfall_episode_blanc_03_66,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_70,True,,12,12,1.0,,,,,1,delight,,13,idle
snowfall_episode_blanc_03_67,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_71,True,,12,12,1.0,,,,,1,delight,,13,idle
snowfall_episode_blanc_03_68,80903,snowfall_episode_blanc_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_03_72,False,,12,12,1.0,,,,,1,delight,,13,idle
snowfall_episode_blanc_03_69,80903,snowfall_episode_blanc_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_03_73,True,,12,12,1.0,,,,,1,delight,,13,idle
snowfall_episode_blanc_03_70,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_74,True,,12,12,1.0,,none,,,1,idle,,13,idle
snowfall_episode_blanc_03_71,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_75,True,,12,12,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_72,80903,snowfall_episode_blanc_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_03_76,True,,12,130,1.0,,bgm_story_trauma,,,1,idle,,13,idle
snowfall_episode_blanc_03_73,80903,snowfall_episode_blanc_03,Monologue,,,Locale_SubScenario:snowfall_episode_blanc_03_77,False,,130,130,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_74,80903,snowfall_episode_blanc_03,Monologue,,,Locale_SubScenario:snowfall_episode_blanc_03_78,False,,130,130,1.0,,,,,1,idle,,13,idle
snowfall_episode_blanc_03_75,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_79,True,,130,12,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_76,80903,snowfall_episode_blanc_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_03_80,True,,12,12,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_77,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_81,True,,12,12,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_78,80903,snowfall_episode_blanc_03,Self,,,Locale_SubScenario:snowfall_episode_blanc_03_82,False,,12,12,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_79,80903,snowfall_episode_blanc_03,Self,,,Locale_SubScenario:snowfall_episode_blanc_03_83,False,,12,12,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_80,80903,snowfall_episode_blanc_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_03_84,False,,12,12,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_81,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_85,True,,12,12,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_82,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_86,True,,12,12,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_83,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_87,True,,12,12,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_84,80903,snowfall_episode_blanc_03,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_episode_blanc_03_88,True,,12,12,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_85,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_89,False,,12,L_10,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_86,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_90,True,,L_10,L_10,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_87,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_91,True,,L_10,L_10,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_88,80903,snowfall_episode_blanc_03,Self,,,Locale_SubScenario:snowfall_episode_blanc_03_92,False,,L_10,L_10,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_89,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_93,True,,L_10,L_10,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_90,80903,snowfall_episode_blanc_03,Self,,,Locale_SubScenario:snowfall_episode_blanc_03_94,False,,L_10,L_10,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_91,80903,snowfall_episode_blanc_03,Monologue,,,Locale_SubScenario:snowfall_episode_blanc_03_95,False,,L_10,130,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_92,80903,snowfall_episode_blanc_03,Monologue,,,Locale_SubScenario:snowfall_episode_blanc_03_96,False,,130,130,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_93,80903,snowfall_episode_blanc_03,Monologue,,,Locale_SubScenario:snowfall_episode_blanc_03_97,False,,130,130,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_94,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_98,True,,130,L_10,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_95,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_99,False,,L_10,L_10,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_96,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_100,True,,L_10,L_10,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_97,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_101,True,,L_10,L_10,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_98,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_102,True,,L_10,L_10,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_99,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_103,True,,L_10,L_10,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_100,80903,snowfall_episode_blanc_03,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_episode_blanc_03_104,True,,L_10,L_10,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_101,80903,snowfall_episode_blanc_03,Self,,,Locale_SubScenario:snowfall_episode_blanc_03_105,False,,L_10,L_10,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_102,80903,snowfall_episode_blanc_03,Monologue,,,Locale_SubScenario:snowfall_episode_blanc_03_106,False,,black,black,1.0,,,,,1,think,,13,idle
snowfall_episode_blanc_03_103,80903,snowfall_episode_blanc_03,Monologue,,,Locale_SubScenario:snowfall_episode_blanc_03_107,False,,black,black,1.0,,,,,1,think,,13,idle
