id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_footstepwalkrun1_intermission_01_77,40066,event_footstepwalkrun1_intermission_01,Narration,,,Locale_MainScenario:event_footstepwalkrun1_intermission_01_77,False,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_78,40066,event_footstepwalkrun1_intermission_01,Narration,,,Locale_MainScenario:event_footstepwalkrun1_intermission_01_78,False,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_79,40066,event_footstepwalkrun1_intermission_01,Narration,,,Locale_MainScenario:event_footstepwalkrun1_intermission_01_79,False,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_80,40066,event_footstepwalkrun1_intermission_01,Narration,,,Locale_MainScenario:event_footstepwalkrun1_intermission_01_80,False,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_81,40066,event_footstepwalkrun1_intermission_01,Narration,,,Locale_MainScenario:event_footstepwalkrun1_intermission_01_81,False,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_82,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_82,False,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_83,40066,event_footstepwalkrun1_intermission_01,Narration,,,Locale_MainScenario:event_footstepwalkrun1_intermission_01_83,False,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_84,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_84,False,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_85,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_85,True,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_86,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_86,True,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_87,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_87,True,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_88,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_88,True,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_89,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_89,True,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_90,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_90,True,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_91,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_91,True,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_92,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_92,True,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_93,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_93,True,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_94,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_94,True,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_95,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_95,True,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_96,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_96,False,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_97,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_97,True,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_98,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_98,True,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_99,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_99,True,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_100,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_100,True,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_101,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_101,False,,1,1,1.0,,,,,,,,,,,,,,,
event_footstepwalkrun1_intermission_01_102,40066,event_footstepwalkrun1_intermission_01,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_intermission_01_102,True,,black,black,1.0,,,,,,,,,,,,,,,
