id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_lionheart_05_e_12,40037,event_lionheart_05_e,Speech,ruby,ruby,Locale_SubScenario:event_lionheart_05_e_12,True,,Leo_10,Leo_10,1.0,,sfx_scn_birdanswer,Low_2,,1,idle,,13,idle,,,
event_lionheart_05_e_13,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_13,True,,Leo_10,Leo_10,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_14,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_14,True,,Leo_10,Leo_10,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_15,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_15,True,,Leo_10,Leo_10,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_16,40037,event_lionheart_05_e,Speech,ruby,ruby,Locale_SubScenario:event_lionheart_05_e_16,True,,Leo_10,Leo_10,1.0,,sfx_scn_birdanswer,,,1,idle,,13,idle,,,
event_lionheart_05_e_17,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_17,True,,Leo_10,Leo_10,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_18,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_18,True,,Leo_10,Leo_10,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_19,40037,event_lionheart_05_e,Speech,gray,gray,Locale_SubScenario:event_lionheart_05_e_19,True,,Leo_10,Leo_10,1.0,,sfx_scn_howl,,,1,idle,,13,idle,,,
event_lionheart_05_e_20,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_20,True,,Leo_10,Leo_10,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_21,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_21,True,,Leo_10,Leo_10,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_22,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_22,True,,Leo_10,Leo_10,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_23,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_23,True,,Leo_10,XS_130,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_24,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_24,True,,XS_130,XS_130,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_25,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_25,True,,XS_130,Leo_10,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_26,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_26,True,,Leo_10,Leo_10,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_27,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_27,True,,Leo_10,Leo_10,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_28,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_28,True,,Leo_10,Leo_10,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_29,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_29,True,,Leo_10,12,1.0,,,,,1,idle,,13,sad,,,
event_lionheart_05_e_30,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_30,True,,12,12,1.0,,,,,1,idle,,13,sad,,,
event_lionheart_05_e_31,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_31,True,,12,12,1.0,,,,,1,idle,,13,angry,,,
event_lionheart_05_e_32,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_32,True,,12,12,1.0,,,,,1,idle,,13,angry,,,
event_lionheart_05_e_33,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_33,True,,12,12,1.0,,,,,1,idle,,13,angry,,,
event_lionheart_05_e_34,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_34,True,,12,12,1.0,,,,,1,idle,,13,sad,,,
event_lionheart_05_e_35,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_35,True,,12,12,1.0,,,,,1,idle,,13,sad,,,
event_lionheart_05_e_36,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_36,True,,12,12,1.0,,,,,1,idle,,13,sad,,,
event_lionheart_05_e_37,40037,event_lionheart_05_e,Narration,leona_no,,Locale_SubScenario:event_lionheart_05_e_37,False,,12,12,1.0,,sfx_scn_fingerwhistle,Low_2,,1,idle,,13,sad,,,
event_lionheart_05_e_38,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_38,True,,12,12,1.0,,,,,1,idle,,13,sad,,,
event_lionheart_05_e_39,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_39,True,,12,12,1.0,,,,,1,idle,,13,sad,,,
event_lionheart_05_e_40,40037,event_lionheart_05_e,Self,biscuit,,Locale_SubScenario:event_lionheart_05_e_40,False,,12,12,1.0,,,,,1,idle,,13,sad,,,
event_lionheart_05_e_41,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_41,True,,12,XS_130,1.0,,,,,1,idle,,13,sad,,,
event_lionheart_05_e_42,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_42,True,,XS_130,XS_130,1.0,,,,,1,idle,,13,sad,,,
event_lionheart_05_e_43,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_43,True,,XS_130,XS_130,1.0,,,,,1,idle,,13,angry,,,
event_lionheart_05_e_44,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_44,True,,XS_130,Leo_10,1.0,,,,,1,idle,,13,angry,,,
event_lionheart_05_e_45,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_45,True,,Leo_10,Leo_10,1.0,,,,,1,idle,,13,angry,,,
event_lionheart_05_e_46,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_46,True,,XS_130,XS_130,1.0,,,,,1,idle,,13,sad,,,
event_lionheart_05_e_47,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_47,True,,XS_130,XS_130,1.0,,,,,1,idle,,13,angry,,,
event_lionheart_05_e_48,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_48,True,,XS_130,XS_130,1.0,,,,,1,idle,,13,angry,,,
event_lionheart_05_e_49,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_49,True,,XS_130,XS_130,1.0,,,,,1,idle,,13,angry,,,
event_lionheart_05_e_50,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_50,True,,Leo_10,Leo_10,1.0,,,,,1,sad,,13,angry,,,
event_lionheart_05_e_51,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_51,True,,Leo_10,Leo_10,1.0,,,,,1,sad,,13,sad,,,
event_lionheart_05_e_52,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_52,True,,Leo_10,Leo_10,1.0,,,,,1,sad,,13,sad,,,
event_lionheart_05_e_53,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_53,True,,Leo_10,Leo_10,1.0,,,,,1,sad,,13,sad,,,
event_lionheart_05_e_54,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_54,True,,Leo_10,Leo_10,1.0,,,,,1,sad,,13,sad,,,
event_lionheart_05_e_55,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_55,True,,Leo_10,12,1.0,,,,,1,sad,,13,sad,,,
event_lionheart_05_e_56,40037,event_lionheart_05_e,Monologue,biscuit,,Locale_SubScenario:event_lionheart_05_e_56,False,,12,12,1.0,,,,,1,sad,,13,sad,,,
event_lionheart_05_e_57,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_57,True,,12,12,1.0,,,,,1,idle,,13,sad,,,
event_lionheart_05_e_58,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_58,True,,12,12,1.0,,,,,1,idle,,13,sad,,,
event_lionheart_05_e_59,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_59,True,,12,12,1.0,,,,,1,idle,,13,sad,,,
event_lionheart_05_e_60,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_60,True,,12,12,1.0,,,,,1,idle,,13,sad,,,
event_lionheart_05_e_61,40037,event_lionheart_05_e,Speech,timi,timi,Locale_SubScenario:event_lionheart_05_e_61,True,,black,black,1.0,,sfx_scn_lionroar,,,1,idle,,13,sad,,,
event_lionheart_05_e_62,40037,event_lionheart_05_e,Monologue,timi,,Locale_SubScenario:event_lionheart_05_e_62,False,,12,12,1.0,,,,,1,idle,,13,idle,,,
event_lionheart_05_e_63,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_63,True,,12,XS_130,1.0,,,,,1,idle,,13,idle,timi,7,idle
event_lionheart_05_e_64,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_64,True,,XS_130,XS_130,1.0,,,,,1,idle,,13,idle,,3,idle
event_lionheart_05_e_65,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_65,True,,XS_130,Leo_10,1.0,,,,,1,idle,,13,idle,,3,idle
event_lionheart_05_e_66,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_66,True,,Leo_10,2,1.0,,,,,1,idle,,13,idle,,3,idle
event_lionheart_05_e_67,40037,event_lionheart_05_e,Speech,timi,timi,Locale_SubScenario:event_lionheart_05_e_67,True,,2,2,1.0,,sfx_scn_lionroar,,,1,idle,,13,idle,,3,sad
event_lionheart_05_e_68,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_68,True,,2,2,1.0,,,,,1,idle,,13,idle,,3,sad
event_lionheart_05_e_69,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_69,True,,2,2,1.0,,,,,1,delight,,13,idle,,3,sad
event_lionheart_05_e_70,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_70,True,,2,2,1.0,,,,,1,idle,,13,idle,,3,sad
event_lionheart_05_e_71,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_71,True,,2,2,1.0,,,,,1,idle,,13,idle,,3,sad
event_lionheart_05_e_72,40037,event_lionheart_05_e,Speech,timi,timi,Locale_SubScenario:event_lionheart_05_e_72,True,,2,2,1.0,,sfx_scn_lionroar,,,1,idle,,13,idle,,3,sad
event_lionheart_05_e_73,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_73,True,,2,2,1.0,,,,,1,idle,,13,idle,,3,sad
event_lionheart_05_e_74,40037,event_lionheart_05_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_05_e_74,True,,2,2,1.0,,,,,1,idle,,13,idle,,3,shy
event_lionheart_05_e_75,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_75,True,,2,13,2.0,,,,,1,idle,,13,idle,,3,idle
event_lionheart_05_e_76,40037,event_lionheart_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_05_e_76,True,,13,XS_130,1.0,,,,,1,idle,,13,idle,,3,idle
event_lionheart_05_e_77,40037,event_lionheart_05_e,Self,biscuit,,Locale_SubScenario:event_lionheart_05_e_77,False,,XS_130,XS_130,1.0,,,,,1,idle,,13,idle,,3,idle
event_lionheart_05_e_78,40037,event_lionheart_05_e,Monologue,biscuit,,Locale_SubScenario:event_lionheart_05_e_78,False,,XS_130,XS_130,1.0,,,,,1,idle,,13,idle,,3,idle
event_lionheart_05_e_79,40037,event_lionheart_05_e,Monologue,biscuit,,Locale_SubScenario:event_lionheart_05_e_79,False,,black,black,1.0,,,,,1,idle,,13,idle,,3,idle
