id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_lastkingdom1_06_s_11,40045,event_lastkingdom1_06_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_06_s_11,True,,113,113,1.0,,,,1,idle,,,13,angry,,,3,idle,,,5,idle,
event_lastkingdom1_06_s_12,40045,event_lastkingdom1_06_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_06_s_12,True,,113,113,1.0,,,,1,idle,,,13,angry,,,3,idle,,,5,idle,
event_lastkingdom1_06_s_13,40045,event_lastkingdom1_06_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_06_s_13,True,,113,113,1.0,,,,1,idle,,,13,sad2,,,3,idle,,,5,idle,
event_lastkingdom1_06_s_14,40045,event_lastkingdom1_06_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_06_s_14,True,,113,113,1.0,,,,1,idle,,,13,sad2,,,3,idle,,,5,idle,
event_lastkingdom1_06_s_15,40045,event_lastkingdom1_06_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_06_s_15,True,,113,113,1.0,,,,1,idle,,,13,sad2,,,3,idle,,,5,idle,
event_lastkingdom1_06_s_16,40045,event_lastkingdom1_06_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_06_s_16,True,,113,10,1.0,,,,1,idle,,,13,sad2,,,3,idle,,,5,idle,
event_lastkingdom1_06_s_17,40045,event_lastkingdom1_06_s,Narration,crown,,Locale_MainScenario:event_lastkingdom1_06_s_17,False,,10,10,1.0,,sfx_scn_mechanichorse,,1,idle,,,13,sad2,,,3,idle,,,5,idle,
event_lastkingdom1_06_s_18,40045,event_lastkingdom1_06_s,Narration,crown,,Locale_MainScenario:event_lastkingdom1_06_s_18,False,,10,100,1.0,,,,1,idle,,,13,sad2,,,3,idle,,,5,idle,
event_lastkingdom1_06_s_19,40045,event_lastkingdom1_06_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_06_s_19,True,,100,XS_300,1.0,,,,1,idle,,,13,sad2,,,3,surprise,,,5,idle,
event_lastkingdom1_06_s_20,40045,event_lastkingdom1_06_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_06_s_20,True,,XS_300,XS_300,1.0,,,,1,idle,,,13,sad2,,,3,surprise,,,5,idle,
event_lastkingdom1_06_s_21,40045,event_lastkingdom1_06_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_06_s_21,True,,100,100,1.0,,,,1,idle,,,13,sad2,,,3,surprise,,,5,idle,
event_lastkingdom1_06_s_22,40045,event_lastkingdom1_06_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_06_s_22,True,,1300,130,0.5,,,,1,idle,,,13,angry,,,3,surprise,,,5,idle,
event_lastkingdom1_06_s_23,40045,event_lastkingdom1_06_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_06_s_23,False,,10,10,1.0,,,,1,idle,,,13,angry,,,3,surprise,,,5,idle,
event_lastkingdom1_06_s_24,40045,event_lastkingdom1_06_s,Narration,crown,,Locale_MainScenario:event_lastkingdom1_06_s_24,False,,black,black,1.0,,sfx_scn_fly,,1,idle,,,13,angry,,,3,surprise,,,5,idle,
event_lastkingdom1_06_s_25,40045,event_lastkingdom1_06_s,Narration,crown,,Locale_MainScenario:event_lastkingdom1_06_s_25,False,,black,black,1.0,none,sfx_scn_heavymetaldrop,,1,idle,,,13,angry,,,3,surprise,,,5,idle,
event_lastkingdom1_06_s_26,40045,event_lastkingdom1_06_s,Narration,crown,,Locale_MainScenario:event_lastkingdom1_06_s_26,False,EventScene_lastkingdom_03,black,black,1.0,,,,1,idle,crown,,13,angry,marian_q,,3,surprise,kilo,,5,idle,talos
event_lastkingdom1_06_s_27,40045,event_lastkingdom1_06_s,Narration,crown,,Locale_MainScenario:event_lastkingdom1_06_s_27,False,,chimebox_01,chimebox_02,1.0,,sfx_scn_heavyboxrolling,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_28,40045,event_lastkingdom1_06_s,Narration,crown,,Locale_MainScenario:event_lastkingdom1_06_s_28,False,,chimebox_02,chimebox_02,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_29,40045,event_lastkingdom1_06_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_06_s_29,True,,chimebox_02,chimebox_02,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_30,40045,event_lastkingdom1_06_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_06_s_30,True,,chimebox_02,chimebox_03,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_31,40045,event_lastkingdom1_06_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_06_s_31,True,,chimebox_03,chimebox_03,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_32,40045,event_lastkingdom1_06_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_06_s_32,True,,chimebox_03,chimebox_03,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_33,40045,event_lastkingdom1_06_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_06_s_33,True,,chimebox_03,chimebox_03,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_34,40045,event_lastkingdom1_06_s,Narration,talos,,Locale_MainScenario:event_lastkingdom1_06_s_34,False,,chimebox_03,chimebox_03,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_35,40045,event_lastkingdom1_06_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_06_s_35,True,,chimebox_03,chimebox_03,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_36,40045,event_lastkingdom1_06_s,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_06_s_36,True,,chimebox_03,chimebox_03,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_37,40045,event_lastkingdom1_06_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_06_s_37,True,,chimebox_03,chimebox_02,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_38,40045,event_lastkingdom1_06_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_06_s_38,True,,chimebox_02,chimebox_02,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_39,40045,event_lastkingdom1_06_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_06_s_39,True,,chimebox_02,chimebox_02,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_40,40045,event_lastkingdom1_06_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_06_s_40,True,,chimebox_02,chimebox_02,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_41,40045,event_lastkingdom1_06_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_06_s_41,True,,chimebox_02,chimebox_02,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_42,40045,event_lastkingdom1_06_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_06_s_42,True,,chimebox_02,chimebox_02,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_43,40045,event_lastkingdom1_06_s,Narration,crown,,Locale_MainScenario:event_lastkingdom1_06_s_43,False,EventScene_lastkingdom_04_1,chimebox_02,1,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_44,40045,event_lastkingdom1_06_s,Narration,crown,,Locale_MainScenario:event_lastkingdom1_06_s_44,False,,1,1,1.0,,sfx_scn_metalboxopenslowly,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_45,40045,event_lastkingdom1_06_s,Narration,crown,,Locale_MainScenario:event_lastkingdom1_06_s_45,False,EventScene_lastkingdom_04_2,1,10,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_46,40045,event_lastkingdom1_06_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_06_s_46,True,,10,10,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_47,40045,event_lastkingdom1_06_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_06_s_47,True,,10,1,1.0,,,,,,,,,,,,,,,,,,
event_lastkingdom1_06_s_48,40045,event_lastkingdom1_06_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_06_s_48,True,,1,1,1.0,,,,,,,,,,,,,,,,,,
