id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade
event_footstepwalkrun2_02_e_53,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_53,True,,1,idle,,13,think,,113,113,1.0,,
event_footstepwalkrun2_02_e_54,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_54,True,,1,idle,,13,idle,,113,113,1.0,,
event_footstepwalkrun2_02_e_55,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_55,True,,1,idle,,13,idle,,113,113,1.0,,
event_footstepwalkrun2_02_e_56,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_56,True,,1,idle,,13,idle,,113,113,1.0,,
event_footstepwalkrun2_02_e_57,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_57,True,,1,idle,,13,idle,,113,113,1.0,,
event_footstepwalkrun2_02_e_58,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_58,True,,1,idle,,13,idle,,113,113,1.0,,
event_footstepwalkrun2_02_e_59,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_59,True,,1,idle,,13,think,,113,130,1.0,,
event_footstepwalkrun2_02_e_60,40066,event_footstepwalkrun2_02_e,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_02_e_60,True,,1,idle,,13,think,,130,130,1.0,,
event_footstepwalkrun2_02_e_61,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_61,True,,1,idle,,13,think,,130,10,1.0,,
event_footstepwalkrun2_02_e_62,40066,event_footstepwalkrun2_02_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_02_e_62,True,,1,idle,,13,think,,10,100,1.0,,
