id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker
event_footstepwalkrun1_02_s_16,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_16,False,,1,pain,,10,10,1.0,,rapi_h,doctor
event_footstepwalkrun1_02_s_17,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_17,False,,1,pain,,10,10,1.0,,rapi_h,rapi_h
event_footstepwalkrun1_02_s_18,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_18,True,,1,pain,,10,100,1.0,,rapi_h,rapi_h
event_footstepwalkrun1_02_s_19,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_19,False,,1,pain,,100,100,1.0,,rapi_h,doctor
event_footstepwalkrun1_02_s_20,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_20,True,,1,pain,,100,100,1.0,,rapi_h,rapi_h
event_footstepwalkrun1_02_s_21,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_21,True,,1,pain,,100,10,1.0,,rapi_h,rapi_h
event_footstepwalkrun1_02_s_22,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_22,False,,1,pain,,10,10,1.0,,rapi_h,doctor
event_footstepwalkrun1_02_s_23,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_23,False,,1,pain,,10,10,1.0,,rapi_h,doctor
event_footstepwalkrun1_02_s_24,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_24,False,,1,pain,,10,10,1.0,,rapi_h,doctor
event_footstepwalkrun1_02_s_25,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_25,False,,1,pain,,10,10,1.0,,rapi_h,doctor
event_footstepwalkrun1_02_s_26,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_26,False,,1,pain,,10,10,1.0,,rapi_h,doctor
event_footstepwalkrun1_02_s_27,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_27,False,,1,pain,,10,10,1.0,,rapi_h,doctor
event_footstepwalkrun1_02_s_28,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_28,False,,1,pain,,10,10,1.0,,rapi_h,doctor
event_footstepwalkrun1_02_s_29,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_29,False,,1,pain,,10,10,1.0,,rapi_h,doctor
event_footstepwalkrun1_02_s_30,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_30,False,,1,pain,,10,10,1.0,,rapi_h,doctor
event_footstepwalkrun1_02_s_31,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_31,False,,1,pain,,10,10,1.0,,rapi_h,doctor
event_footstepwalkrun1_02_s_32,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_32,False,,1,pain,,10,10,1.0,,rapi_h,doctor
event_footstepwalkrun1_02_s_33,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_33,False,,1,pain,,10,10,1.0,,rapi_h,rapi_h
event_footstepwalkrun1_02_s_34,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_34,False,,1,pain,,10,10,1.0,,rapi_h,doctor
event_footstepwalkrun1_02_s_35,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_35,False,,1,pain,,10,10,1.0,,rapi_h,doctor
event_footstepwalkrun1_02_s_36,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_36,True,,1,pain,,10,10,1.0,,rapi_h,rapi_h
event_footstepwalkrun1_02_s_37,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_37,False,,1,pain,,10,10,1.0,,rapi_h,doctor
event_footstepwalkrun1_02_s_38,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_38,True,,1,pain,,10,100,1.5,,rapi_h,rapi_h
event_footstepwalkrun1_02_s_39,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_39,False,,1,pain,,100,10,0.7,,rapi_h,doctor
event_footstepwalkrun1_02_s_40,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_40,False,,1,pain,,10,10,1.0,,rapi_h,doctor
event_footstepwalkrun1_02_s_41,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_41,False,,1,pain,,10,10,1.0,,rapi_h,rapi_h
event_footstepwalkrun1_02_s_42,40066,event_footstepwalkrun1_02_s,Speech,Locale_MainScenario:event_footstepwalkrun1_02_s_42,True,,1,pain,,10,100,1.0,,rapi_h,rapi_h
