id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,characters/0/hide_char_id,set_filter_01,fade,play_sound,set_camera_shake
event_ltk_03_s_39,40012,event_ltk_03_s,Speech,d,Locale_SubScenario:event_ltk_03_s_39,True,,1,1,1.0,,,1,think,d,,Blur_Low,,,
event_ltk_03_s_40,40012,event_ltk_03_s,Self,Self,Locale_SubScenario:event_ltk_03_s_40,False,,1,1,1.0,,,1,think,d,,Blur_Low,,,
event_ltk_03_s_41,40012,event_ltk_03_s,Speech,d,Locale_SubScenario:event_ltk_03_s_41,True,,1,10,2.0,,,1,idle,d,,Blur_Low,,,
event_ltk_03_s_42,40012,event_ltk_03_s,Speech,d,Locale_SubScenario:event_ltk_03_s_42,True,,10,10,1.0,,,1,idle,d,,Blur_Low,,,
event_ltk_03_s_43,40012,event_ltk_03_s,Narration,Narration,Locale_SubScenario:event_ltk_03_s_43,False,,black,black,1.0,,,1,idle,d,,Blur_Low,,,
event_ltk_03_s_44,40012,event_ltk_03_s,Self,Self,Locale_SubScenario:event_ltk_03_s_44,False,,10,10,1.0,,,1,idle,d,,Blur_Low,,,
event_ltk_03_s_45,40012,event_ltk_03_s,Narration,Narration,Locale_SubScenario:event_ltk_03_s_45,False,,black,black,1.0,,,1,idle,d,,Blur_Low,,sfx_scn_hang,
event_ltk_03_s_46,40012,event_ltk_03_s,Self,Self,Locale_SubScenario:event_ltk_03_s_46,False,,10,10,1.0,,,1,idle,d,,Blur_Low,,,
event_ltk_03_s_47,40012,event_ltk_03_s,Speech,d,Locale_SubScenario:event_ltk_03_s_47,True,,10,1,2.0,,,1,think,d,,Blur_Low,,,
event_ltk_03_s_48,40012,event_ltk_03_s,Monologue,Monologue,Locale_SubScenario:event_ltk_03_s_48,False,,1,1,1.0,,,1,think,,,Blur_Low,,,
event_ltk_03_s_49,40012,event_ltk_03_s,Monologue,Monologue,Locale_SubScenario:event_ltk_03_s_49,False,,1,1,1.0,,,1,idle,,,Blur_Low,,,
event_ltk_03_s_50,40012,event_ltk_03_s,Monologue,Monologue,Locale_SubScenario:event_ltk_03_s_50,False,,1,15,2.0,,,1,idle,,,Blur_Middle,,,
event_ltk_03_s_51,40012,event_ltk_03_s,Monologue,Monologue,Locale_SubScenario:event_ltk_03_s_51,False,,15,1500,2.0,,,1,idle,,,Blur_Middle,,,
event_ltk_03_s_52,40012,event_ltk_03_s,Narration,Narration,Locale_SubScenario:event_ltk_03_s_52,False,,black,black,1.0,,,1,idle,,,Blur_Middle,,sfx_scn_hang,
event_ltk_03_s_53,40012,event_ltk_03_s,Monologue,Monologue,Locale_SubScenario:event_ltk_03_s_53,False,,15,15,1.0,,,1,idle,,,Blur_Middle,,,
event_ltk_03_s_54,40012,event_ltk_03_s,Self,Self,Locale_SubScenario:event_ltk_03_s_54,False,,15,15,1.0,,,1,idle,,,Blur_Middle,,,
event_ltk_03_s_55,40012,event_ltk_03_s,Speech,d,Locale_SubScenario:event_ltk_03_s_55,False,,15,1,2.0,,,1,idle,d,,Blur_Low,,,
event_ltk_03_s_56,40012,event_ltk_03_s,Speech,d,Locale_SubScenario:event_ltk_03_s_56,False,,1,10,0.3,bgm_story_trauma,,1,surprise,d,,Blur_Low,,,
event_ltk_03_s_57,40012,event_ltk_03_s,Speech,d,Locale_SubScenario:event_ltk_03_s_57,True,,10,10,1.0,,,1,angry,d,,Blur_Low,,,
event_ltk_03_s_58,40012,event_ltk_03_s,Self,Self,Locale_SubScenario:event_ltk_03_s_58,False,,10,10,1.0,,,1,angry,d,,Blur_Low,,,
event_ltk_03_s_59,40012,event_ltk_03_s,Speech,d,Locale_SubScenario:event_ltk_03_s_59,True,,10,100,1.0,,,1,angry,d,,Blur_Low,,,
event_ltk_03_s_60,40012,event_ltk_03_s,Monologue,Monologue,Locale_SubScenario:event_ltk_03_s_60,False,,black,black,1.0,,,1,angry,d,d,Blur_Low,,,
event_ltk_03_s_61,40012,event_ltk_03_s,Narration,Narration,Locale_SubScenario:event_ltk_03_s_61,False,,black,black,1.0,,,,,d,,Blur_Low,,sfx_scn_hang,
event_ltk_03_s_62,40012,event_ltk_03_s,Speech,d,Locale_SubScenario:event_ltk_03_s_62,False,,900,900,1.0,,,,,d,,Blur_Low,,,
event_ltk_03_s_63,40012,event_ltk_03_s,Speech,d,Locale_SubScenario:event_ltk_03_s_63,True,,900,900,1.0,,,,,d,,Blur_Low,,,
event_ltk_03_s_64,40012,event_ltk_03_s,Self,Self,Locale_SubScenario:event_ltk_03_s_64,False,,900,900,1.0,,,,,d,,Blur_Low,,,
event_ltk_03_s_65,40012,event_ltk_03_s,Speech,d,Locale_SubScenario:event_ltk_03_s_65,True,,900,900,1.0,,,,,d,,Blur_Low,,,
event_ltk_03_s_66,40012,event_ltk_03_s,Self,Self,Locale_SubScenario:event_ltk_03_s_66,False,,900,900,1.0,,,,,d,,Blur_Low,,,
event_ltk_03_s_67,40012,event_ltk_03_s,Narration,Narration,Locale_SubScenario:event_ltk_03_s_67,False,,900,900,1.0,,,,,d,,Blur_Low,,,Low_2
event_ltk_03_s_68,40012,event_ltk_03_s,Narration,Narration,Locale_SubScenario:event_ltk_03_s_68,False,,900,900,1.0,,,,,d,,Blur_Low,,,Low_2
event_ltk_03_s_69,40012,event_ltk_03_s,Monologue,Monologue,Locale_SubScenario:event_ltk_03_s_69,False,,900,900,1.0,,,,,d,,Blur_Low,,,
event_ltk_03_s_70,40012,event_ltk_03_s,Speech,d,Locale_SubScenario:event_ltk_03_s_70,False,,900,900,1.0,,,,,d,,Blur_Low,,,
event_ltk_03_s_71,40012,event_ltk_03_s,Self,Self,Locale_SubScenario:event_ltk_03_s_71,False,,900,900,1.0,,,,,d,,Blur_Low,,,
event_ltk_03_s_72,40012,event_ltk_03_s,Narration,Narration,Locale_SubScenario:event_ltk_03_s_72,False,,black,black,1.0,,,,,d,,Blur_Low,,sfx_scn_hang,
event_ltk_03_s_73,40012,event_ltk_03_s,Speech,d,Locale_SubScenario:event_ltk_03_s_73,True,,900,900,1.0,,,,,d,,Blur_Low,,,
event_ltk_03_s_74,40012,event_ltk_03_s,Narration,Narration,Locale_SubScenario:event_ltk_03_s_74,False,,900,900,1.0,,,,,,,Blur_Low,,,Low_2
event_ltk_03_s_75,40012,event_ltk_03_s,Narration,Narration,Locale_SubScenario:event_ltk_03_s_75,False,,900,900,1.0,,,,,,,Blur_Low,,,Low_2
event_ltk_03_s_76,40012,event_ltk_03_s,Narration,Narration,Locale_SubScenario:event_ltk_03_s_76,False,,black,black,1.0,,,,,,,Blur_Low,,sfx_scn_hang,
event_ltk_03_s_77,40012,event_ltk_03_s,Monologue,Monologue,Locale_SubScenario:event_ltk_03_s_77,False,,900,900,1.0,,,,,,,Blur_Low,,,
event_ltk_03_s_78,40012,event_ltk_03_s,Monologue,Monologue,Locale_SubScenario:event_ltk_03_s_78,False,,900,900,1.0,,,,,,,Blur_Low,,,
event_ltk_03_s_79,40012,event_ltk_03_s,Monologue,Monologue,Locale_SubScenario:event_ltk_03_s_79,False,,900,900,1.0,,,,,,,Blur_Low,,,
event_ltk_03_s_80,40012,event_ltk_03_s,Narration,Narration,Locale_SubScenario:event_ltk_03_s_80,False,,black,black,1.0,,,,,,,Blur_Low,,sfx_scn_hang,
