id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,highlight,speaker,effects/0/stop_effect_id,play_sound,set_camera_shake,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_filter_01,fade,characters/1/hide_char_id,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_boomsday_01_s_26,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_26,True,,1,worry,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_27,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_27,True,,1,idle,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_28,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_28,True,,1,delight,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_29,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_29,True,,1,delight,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_30,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_30,True,,1,worry,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_31,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_31,False,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,
event_boomsday_01_s_32,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_32,True,,1,worry,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_33,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_33,True,,1,idle,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_34,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_34,True,,1,idle,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_35,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_35,True,,1,delight,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_36,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_36,False,,1,idle,NikkeCorridor,black,black,1.0,none,,,,,,fx_Eventscene_camera_recording,,,,,,,,,,,,,
event_boomsday_01_s_37,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_37,False,,1,idle,,9,9,1.0,bgm_story_orangepop,,,,,,,,,,,,,,,,,,,
event_boomsday_01_s_38,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_38,True,,1,pain,,9,1,1.7,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_39,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_39,True,,1,pain,,1,1,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_40,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_40,True,,1,think,,1,1,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_41,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_41,True,,1,idle,,1,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_42,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_42,False,,1,idle,,17,170,0.5,,,,,,,,sfx_scn_shootinggame,,,,,,,,,,,,
event_boomsday_01_s_43,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_43,False,,1,idle,,170,170,1.0,,,,,,,,,,,,,,,,,,,,
event_boomsday_01_s_44,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_44,True,,1,worry,,170,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_45,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_45,True,,1,delight,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_46,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_46,True,,1,idle,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_47,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_47,True,,1,idle,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_48,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_48,False,,1,idle,,17,170,0.5,,,,,,,,sfx_scn_shootinggame,,,,,,,,,,,,
event_boomsday_01_s_49,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_49,True,,1,idle,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_50,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_50,True,,1,delight,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_51,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_51,True,,1,delight,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_52,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_52,False,,1,idle,,17,170,0.5,,,,,,,,sfx_scn_shootinggame,,,,,,,,,,,,
event_boomsday_01_s_53,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_53,True,,1,worry,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_54,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_54,False,,1,worry,,17,170,0.5,,,,,,,,sfx_scn_shootinggame,,,,,,,,,,,,
event_boomsday_01_s_55,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_55,True,,1,think,,S_10,S_10,1.0,none,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_56,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_56,False,,1,think,,S_10,S_100,1.0,,,,,,,,,,,,,,,,,,,,
event_boomsday_01_s_57,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_57,False,,1,think,,S_100,S_100,1.0,,,,,,,,,,,,,,,,,,,,
event_boomsday_01_s_58,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_58,True,,1,idle,,S_100,S_100,1.0,bgm_risk,,,,trony,trony,,,,,,,,,,,,,,
event_boomsday_01_s_59,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_59,True,,1,surprise,,S_100,S_10,1.0,,,,,elegg,elegg,,,Low_2,,,,,,,,,,,
event_boomsday_01_s_60,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_60,False,,1,surprise,,17,170,0.5,,,,,,,,sfx_scn_shootinggame,,,,,,,,,,,,
event_boomsday_01_s_61,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_61,False,,1,surprise,,170,170,1.0,,,,,,,,,,,,,,,,,,,,
event_boomsday_01_s_62,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_62,False,,1,think,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_63,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_63,True,,1,think,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_64,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_64,False,,1,think,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,
event_boomsday_01_s_65,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_65,False,,1,think,,black,black,1.0,,,,,,,,,,,,,,,,,,,,
event_boomsday_01_s_66,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_66,True,,1,think,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_67,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_67,True,,1,think,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_68,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_68,False,,1,think,,S_10,S_100,1.0,,,,,,,,,,,,,,,,,,,,
event_boomsday_01_s_69,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_69,False,,1,think,,S_100,S_100,1.0,,,,,,,,,,,,,,,,,,,,
event_boomsday_01_s_70,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_70,False,,1,think,none,S_100,9,1.0,,,,,,,,,,,,,,,,,,,,
event_boomsday_01_s_71,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_71,False,,1,think,,9,9,1.0,,,,,,,,,,,,,,,,,,,,
event_boomsday_01_s_72,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_72,False,,1,think,,9,9,1.0,,,,,,,,,,,,,,,,,,,,
event_boomsday_01_s_73,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_73,False,,1,think,,9,9,1.0,,,,,,,,,,,,,,,,,,,,
event_boomsday_01_s_74,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_74,True,,1,delight,NikkeCorridor,9,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_75,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_75,True,,1,delight,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_76,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_76,True,,1,idle,Laboratory,12,12,1.0,,,,,elegg,elegg,,,,trony,13,think,Grey,black,,,,,,
event_boomsday_01_s_77,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_77,True,,1,idle,,12,12,1.0,,,,,trony,trony,,,,,13,think,Grey,,,,,,,
event_boomsday_01_s_78,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_78,False,,1,idle,,12,12,1.0,,,,,trony,trony,,,,,13,no,Grey,,,,,,,
event_boomsday_01_s_79,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_79,True,,1,idle,,12,12,1.0,,,,,trony,trony,,,,,13,no,Grey,,,,,,,
event_boomsday_01_s_80,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_80,True,,1,delight,,12,12,1.0,,,,,elegg,elegg,,,,,13,no,Grey,,,,,,,
event_boomsday_01_s_81,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_81,True,,1,delight,,12,12,1.0,,,,,elegg,elegg,,,,,13,no,Grey,,,,,,,
event_boomsday_01_s_82,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_82,True,,1,idle,,12,12,1.0,,,,,trony,trony,,,,,13,idle,Grey,,,,,,,
event_boomsday_01_s_83,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_83,True,,1,idle,,12,12,1.0,,,,,trony,trony,,,,,13,idle,Grey,,,,,,,
event_boomsday_01_s_84,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_84,True,,1,idle,,12,12,1.0,,,,,elegg,elegg,,,,,13,idle,Grey,,,,,,,
event_boomsday_01_s_85,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_85,True,,1,idle,,12,12,1.0,,,,,elegg,elegg,,,,,13,idle,Grey,,,,,,,
event_boomsday_01_s_86,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_86,True,,1,idle,,12,130,1.0,,,,,trony,trony,,,,,13,no,Grey,,,,,,,
event_boomsday_01_s_87,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_87,True,,1,idle,,130,130,1.0,,,,,trony,trony,,,,,13,no,Grey,,,,,,,
event_boomsday_01_s_88,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_88,False,,1,idle,,black,black,1.0,,,,,,,,,,,13,no,Grey,,,,,,,
event_boomsday_01_s_89,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_89,False,,1,idle,,black,black,1.0,,,,,,,,,,,13,no,Grey,,,,,,,
event_boomsday_01_s_90,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_90,True,,1,special,,S_10,S_10,1.0,,,,,elegg,elegg,,,Low_2,,13,no,Grey,,,,,,,
event_boomsday_01_s_91,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_91,True,,1,special,,S_10,12,1.0,,,,,trony,trony,,,,,13,shy,Grey,,,,,,,
event_boomsday_01_s_92,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_92,True,,1,idle,,black,black,1.0,,,,,elegg,elegg,,,,,7,shy,Grey,,trony,,,,,
event_boomsday_01_s_93,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_93,True,,1,think,NikkeCorridor,1,1,1.0,,,,,elegg,elegg,,,,,,,,black,,,,,,
event_boomsday_01_s_94,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_94,False,,1,think,,1,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_95,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_95,False,,1,think,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,
event_boomsday_01_s_96,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_96,True,,1,idle,,S_10,S_10,1.0,,,,,elegg,elegg,,,,,,,,,,,,,,
event_boomsday_01_s_97,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_97,False,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,,elegg,,,,
event_boomsday_01_s_98,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_98,False,,,,ArkRuinIndoor,S_10,6,1.0,,,,,,,,sfx_scn_shootinggame,,trony,7,idle,,,,,trony1,5,idle,
event_boomsday_01_s_99,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_99,True,,,,,6,6,1.0,,,,,trony1,trony1,,,,,7,idle,,,,,,5,idle,
event_boomsday_01_s_100,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_100,True,,,,,6,6,1.0,,,,,trony1,trony1,,,,,7,idle,,,,,,5,idle,
event_boomsday_01_s_101,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_101,True,,,,,6,6,1.0,,,,,trony,trony,,,,,7,idle,,,,,,5,idle,
event_boomsday_01_s_102,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_102,False,,,,,6,6,1.0,,,,,,,,sfx_scn_shootinggame,,,7,idle,,,,,,5,idle,
event_boomsday_01_s_103,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_103,True,,,,,6,6,1.0,,,,,trony1,trony1,,,,,7,idle,,,,,,5,idle,
event_boomsday_01_s_104,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_104,True,,,,,6,6,1.0,,,,,trony,trony,,,,,7,idle,,,,,,5,idle,
event_boomsday_01_s_105,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_105,False,,,,,6,6,1.0,,,,,,,,sfx_scn_shootinggame,,,7,idle,,,,,,5,idle,
event_boomsday_01_s_106,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_106,True,,,,,6,6,1.0,,,,,trony1,trony1,,,,,7,idle,,,,,,5,idle,
event_boomsday_01_s_107,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_107,False,,,,,6,6,1.0,,,,,,,,sfx_scn_shootinggame,,,7,idle,,,,,,5,idle,
event_boomsday_01_s_108,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_108,True,,,,,6,6,1.0,,,,,trony1,trony1,,,,,7,idle,,,,,,5,idle,
event_boomsday_01_s_109,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_109,False,,,,,6,6,1.0,,,,,trony,trony,,,,,7,sad,,,,,,5,idle,
event_boomsday_01_s_110,40040,event_boomsday_01_s,Speech,Locale_SubScenario:event_boomsday_01_s_110,True,,,,,black,black,1.0,,,,,trony,trony,,,,,7,sad,,,trony,,,5,idle,trony1
event_boomsday_01_s_111,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_111,False,,,,,black,black,1.0,,,,,,,,sfx_scn_bombjet,,,,,,,,,,,,
event_boomsday_01_s_112,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_112,False,,,,,1,10,1.0,,,,,,,,,,,,,,,,,,,,
event_boomsday_01_s_113,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_113,False,,,,,10,10,1.0,,,,,,,,sfx_scn_gameoverjingle,,,,,,,,,,,,
event_boomsday_01_s_114,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_114,False,,,,,10,10,1.0,,,,,,,,,,,,,,,,,,,,
event_boomsday_01_s_115,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_115,False,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,
event_boomsday_01_s_116,40040,event_boomsday_01_s,Narration,Locale_SubScenario:event_boomsday_01_s_116,False,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,
