id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,play_ambient,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,play_sound,set_camera_shake
event_icedragonsaga2_02_e_19,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_19,True,,1,1,1.0,,guillotine_w,,2,angry,,12,surprise,,,,,,14,idle,,,
event_icedragonsaga2_02_e_20,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_20,True,,1,1,1.0,,guillotine_w,,2,angry,,12,surprise,,,,,,14,idle,,,
event_icedragonsaga2_02_e_21,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_21,True,,1,1,1.0,,guillotine_w,,2,angry,,12,surprise,,,,,,14,idle,,,
event_icedragonsaga2_02_e_22,40065,event_icedragonsaga2_02_e,Speech,exia_c,Locale_MainScenario:event_icedragonsaga2_02_e_22,True,,S_140,S_140,1.0,,exia_c,,2,angry,,12,surprise,,,,,,14,sad,,,
event_icedragonsaga2_02_e_23,40065,event_icedragonsaga2_02_e,Speech,exia_c,Locale_MainScenario:event_icedragonsaga2_02_e_23,True,,S_140,S_140,1.0,,exia_c,,2,angry,,12,surprise,,,,,,14,sad,,,
event_icedragonsaga2_02_e_24,40065,event_icedragonsaga2_02_e,Speech,exia_c,Locale_MainScenario:event_icedragonsaga2_02_e_24,True,,S_140,S_140,1.0,,exia_c,,2,angry,,12,surprise,,,,,,14,sad,,,
event_icedragonsaga2_02_e_25,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_25,True,,1,1,1.0,,guillotine_w,,2,idle,,12,surprise,,,,,,14,sad,,,
event_icedragonsaga2_02_e_26,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_26,True,,1,L_120,1.0,none,maiden_w,,2,idle,,12,surprise,,,,,,14,idle,,,
event_icedragonsaga2_02_e_27,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_27,True,,L_120,L_120,1.0,,maiden_w,,2,idle,,12,surprise,,,,,,14,idle,,,
event_icedragonsaga2_02_e_28,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_28,True,,L_120,L_120,1.0,,maiden_w,,2,idle,,12,worry,,,,,,14,idle,,,
event_icedragonsaga2_02_e_29,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_29,True,,L_120,L_120,1.0,,maiden_w,,2,idle,,12,worry,,,,,,14,idle,,,
event_icedragonsaga2_02_e_30,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_30,True,,L_120,13,1.0,,maiden_w,,2,idle,,12,worry,,,,,,14,idle,,,
event_icedragonsaga2_02_e_31,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_31,True,,13,13,1.0,,maiden_w,,2,idle,,12,worry,,,,,,14,idle,,,
event_icedragonsaga2_02_e_32,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_32,True,,13,13,1.0,bgm_story_tepidappleade,maiden_w,,2,idle,,12,idle,,,,,,14,idle,,,
event_icedragonsaga2_02_e_33,40065,event_icedragonsaga2_02_e,Speech,exia_c,Locale_MainScenario:event_icedragonsaga2_02_e_33,True,,13,13,1.0,,exia_c,,2,idle,,12,idle,,,,,,14,idle,,,
event_icedragonsaga2_02_e_34,40065,event_icedragonsaga2_02_e,Speech,exia_c,Locale_MainScenario:event_icedragonsaga2_02_e_34,True,,13,13,1.0,,exia_c,,2,idle,,12,idle,,,,,,14,idle,,,
event_icedragonsaga2_02_e_35,40065,event_icedragonsaga2_02_e,Speech,exia_c,Locale_MainScenario:event_icedragonsaga2_02_e_35,True,,13,13,1.0,,exia_c,,2,idle,,12,idle,,,,,,14,idle,,,
event_icedragonsaga2_02_e_36,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_36,True,,13,13,1.0,,maiden_w,,2,idle,,12,shy,,,,,,14,idle,,,
event_icedragonsaga2_02_e_37,40065,event_icedragonsaga2_02_e,Speech,exia_c,Locale_MainScenario:event_icedragonsaga2_02_e_37,True,,13,13,1.0,,exia_c,,2,idle,,12,shy,,,,,,14,idle,,,
event_icedragonsaga2_02_e_38,40065,event_icedragonsaga2_02_e,Speech,exia_c,Locale_MainScenario:event_icedragonsaga2_02_e_38,True,,13,13,1.0,,exia_c,,2,idle,,12,shy,,,,,,14,idle,,,
event_icedragonsaga2_02_e_39,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_39,True,,13,13,1.0,,maiden_w,,2,idle,,12,worry,,,,,,14,idle,,,
event_icedragonsaga2_02_e_40,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_40,True,,13,13,1.0,,maiden_w,,2,idle,,12,worry,,,,,,14,idle,,,
event_icedragonsaga2_02_e_41,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_41,True,,13,XS_20,1.0,,guillotine_w,,2,idle,,12,worry,,,,,,14,idle,,,
event_icedragonsaga2_02_e_42,40065,event_icedragonsaga2_02_e,Self,,Locale_MainScenario:event_icedragonsaga2_02_e_42,False,,XS_20,XS_20,1.0,,guillotine_w,,2,idle,,12,worry,,,,,,14,idle,,,
event_icedragonsaga2_02_e_43,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_43,True,,XS_20,XS_20,1.0,,guillotine_w,,2,shy,,12,worry,,,,,,14,idle,exia_c,,
event_icedragonsaga2_02_e_44,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_44,True,,XS_20,XS_20,1.0,,guillotine_w,,2,shy,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_45,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_45,True,,XS_20,XS_20,1.0,,guillotine_w,,2,shy,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_46,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_46,True,,XS_20,L_120,1.0,,maiden_w,,2,shy,,12,idle,,,,,,,,,,
event_icedragonsaga2_02_e_47,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_47,True,,L_120,L_120,1.0,,maiden_w,,2,shy,,12,idle,,,,,,,,,,
event_icedragonsaga2_02_e_48,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_48,True,,L_120,L_120,1.0,,maiden_w,,2,shy,,12,idle,,,,,,,,,,
event_icedragonsaga2_02_e_49,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_49,True,,L_120,L_120,1.0,,maiden_w,,2,shy,,12,idle,,,,,,,,,,
event_icedragonsaga2_02_e_50,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_50,True,,L_120,L_120,1.0,,maiden_w,,2,shy,,12,idle,,,,,,,,,,
event_icedragonsaga2_02_e_51,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_51,True,,L_120,1,1.0,,guillotine_w,,2,delight,,12,idle,,,,,,,,,,
event_icedragonsaga2_02_e_52,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_52,True,,1,1,1.0,,guillotine_w,,2,delight,,12,idle,,,,,,,,,,
event_icedragonsaga2_02_e_53,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_53,True,,1,1,1.0,,maiden_w,,2,delight,,12,idle,,,,,,,,,,
event_icedragonsaga2_02_e_54,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_54,True,,1,1,1.0,none,maiden_w,,2,delight,,12,no,,,,,,,,,,
event_icedragonsaga2_02_e_55,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_55,True,,1,1,1.0,,guillotine_w,,2,surprise,,12,no,,,,,,,,,,
event_icedragonsaga2_02_e_56,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_56,True,,1,1,1.0,bgm_story_monochrome,maiden_w,,2,surprise,,12,no,,,,,,,,,,
event_icedragonsaga2_02_e_57,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_57,True,,1,1,1.0,,guillotine_w,,2,surprise,,12,no,,,,,,,,,,
event_icedragonsaga2_02_e_58,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_58,True,,1,1,1.0,,guillotine_w,,2,surprise,,12,no,,,,,,,,,,
event_icedragonsaga2_02_e_59,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_59,True,,1,1,1.0,,guillotine_w,,2,sad,,12,no,,,,,,,,,,
event_icedragonsaga2_02_e_60,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_60,True,,1,1,1.0,,maiden_w,,2,sad,,12,no,,,,,,,,,,
event_icedragonsaga2_02_e_61,40065,event_icedragonsaga2_02_e,Narration,,Locale_MainScenario:event_icedragonsaga2_02_e_61,False,,1,1,1.0,,,,2,idle,,12,no,,,,,,,,,,
event_icedragonsaga2_02_e_62,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_62,True,,1,XS_20,1.0,,guillotine_w,,2,idle,,12,idle,,,,,,,,,,
event_icedragonsaga2_02_e_63,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_63,True,,XS_20,XS_20,1.0,,guillotine_w,,2,idle,,12,idle,,,,,,,,,,
event_icedragonsaga2_02_e_64,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_64,True,,XS_20,XS_20,1.0,,guillotine_w,,2,idle,,12,idle,,,,,,,,,,
event_icedragonsaga2_02_e_65,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_65,True,,XS_20,XS_20,1.0,,guillotine_w,,2,idle,,12,idle,,,,,,,,,,
event_icedragonsaga2_02_e_66,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_66,True,,XS_20,XS_20,1.0,,guillotine_w,,2,idle,,12,idle,,,,,,,,,,
event_icedragonsaga2_02_e_67,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_67,True,,XS_20,XS_20,1.0,,guillotine_w,,2,idle,,12,idle,,,,,,,,,,
event_icedragonsaga2_02_e_68,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_68,True,,XS_20,XS_200,0.5,,guillotine_w,,2,angry,,12,idle,,,,,,,,,,
event_icedragonsaga2_02_e_69,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_69,True,,XS_200,XS_200,1.0,,guillotine_w,,2,angry,,12,idle,,,,,,,,,,
event_icedragonsaga2_02_e_70,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_70,True,,XS_200,XS_200,1.0,,guillotine_w,,2,angry,,12,idle,,,,,,,,,,
event_icedragonsaga2_02_e_71,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_71,True,,XS_200,1,1.0,,maiden_w,,2,idle,,12,shy,,,,,,,,,,
event_icedragonsaga2_02_e_72,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_72,True,,1,1,1.0,,maiden_w,,2,idle,,12,shy,,,,,,,,,,
event_icedragonsaga2_02_e_73,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_73,True,,1,1,1.0,,guillotine_w,,2,idle,,12,shy,,,,,,,,,,
event_icedragonsaga2_02_e_74,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_74,True,,1,1,1.0,,guillotine_w,,2,idle,,12,shy,,,,,,,,,,
event_icedragonsaga2_02_e_75,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_75,True,,1,1,1.0,,guillotine_w,,2,idle,,12,shy,,,,,,,,,,
event_icedragonsaga2_02_e_76,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_76,True,,1,1,1.0,,maiden_w,,2,idle,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_77,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_77,True,,1,1,1.0,,maiden_w,,2,idle,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_78,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_78,True,,1,1,1.0,,maiden_w,,2,idle,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_79,40065,event_icedragonsaga2_02_e,Self,,Locale_MainScenario:event_icedragonsaga2_02_e_79,False,,1,XS_20,1.0,,guillotine_w,,2,idle,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_80,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_80,True,,XS_20,XS_20,1.0,,guillotine_w,,2,think,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_81,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_81,True,,XS_20,XS_20,1.0,,guillotine_w,,2,think,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_82,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_82,True,,XS_20,XS_20,1.0,,guillotine_w,,2,idle,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_83,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_83,True,,XS_20,XS_20,1.0,,guillotine_w,,2,idle,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_84,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_84,True,,XS_20,XS_20,1.0,,guillotine_w,,2,idle,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_85,40065,event_icedragonsaga2_02_e,Self,,Locale_MainScenario:event_icedragonsaga2_02_e_85,False,,XS_20,XS_20,1.0,,guillotine_w,,2,idle,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_86,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_86,True,,XS_20,L_120,1.0,,maiden_w,,2,idle,,12,no,,,,,,,,,,
event_icedragonsaga2_02_e_87,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_87,True,,L_120,L_120,1.0,,maiden_w,,2,idle,,12,no,,,,,,,,,,
event_icedragonsaga2_02_e_88,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_88,True,,L_120,L_120,1.0,,maiden_w,,2,idle,,12,no,,,,,,,,,,
event_icedragonsaga2_02_e_89,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_89,True,,L_120,L_120,1.0,,maiden_w,,2,idle,,12,no,,,,,,,,,,
event_icedragonsaga2_02_e_90,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_90,True,,L_120,L_120,1.0,,maiden_w,,2,idle,,12,no,,,,,,,,,,
event_icedragonsaga2_02_e_91,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_91,True,,L_120,L_120,1.0,,maiden_w,,2,idle,,12,no,,,,,,,,,,
event_icedragonsaga2_02_e_92,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_92,True,,L_120,L_120,1.0,,maiden_w,,2,idle,,12,no,,,,,,,,,,
event_icedragonsaga2_02_e_93,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_93,True,,L_120,1,1.0,none,guillotine_w,,2,no,,12,no,,,,,,,,,,
event_icedragonsaga2_02_e_94,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_94,True,,1,1,1.0,,maiden_w,,2,no,,12,surprise,,,,,,,,,,
event_icedragonsaga2_02_e_95,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_95,True,,1,1,1.0,,guillotine_w,,2,no,,12,surprise,,,,,,,,,,
event_icedragonsaga2_02_e_96,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_96,True,,1,1,1.0,,guillotine_w,,2,no,,12,surprise,,,,,,,,,,
event_icedragonsaga2_02_e_97,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_97,True,,1,1,1.0,,guillotine_w,,2,no,,12,surprise,,,,,,,,,,
event_icedragonsaga2_02_e_98,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_98,True,,1,1,1.0,,guillotine_w,,2,no,,12,surprise,,,,,,,,,,
event_icedragonsaga2_02_e_99,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_99,True,,1,1,1.0,,maiden_w,,2,no,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_100,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_100,False,,1,1,1.0,,maiden_w,,2,no,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_101,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_101,True,,1,1,1.0,bgm_story_sceneofmemory,maiden_w,,2,no,,12,shy,,,,,,,,,,
event_icedragonsaga2_02_e_102,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_102,True,,1,1,1.0,,maiden_w,,2,no,,12,shy,,,,,,,,,,
event_icedragonsaga2_02_e_103,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_103,True,,1,1,1.0,,maiden_w,,2,no,,12,shy,,,,,,,,,,
event_icedragonsaga2_02_e_104,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_104,True,,1,1,1.0,,guillotine_w,,2,think,,12,shy,,,,,,,,,,
event_icedragonsaga2_02_e_105,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_105,True,,1,1,1.0,,guillotine_w,,2,think,,12,shy,,,,,,,,,,
event_icedragonsaga2_02_e_106,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_106,True,,1,1,1.0,,guillotine_w,,2,think,,12,shy,,,,,,,,,,
event_icedragonsaga2_02_e_107,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_107,True,,1,1,1.0,,guillotine_w,,2,think,,12,shy,,,,,,,,,,
event_icedragonsaga2_02_e_108,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_108,True,,1,1,1.0,,guillotine_w,,2,no,,12,shy,,,,,,,,,,
event_icedragonsaga2_02_e_109,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_109,True,,1,1,1.0,,maiden_w,,2,no,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_110,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_110,True,,1,1,1.0,,guillotine_w,,2,idle,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_111,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_111,True,,1,1,1.0,,guillotine_w,,2,idle,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_112,40065,event_icedragonsaga2_02_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_02_e_112,True,,1,1,1.0,,maiden_w,,2,idle,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_113,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_113,True,,1,XS_200,0.8,,guillotine_w,,2,idle,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_114,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_114,True,,XS_200,XS_200,1.0,,guillotine_w,,2,idle,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_115,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_115,True,,XS_200,XS_200,1.0,,guillotine_w,,2,idle,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_116,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_116,True,,XS_200,XS_200,1.0,,guillotine_w,,2,idle,,12,worry,,,,,,,,,,
event_icedragonsaga2_02_e_117,40065,event_icedragonsaga2_02_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_02_e_117,True,,XS_200,1,1.0,,guillotine_w,,2,no,,12,surprise,,,,,,,,,,
