id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,play_sound,fade,set_filter_01,set_filter_02
event_lifeagain_03_e_52,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_52,True,,5,idle,,3,idle,,3,3,1.0,,,,,,
event_lifeagain_03_e_53,40060,event_lifeagain_03_e,Self,nadia,Self,Locale_SubScenario:event_lifeagain_03_e_53,False,,5,idle,,3,idle,,3,3,1.0,,,,,,
event_lifeagain_03_e_54,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_54,True,,5,idle,,3,sad,,3,XS_30,1.0,,,,,,
event_lifeagain_03_e_55,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_55,True,,5,idle,,3,sad,,XS_30,XS_30,1.0,,,,,,
event_lifeagain_03_e_56,40060,event_lifeagain_03_e,Self,nadia,Self,Locale_SubScenario:event_lifeagain_03_e_56,False,,5,idle,,3,sad,,XS_30,XS_30,1.0,,,,,,
event_lifeagain_03_e_57,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_57,True,,5,idle,,3,angry,,XS_30,XS_30,1.0,,,,,,
event_lifeagain_03_e_58,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_58,True,,5,idle,,3,angry,,XS_30,XS_30,1.0,,,,,,
event_lifeagain_03_e_59,40060,event_lifeagain_03_e,Self,nadia,Self,Locale_SubScenario:event_lifeagain_03_e_59,False,,5,idle,,3,angry,,XS_30,XS_30,1.0,,,,,,
event_lifeagain_03_e_60,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_60,True,,5,idle,,3,idle,,XS_30,XS_30,1.0,,,,,,
event_lifeagain_03_e_61,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_61,True,,5,worry,,3,idle,,XS_30,4,1.0,none,,,,,
event_lifeagain_03_e_62,40060,event_lifeagain_03_e,Self,rumani,Self,Locale_SubScenario:event_lifeagain_03_e_62,False,,5,worry,,3,idle,,4,4,1.0,,,,,,
event_lifeagain_03_e_63,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_63,True,,5,worry,,3,angry,,4,4,1.0,bgm_intotheswarm,,,,,
event_lifeagain_03_e_64,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_64,True,,5,think,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_65,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_65,False,,5,think,,3,sad,,4,4,1.0,,,,,,
event_lifeagain_03_e_66,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_66,True,,5,think,,3,sad,,4,L_50,1.0,,,,,,
event_lifeagain_03_e_67,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_67,True,,5,angry,,3,sad,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_68,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_68,True,,5,angry,,3,sad,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_69,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_69,True,,5,angry,,3,sad,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_70,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_70,True,,5,angry,,3,sad,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_71,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_71,True,,5,angry,,3,sad,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_72,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_72,True,,5,angry,,3,sad,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_73,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_73,True,,5,think,,3,sad,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_74,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_74,True,,5,think,,3,sad,,XS_30,XS_30,1.0,,,,,,
event_lifeagain_03_e_75,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_75,True,,5,angry,,3,sad,,L_50,L_500,1.0,,,,,,
event_lifeagain_03_e_76,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_76,True,,5,think,,3,sad,,L_500,L_500,1.0,,,,,,
event_lifeagain_03_e_77,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_77,True,,5,think,,3,sad,,L_500,L_500,1.0,,,,,,
event_lifeagain_03_e_78,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_78,True,,5,think,,3,sad,,L_500,L_500,1.0,,,,,,
event_lifeagain_03_e_79,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_79,True,,5,think,,3,sad,,L_500,L_500,1.0,,,,,,
event_lifeagain_03_e_80,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_80,True,,5,think,,3,sad,,L_500,L_500,1.0,,,,,,
event_lifeagain_03_e_81,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_81,False,,5,think,,3,sad,,XS_30,XS_30,1.0,,,,,,
event_lifeagain_03_e_82,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_82,True,,5,think,,3,sad,,L_500,L_50,1.0,,,,,,
event_lifeagain_03_e_83,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_83,True,,5,think,,3,sad,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_84,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_84,True,,5,think,,3,sad,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_85,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_85,True,,5,think,,3,sad,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_86,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_86,True,,5,angry,,3,sad,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_87,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_87,True,,5,angry,,3,sad,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_88,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_88,True,,5,think,,3,sad,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_89,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_89,True,,5,think,,3,sad,,L_50,4,1.0,,,,,,
event_lifeagain_03_e_90,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_90,True,,5,think,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_91,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_91,True,,5,think,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_92,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_92,True,,5,think,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_93,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_93,False,,5,think,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_94,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_94,True,,5,worry,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_95,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_95,True,,5,think,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_96,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_96,True,,5,think,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_97,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_97,True,,5,angry,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_98,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_98,True,,5,angry,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_99,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_99,True,,5,worry,,3,angry,,4,4,1.0,,,,,,
event_lifeagain_03_e_100,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_100,False,,5,worry,,3,sad,,4,4,1.0,,,,,,
event_lifeagain_03_e_101,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_101,True,,5,think,,3,sad,,4,4,1.0,,,,,,
event_lifeagain_03_e_102,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_102,True,,5,think,,3,sad,,4,4,1.0,,,,,,
event_lifeagain_03_e_103,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_103,False,,5,think,,3,sad,,4,4,1.0,none,,,,,
event_lifeagain_03_e_104,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_104,True,,5,think,,3,sad,,4,4,1.0,,,,,,
event_lifeagain_03_e_105,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_105,True,,5,think,,3,idle,Park,4,17,1.0,bgm_story_marrybad,,,,Grey,Vignetting
event_lifeagain_03_e_106,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_106,True,,5,think,,3,idle,,17,17,1.0,,,,,Grey,Vignetting
event_lifeagain_03_e_107,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_107,True,,5,think,,3,idle,,17,17,1.0,,,,,Grey,Vignetting
event_lifeagain_03_e_108,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_108,True,,5,think,,3,idle,Hospital,17,19,1.0,,,,,Grey,Vignetting
event_lifeagain_03_e_109,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_109,True,,5,idle,,3,idle,,19,19,1.0,,,,,Grey,Vignetting
event_lifeagain_03_e_110,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_110,True,,5,idle,,3,idle,Park,19,17,1.0,,,,,Red,Vignetting
event_lifeagain_03_e_111,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_111,True,,5,idle,,3,sad,,17,17,1.0,,,,,Red,Vignetting
event_lifeagain_03_e_112,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_112,False,,5,idle,,3,sad,ShoppingMall,17,3,1.0,,,,,,
event_lifeagain_03_e_113,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_113,True,,5,idle,,3,sad,,3,XS_30,1.0,,,,,,
event_lifeagain_03_e_114,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_114,True,,5,idle,,3,sad,,XS_30,XS_30,1.0,,,,,,
event_lifeagain_03_e_115,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_115,True,,5,idle,,3,sad,,XS_30,XS_30,1.0,,,,,,
event_lifeagain_03_e_116,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_116,True,,5,idle,,3,sad,,XS_30,XS_30,1.0,,,,,,
event_lifeagain_03_e_117,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_117,True,,5,idle,,3,angry,,XS_30,XS_30,1.0,,,,,,
event_lifeagain_03_e_118,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_118,True,,5,idle,,3,angry,,XS_30,XS_30,1.0,,,,,,
event_lifeagain_03_e_119,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_119,True,,5,idle,,3,sad,,XS_30,XS_30,1.0,,,,,,
event_lifeagain_03_e_120,40060,event_lifeagain_03_e,Self,nadia,Self,Locale_SubScenario:event_lifeagain_03_e_120,False,,5,idle,,3,sad,,XS_30,XS_30,1.0,,,,,,
event_lifeagain_03_e_121,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_121,True,,5,think,,3,sad,,XS_30,XS_30,1.0,,,,,,
event_lifeagain_03_e_122,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_122,True,,5,think,,3,sad,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_123,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_123,True,,5,idle,,3,sad,,L_50,L_50,1.0,none,,,,,
event_lifeagain_03_e_124,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_124,True,,5,idle,,3,idle,,L_50,4,1.0,bgm_story_inwonderland,,,,,
event_lifeagain_03_e_125,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_125,True,,5,idle,,3,idle,,4,4,1.0,,,,,,
event_lifeagain_03_e_126,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_126,True,,5,idle,,3,idle,,4,4,1.0,,,,,,
event_lifeagain_03_e_127,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_127,False,,5,idle,,3,idle,,4,4,1.0,,,,,,
event_lifeagain_03_e_128,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_128,True,,5,worry,,3,idle,,4,4,1.0,,,,,,
event_lifeagain_03_e_129,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_129,True,,5,think,,3,idle,,4,4,1.0,,,,,,
event_lifeagain_03_e_130,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_130,True,,5,think,,3,idle,,4,4,1.0,,,,,,
event_lifeagain_03_e_131,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_131,True,,5,worry,,3,idle,,4,4,1.0,,,,,,
event_lifeagain_03_e_132,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_132,False,,5,worry,,3,sad,,4,4,1.0,,,,,,
event_lifeagain_03_e_133,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_133,True,,5,think,,3,sad,,4,L_50,1.0,,,,,,
event_lifeagain_03_e_134,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_134,True,,5,think,,3,sad,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_135,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_135,True,,5,think,,3,sad,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_136,40060,event_lifeagain_03_e,Speech,nadia,nadia,Locale_SubScenario:event_lifeagain_03_e_136,False,,5,think,,3,sad,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_137,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_137,True,,5,idle,,3,sad,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_138,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_138,True,,5,idle,,3,sad,,L_50,L_50,1.0,,,,,,
event_lifeagain_03_e_139,40060,event_lifeagain_03_e,Speech,rumani,rumani,Locale_SubScenario:event_lifeagain_03_e_139,True,,5,idle,,3,sad,,L_50,L_50,1.0,,,,,,
