id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker
event_ce004_1_01_s_21,40055,event_ce004_1_01_s,Speech,ce004_01,Locale_SubScenario:event_ce004_1_01_s_21,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,think,,70,70,1.0,,ce004_01
event_ce004_1_01_s_22,40055,event_ce004_1_01_s,Speech,ce004_01,Locale_SubScenario:event_ce004_1_01_s_22,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,think,,70,70,1.0,,ce004_01
event_ce004_1_01_s_23,40055,event_ce004_1_01_s,Speech,rapi,Locale_SubScenario:event_ce004_1_01_s_23,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,think,,130,130,1.0,,rapi
event_ce004_1_01_s_24,40055,event_ce004_1_01_s,Speech,rapi,Locale_SubScenario:event_ce004_1_01_s_24,True,,13,idle,,15,idle,,17,idle,,7,angry,,5,idle,,3,idle,,1,think,,130,130,1.0,,rapi
event_ce004_1_01_s_25,40055,event_ce004_1_01_s,Speech,ce004_02,Locale_SubScenario:event_ce004_1_01_s_25,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,surprise,,50,50,1.0,,ce004_02
event_ce004_1_01_s_26,40055,event_ce004_1_01_s,Speech,ce004_01,Locale_SubScenario:event_ce004_1_01_s_26,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,surprise,,70,70,1.0,,ce004_01
event_ce004_1_01_s_27,40055,event_ce004_1_01_s,Speech,rapi,Locale_SubScenario:event_ce004_1_01_s_27,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,idle,,3,idle,,1,surprise,,130,130,1.0,,rapi
event_ce004_1_01_s_28,40055,event_ce004_1_01_s,Speech,ce004_02,Locale_SubScenario:event_ce004_1_01_s_28,False,,13,idle,,15,idle,,17,idle,,7,surprise,,5,surprise,,3,idle,,1,surprise,,50,50,1.0,,ce004_02
event_ce004_1_01_s_29,40055,event_ce004_1_01_s,Speech,ce004_04,Locale_SubScenario:event_ce004_1_01_s_29,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,surprise,,3,idle,,1,surprise,,10,10,1.0,,ce004_04
event_ce004_1_01_s_30,40055,event_ce004_1_01_s,Speech,ce004_03,Locale_SubScenario:event_ce004_1_01_s_30,True,,13,idle,,15,idle,,17,idle,,7,surprise,,5,surprise,,3,idle,,1,surprise,,30,,1.0,,ce004_03
event_ce004_1_01_s_31,40055,event_ce004_1_01_s,Speech,anis,Locale_SubScenario:event_ce004_1_01_s_31,True,,13,idle,,15,delight,,17,delight,,7,surprise,,5,surprise,,3,idle,,1,surprise,,16,16,1.0,,anis
event_ce004_1_01_s_32,40055,event_ce004_1_01_s,Speech,neon,Locale_SubScenario:event_ce004_1_01_s_32,True,,13,idle,,15,delight,,17,delight,,7,surprise,,5,surprise,,3,idle,,1,surprise,,16,16,1.0,,neon
event_ce004_1_01_s_33,40055,event_ce004_1_01_s,Speech,ce004_03,Locale_SubScenario:event_ce004_1_01_s_33,True,,13,idle,,15,delight,,17,delight,,7,surprise,,5,surprise,,3,idle,,1,surprise,,30,30,1.0,,ce004_03
event_ce004_1_01_s_34,40055,event_ce004_1_01_s,Speech,ce004_01,Locale_SubScenario:event_ce004_1_01_s_34,True,,13,idle,,15,delight,,17,delight,,7,surprise,,5,surprise,,3,idle,,1,surprise,,70,70,1.0,,ce004_01
event_ce004_1_01_s_35,40055,event_ce004_1_01_s,Speech,ce004_02,Locale_SubScenario:event_ce004_1_01_s_35,False,,13,idle,,15,delight,,17,idle,,7,idle,,5,idle,,3,idle,,1,surprise,,50,50,1.0,,ce004_02
event_ce004_1_01_s_36,40055,event_ce004_1_01_s,Speech,ce004_02,Locale_SubScenario:event_ce004_1_01_s_36,True,,13,idle,,15,delight,,17,idle,,7,idle,,5,idle,,3,idle,,1,surprise,,50,50,1.0,,ce004_02
event_ce004_1_01_s_37,40055,event_ce004_1_01_s,Speech,ce004_02,Locale_SubScenario:event_ce004_1_01_s_37,True,,13,idle,,15,delight,,17,idle,,7,idle,,5,idle,,3,idle,,1,surprise,,50,50,1.0,,ce004_02
event_ce004_1_01_s_38,40055,event_ce004_1_01_s,Speech,ce004_04,Locale_SubScenario:event_ce004_1_01_s_38,True,,13,idle,,15,delight,,17,idle,,7,idle,,5,idle,,3,idle,,1,surprise,,50,12,1.0,,ce004_04
event_ce004_1_01_s_39,40055,event_ce004_1_01_s,Self,ce004_04,Locale_SubScenario:event_ce004_1_01_s_39,False,,13,idle,,15,delight,,17,idle,,7,idle,,5,idle,,3,idle,,1,surprise,,12,12,1.0,,
event_ce004_1_01_s_40,40055,event_ce004_1_01_s,Speech,ce004_04,Locale_SubScenario:event_ce004_1_01_s_40,True,,13,idle,,15,delight,,17,idle,,7,idle,,5,idle,,3,idle,,1,idle,,12,12,1.0,,ce004_04
event_ce004_1_01_s_41,40055,event_ce004_1_01_s,Speech,rapi,Locale_SubScenario:event_ce004_1_01_s_41,True,,13,idle,,15,delight,,17,idle,,7,idle,,5,idle,,3,idle,,1,idle,,12,12,1.0,,rapi
event_ce004_1_01_s_42,40055,event_ce004_1_01_s,Speech,rapi,Locale_SubScenario:event_ce004_1_01_s_42,True,,13,idle,,15,delight,,17,idle,,7,idle,,5,idle,,3,idle,,1,idle,,12,12,1.0,,rapi
event_ce004_1_01_s_43,40055,event_ce004_1_01_s,Speech,rapi,Locale_SubScenario:event_ce004_1_01_s_43,True,,13,idle,,15,delight,,17,idle,,7,idle,,5,idle,,3,idle,,1,idle,,12,12,1.0,,rapi
event_ce004_1_01_s_44,40055,event_ce004_1_01_s,Speech,ce004_04,Locale_SubScenario:event_ce004_1_01_s_44,True,,13,idle,,15,delight,,17,idle,,7,idle,,5,idle,,3,idle,,1,idle,,12,12,1.0,,ce004_04
event_ce004_1_01_s_45,40055,event_ce004_1_01_s,Speech,ce004_04,Locale_SubScenario:event_ce004_1_01_s_45,True,,13,idle,,15,delight,,17,idle,,7,idle,,5,idle,,3,idle,,1,idle,,12,12,1.0,,ce004_04
event_ce004_1_01_s_46,40055,event_ce004_1_01_s,Speech,ce004_04,Locale_SubScenario:event_ce004_1_01_s_46,True,,13,idle,,15,delight,,17,idle,,7,idle,,5,idle,,3,idle,,1,idle,,12,12,1.0,,ce004_04
event_ce004_1_01_s_47,40055,event_ce004_1_01_s,Speech,ce004_03,Locale_SubScenario:event_ce004_1_01_s_47,True,,13,idle,,15,delight,,17,idle,,7,idle,,5,idle,,3,idle,,1,idle,,30,30,1.0,,ce004_03
event_ce004_1_01_s_48,40055,event_ce004_1_01_s,Speech,ce004_01,Locale_SubScenario:event_ce004_1_01_s_48,True,,13,idle,,15,delight,,17,idle,,7,think,,5,idle,,3,idle,,1,idle,,70,70,1.0,,ce004_01
event_ce004_1_01_s_49,40055,event_ce004_1_01_s,Speech,ce004_02,Locale_SubScenario:event_ce004_1_01_s_49,True,,13,idle,,15,delight,,17,idle,,7,think,,5,think,,3,idle,,1,idle,,50,50,1.0,,ce004_02
event_ce004_1_01_s_50,40055,event_ce004_1_01_s,Speech,ce004_01,Locale_SubScenario:event_ce004_1_01_s_50,True,,13,idle,,15,delight,,17,idle,,7,angry,,5,think,,3,idle,,1,idle,,70,70,1.0,,ce004_01
event_ce004_1_01_s_51,40055,event_ce004_1_01_s,Speech,ce004_01,Locale_SubScenario:event_ce004_1_01_s_51,True,,13,idle,,15,delight,,17,idle,,7,angry,,5,think,,3,idle,,1,idle,,70,70,1.0,,ce004_01
event_ce004_1_01_s_52,40055,event_ce004_1_01_s,Speech,ce004_01,Locale_SubScenario:event_ce004_1_01_s_52,True,,13,idle,,15,delight,,17,idle,,7,angry,,5,think,,3,idle,,1,idle,,70,70,1.0,,ce004_01
event_ce004_1_01_s_53,40055,event_ce004_1_01_s,Speech,anis,Locale_SubScenario:event_ce004_1_01_s_53,True,,13,idle,,15,void,,17,idle,,7,angry,,5,think,,3,idle,,1,idle,,150,150,1.0,,anis
event_ce004_1_01_s_54,40055,event_ce004_1_01_s,Speech,ce004_01,Locale_SubScenario:event_ce004_1_01_s_54,True,,13,idle,,15,void,,17,idle,,7,angry,,5,think,,3,idle,,1,idle,,70,70,1.0,,ce004_01
event_ce004_1_01_s_55,40055,event_ce004_1_01_s,Speech,ce004_01,Locale_SubScenario:event_ce004_1_01_s_55,True,,13,idle,,15,void,,17,idle,,7,angry,,5,think,,3,idle,,1,idle,,70,70,1.0,,ce004_01
event_ce004_1_01_s_56,40055,event_ce004_1_01_s,Speech,neon,Locale_SubScenario:event_ce004_1_01_s_56,True,,13,idle,,15,void,,17,surprise,,7,angry,,5,think,,3,idle,,1,idle,,S_170,S_170,1.0,,neon
event_ce004_1_01_s_57,40055,event_ce004_1_01_s,Speech,rapi,Locale_SubScenario:event_ce004_1_01_s_57,True,,13,idle,,15,void,,17,surprise,,7,angry,,5,think,,3,idle,,1,idle,,130,130,1.0,,rapi
event_ce004_1_01_s_58,40055,event_ce004_1_01_s,Speech,ce004_01,Locale_SubScenario:event_ce004_1_01_s_58,True,,13,idle,,15,void,,17,surprise,,7,angry,,5,think,,3,idle,,1,idle,,70,70,1.0,,ce004_01
event_ce004_1_01_s_59,40055,event_ce004_1_01_s,Self,ce004_01,Locale_SubScenario:event_ce004_1_01_s_59,False,,13,idle,,15,void,,17,surprise,,7,angry,,5,think,,3,idle,,1,idle,,70,70,1.0,,
event_ce004_1_01_s_60,40055,event_ce004_1_01_s,Self,ce004_01,Locale_SubScenario:event_ce004_1_01_s_60,False,,13,idle,,15,void,,17,surprise,,7,angry,,5,think,,3,idle,,1,idle,,70,70,1.0,,
