id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_romanticvalentine_01_e_14,40069,event_romanticvalentine_01_e,Choice,Locale_SubScenario:event_romanticvalentine_01_e_14,False,,XS_130,XS_130,1.0,,,1,delight,,cocoa,,,13,serious,,15,think,event_romanticvalentine_01_e_16,,,,,,,
event_romanticvalentine_01_e_15,40069,event_romanticvalentine_01_e,Choice,Locale_SubScenario:event_romanticvalentine_01_e_15,False,,XS_130,XS_130,1.0,,,1,delight,,cocoa,,,13,serious,,15,think,event_romanticvalentine_01_e_16,,,,,,,
event_romanticvalentine_01_e_16,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_16,True,,XS_130,S_150,1.0,,,1,delight,,soda,soda,,13,serious,,15,think,,,,,,,,
event_romanticvalentine_01_e_17,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_17,True,,S_150,S_150,1.0,,,1,delight,,soda,soda,,13,serious,,15,think,,,,,,,,
event_romanticvalentine_01_e_18,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_18,False,,S_150,S_150,1.0,,,1,delight,,soda,,,13,serious,,15,think,,,,,,,,
event_romanticvalentine_01_e_19,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_19,True,,10,10,1.0,,,1,delight,,ade,ade,,13,serious,,15,think,,,,,,,,
event_romanticvalentine_01_e_20,40069,event_romanticvalentine_01_e,Monologue,Locale_SubScenario:event_romanticvalentine_01_e_20,False,City_d,1,1,1.0,,,1,delight,black,,,,13,serious,,15,think,,ade,cocoa,soda,,,,
event_romanticvalentine_01_e_21,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_21,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_01_e_22,40069,event_romanticvalentine_01_e,Monologue,Locale_SubScenario:event_romanticvalentine_01_e_22,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,
event_romanticvalentine_01_e_23,40069,event_romanticvalentine_01_e,Narration,Locale_SubScenario:event_romanticvalentine_01_e_23,False,MaidCafe,black,black,1.0,,,,,black,,,,,,,,,,,,,sfx_scn_toyshopbell,,,
event_romanticvalentine_01_e_24,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_24,True,,S_10,S_10,1.0,event_bgm_perfectmaid,mast_m,1,surprise2,,mast_m,mast_m,anchor_m,3,surprise,sin_m,13,smile,,,,,,,,
event_romanticvalentine_01_e_25,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_25,True,,S_10,S_10,1.0,,,1,surprise,,mast_m,mast_m,,3,surprise,,13,smile,,,,,,,,
event_romanticvalentine_01_e_26,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_26,False,,S_10,S_10,1.0,,,1,surprise,,mast_m,,,3,surprise,,13,smile,,,,,,,,
event_romanticvalentine_01_e_27,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_27,True,,S_10,2,1.0,,,1,surprise,,anchor_m,anchor_m,,3,surprise,,13,smile,,,,,,,,
event_romanticvalentine_01_e_28,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_28,False,,2,2,1.0,,,1,surprise,,anchor_m,,,3,surprise,,13,smile,,,,,,,,
event_romanticvalentine_01_e_29,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_29,False,,2,2,1.0,,,1,surprise,,anchor_m,,,3,surprise,,13,smile,,,,,,,,
event_romanticvalentine_01_e_30,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_30,True,,2,2,1.0,,,1,idle2,,mast_m,mast_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_31,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_31,True,,2,2,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_32,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_32,True,,130,130,1.0,,,1,delight,,sin_m,sin_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_33,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_33,False,,130,130,1.0,,,1,idle2,,sin_m,,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_34,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_34,True,,130,130,1.0,,,1,idle2,,sin_m,sin_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_35,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_35,True,,130,130,1.0,,,1,idle2,,sin_m,sin_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_36,40069,event_romanticvalentine_01_e,Choice,Locale_SubScenario:event_romanticvalentine_01_e_36,False,,130,130,1.0,,,1,idle2,,sin_m,,,3,idle,,13,delight,event_romanticvalentine_01_e_38,,,,,,,
event_romanticvalentine_01_e_37,40069,event_romanticvalentine_01_e,Choice,Locale_SubScenario:event_romanticvalentine_01_e_37,False,,130,130,1.0,,,1,idle2,,sin_m,,,3,idle,,13,delight,event_romanticvalentine_01_e_41,,,,,,,
event_romanticvalentine_01_e_38,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_38,True,,130,130,1.0,,,1,idle2,,sin_m,sin_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_39,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_39,True,,130,130,1.0,,,1,idle2,,sin_m,sin_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_40,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_40,False,,130,130,1.0,,,1,idle2,,sin_m,,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_41,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_41,True,,130,1300,1.5,,,1,idle2,,sin_m,sin_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_42,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_42,True,,1300,1300,1.0,,,1,idle2,,sin_m,sin_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_43,40069,event_romanticvalentine_01_e,Monologue,Locale_SubScenario:event_romanticvalentine_01_e_43,False,,1300,2,3.0,,,1,idle2,,,,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_44,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_44,False,,2,1,1.0,,,1,idle2,,,,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_45,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_45,True,,1,S_10,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_46,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_46,True,,S_10,S_10,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_47,40069,event_romanticvalentine_01_e,Choice,Locale_SubScenario:event_romanticvalentine_01_e_47,False,,S_10,S_10,1.0,,,1,delight,,mast_m,,,3,idle,,13,smile,event_romanticvalentine_01_e_49,,,,,,,
event_romanticvalentine_01_e_48,40069,event_romanticvalentine_01_e,Choice,Locale_SubScenario:event_romanticvalentine_01_e_48,False,,S_10,S_10,1.0,,,1,delight,,mast_m,,,3,idle,,13,smile,event_romanticvalentine_01_e_52,,,,,,,
event_romanticvalentine_01_e_49,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_49,True,,S_10,S_10,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_50,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_50,True,,S_10,S_10,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_51,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_51,False,,S_10,S_10,1.0,,,1,delight,,mast_m,,,3,idle,,13,smile,event_romanticvalentine_01_e_53,,,,,,,
event_romanticvalentine_01_e_52,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_52,True,,XS_30,XS_30,1.0,,,1,delight,,anchor_m,anchor_m,,3,delight,,13,smile,,,,,,,,
event_romanticvalentine_01_e_53,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_53,True,,130,130,1.0,,,1,delight,,sin_m,sin_m,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_54,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_54,True,,130,130,1.0,,,1,delight,,sin_m,sin_m,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_55,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_55,True,,130,12,1.0,,,1,idle,,mast_m,mast_m,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_56,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_56,True,,12,12,1.0,,,1,idle,,mast_m,mast_m,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_57,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_57,True,,12,12,1.0,,,1,idle,,mast_m,mast_m,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_58,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_58,False,,12,12,1.0,,,1,idle,,mast_m,,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_59,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_59,False,,12,12,1.0,,,1,idle,,mast_m,,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_60,40069,event_romanticvalentine_01_e,Monologue,Locale_SubScenario:event_romanticvalentine_01_e_60,False,,12,S_100,2.0,,,1,idle,,mast_m,,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_61,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_61,False,,S_100,S_100,1.0,,,1,idle,,mast_m,,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_62,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_62,True,,S_100,S_100,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_63,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_63,True,,S_100,S_100,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_64,40069,event_romanticvalentine_01_e,Monologue,Locale_SubScenario:event_romanticvalentine_01_e_64,False,,S_100,S_10,1.0,,,1,delight,,mast_m,,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_65,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_65,True,,S_10,S_10,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_66,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_66,True,,S_10,S_10,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_67,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_67,True,,S_10,S_10,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_68,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_68,True,,S_10,S_10,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_69,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_69,True,,S_10,S_10,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_70,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_70,True,,S_10,S_100,0.5,,,1,delight2,,mast_m,mast_m,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_71,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_71,True,,XS_30,XS_30,1.0,,,1,delight2,,anchor_m,anchor_m,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_72,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_72,True,,S_10,S_10,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_73,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_73,True,,S_10,S_10,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_74,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_74,True,,S_10,S_10,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,idle,,,,,,,,
event_romanticvalentine_01_e_75,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_75,True,,S_10,12,1.0,,,1,delight,,sin_m,sin_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_76,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_76,True,,12,12,1.0,,,1,delight,,sin_m,sin_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_77,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_77,False,,12,12,1.0,,,1,delight,,sin_m,,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_78,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_78,True,,12,12,1.0,,,1,idle2,,mast_m,mast_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_79,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_79,True,,12,12,1.0,,,1,idle2,,mast_m,mast_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_80,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_80,True,,12,12,1.0,,,1,idle2,,mast_m,mast_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_81,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_81,True,,XS_30,XS_30,1.0,,,1,idle2,,anchor_m,anchor_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_82,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_82,True,,XS_30,XS_30,1.0,,,1,idle2,,anchor_m,anchor_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_83,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_83,False,,XS_30,XS_30,1.0,,,1,idle2,,anchor_m,,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_84,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_84,True,,XS_30,XS_30,1.0,,,1,idle2,,anchor_m,anchor_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_85,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_85,False,,XS_30,XS_30,1.0,,,1,idle2,,anchor_m,,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_86,40069,event_romanticvalentine_01_e,Monologue,Locale_SubScenario:event_romanticvalentine_01_e_86,False,,XS_30,XS_30,1.0,,,1,idle2,,anchor_m,,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_87,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_87,True,,12,12,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_88,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_88,True,,12,12,1.0,,,1,delight,,mast_m,mast_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_89,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_89,True,,12,12,1.0,,,1,delight,,sin_m,sin_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_90,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_90,True,,12,12,1.0,,,1,delight,,sin_m,sin_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_91,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_91,True,,S_10,S_100,0.5,,,1,surprise2,,mast_m,mast_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_92,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_92,True,,130,130,1.0,,,1,surprise2,,sin_m,sin_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_93,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_93,False,,S_100,S_100,1.0,,,1,surprise,,mast_m,mast_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_94,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_94,True,,S_100,12,1.0,,,1,shy1,,mast_m,mast_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_95,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_95,True,,12,12,1.0,,,1,shy1,,sin_m,sin_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_96,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_96,True,,12,12,1.0,,,1,shy1,,mast_m,mast_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_97,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_97,True,,12,12,1.0,,,1,shy1,,sin_m,sin_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_98,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_98,True,,12,12,1.0,,,1,shy1,,mast_m,mast_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_99,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_99,True,,12,12,1.0,,,1,shy2,,mast_m,mast_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_100,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_100,False,,12,12,1.0,,,1,shy2,,sin_m,sin_m,,3,idle,,13,surprise,,,,,,,,
event_romanticvalentine_01_e_101,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_101,True,,12,12,1.0,,,1,shy2,,sin_m,sin_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_102,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_102,True,,12,12,1.0,,,1,shy2,,mast_m,mast_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_103,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_103,True,,12,12,1.0,,,1,shy2,,sin_m,sin_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_104,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_104,True,,12,12,1.0,,,1,shy2,,sin_m,sin_m,,3,idle,,13,smile,,,,,,,,
event_romanticvalentine_01_e_105,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_105,True,,12,12,1.0,,,1,shy2,,sin_m,sin_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_106,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_106,True,,XS_30,XS_30,1.0,,,1,shy2,,anchor_m,anchor_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_107,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_107,True,,XS_30,XS_300,1.0,,,1,shy2,,anchor_m,anchor_m,,3,delight,,13,delight,,,,,,,,
event_romanticvalentine_01_e_108,40069,event_romanticvalentine_01_e,Choice,Locale_SubScenario:event_romanticvalentine_01_e_108,False,,XS_300,XS_30,1.0,,,1,shy2,,anchor_m,,,3,delight,,13,delight,event_romanticvalentine_01_e_114,,,,,,,
event_romanticvalentine_01_e_109,40069,event_romanticvalentine_01_e,Choice,Locale_SubScenario:event_romanticvalentine_01_e_109,False,,XS_300,XS_300,1.0,,,1,shy2,,anchor_m,,,3,delight,,13,delight,event_romanticvalentine_01_e_110,,,,,,,
event_romanticvalentine_01_e_110,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_110,True,,1300,1300,1.0,,,1,shy2,,sin_m,sin_m,,3,delight,,13,idle,,,,,,,,
event_romanticvalentine_01_e_111,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_111,True,,XS_300,XS_300,1.0,,,1,shy2,,anchor_m,anchor_m,,3,delight,,13,smile,,,,,,,,
event_romanticvalentine_01_e_112,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_112,False,,XS_300,XS_300,1.0,,,1,shy2,,anchor_m,,,3,delight,,13,smile,,,,,,,,
event_romanticvalentine_01_e_113,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_113,True,,XS_300,S_10,0.5,,,1,shy2,,mast_m,mast_m,,3,delight,,13,smile,,,,,,,,
event_romanticvalentine_01_e_114,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_114,False,,S_10,S_10,1.0,,,1,shy3,,mast_m,mast_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_115,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_115,True,,S_10,S_10,1.0,,,1,shy3,,mast_m,mast_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_116,40069,event_romanticvalentine_01_e,Self,Locale_SubScenario:event_romanticvalentine_01_e_116,False,,S_10,S_10,1.0,,,1,shy3,,mast_m,,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_117,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_117,True,,S_10,S_10,1.0,,,1,shy2,,mast_m,mast_m,,3,idle,,13,delight,,,,,,,,
event_romanticvalentine_01_e_118,40069,event_romanticvalentine_01_e,Speech,Locale_SubScenario:event_romanticvalentine_01_e_118,True,,S_10,12,1.0,,,1,shy2,,sin_m,sin_m,,3,idle,,13,delight,,,,,,,,
