id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,speaker,play_sound
event_beautyfullshot2_01_s_11,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_11,True,,1,smile,,10,10,1.0,,,sakura_s,
event_beautyfullshot2_01_s_12,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_12,True,,1,smile,,10,10,1.0,,,sakura_s,
event_beautyfullshot2_01_s_13,40052,event_beautyfullshot2_01_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_13,False,,1,smile,,10,10,1.0,,,,
event_beautyfullshot2_01_s_14,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_14,True,,1,smile,,10,100,1.0,,,sakura_s,
event_beautyfullshot2_01_s_15,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_15,True,,1,smile,,100,100,1.0,,,sakura_s,
event_beautyfullshot2_01_s_16,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_16,True,,1,smile,,100,100,1.0,,,sakura_s,
event_beautyfullshot2_01_s_17,40052,event_beautyfullshot2_01_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_17,False,,1,smile,,100,100,1.0,,,,
event_beautyfullshot2_01_s_18,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_18,False,,1,smile,,100,100,1.0,,,sakura_s,
event_beautyfullshot2_01_s_19,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_19,True,,1,smile,,100,100,1.0,,,sakura_s,
event_beautyfullshot2_01_s_20,40052,event_beautyfullshot2_01_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_20,False,,1,smile,,100,100,1.0,,,,
event_beautyfullshot2_01_s_21,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_21,False,,1,idle,,100,100,1.0,,,sakura_s,
event_beautyfullshot2_01_s_22,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_22,True,,1,idle,,100,10,1.0,,,sakura_s,
event_beautyfullshot2_01_s_23,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_23,True,,1,idle,,10,10,1.0,,,sakura_s,
event_beautyfullshot2_01_s_24,40052,event_beautyfullshot2_01_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_24,False,,1,idle,,10,10,1.0,,,,
event_beautyfullshot2_01_s_25,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_25,True,,1,idle,,10,10,1.0,,,sakura_s,
event_beautyfullshot2_01_s_26,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_26,True,,1,idle,,10,10,1.0,,,sakura_s,
event_beautyfullshot2_01_s_27,40052,event_beautyfullshot2_01_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_27,False,,1,idle,,10,10,1.0,,,,
event_beautyfullshot2_01_s_28,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_28,True,,1,smile,,10,10,1.0,,,sakura_s,
event_beautyfullshot2_01_s_29,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_29,True,,1,smile,,10,10,1.0,,,sakura_s,
event_beautyfullshot2_01_s_30,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_30,True,,1,smile,,10,10,1.0,,,sakura_s,
event_beautyfullshot2_01_s_31,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_31,True,,1,smile,,10,10,1.0,,,sakura_s,
event_beautyfullshot2_01_s_32,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_32,True,,1,smile,,10,10,1.0,,,sakura_s,
event_beautyfullshot2_01_s_33,40052,event_beautyfullshot2_01_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_33,False,,1,smile,,10,100,1.0,,,,
event_beautyfullshot2_01_s_34,40052,event_beautyfullshot2_01_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_34,False,,1,smile,,100,100,1.0,,,,sfx_scn_waterpour
event_beautyfullshot2_01_s_35,40052,event_beautyfullshot2_01_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_35,False,,1,smile,,100,100,1.0,,,,
event_beautyfullshot2_01_s_36,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_36,True,,1,smile,,100,100,1.0,,,sakura_s,
event_beautyfullshot2_01_s_37,40052,event_beautyfullshot2_01_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_37,False,,1,smile,,100,100,1.0,,,,
event_beautyfullshot2_01_s_38,40052,event_beautyfullshot2_01_s,Narration,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_38,False,,1,smile,,100,100,1.0,,,,sfx_scn_slurp2
event_beautyfullshot2_01_s_39,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_39,True,,1,smile,,100,100,1.0,,,sakura_s,
event_beautyfullshot2_01_s_40,40052,event_beautyfullshot2_01_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_40,False,,1,smile,,100,100,1.0,,,,
event_beautyfullshot2_01_s_41,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_41,True,,1,smile,,100,100,1.0,,,sakura_s,
event_beautyfullshot2_01_s_42,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_42,True,,1,smile,,100,100,1.0,,,sakura_s,
event_beautyfullshot2_01_s_43,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_43,True,,1,shy,,100,100,1.0,,,sakura_s,
event_beautyfullshot2_01_s_44,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_44,True,,1,shy,,100,100,1.0,,,sakura_s,
event_beautyfullshot2_01_s_45,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_45,True,,1,shy,,100,100,1.0,,,sakura_s,
event_beautyfullshot2_01_s_46,40052,event_beautyfullshot2_01_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_46,False,,1,shy,,100,100,1.0,,,,
event_beautyfullshot2_01_s_47,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_47,True,,1,shy,,100,100,1.0,,,sakura_s,
event_beautyfullshot2_01_s_48,40052,event_beautyfullshot2_01_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_48,False,,1,shy,,100,100,1.0,,,,
event_beautyfullshot2_01_s_49,40052,event_beautyfullshot2_01_s,Monologue,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_49,False,,1,shy,,100,10,1.0,,,,
event_beautyfullshot2_01_s_50,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_50,True,,1,shy,,10,10,1.0,,,sakura_s,
event_beautyfullshot2_01_s_51,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_51,True,,1,shy,,10,10,1.0,,,sakura_s,
event_beautyfullshot2_01_s_52,40052,event_beautyfullshot2_01_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_52,False,,1,shy,,10,10,1.0,,,,
event_beautyfullshot2_01_s_53,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_53,True,,1,shy,,10,10,1.0,,,sakura_s,
event_beautyfullshot2_01_s_54,40052,event_beautyfullshot2_01_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_54,False,,1,shy,,10,10,1.0,,,,
event_beautyfullshot2_01_s_55,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_55,True,,1,shy,,10,10,1.0,,,sakura_s,
event_beautyfullshot2_01_s_56,40052,event_beautyfullshot2_01_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_56,False,,1,shy,,10,10,1.0,,,,
event_beautyfullshot2_01_s_57,40052,event_beautyfullshot2_01_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_57,False,,1,shy,,10,10,1.0,,,,
event_beautyfullshot2_01_s_58,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_58,True,,1,shy,,10,10,1.0,,,sakura_s,
event_beautyfullshot2_01_s_59,40052,event_beautyfullshot2_01_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_59,False,,1,shy,,10,10,1.0,,,,
event_beautyfullshot2_01_s_60,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_60,True,,1,shy,,10,10,1.0,,,sakura_s,
event_beautyfullshot2_01_s_61,40052,event_beautyfullshot2_01_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_61,False,,1,shy,,10,10,1.0,,,,
event_beautyfullshot2_01_s_62,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_62,True,,1,shy,,10,10,1.0,,,sakura_s,
event_beautyfullshot2_01_s_63,40052,event_beautyfullshot2_01_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_63,False,,1,shy,,10,10,1.0,,,,
event_beautyfullshot2_01_s_64,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_64,True,,1,shy,,10,10,1.0,,,sakura_s,
event_beautyfullshot2_01_s_65,40052,event_beautyfullshot2_01_s,Self,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_65,False,,1,shy,,10,10,1.0,,,,
event_beautyfullshot2_01_s_66,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_66,True,,1,shy,,10,100,1.0,,,sakura_s,
event_beautyfullshot2_01_s_67,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_67,True,,1,shy,,100,100,1.0,,,sakura_s,
event_beautyfullshot2_01_s_68,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_68,True,,1,shy,,100,100,1.0,,,sakura_s,
event_beautyfullshot2_01_s_69,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_69,True,,1,shy,,100,100,1.0,,,sakura_s,
event_beautyfullshot2_01_s_70,40052,event_beautyfullshot2_01_s,Speech,sakura_s,Locale_MainScenario:event_beautyfullshot2_01_s_70,True,,1,shy,,100,10,1.0,,,sakura_s,
