id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/1/hide_char_id,characters/2/hide_char_id,play_sound
event_lionheart_02_s_11,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_11,True,,1,delight,,13,sad,,3,idle,,L_30,Leo_10,1.0,,,,,
event_lionheart_02_s_12,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_12,True,,1,idle,,13,sad,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_13,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_13,True,,1,idle,,13,sad,,3,idle,,Leo_10,12,1.0,,,,,
event_lionheart_02_s_14,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_14,True,,1,idle,,13,sad,,3,idle,,12,12,1.0,,,,,
event_lionheart_02_s_15,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_15,True,,1,idle,,13,sad,,3,idle,,12,12,1.0,,,,,
event_lionheart_02_s_16,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_16,True,,1,idle,,13,sad,,3,idle,,12,12,1.0,,,,,
event_lionheart_02_s_17,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_17,True,,1,idle,,13,sad,,3,idle,,12,12,1.0,,,,,
event_lionheart_02_s_18,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_18,True,,1,idle,,13,sad,,3,idle,,12,2,1.0,,,,,
event_lionheart_02_s_19,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_19,True,,1,idle,,13,sad,,3,idle,,2,2,1.0,,,,,
event_lionheart_02_s_20,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_20,True,,1,idle,,13,sad,,3,idle,,2,12,1.0,,,,,
event_lionheart_02_s_21,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_21,True,,1,idle,,13,sad,,3,idle,,12,Leo_10,1.0,,,,,
event_lionheart_02_s_22,40037,event_lionheart_02_s,Self,leona_no,,Locale_SubScenario:event_lionheart_02_s_22,False,,1,idle,,13,sad,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_23,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_23,True,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_24,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_24,True,,1,sad,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_25,40037,event_lionheart_02_s,Self,leona_no,,Locale_SubScenario:event_lionheart_02_s_25,False,,1,sad,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_26,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_26,True,,1,sad,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_27,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_27,True,,1,sad,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_28,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_28,True,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_29,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_29,True,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_30,40037,event_lionheart_02_s,Self,leona_no,,Locale_SubScenario:event_lionheart_02_s_30,False,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_31,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_31,True,,1,idle,,13,delight,,3,idle,,Leo_10,12,1.0,,,,,
event_lionheart_02_s_32,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_32,True,,1,idle,,13,idle,,3,idle,,12,2,1.0,,,,,
event_lionheart_02_s_33,40037,event_lionheart_02_s,Monologue,nero,,Locale_SubScenario:event_lionheart_02_s_33,False,,1,idle,,13,idle,,3,idle,,2,2,1.0,,,,,
event_lionheart_02_s_34,40037,event_lionheart_02_s,Monologue,nero,,Locale_SubScenario:event_lionheart_02_s_34,False,,1,idle,,13,idle,,3,idle,,black,black,1.0,,,,,
event_lionheart_02_s_35,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_35,True,,1,idle,,13,sad,,3,idle,ShoppingMall,5,12,2.0,bgm_story_sunnycarnival,black,,,
event_lionheart_02_s_36,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_36,True,,1,idle,,13,sad,,3,idle,,12,12,1.0,,,,,
event_lionheart_02_s_37,40037,event_lionheart_02_s,Self,leona_no,,Locale_SubScenario:event_lionheart_02_s_37,False,,1,idle,,13,sad,,3,idle,,12,12,1.0,,,,,
event_lionheart_02_s_38,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_38,True,,1,idle,,13,sad,,3,idle,,12,12,1.0,,,,,
event_lionheart_02_s_39,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_39,True,,1,idle,,13,sad,,3,idle,,12,2,1.0,,,,,
event_lionheart_02_s_40,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_40,True,,1,idle,,13,sad,,3,idle,,2,2,1.0,,,,,
event_lionheart_02_s_41,40037,event_lionheart_02_s,Self,nero,,Locale_SubScenario:event_lionheart_02_s_41,False,,1,idle,,13,sad,,3,idle,,2,2,1.0,,,,,
event_lionheart_02_s_42,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_42,True,,1,idle,,13,idle,,3,idle,,2,Leo_10,1.0,,,,,
event_lionheart_02_s_43,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_43,True,,1,idle,,13,idle,,3,idle,,Leo_10,XS_130,1.0,,,,,
event_lionheart_02_s_44,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_44,True,,1,idle,,13,idle,,3,idle,,XS_130,XS_130,1.0,,,,,
event_lionheart_02_s_45,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_45,True,,1,idle,,13,idle,,3,shy,,L_30,L_30,1.0,,,,,
event_lionheart_02_s_46,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_46,True,,1,idle,,13,idle,,3,shy,,L_30,L_30,1.0,,,,,
event_lionheart_02_s_47,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_47,True,,1,idle,,13,idle,,3,shy,,XS_130,XS_1300,1.0,,,,,
event_lionheart_02_s_48,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_48,True,,1,idle,,13,idle,,3,shy,,L_30,L_300,1.0,,,,,
event_lionheart_02_s_49,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_49,True,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_50,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_50,True,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_51,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_51,True,,1,idle,,13,idle,,3,idle,,Leo_10,12,1.0,,,,,
event_lionheart_02_s_52,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_52,True,,1,idle,,13,idle,,3,idle,,12,12,1.0,,,,,
event_lionheart_02_s_53,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_53,True,,1,idle,,13,idle,,3,sad,,12,2,1.0,,,,,
event_lionheart_02_s_54,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_54,True,,1,idle,,13,idle,,3,sad,,2,2,1.0,,,,,
event_lionheart_02_s_55,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_55,True,,1,idle,,13,idle,,3,sad,,2,2,1.0,,,,,
event_lionheart_02_s_56,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_56,True,,1,idle,,13,idle,,3,sad,,2,2,1.0,,,,,
event_lionheart_02_s_57,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_57,True,,1,idle,,13,idle,,3,sad,,2,2,1.0,,,,,
event_lionheart_02_s_58,40037,event_lionheart_02_s,Self,leona_no,,Locale_SubScenario:event_lionheart_02_s_58,False,,1,idle,,13,idle,,3,idle,,2,2,1.0,,,,,
event_lionheart_02_s_59,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_59,True,,1,idle,,13,idle,,3,idle,,XS_130,XS_130,1.0,,,,,
event_lionheart_02_s_60,40037,event_lionheart_02_s,Self,biscuit,,Locale_SubScenario:event_lionheart_02_s_60,False,,1,idle,,13,idle,,3,idle,,XS_130,XS_130,1.0,,,,,
event_lionheart_02_s_61,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_61,True,,1,idle,,13,delight,,3,idle,,XS_130,XS_130,1.0,,,,,
event_lionheart_02_s_62,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_62,True,,1,idle,,13,delight,,3,shy,,L_30,L_30,1.0,,,,,
event_lionheart_02_s_63,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_63,True,,1,idle,,13,idle,,3,shy,,XS_130,XS_130,1.0,,,,,
event_lionheart_02_s_64,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_64,True,,1,idle,,13,idle,,3,shy,,L_30,L_30,1.0,,,,,
event_lionheart_02_s_65,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_65,True,,1,idle,,13,idle,,3,shy,,L_30,L_30,1.0,,,,,
event_lionheart_02_s_66,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_66,True,,1,idle,,13,idle,,3,shy,,XS_130,XS_1300,1.0,,,,,
event_lionheart_02_s_67,40037,event_lionheart_02_s,Monologue,biscuit,,Locale_SubScenario:event_lionheart_02_s_67,False,,1,idle,,13,idle,,3,shy,,XS_1300,Leo_1,2.0,,,biscuit,nero,
event_lionheart_02_s_68,40037,event_lionheart_02_s,Self,biscuit,,Locale_SubScenario:event_lionheart_02_s_68,False,,1,idle,,,,,,,,Leo_1,Leo_1,1.0,,,,,
event_lionheart_02_s_69,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_69,True,,1,idle,,,,,,,,Leo_1,Leo_10,1.0,,,,,
event_lionheart_02_s_70,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_70,True,,1,idle,,,,,,,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_71,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_71,True,,1,idle,,,,,,,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_72,40037,event_lionheart_02_s,Narration,leona_no,,Locale_SubScenario:event_lionheart_02_s_72,False,,1,idle,biscuit,13,idle,nero,3,idle,,black,black,1.0,,black,,,
event_lionheart_02_s_73,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_73,True,,1,idle,,13,delight,,3,idle,,XS_130,XS_130,1.0,,,,,
event_lionheart_02_s_74,40037,event_lionheart_02_s,Self,biscuit,,Locale_SubScenario:event_lionheart_02_s_74,False,,1,idle,,13,idle,,3,idle,,XS_130,XS_130,1.0,,,,,
event_lionheart_02_s_75,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_75,True,,1,idle,,13,idle,,3,idle,,XS_130,XS_130,1.0,,,,,
event_lionheart_02_s_76,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_76,True,,1,idle,,13,idle,,3,idle,,L_30,L_30,1.0,,,,,
event_lionheart_02_s_77,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_77,True,,1,idle,,13,idle,,3,idle,,L_30,L_30,1.0,,,,,
event_lionheart_02_s_78,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_78,True,,1,idle,,13,idle,,3,idle,,L_30,Leo_10,1.0,,,,,
event_lionheart_02_s_79,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_79,True,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_80,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_80,True,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_81,40037,event_lionheart_02_s,Self,leona_no,,Locale_SubScenario:event_lionheart_02_s_81,False,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_82,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_82,True,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_83,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_83,True,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_84,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_84,True,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_85,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_85,True,,1,idle,,13,idle,,3,idle,,Leo_10,12,1.0,,,,,
event_lionheart_02_s_86,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_86,True,,1,idle,,13,idle,,3,idle,,12,12,1.0,,,,,
event_lionheart_02_s_87,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_87,True,,1,idle,,13,idle,,3,idle,,12,2,1.0,,,,,
event_lionheart_02_s_88,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_88,True,,1,idle,,13,idle,,3,idle,,2,2,1.0,,,,,
event_lionheart_02_s_89,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_89,True,,1,idle,,13,idle,,3,idle,,2,2,1.0,,,,,
event_lionheart_02_s_90,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_90,True,,1,idle,,13,idle,,3,idle,,2,2,1.0,,,,,
event_lionheart_02_s_91,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_91,True,,1,idle,,13,idle,,3,idle,,2,2,1.0,,,,,
event_lionheart_02_s_92,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_92,True,,1,idle,,13,idle,,3,idle,,2,L_30,1.0,,,,,
event_lionheart_02_s_93,40037,event_lionheart_02_s,Speech,staff,staff,Locale_SubScenario:event_lionheart_02_s_93,True,,1,idle,,13,idle,,3,idle,,L_30,L_30,1.0,,,,,
event_lionheart_02_s_94,40037,event_lionheart_02_s,Speech,staff,staff,Locale_SubScenario:event_lionheart_02_s_94,True,,1,idle,,13,idle,,3,idle,,L_30,L_30,1.0,,,,,
event_lionheart_02_s_95,40037,event_lionheart_02_s,Self,staff,,Locale_SubScenario:event_lionheart_02_s_95,False,,1,idle,,13,idle,,3,idle,,L_30,L_30,1.0,,,,,
event_lionheart_02_s_96,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_96,True,,1,idle,,13,idle,,3,idle,,L_30,Leo_10,1.0,,,,,
event_lionheart_02_s_97,40037,event_lionheart_02_s,Self,leona_no,,Locale_SubScenario:event_lionheart_02_s_97,False,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_98,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_98,True,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_99,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_99,True,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_100,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_100,True,,1,sad,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_101,40037,event_lionheart_02_s,Self,leona_no,,Locale_SubScenario:event_lionheart_02_s_101,False,,1,sad,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_102,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_102,True,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_103,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_103,True,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_104,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_104,True,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_105,40037,event_lionheart_02_s,Monologue,leona_no,,Locale_SubScenario:event_lionheart_02_s_105,False,,1,idle,,13,idle,,3,idle,,black,black,1.0,,,,,
event_lionheart_02_s_106,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_106,True,,1,idle,,13,delight,,3,idle,,XS_130,XS_130,1.0,bgm_story_backtonormal,black,,,
event_lionheart_02_s_107,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_107,True,,1,idle,,13,idle,,3,idle,,XS_130,XS_130,1.0,,,,,
event_lionheart_02_s_108,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_108,True,,1,idle,,13,idle,,3,idle,,L_30,L_30,1.0,,,,,
event_lionheart_02_s_109,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_109,True,,1,idle,,13,idle,,3,idle,,L_30,L_30,1.0,,,,,
event_lionheart_02_s_110,40037,event_lionheart_02_s,Self,nero,,Locale_SubScenario:event_lionheart_02_s_110,False,,1,idle,,13,idle,,3,idle,,L_30,L_30,1.0,,,,,
event_lionheart_02_s_111,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_111,True,,1,idle,,13,sad,,3,idle,,XS_130,XS_1300,1.0,,,,,
event_lionheart_02_s_112,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_112,True,,1,idle,,13,sad,,3,idle,,XS_1300,XS_1300,1.0,,,,,
event_lionheart_02_s_113,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_113,True,,1,idle,,13,sad,,3,idle,,L_30,L_300,1.0,,,,,
event_lionheart_02_s_114,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_114,True,,1,idle,,13,sad,,3,idle,,L_300,L_300,1.0,,,,,
event_lionheart_02_s_115,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_115,True,,1,idle,,13,sad,,3,idle,,L_300,2,1.0,,,,,
event_lionheart_02_s_116,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_116,True,,1,idle,,13,sad,,3,idle,,2,2,1.0,,,,,
event_lionheart_02_s_117,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_117,True,,1,idle,,13,idle,,3,idle,,2,12,1.0,,,,,
event_lionheart_02_s_118,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_118,True,,1,idle,,13,idle,,3,idle,,12,12,1.0,,,,,
event_lionheart_02_s_119,40037,event_lionheart_02_s,Narration,biscuit,,Locale_SubScenario:event_lionheart_02_s_119,False,,1,idle,,13,idle,,3,idle,,12,12,1.0,,,,,sfx_scn_hungry
event_lionheart_02_s_120,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_120,True,,1,idle,,13,sad,,3,idle,,12,XS_130,1.0,,,,,
event_lionheart_02_s_121,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_121,True,,1,idle,,13,delight,,3,idle,,XS_130,XS_130,1.0,,,,,
event_lionheart_02_s_122,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_122,True,,1,idle,,13,delight,,3,idle,,XS_130,XS_130,1.0,,,,,
event_lionheart_02_s_123,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_123,True,,1,idle,,13,idle,,3,idle,,XS_130,Leo_10,1.0,,,,,
event_lionheart_02_s_124,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_124,True,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_125,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_125,True,,1,idle,,13,idle,,3,idle,,Leo_10,Leo_10,1.0,,,,,
event_lionheart_02_s_126,40037,event_lionheart_02_s,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_s_126,True,,1,idle,,13,idle,,3,idle,,Leo_10,12,1.0,,,,,
event_lionheart_02_s_127,40037,event_lionheart_02_s,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_s_127,True,,1,idle,,13,idle,,3,idle,,12,2,1.0,,,,,
event_lionheart_02_s_128,40037,event_lionheart_02_s,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_s_128,True,,1,idle,,13,idle,,3,idle,,2,2,1.0,,,,,
