id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_ce004_3_06_e_30,40057,event_ce004_3_06_e,Monologue,Locale_SubScenario:event_ce004_3_06_e_30,False,,black,black,1.0,,,ce004_01,,,,ce004_01,1,think,,ce004_02,13,angry,,zwei,3,idle,,ein,5,idle,
event_ce004_3_06_e_31,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_31,True,CityForest_03_d,31,31,1.0,,,zwei,zwei,,black,,1,think,,,13,angry,,,3,idle,,,5,idle,
event_ce004_3_06_e_32,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_32,True,,31,31,1.0,,,ce004_01,ce004_01,,,,1,think,,,13,angry,,,3,idle,,,5,idle,
event_ce004_3_06_e_33,40057,event_ce004_3_06_e,Self,Locale_SubScenario:event_ce004_3_06_e_33,False,,31,31,1.0,,,ce004_01,,,,,1,think,,,13,angry,,,3,idle,,,5,idle,
event_ce004_3_06_e_34,40057,event_ce004_3_06_e,Self,Locale_SubScenario:event_ce004_3_06_e_34,False,,31,31,1.0,,,ce004_01,,,,,1,think,,,13,angry,,,3,idle,,,5,idle,
event_ce004_3_06_e_35,40057,event_ce004_3_06_e,Narration,Locale_SubScenario:event_ce004_3_06_e_35,False,EventScene_ce004_01_1,black,black,1.0,sfx_scn_eba004move,,ce004_01,,,,,1,think,ce004_01,,13,angry,ce004_02,,3,idle,zwei,,5,idle,ein
event_ce004_3_06_e_36,40057,event_ce004_3_06_e,Monologue,Locale_SubScenario:event_ce004_3_06_e_36,False,,1,100,0.5,,,ce004_01,,,,,1,think,,,,,,,,,,,,,
event_ce004_3_06_e_37,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_37,True,,100,100,1.0,,,zwei,zwei,,,,1,think,,,,,,,,,,,,,
event_ce004_3_06_e_38,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_38,True,,100,100,1.0,,,ein,ein,,,,1,think,,,,,,,,,,,,,
event_ce004_3_06_e_39,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_39,True,,100,100,1.0,,,ce004_01,ce004_01,,,,1,think,,,,,,,,,,,,,
event_ce004_3_06_e_40,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_40,True,,100,100,1.0,,,ce004_01,ce004_01,,,,1,think,,,,,,,,,,,,,
event_ce004_3_06_e_41,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_41,True,,100,100,1.0,,,zwei,zwei,,,,1,think,,,,,,,,,,,,,
event_ce004_3_06_e_42,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_42,True,,100,100,1.0,,,ce004_01,ce004_01,,,,1,angry,,,,,,,,,,,,,
event_ce004_3_06_e_43,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_43,True,,100,100,1.0,,,ce004_01,ce004_01,,,,1,angry,,,,,,,,,,,,,
event_ce004_3_06_e_44,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_44,True,,100,1,0.5,,,ce004_04_op_r,ce004_04_op_r,,,,1,angry,,,,,,,,,,,,,
event_ce004_3_06_e_45,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_45,True,,1,1,1.0,,,ce004_01,ce004_01,,,,1,angry,,,,,,,,,,,,,
event_ce004_3_06_e_46,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_46,True,,1,1,1.0,,,ce004_04_op_r,ce004_04_op_r,,,,1,angry,,,,,,,,,,,,,
event_ce004_3_06_e_47,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_47,True,,1,1,1.0,,,ce004_04_op_r,ce004_04_op_r,,,,1,angry,,,,,,,,,,,,,
event_ce004_3_06_e_48,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_48,True,,1,100,0.5,,,ce004_04_op_r,ce004_04_op_r,,,,1,angry,,,,,,,,,,,,,
event_ce004_3_06_e_49,40057,event_ce004_3_06_e,Self,Locale_SubScenario:event_ce004_3_06_e_49,False,,100,100,1.0,,,ce004_04_op_r,,,,,1,angry,,,,,,,,,,,,,
event_ce004_3_06_e_50,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_50,True,EventScene_ce004_06,black,black,1.0,,,marciana_op,marciana_op,,,,1,angry,ce004_01,,,,,,,,,,,,
event_ce004_3_06_e_51,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_51,True,,ce004_06_01,ce004_06_02,1.0,,,ce004_04_op_r,ce004_04_op_r,,,,,,,,,,,ce004_04_op_r,OP_rightup,think,,,,,
event_ce004_3_06_e_52,40057,event_ce004_3_06_e,Monologue,Locale_SubScenario:event_ce004_3_06_e_52,False,,ce004_06_02,ce004_06_02,1.0,,,ce004_03,,,,,,,,,,,,,OP_rightup,think,,,,,
event_ce004_3_06_e_53,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_53,True,,ce004_06_02,ce004_06_02,1.0,sfx_scn_lockon,,ce004_03,ce004_03,,,,,,,,,,,,OP_rightup,think,,,,,
event_ce004_3_06_e_54,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_54,True,,ce004_06_02,ce004_06_02,1.0,,,ce004_04_op_r,ce004_04_op_r,,,,,,,,,,,,OP_rightup,think,,,,,
event_ce004_3_06_e_55,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_55,True,,ce004_06_02,ce004_06_02,1.0,,,ce004_03,ce004_03,,,,,,,,,,,,OP_rightup,think,ce004_04_op_r,,,,
event_ce004_3_06_e_56,40057,event_ce004_3_06_e,Monologue,Locale_SubScenario:event_ce004_3_06_e_56,False,,ce004_06_02,1,0.5,,,ce004_03,,,,,,,,,,,,,,,,,,,
event_ce004_3_06_e_57,40057,event_ce004_3_06_e,Narration,Locale_SubScenario:event_ce004_3_06_e_57,False,,1,1,1.0,sfx_scn_cannontrigger,,ce004_03,,,,,,,,,,,,,,,,,,,
event_ce004_3_06_e_58,40057,event_ce004_3_06_e,Narration,Locale_SubScenario:event_ce004_3_06_e_58,False,,black,black,1.0,sfx_scn_cannon,,ce004_03,,Low_2,,,,,,,,,,,,,,,,,
event_ce004_3_06_e_59,40057,event_ce004_3_06_e,Monologue,Locale_SubScenario:event_ce004_3_06_e_59,False,EventScene_ce004_01_2,black,black,1.0,,,ce004_03,,,,,,,,,,,,,,,,,,,
event_ce004_3_06_e_60,40057,event_ce004_3_06_e,Monologue,Locale_SubScenario:event_ce004_3_06_e_60,False,,1,1,1.0,,,ce004_03,,,,,,,,,,,,,,,,,,,
event_ce004_3_06_e_61,40057,event_ce004_3_06_e,Narration,Locale_SubScenario:event_ce004_3_06_e_61,False,,1,100,1.0,sfx_scn_eba004finalhit,,ce004_03,,Low_2,,,,,,,,,,,,,,,,,
event_ce004_3_06_e_62,40057,event_ce004_3_06_e,Narration,Locale_SubScenario:event_ce004_3_06_e_62,False,,100,100,1.0,sfx_scn_eba004scream,,ce004_03,,,,,,,,,,,,,,,,,,,
event_ce004_3_06_e_63,40057,event_ce004_3_06_e,Monologue,Locale_SubScenario:event_ce004_3_06_e_63,False,,100,100,1.0,,,ce004_03,,,,,,,,,,,,,,,,,,,
event_ce004_3_06_e_64,40057,event_ce004_3_06_e,Narration,Locale_SubScenario:event_ce004_3_06_e_64,False,White,100,100,1.0,sfx_scn_someonedisappear,,ce004_03,,,white,,,,,,,,,,,,,,,,
event_ce004_3_06_e_65,40057,event_ce004_3_06_e,Monologue,Locale_SubScenario:event_ce004_3_06_e_65,False,,black,black,1.0,,,ce004_03,,,,ce004_01,1,idle,,zwei,13,good,,ce004_02,3,idle,,ein,5,idle,
event_ce004_3_06_e_66,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_66,True,WasteLand_02_n,50,50,1.0,,none,ein,ein,,black,,1,idle,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_67,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_67,True,,50,50,1.0,,,ein,ein,,,,1,idle,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_68,40057,event_ce004_3_06_e,Self,Locale_SubScenario:event_ce004_3_06_e_68,False,,50,50,1.0,,bgm_story_impression,ein,,,,,1,idle,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_69,40057,event_ce004_3_06_e,Self,Locale_SubScenario:event_ce004_3_06_e_69,False,,50,50,1.0,,,ein,,,,,1,idle,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_70,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_70,True,,50,500,1.0,,,ein,ein,,,,1,idle,,,13,good,,,3,idle,,,5,delight,
event_ce004_3_06_e_71,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_71,True,,1300,1300,1.0,,,zwei,zwei,,,,1,idle,,,13,good,,,3,idle,,,5,delight,
event_ce004_3_06_e_72,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_72,True,,1300,1300,1.0,,,zwei,zwei,,,,1,idle,,,13,good,,,3,idle,,,5,delight,
event_ce004_3_06_e_73,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_73,True,,1300,100,1.0,,,ce004_01,ce004_01,,,,1,idle,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_74,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_74,True,,100,10,1.0,,,ce004_01,ce004_01,,,,1,idle,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_75,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_75,True,,10,113,1.0,,,zwei,zwei,,,,1,idle,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_76,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_76,True,,113,113,1.0,,,ce004_01,ce004_01,,,,1,think,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_77,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_77,True,,113,113,1.0,,,ce004_01,ce004_01,,,,1,think,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_78,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_78,True,,113,113,1.0,,,ce004_01,ce004_01,,,,1,think,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_79,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_79,True,,113,113,1.0,,,zwei,zwei,,,,1,think,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_80,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_80,True,,113,113,1.0,,,ce004_01,ce004_01,,,,1,think,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_81,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_81,True,,113,53,1.5,,,ein,ein,,,,1,idle,,,13,good,,,3,idle,,,5,delight,
event_ce004_3_06_e_82,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_82,True,,53,53,1.0,,,ce004_02,ce004_02,,,,1,idle,,,13,good,,,3,idle,,,5,delight,
event_ce004_3_06_e_83,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_83,True,,53,53,1.0,,,ein,ein,,,,1,idle,,,13,good,,,3,idle,,,5,delight,
event_ce004_3_06_e_84,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_84,True,,53,53,1.0,,none,ein,ein,,,,1,idle,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_85,40057,event_ce004_3_06_e,Monologue,Locale_SubScenario:event_ce004_3_06_e_85,False,,black,black,1.0,,bgm_story_inwonderland,ein,,,,,1,idle,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_86,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_86,True,,50,500,1.0,,,ein,ein,,,,1,idle,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_87,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_87,True,,130,1300,1.0,,,zwei,zwei,,,,1,idle,,,13,idle,,,3,idle,,,5,idle,
event_ce004_3_06_e_88,40057,event_ce004_3_06_e,Self,Locale_SubScenario:event_ce004_3_06_e_88,False,,1300,1300,1.0,,,zwei,,,,,1,idle,,,13,idle,,,3,idle,,,5,idle,
event_ce004_3_06_e_89,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_89,True,,100,100,1.0,,,ce004_01,ce004_01,,,,1,surprise,,,13,idle,,,3,idle,,,5,idle,
event_ce004_3_06_e_90,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_90,True,,100,10,1.0,,,ce004_01,ce004_01,,,,1,surprise,,,13,idle,,,3,idle,,,5,idle,
event_ce004_3_06_e_91,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_91,True,,10,113,1.0,,,zwei,zwei,,,,1,surprise,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_92,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_92,True,,113,113,1.0,,,ce004_01,ce004_01,,,,1,think,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_93,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_93,True,,113,113,1.0,,,zwei,zwei,,,,1,think,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_94,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_94,True,,113,113,1.0,,,ce004_01,ce004_01,,,,1,think,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_95,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_95,True,,113,113,1.0,,,ce004_01,ce004_01,,,,1,think,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_96,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_96,True,,113,53,1.5,,,ein,ein,,,,1,think,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_97,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_97,True,,53,53,1.0,,,ein,ein,,,,1,think,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_98,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_98,False,,53,53,1.0,,,ce004_02,ce004_02,,,,1,think,,,13,good,,,3,idle,,,5,idle,
event_ce004_3_06_e_99,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_99,True,,53,53,1.0,,,ein,ein,,,,1,think,,,13,good,,,3,idle,,,5,delight,
event_ce004_3_06_e_100,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_100,True,,53,53,1.0,,,ein,ein,,,,1,think,,,13,good,,,3,idle,,,5,delight,
event_ce004_3_06_e_101,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_101,True,,53,53,1.0,,,ein,ein,,,,1,think,,,13,good,,,3,idle,,,5,delight,
event_ce004_3_06_e_102,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_102,True,,53,53,1.0,,,ce004_02,ce004_02,,,,1,think,,,13,good,,,3,idle,,,5,delight,
event_ce004_3_06_e_103,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_103,True,,53,53,1.0,,,ein,ein,,,,1,think,,,13,good,,,3,idle,,,5,delight,
event_ce004_3_06_e_104,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_104,True,,53,53,1.0,,,ein,ein,,,,1,think,,,13,good,,,3,idle,,,5,delight,
event_ce004_3_06_e_105,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_105,False,,53,53,1.0,,,ce004_02,ce004_02,,,,1,think,,,13,good,,,3,idle,,,5,delight,
event_ce004_3_06_e_106,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_106,True,,53,53,1.0,,,ce004_02,ce004_02,,,,1,think,,,13,good,,,3,idle,,,5,delight,
event_ce004_3_06_e_107,40057,event_ce004_3_06_e,Self,Locale_SubScenario:event_ce004_3_06_e_107,False,,53,31,1.0,,,ce004_02,,,,,1,think,,,13,good,,,3,idle,,,5,delight,
event_ce004_3_06_e_108,40057,event_ce004_3_06_e,Self,Locale_SubScenario:event_ce004_3_06_e_108,False,,31,31,1.0,,,ce004_02,,,,,1,think,,,13,good,,,3,idle,,,5,delight,
event_ce004_3_06_e_109,40057,event_ce004_3_06_e,Monologue,Locale_SubScenario:event_ce004_3_06_e_109,False,MachineRoom,black,black,1.0,sfx_scn_someonedisappear,,ce004_02,,,white,,1,think,ce004_01,,13,good,zwei,,3,idle,ce004_02,,5,delight,ein
event_ce004_3_06_e_110,40057,event_ce004_3_06_e,Monologue,Locale_SubScenario:event_ce004_3_06_e_110,False,,10,1,1.0,,,ce004_03,,,,ce004_03,1,surprise,,rei,13,cry,,,,,,,,,
event_ce004_3_06_e_111,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_111,True,,1,1,1.0,,,ce004_03,ce004_03,,,,1,delight,,,13,cry,,,,,,,,,
event_ce004_3_06_e_112,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_112,True,,1,113,1.0,,,rei,rei,,,,1,delight,,,13,cry,,,,,,,,,
event_ce004_3_06_e_113,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_113,True,,113,113,1.0,,,ce004_03,ce004_03,,,,1,idle,,,13,cry,,,,,,,,,
event_ce004_3_06_e_114,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_114,True,,113,113,1.0,,,ce004_03,ce004_03,,,,1,idle,,,13,cry,,,,,,,,,
event_ce004_3_06_e_115,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_115,True,,113,113,1.0,,,rei,rei,,,,1,idle,,,13,cry,,,,,,,,,
event_ce004_3_06_e_116,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_116,True,,113,113,1.0,,,ce004_03,ce004_03,,,,1,idle,,,13,cry,,,,,,,,,
event_ce004_3_06_e_117,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_117,True,,113,113,1.0,,,ce004_03,ce004_03,,,,1,idle,,,13,cry,,,,,,,,,
event_ce004_3_06_e_118,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_118,True,,113,113,1.0,,,rei,rei,,,,1,idle,,,13,cry,,,,,,,,,
event_ce004_3_06_e_119,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_119,True,,113,113,1.0,,,ce004_03,ce004_03,,,,1,idle,,,13,cry,,,,,,,,,
event_ce004_3_06_e_120,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_120,True,,113,113,1.0,,,rei,rei,,,,1,idle,,,13,cry,,,,,,,,,
event_ce004_3_06_e_121,40057,event_ce004_3_06_e,Speech,Locale_SubScenario:event_ce004_3_06_e_121,True,,113,113,1.0,,,ce004_03,ce004_03,,,,1,idle,,,13,cry,,,,,,,,,
event_ce004_3_06_e_122,40057,event_ce004_3_06_e,Monologue,Locale_SubScenario:event_ce004_3_06_e_122,False,SchoolCommandCenter,black,black,1.0,sfx_scn_someonedisappear,,ce004_03,,,white,,1,idle,ce004_03,,13,cry,rei,,,,,,,,
