id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_oldtales2_05_s_65,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_65,True,,S_100,S_100,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_66,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_66,True,,S_100,S_100,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_67,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_67,True,,S_100,S_10,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_68,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_68,False,,S_10,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_69,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_69,True,,113,113,1.0,,,1,smile,,13,idle
event_oldtales2_05_s_70,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_70,True,,113,113,1.0,,,1,smile,,13,idle
event_oldtales2_05_s_71,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_71,True,,113,113,1.0,,,1,smile,,13,idle
event_oldtales2_05_s_72,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_72,True,,113,113,1.0,,,1,surprise,,13,idle
event_oldtales2_05_s_73,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_73,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_74,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_74,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_75,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_75,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_76,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_76,True,,S_100,S_100,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_77,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_77,True,,S_100,S_100,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_78,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_78,True,,S_100,S_100,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_79,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_79,True,,S_100,S_100,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_80,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_80,True,,S_100,S_10,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_81,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_81,True,,S_10,S_10,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_82,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_82,True,,S_10,S_10,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_83,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_83,True,,S_10,S_10,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_84,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_84,True,,S_10,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_85,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_85,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_86,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_86,False,,113,113,1.0,,,1,idle,,13,think
event_oldtales2_05_s_87,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_87,True,,113,130,1.0,,,1,idle,,13,think
event_oldtales2_05_s_88,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_88,True,,130,1300,0.7,,,1,idle,,13,idle
event_oldtales2_05_s_89,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_89,True,,S_100,S_100,1.0,,,1,angry,,13,idle
event_oldtales2_05_s_90,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_90,True,,1300,1300,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_91,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_91,True,,1300,130,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_92,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_92,True,,130,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_93,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_93,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_94,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_94,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_95,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_95,False,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_96,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_96,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_97,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_97,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_98,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_98,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_99,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_99,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_100,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_100,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_101,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_101,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_102,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_102,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_103,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_103,False,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_104,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_104,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_105,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_105,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_106,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_106,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_107,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_107,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_108,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_108,True,,113,113,1.0,,,1,smile,,13,idle
event_oldtales2_05_s_109,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_109,True,,113,113,1.0,,,1,smile,,13,idle
event_oldtales2_05_s_110,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_110,True,,113,113,1.0,,,1,smile,,13,idle
event_oldtales2_05_s_111,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_111,True,,113,113,1.0,,,1,smile,,13,idle
event_oldtales2_05_s_112,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_112,False,,113,113,1.0,,,1,smile,,13,think
event_oldtales2_05_s_113,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_113,True,,130,1300,1.0,,,1,idle,,13,think
event_oldtales2_05_s_114,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_114,True,,1300,1300,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_115,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_115,True,,1300,1300,1.0,,,1,idle,,13,worry
event_oldtales2_05_s_116,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_116,True,,S_100,S_100,1.0,,,1,surprise,,13,worry
event_oldtales2_05_s_117,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_117,True,,1300,1300,1.0,,,1,surprise,,13,think
event_oldtales2_05_s_118,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_118,True,,1300,1300,1.0,,,1,surprise,,13,think
event_oldtales2_05_s_119,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_119,True,,1300,130,1.0,,,1,surprise,,13,think
event_oldtales2_05_s_120,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_120,False,,130,113,1.0,,,1,smile,,13,think
event_oldtales2_05_s_121,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_121,True,,113,113,1.0,,,1,smile,,13,think
event_oldtales2_05_s_122,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_122,True,,113,113,1.0,,,1,smile,,13,idle
event_oldtales2_05_s_123,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_123,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_124,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_124,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_125,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_125,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_126,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_126,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_127,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_127,True,,113,113,1.0,,,1,idle,,13,idle
event_oldtales2_05_s_128,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_128,True,,113,S_10,1.0,none,,1,angry,,13,idle
event_oldtales2_05_s_129,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_129,True,,S_10,S_100,0.5,,,1,angry,,13,idle
event_oldtales2_05_s_130,40062,event_oldtales2_05_s,Speech,abe,abe,Locale_MainScenario:event_oldtales2_05_s_130,True,,1300,1300,1.0,,,1,angry,,13,idle
event_oldtales2_05_s_131,40062,event_oldtales2_05_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_s_131,True,,S_100,S_100,1.0,,,1,angry,,13,idle
event_oldtales2_05_s_132,40062,event_oldtales2_05_s,Narration,,,Locale_MainScenario:event_oldtales2_05_s_132,False,NoCloudLand,black,black,1.0,,,1,angry,,13,idle
event_oldtales2_05_s_133,40062,event_oldtales2_05_s,Speech,oswald,oswald,Locale_MainScenario:event_oldtales2_05_s_133,True,,black,black,1.0,,,1,angry,,13,idle
event_oldtales2_05_s_134,40062,event_oldtales2_05_s,Speech,oswald,oswald,Locale_MainScenario:event_oldtales2_05_s_134,True,,black,black,1.0,,,1,angry,,13,idle
