id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,fade,conversation_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_overthehorizon_04_e_19,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_19,False,,10,10,1.0,,,sora,children,,,,1,idle,,,,
event_overthehorizon_04_e_20,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_20,False,,10,10,1.0,,,sora,children,,,,1,idle,,,,
event_overthehorizon_04_e_21,40081,event_overthehorizon_04_e,Monologue,Locale_SubScenario:event_overthehorizon_04_e_21,False,,10,10,1.0,,,sora,,,,,1,idle,,,,
event_overthehorizon_04_e_22,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_22,True,,10,31,1.0,,,boy03,boy03,,,,1,idle,boy03,3,idle,
event_overthehorizon_04_e_23,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_23,True,,31,31,1.0,,,boy03,boy03,,,,1,idle,,3,idle,
event_overthehorizon_04_e_24,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_24,True,,31,31,1.0,,,sora,sora,,,,1,idle,,3,idle,
event_overthehorizon_04_e_25,40081,event_overthehorizon_04_e,Self,Locale_SubScenario:event_overthehorizon_04_e_25,False,,31,31,1.0,,,,,,,,1,idle,,3,idle,
event_overthehorizon_04_e_26,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_26,True,,31,31,1.0,,,sora,sora,,,,1,idle,,3,idle,
event_overthehorizon_04_e_27,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_27,True,,31,31,1.0,,,boy03,boy03,,,,1,idle,,3,idle,
event_overthehorizon_04_e_28,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_28,True,,31,31,1.0,,,boy03,boy03,,,,1,idle,,3,idle,
event_overthehorizon_04_e_29,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_29,True,,31,31,1.0,,,sora,sora,,,,1,idle,,3,idle,
event_overthehorizon_04_e_30,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_30,True,,31,31,1.0,,,sora,sora,,,,1,idle,,3,idle,
event_overthehorizon_04_e_31,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_31,True,,31,31,1.0,,,sora,sora,,,,1,idle,,3,idle,
event_overthehorizon_04_e_32,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_32,True,,31,31,1.0,,,boy03,boy03,,,,1,idle,,3,idle,
event_overthehorizon_04_e_33,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_33,True,,31,31,1.0,,,boy03,boy03,,,,1,idle,,3,idle,
event_overthehorizon_04_e_34,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_34,True,,31,31,1.0,,,sora,sora,,,,1,idle,,3,idle,
event_overthehorizon_04_e_35,40081,event_overthehorizon_04_e,Monologue,Locale_SubScenario:event_overthehorizon_04_e_35,False,Park,black,black,1.0,,,sora,,,,,1,idle,,3,idle,boy03
event_overthehorizon_04_e_36,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_36,True,,10,100,1.0,,,sora,sora,,,,1,idle,,,,
event_overthehorizon_04_e_37,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_37,False,,100,100,1.0,,,sora,children,,,,1,idle,,,,
event_overthehorizon_04_e_38,40081,event_overthehorizon_04_e,Monologue,Locale_SubScenario:event_overthehorizon_04_e_38,False,,100,100,1.0,,,sora,,,,,1,idle,,,,
event_overthehorizon_04_e_39,40081,event_overthehorizon_04_e,Self,Locale_SubScenario:event_overthehorizon_04_e_39,False,,100,100,1.0,,,sora,,,,,1,idle,,,,
event_overthehorizon_04_e_40,40081,event_overthehorizon_04_e,Monologue,Locale_SubScenario:event_overthehorizon_04_e_40,False,,100,100,1.0,,,sora,,,,,1,idle,,,,
event_overthehorizon_04_e_41,40081,event_overthehorizon_04_e,Self,Locale_SubScenario:event_overthehorizon_04_e_41,False,,100,100,1.0,,,sora,,,,,1,idle,,,,
event_overthehorizon_04_e_42,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_42,False,,100,10,0.5,,,sora,sora,,,,1,idle,,,,
event_overthehorizon_04_e_43,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_43,False,,10,10,1.0,,,sora,children,,,,1,idle,,,,
event_overthehorizon_04_e_44,40081,event_overthehorizon_04_e,Self,Locale_SubScenario:event_overthehorizon_04_e_44,False,,10,10,1.0,,,sora,,,,,1,idle,,,,
event_overthehorizon_04_e_45,40081,event_overthehorizon_04_e,Monologue,Locale_SubScenario:event_overthehorizon_04_e_45,False,,10,10,1.0,,,sora,,,,,1,idle,,,,
event_overthehorizon_04_e_46,40081,event_overthehorizon_04_e,Self,Locale_SubScenario:event_overthehorizon_04_e_46,False,,10,10,1.0,,,sora,,,,,1,idle,,,,
event_overthehorizon_04_e_47,40081,event_overthehorizon_04_e,Self,Locale_SubScenario:event_overthehorizon_04_e_47,False,,10,10,1.0,,,sora,,,,,1,idle,,,,
event_overthehorizon_04_e_48,40081,event_overthehorizon_04_e,Narration,Locale_SubScenario:event_overthehorizon_04_e_48,False,,10,10,1.0,,,sora,,,,,1,idle,,,,
event_overthehorizon_04_e_49,40081,event_overthehorizon_04_e,Self,Locale_SubScenario:event_overthehorizon_04_e_49,False,,10,10,1.0,,,sora,,,,,1,idle,,,,
event_overthehorizon_04_e_50,40081,event_overthehorizon_04_e,Narration,Locale_SubScenario:event_overthehorizon_04_e_50,False,,10,10,1.0,,sfx_scn_phonevibration,sora,,,,,1,idle,,,,
event_overthehorizon_04_e_51,40081,event_overthehorizon_04_e,Self,Locale_SubScenario:event_overthehorizon_04_e_51,False,,10,10,1.0,,,sora,,,m_event_overthehorizon_04_e,,1,idle,,,,
event_overthehorizon_04_e_52,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_52,True,,10,100,1.0,,,sora,sora,,,,1,idle,,,,
event_overthehorizon_04_e_53,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_53,True,,100,100,1.0,,,sora,sora,,,,1,idle,,,,
event_overthehorizon_04_e_54,40081,event_overthehorizon_04_e,Monologue,Locale_SubScenario:event_overthehorizon_04_e_54,False,,black,black,1.0,,,sora,,,,,1,idle,,,,
event_overthehorizon_04_e_55,40081,event_overthehorizon_04_e,Monologue,Locale_SubScenario:event_overthehorizon_04_e_55,False,,black,black,1.0,,,sora,,,,,1,idle,,,,
event_overthehorizon_04_e_56,40081,event_overthehorizon_04_e,Monologue,Locale_SubScenario:event_overthehorizon_04_e_56,False,,black,black,1.0,none,,sora,,,,,1,idle,,,,
event_overthehorizon_04_e_57,40081,event_overthehorizon_04_e,Self,Locale_SubScenario:event_overthehorizon_04_e_57,False,OuterrimWall,100,100,1.0,,,sora,,black,,,1,idle2,,,,
event_overthehorizon_04_e_58,40081,event_overthehorizon_04_e,Self,Locale_SubScenario:event_overthehorizon_04_e_58,False,,100,100,1.0,,,sora,,,,,1,idle2,,,,
event_overthehorizon_04_e_59,40081,event_overthehorizon_04_e,Monologue,Locale_SubScenario:event_overthehorizon_04_e_59,False,,black,black,1.0,bgm_enemyclose,,sora,,,,,1,idle2,,,,
event_overthehorizon_04_e_60,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_60,False,,black,black,1.0,,,sora,announcement,,,,1,idle2,,,,
event_overthehorizon_04_e_61,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_61,False,,black,black,1.0,,,sora,announcement,,,,1,idle2,,,,
event_overthehorizon_04_e_62,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_62,False,,black,black,1.0,,,sora,announcement,,,,1,idle2,,,,
event_overthehorizon_04_e_63,40081,event_overthehorizon_04_e,Narration,Locale_SubScenario:event_overthehorizon_04_e_63,False,,500,500,1.0,,sfx_scn_heavydoordrag,sora,,,,,1,idle2,,,,
event_overthehorizon_04_e_64,40081,event_overthehorizon_04_e,Monologue,Locale_SubScenario:event_overthehorizon_04_e_64,False,,500,500,1.0,,,sora,,,,,1,idle2,,,,
event_overthehorizon_04_e_65,40081,event_overthehorizon_04_e,Speech,Locale_SubScenario:event_overthehorizon_04_e_65,False,,500,100,1.5,,,sora,sora,,,,1,idle2,,,,
event_overthehorizon_04_e_66,40081,event_overthehorizon_04_e,Monologue,Locale_SubScenario:event_overthehorizon_04_e_66,False,,100,100,1.0,,,sora,,,,,1,idle2,,,,
event_overthehorizon_04_e_67,40081,event_overthehorizon_04_e,Self,Locale_SubScenario:event_overthehorizon_04_e_67,False,,100,100,1.0,,,sora,,,,,1,idle2,,,,
event_overthehorizon_04_e_68,40081,event_overthehorizon_04_e,Monologue,Locale_SubScenario:event_overthehorizon_04_e_68,False,,black,black,1.0,,,sora,,,,,1,idle2,,,,
