id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,characters/0/hide_char_id,characters/1/hide_char_id
event_icedragonsaga2_05_e_28,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_28,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_29,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_29,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_30,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_30,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_31,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_31,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_32,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_32,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_33,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_33,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_34,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_34,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_35,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_35,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_36,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_36,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_37,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_37,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_38,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_38,False,,black,black,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_39,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_39,False,EventScene_icedragonsaga_10_3,black,black,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_40,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_40,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_41,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_41,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_42,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_42,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_43,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_43,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_44,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_44,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_45,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_45,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_46,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_46,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_47,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_47,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_48,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_48,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_49,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_49,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_50,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_50,False,,1,1,1.0,,sfx_scn_talkspellon,,,,,,,,,,,
event_icedragonsaga2_05_e_51,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_51,False,,1,1,1.0,,sfx_scn_retromessage,,,,,,,,,,,
event_icedragonsaga2_05_e_52,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_52,False,,1,1,1.0,,sfx_scn_retromessage,,,,,,,,,,,
event_icedragonsaga2_05_e_53,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_53,False,,1,1,1.0,,sfx_scn_retromessage,,,,,,,,,,,
event_icedragonsaga2_05_e_54,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_54,False,DragonCaslteOut,black,black,1.0,none,,,,,,,,,,,,
event_icedragonsaga2_05_e_55,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_55,False,,black,black,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_56,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_56,False,,black,black,1.0,,sfx_scn_sofasit,,,maiden_w,2,idle,guillotine_w,12,surprise,,,
event_icedragonsaga2_05_e_57,40065,event_icedragonsaga2_05_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_05_e_57,True,,XS_1200,XS_1200,1.0,bgm_story_sunshinesorrow,,,,,2,idle,,12,surprise,guillotine_w,,
event_icedragonsaga2_05_e_58,40065,event_icedragonsaga2_05_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_05_e_58,True,,XS_1200,XS_1200,1.0,,,,,,2,idle,,12,surprise,guillotine_w,,
event_icedragonsaga2_05_e_59,40065,event_icedragonsaga2_05_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_05_e_59,True,,XS_1200,XS_1200,1.0,,,,,,2,idle,,12,sad,guillotine_w,,
event_icedragonsaga2_05_e_60,40065,event_icedragonsaga2_05_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_05_e_60,True,,XS_1200,XS_1200,1.0,,,,,,2,idle,,12,sad,guillotine_w,,
event_icedragonsaga2_05_e_61,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_61,True,,L_200,L_200,1.0,,,,,,2,idle,,12,sad,maiden_w,,
event_icedragonsaga2_05_e_62,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_62,True,,L_200,L_200,1.0,,,,,,2,idle,,12,sad,maiden_w,,
event_icedragonsaga2_05_e_63,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_63,True,,L_200,L_200,1.0,,,,,,2,idle,,12,sad,maiden_w,,
event_icedragonsaga2_05_e_64,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_64,True,,L_200,L_200,1.0,,,,,,2,idle,,12,sad,maiden_w,,
event_icedragonsaga2_05_e_65,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_65,True,,L_200,L_200,1.0,,,,,,2,idle,,12,sad,maiden_w,,
event_icedragonsaga2_05_e_66,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_66,True,,L_200,L_200,1.0,,,,,,2,idle,,12,sad,maiden_w,,
event_icedragonsaga2_05_e_67,40065,event_icedragonsaga2_05_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_05_e_67,False,,L_200,L_200,1.0,,,,,,2,idle,,12,sad,maiden_w,,
event_icedragonsaga2_05_e_68,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_68,True,,L_200,L_200,1.0,,,,,,2,delight,,12,surprise,maiden_w,,
event_icedragonsaga2_05_e_69,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_69,True,,L_200,L_200,1.0,,,,,,2,delight,,12,surprise,maiden_w,,
event_icedragonsaga2_05_e_70,40065,event_icedragonsaga2_05_e,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga2_05_e_70,True,,L_200,L_200,1.0,,,,,,2,delight,,12,surprise,maiden_w,,
event_icedragonsaga2_05_e_71,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_71,False,EventScene_Chap_12_02,1,1,1.0,,,black,,,2,delight,,12,surprise,,maiden_w,guillotine_w
event_icedragonsaga2_05_e_72,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_72,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_73,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_73,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_74,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_74,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_75,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_75,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_76,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_76,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_77,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_77,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_78,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_78,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_79,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_79,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_80,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_80,False,,1,1,1.0,,,,,,,,,,,,,
event_icedragonsaga2_05_e_81,40065,event_icedragonsaga2_05_e,Narration,,Locale_MainScenario:event_icedragonsaga2_05_e_81,False,,black,black,1.0,,sfx_scn_retropartyexcept,,,,,,,,,,,
