id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_boomtheghost1_05_s_11,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_11,True,,1,yanpepper_02,0.7,,yan_s,yan_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_12,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_12,True,,yanpepper_02,yanpepper_02,1.0,,pepper_s,pepper_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_13,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_13,True,,yanpepper_02,yanpepper_02,1.0,,yan_s,yan_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_14,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_14,True,,yanpepper_02,yanpepper_02,1.0,,pepper_s,pepper_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_15,40084,event_boomtheghost1_05_s,Narration,Locale_MainScenario:event_boomtheghost1_05_s_15,False,,yanpepper_02,yanpepper_02,1.0,,pepper_s,,sfx_scn_cabinetrattle2,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_16,40084,event_boomtheghost1_05_s,Narration,Locale_MainScenario:event_boomtheghost1_05_s_16,False,,yanpepper_02,yanpepper_02,1.0,,pepper_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_17,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_17,False,,yanpepper_02,1,1.0,,yan_s,yan_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_18,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_18,False,,1,1,1.0,,pepper_s,pepper_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_19,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_19,False,,1,1,1.0,,yan_s,yan_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_20,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_20,False,,1,1,1.0,,pepper_s,pepper_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_21,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_21,True,,1,1,1.0,,yan_s,yan_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_22,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_22,True,,1,yanpepper_02,2.0,,pepper_s,pepper_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_23,40084,event_boomtheghost1_05_s,Narration,Locale_MainScenario:event_boomtheghost1_05_s_23,False,,yanpepper_02,yanpepper_02,1.0,,pepper_s,,sfx_scn_cabinetrattle3,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_24,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_24,False,,yanpepper_02,yanpepper_02,1.0,,pepper_s,pepper_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_25,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_25,False,,yanpepper_02,yanpepper_02,1.0,,yan_s,yan_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_26,40084,event_boomtheghost1_05_s,Narration,Locale_MainScenario:event_boomtheghost1_05_s_26,False,,yanpepper_02,yanpepper_02,1.0,,yan_s,,sfx_scn_cabinetrattle2,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_27,40084,event_boomtheghost1_05_s,Narration,Locale_MainScenario:event_boomtheghost1_05_s_27,False,,yanpepper_02,yanpepper_02,1.0,,yan_s,,sfx_scn_cabinetrattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_28,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_28,False,,yanpepper_02,1,1.0,,yan_s,yan_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_29,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_29,False,,1,1,1.0,,pepper_s,pepper_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_30,40084,event_boomtheghost1_05_s,Narration,Locale_MainScenario:event_boomtheghost1_05_s_30,False,,black,black,1.0,none,pepper_s,,sfx_scn_metalpartsassemble2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_31,40084,event_boomtheghost1_05_s,Narration,Locale_MainScenario:event_boomtheghost1_05_s_31,False,,black,black,1.0,,pepper_s,,sfx_scn_emptymagazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_32,40084,event_boomtheghost1_05_s,Narration,Locale_MainScenario:event_boomtheghost1_05_s_32,False,EventScene_boomtheghost_03_2,black,black,1.0,,pepper_s,,sfx_scn_metalboxopenslowly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_33,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_33,True,,yanpepper_03,yanpepper_04,0.7,bgm_story_spookaboo,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_34,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_34,True,,yanpepper_04,1,2.0,,yan_s,yan_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_35,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_35,True,,1,1,1.0,,pepper_s,pepper_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_36,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_36,True,,1,1,1.0,,yan_s,yan_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_37,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_37,True,,1,1,1.0,,pepper_s,pepper_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_38,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_38,True,,1,1,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_39,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_39,True,,1,1,1.0,,yan_s,yan_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_40,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_40,True,,1,1,1.0,,pepper_s,pepper_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_41,40084,event_boomtheghost1_05_s,Self,Locale_MainScenario:event_boomtheghost1_05_s_41,False,,1,1,1.0,,pepper_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_42,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_42,True,,1,100,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_43,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_43,True,,100,100,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_44,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_44,True,,100,100,1.0,,yan_s,yan_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_45,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_45,True,,100,100,1.0,,pepper_s,pepper_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_46,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_46,False,Deck_n,S_50,S_500,0.5,,tove_s,tove_s,,,elegg_s,1,idle,tove_s,5,no,pepper_s,13,angry,centi_s,15,angry,frima_s,17,sleep_01,yan_s,19,sad,black,,,,,,,,,,
event_boomtheghost1_05_s_47,40084,event_boomtheghost1_05_s,Monologue,Locale_MainScenario:event_boomtheghost1_05_s_47,False,,black,black,1.0,,tove_s,,,,,1,idle,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_48,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_48,True,,S_100,S_10,1.0,,elegg_s,elegg_s,,,,1,think,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_49,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_49,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,idle,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_50,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_50,True,,S_10,XS_130,1.0,,pepper_s,pepper_s,,,,1,idle,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_51,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_51,True,,XS_130,L_150,1.0,,centi_s,centi_s,,,,1,idle,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_52,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_52,False,,L_150,170,1.0,,frima_s,frima_s,,,,1,idle,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_53,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_53,True,,170,S_190,1.0,,yan_s,yan_s,,,,1,idle,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_54,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_54,True,,S_10,S_100,0.5,,elegg_s,elegg_s,,,,1,idle,,5,no,,13,idle,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_55,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_55,True,,S_1900,S_1900,1.0,,yan_s,yan_s,,,,1,idle,,5,no,,13,idle,,15,idle,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_56,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_56,True,,S_100,S_10,1.0,,elegg_s,elegg_s,,,,1,idle,,5,no,,13,idle,,15,idle,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_57,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_57,True,,S_190,S_190,1.0,,yan_s,yan_s,,,,1,idle,,5,no,,13,idle,,15,idle,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_58,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_58,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,1,idle,,5,no,,13,idle,,15,idle,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_59,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_59,False,,S_500,S_50,0.5,,tove_s,tove_s,,,,1,idle,,5,no,,13,idle,,15,idle,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_60,40084,event_boomtheghost1_05_s,Monologue,Locale_MainScenario:event_boomtheghost1_05_s_60,False,,black,black,1.0,,tove_s,,,,,1,idle,,5,no,,13,idle,,15,idle,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_61,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_61,True,,S_50,S_50,1.0,,tove_s,tove_s,,Low_2,,1,idle,,5,no,,13,idle,,15,idle,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_62,40084,event_boomtheghost1_05_s,Monologue,Locale_MainScenario:event_boomtheghost1_05_s_62,False,,S_50,S_500,1.0,,tove_s,,,,,1,idle,,5,no,,13,idle,,15,idle,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_63,40084,event_boomtheghost1_05_s,Monologue,Locale_MainScenario:event_boomtheghost1_05_s_63,False,,S_500,S_500,1.0,,tove_s,,,,,1,idle,,5,no,,13,idle,,15,idle,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_64,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_64,True,EventScene_boomtheghost_01_1,black,black,1.5,,elegg_s,elegg_s,,,,1,idle,,5,no,,13,idle,,15,idle,,17,sleep_01,,19,sad,,elegg_s,tove_s,pepper_s,centi_s,frima_s,yan_s,,,,
event_boomtheghost1_05_s_65,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_65,True,,bfgboom_01,bfgboom_02,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_66,40084,event_boomtheghost1_05_s,Monologue,Locale_MainScenario:event_boomtheghost1_05_s_66,False,,bfgboom_02,bfgboom_02,1.0,,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_67,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_67,True,,bfgboom_02,bfgboom_03,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_68,40084,event_boomtheghost1_05_s,Monologue,Locale_MainScenario:event_boomtheghost1_05_s_68,False,,bfgboom_03,bfgboom_03,1.0,,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_69,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_69,True,,bfgboom_03,bfgboom_02,0.5,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_70,40084,event_boomtheghost1_05_s,Monologue,Locale_MainScenario:event_boomtheghost1_05_s_70,False,Deck_n,black,black,1.0,,tove_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown_ghost,5,idle,
event_boomtheghost1_05_s_71,40084,event_boomtheghost1_05_s,Monologue,Locale_MainScenario:event_boomtheghost1_05_s_71,False,,S_500,S_500,1.0,,tove_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,
event_boomtheghost1_05_s_72,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_72,True,,S_500,S_500,1.0,,unknown_ghost,unknown_ghost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,idle,
event_boomtheghost1_05_s_73,40084,event_boomtheghost1_05_s,Self,Locale_MainScenario:event_boomtheghost1_05_s_73,False,,S_500,S_100,1.5,,ghost,,,,elegg_s,1,idle,,,,,,,,,,,,,,,,,,,,,,,,5,idle,
event_boomtheghost1_05_s_74,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_74,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,Low_2,,1,idle,,,,,,,,,,,,,,,,,,,,,,,,5,idle,unknown_ghost
event_boomtheghost1_05_s_75,40084,event_boomtheghost1_05_s,Narration,Locale_MainScenario:event_boomtheghost1_05_s_75,False,EventScene_boomtheghost_01_2,black,black,1.0,,elegg_s,,sfx_scn_tyrantcry,,,1,idle,,,,,,,,,,,,,,,,,elegg_s,,,,,,,,,
event_boomtheghost1_05_s_76,40084,event_boomtheghost1_05_s,Monologue,Locale_MainScenario:event_boomtheghost1_05_s_76,False,,bfgboom_03,bfgboom_02,1.0,,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_77,40084,event_boomtheghost1_05_s,Monologue,Locale_MainScenario:event_boomtheghost1_05_s_77,False,,bfgboom_02,bfgboom_02,1.0,,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_78,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_78,True,,bfgboom_02,bfgboom_02,1.0,,unknown_ghost,unknown_ghost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_79,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_79,True,,bfgboom_02,bfgboom_02,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_80,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_80,True,,bfgboom_02,bfgboom_02,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_81,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_81,True,,bfgboom_02,bfgboom_03,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_82,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_82,True,,bfgboom_03,bfgboom_03,1.0,,yan_s,yan_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_83,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_83,True,,bfgboom_03,bfgboom_03,1.0,,unknown_ghost,unknown_ghost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_84,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_84,True,,bfgboom_03,bfgboom_03,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_85,40084,event_boomtheghost1_05_s,Narration,Locale_MainScenario:event_boomtheghost1_05_s_85,False,,bfgboom_03,bfgboom_03,1.0,,elegg_s,,sfx_scn_tyrantcry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_86,40084,event_boomtheghost1_05_s,Narration,Locale_MainScenario:event_boomtheghost1_05_s_86,False,,bfgboom_03,bfgboom_03,1.0,,elegg_s,,sfx_scn_energescatter,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_87,40084,event_boomtheghost1_05_s,Monologue,Locale_MainScenario:event_boomtheghost1_05_s_87,False,,bfgboom_03,bfgboom_03,1.0,,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_88,40084,event_boomtheghost1_05_s,Monologue,Locale_MainScenario:event_boomtheghost1_05_s_88,False,,bfgboom_03,bfgboom_03,1.0,,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_89,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_89,True,,bfgboom_03,bfgboom_03,1.0,,centi_s,centi_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_90,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_90,True,,bfgboom_03,bfgboom_03,1.0,,pepper_s,pepper_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_91,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_91,True,,bfgboom_03,bfgboom_03,1.0,,yan_s,yan_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_92,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_92,False,EventScene_boomtheghost_01_4,black,black,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_93,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_93,True,,bfgboom_04,bfgboom_04,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_94,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_94,True,,bfgboom_04,bfgboom_05,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_95,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_95,True,,bfgboom_05,bfgboom_05,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_96,40084,event_boomtheghost1_05_s,Monologue,Locale_MainScenario:event_boomtheghost1_05_s_96,False,,bfgboom_05,bfgboom_05,1.0,,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_05_s_97,40084,event_boomtheghost1_05_s,Monologue,Locale_MainScenario:event_boomtheghost1_05_s_97,False,Deck_n,black,black,1.0,,elegg_s,,,,elegg_s,1,idle,tove_s,5,no,pepper_s,13,angry,centi_s,15,angry,frima_s,17,sleep_01,yan_s,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_98,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_98,True,,S_190,S_1900,1.0,,yan_s,yan_s,,,,1,idle,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_99,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_99,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,1,idle,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_100,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_100,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,1,idle,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
event_boomtheghost1_05_s_101,40084,event_boomtheghost1_05_s,Speech,Locale_MainScenario:event_boomtheghost1_05_s_101,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,1,idle,,5,no,,13,angry,,15,angry,,17,sleep_01,,19,sad,,,,,,,,,,,
