id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/8/hide_char_id
event_ce006_2_06_e_11,40080,event_ce006_2_06_e,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_e_11,True,,13,13,1.0,,,,,4,angry,,,2,surprise,,,12,idle,,,14,surprise,,,,,,,OP_leftup,surprise,,,,,,,,,,,,,
event_ce006_2_06_e_12,40080,event_ce006_2_06_e,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_e_12,True,,13,13,1.0,,,,,4,angry,,,2,surprise,,,12,idle,,,14,surprise,,,,,,,OP_leftup,surprise,,,,,,,,,,,,,
event_ce006_2_06_e_13,40080,event_ce006_2_06_e,Speech,ce006_03_op,ce006_03_op,Locale_MainScenario:event_ce006_2_06_e_13,True,,13,13,1.0,,,,,4,angry,,,2,surprise,,,12,idle,,,14,surprise,,,,,,,OP_leftup,surprise,,,,,,,,,,,,,
event_ce006_2_06_e_14,40080,event_ce006_2_06_e,Narration,ce006_03_op,,Locale_MainScenario:event_ce006_2_06_e_14,False,,black,black,1.0,,sfx_scn_poweroff,,,4,angry,,,2,surprise,,,12,idle,,,14,surprise,,,,,,,OP_leftup,surprise,ce006_03_op,,,,,,,,,,,,
event_ce006_2_06_e_15,40080,event_ce006_2_06_e,Monologue,ce006_03_op,,Locale_MainScenario:event_ce006_2_06_e_15,False,none,black,black,1.0,none,,,,4,angry,anis,,2,surprise,neon,,1,idle,ce006_npc_01,,14,surprise,elegg,ce006_03,1,sad,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_16,40080,event_ce006_2_06_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_e_16,True,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,1,sad,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_17,40080,event_ce006_2_06_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_e_17,True,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,1,sad,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_18,40080,event_ce006_2_06_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_e_18,False,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,1,no,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_19,40080,event_ce006_2_06_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_e_19,True,,S_10,S_100,1.3,,,,,,,,,,,,,,,,,,,,,1,no,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_20,40080,event_ce006_2_06_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_e_20,True,,S_100,S_100,1.0,,,,,,,,,,,,,,,,,,,,,1,no,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_21,40080,event_ce006_2_06_e,Speech,ce006_npc_01_op,ce006_npc_01_op,Locale_MainScenario:event_ce006_2_06_e_21,True,,S_100,S_100,1.0,,,,,,,,,,,,,,,,,,,,,1,no,,ce006_npc_01_op,OP_rightup,idle,,,,,,,,,,,,,
event_ce006_2_06_e_22,40080,event_ce006_2_06_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_e_22,True,,S_100,S_100,1.0,,,,,,,,,,,,,,,,,,,,,1,no,,,OP_rightup,idle,ce006_npc_01_op,,,,,,,,,,,,
event_ce006_2_06_e_23,40080,event_ce006_2_06_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_e_23,False,,S_100,S_100,1.0,,,,,,,,,,,,,,,,,,,,,1,no,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_24,40080,event_ce006_2_06_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_e_24,True,,S_100,S_10,1.3,,,,,,,,,,,,,,,,,,,,,1,special,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_25,40080,event_ce006_2_06_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_e_25,True,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,,,1,delight,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_26,40080,event_ce006_2_06_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_e_26,True,Desert_02,2,2,1.0,,,black,rapi,3,idle,,ce006_npc_01,1,idle,,privaty,13,idle,,,,,,,1,delight,ce006_03,,,,,,,,,,,,,,,,
event_ce006_2_06_e_27,40080,event_ce006_2_06_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_e_27,True,,2,2,1.0,,,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_28,40080,event_ce006_2_06_e,Self,rapi,,Locale_MainScenario:event_ce006_2_06_e_28,False,,2,2,1.0,,,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_29,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_29,True,,2,2,1.0,,,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_30,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_30,True,,2,12,1.3,,,,,3,idle,,,1,idle,,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,
event_ce006_2_06_e_31,40080,event_ce006_2_06_e,Narration,privaty,,Locale_MainScenario:event_ce006_2_06_e_31,False,MachineRoom,black,black,1.0,collab_bgm_sb_boss_gigas_loop,,black,,13,idle,,,3,idle,,,1,idle,,elegg,7,delight,,ce006_03,9,no,,ce006_01,5,idle,,anis,15,void,,roam,17,idle,,hermin,19,idle,
event_ce006_2_06_e_32,40080,event_ce006_2_06_e,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_e_32,True,,8,8,1.0,,,,,13,idle,,,3,idle,,,1,idle,,,7,delight,,,9,no,,,5,idle,,,15,void,,,17,idle,,,19,idle,
event_ce006_2_06_e_33,40080,event_ce006_2_06_e,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_e_33,True,,8,8,1.0,,,,,13,idle,,,3,idle,,,1,idle,,,7,idle,,,9,no,,,5,idle,,,15,void,,,17,idle,,,19,idle,
event_ce006_2_06_e_34,40080,event_ce006_2_06_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_e_34,True,,8,8,1.0,,,,,13,idle,,,3,idle,,,1,idle,,,7,idle,,,9,think,,,5,idle,,,15,void,,,17,idle,,,19,idle,
event_ce006_2_06_e_35,40080,event_ce006_2_06_e,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_e_35,True,,8,8,1.0,,,,,13,idle,,,3,idle,,,1,idle,,,7,idle,,,9,think,,,5,idle,,,15,void,,,17,idle,,,19,idle,
event_ce006_2_06_e_36,40080,event_ce006_2_06_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_e_36,True,,8,8,1.0,,,,,13,idle,,,3,idle,,,1,idle,,,7,idle,,,9,sad,,,5,idle,,,15,void,,,17,idle,,,19,idle,
event_ce006_2_06_e_37,40080,event_ce006_2_06_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_e_37,True,,4,4,1.0,,,,,13,idle,,,3,idle,,,1,idle,,,7,idle,,,9,sad,,,5,idle,,,15,void,,,17,idle,,,19,idle,
event_ce006_2_06_e_38,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_38,True,,4,4,1.0,,,,,13,idle,,,3,idle,,,1,idle,,,7,idle,,,9,sad,,,5,idle,,,15,void,,,17,idle,,,19,idle,
event_ce006_2_06_e_39,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_39,True,,4,4,1.0,,,,,13,idle,,,3,surprise,,,1,idle,,,7,idle,,,9,sad,,,5,idle,,,15,void,,,17,idle,,,19,idle,
event_ce006_2_06_e_40,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_40,True,,4,2,1.3,,,,,13,idle,,,3,surprise,,,1,idle,,,7,idle,,,9,no,,,5,idle,,,15,void,,,17,idle,,,19,idle,
event_ce006_2_06_e_41,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_41,True,,2,2,1.0,,,,,13,idle,,,3,surprise,,,1,idle,,,7,idle,,,9,no,,,5,idle,,,15,void,,,17,idle,,,19,idle,
event_ce006_2_06_e_42,40080,event_ce006_2_06_e,Self,privaty,,Locale_MainScenario:event_ce006_2_06_e_42,False,,2,2,1.0,,,,,13,idle,,,3,surprise,,,1,idle,,,7,idle,,,9,no,,,5,idle,,,15,void,,,17,idle,,,19,idle,
event_ce006_2_06_e_43,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_43,True,,2,2,1.0,,,,,13,idle,,,3,surprise,,,1,idle,,,7,idle,,,9,no,,,5,idle,,,15,void,,,17,idle,,,19,idle,
event_ce006_2_06_e_44,40080,event_ce006_2_06_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_e_44,True,,14,14,1.0,,,,,13,idle,,,3,idle,,,1,idle,,,7,idle,,,9,no,,,5,idle,,,15,void,,,17,idle,,,19,idle,
event_ce006_2_06_e_45,40080,event_ce006_2_06_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_e_45,True,,14,14,1.0,,,,,13,idle,,,3,idle,,,1,idle,,,7,idle,,,9,no,,,5,idle,,,15,void,,,17,idle,,,19,idle,
event_ce006_2_06_e_46,40080,event_ce006_2_06_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_06_e_46,True,,14,14,1.0,,,,,13,idle,,,3,idle,,,1,idle,,,7,idle,,,9,no,,,5,idle,,,15,delight,,,17,idle,,,19,idle,
event_ce006_2_06_e_47,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_47,True,,S_10,S_10,1.0,,,,,13,idle,,,3,idle,,,1,delight,,,7,idle,,,9,no,,,5,idle,,,15,delight,,,17,idle,,,19,idle,
event_ce006_2_06_e_48,40080,event_ce006_2_06_e,Speech,anis,anis,Locale_MainScenario:event_ce006_2_06_e_48,True,,14,14,1.0,,,,,13,idle,,,3,idle,,,1,delight,,,7,idle,,,9,no,,,5,idle,,,15,delight,,,17,idle,,,19,idle,
event_ce006_2_06_e_49,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_49,True,,S_10,S_10,1.0,,,,,13,idle,,,3,idle,,,1,sad,,,7,idle,,,9,no,,,5,idle,,,15,delight,,,17,idle,,,19,idle,
event_ce006_2_06_e_50,40080,event_ce006_2_06_e,Speech,roam,roam,Locale_MainScenario:event_ce006_2_06_e_50,True,,170,170,1.0,,,,,13,idle,,,3,idle,,,1,sad,,,7,idle,,,9,no,,,5,idle,,,15,delight,,,17,idle,,,19,idle,
event_ce006_2_06_e_51,40080,event_ce006_2_06_e,Self,roam,,Locale_MainScenario:event_ce006_2_06_e_51,False,,170,170,1.0,,,,,13,idle,,,3,idle,,,1,idle,,,7,idle,,,9,no,,,5,idle,,,15,delight,,,17,idle,,,19,idle,
event_ce006_2_06_e_52,40080,event_ce006_2_06_e,Speech,roam,roam,Locale_MainScenario:event_ce006_2_06_e_52,True,,170,170,1.0,,,,,13,idle,,,3,idle,,,1,idle,,,7,idle,,,9,no,,,5,idle,,,15,delight,,,17,idle,,,19,idle,
event_ce006_2_06_e_53,40080,event_ce006_2_06_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_e_53,True,,170,18,1.3,,,,,13,idle,,,3,idle,,,1,idle,,,7,idle,,,9,no,,,5,idle,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_54,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_54,True,,2,2,1.0,,,,,13,idle,,,3,idle,,,1,idle,,,7,idle,,,9,no,,,5,idle,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_55,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_55,True,,2,2,1.0,,,,,13,idle,,,3,idle,,,1,idle,,,7,idle,,,9,no,,,5,idle,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_56,40080,event_ce006_2_06_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_e_56,True,,XS_190,XS_190,1.0,,,,,13,idle,,,3,idle,,,1,idle,,,7,idle,,,9,no,,,5,idle,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_57,40080,event_ce006_2_06_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_e_57,True,,XS_190,XS_190,1.0,,,,,13,idle,,,3,idle,,,1,idle,,,7,idle,,,9,no,,,5,idle,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_58,40080,event_ce006_2_06_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_e_58,True,,XS_190,XS_190,1.0,,,,,13,idle,,,3,idle,,,1,idle,,,7,idle,,,9,no,,,5,idle,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_59,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_59,True,,2,2,1.0,,,,,13,idle,,,3,idle,,,1,sad,,,7,idle,,,9,no,,,5,idle,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_60,40080,event_ce006_2_06_e,Speech,hermin,hermin,Locale_MainScenario:event_ce006_2_06_e_60,True,,XS_190,XS_190,1.0,,,,,13,idle,,,5,idle,,,1,sad,,,7,idle,,,9,no,,,3,idle,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_61,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_61,True,,4,4,1.0,,,,,13,idle,,,5,pain,,,1,sad,,,7,idle,,,9,no,,,3,idle,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_62,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_62,True,,4,4,1.0,,,,,13,idle,,,5,pain,,,1,sad,,,7,idle,,,9,no,,,3,idle,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_63,40080,event_ce006_2_06_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_e_63,True,,4,4,1.0,,,,,13,idle,,,5,pain,,,1,idle,,,7,idle,,,9,no,,,3,no,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_64,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_64,True,,4,4,1.0,,,,,13,idle,,,5,idle,,,1,idle,,,7,idle,,,9,no,,,3,no,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_65,40080,event_ce006_2_06_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_e_65,False,,4,4,1.0,,,,,13,idle,,,5,idle,,,1,idle,,,7,idle,,,9,no,,,3,no,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_66,40080,event_ce006_2_06_e,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_e_66,True,,4,6,1.3,,,,,13,idle,,,5,idle,,,1,idle,,,7,idle,,,9,no,,,3,no,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_67,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_67,True,,6,6,1.0,,,,,13,idle,,,5,idle,,,1,idle,,,7,idle,,,9,no,,,3,no,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_68,40080,event_ce006_2_06_e,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_06_e_68,True,,6,6,1.0,,,,,13,idle,,,5,idle,,,1,idle,,,7,special,,,9,no,,,3,no,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_69,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_69,True,,6,6,1.0,,,,,13,idle,,,5,idle,,,1,idle,,,7,special,,,9,no,,,3,no,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_70,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_70,True,,6,50,1.3,,,,,13,idle,,,5,idle,,,1,idle,,,7,special,,,9,no,,,3,no,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_71,40080,event_ce006_2_06_e,Monologue,ce006_npc_01,,Locale_MainScenario:event_ce006_2_06_e_71,False,,black,black,1.0,none,,,,13,idle,,,5,idle,,,1,idle,,,7,special,,,9,no,,,3,no,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_72,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_72,True,,4,4,1.0,,,,,13,idle,,,5,idle,,,1,idle,,,7,special,,,9,no,,,3,no,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_73,40080,event_ce006_2_06_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_e_73,True,,130,130,1.0,,,,,13,idle,,,5,idle,,,1,idle,,,9,idle,,,7,no,,,3,no,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_74,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_74,True,,4,4,1.0,collab_bgm_sb_everglow,,,,13,idle,,,5,delight,,,1,idle,,,9,idle,,,7,no,,,3,no,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_75,40080,event_ce006_2_06_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_e_75,True,,4,4,1.0,,,,,13,idle,,,5,delight,,,1,idle,,,9,idle,,,7,no,,,3,delight,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_76,40080,event_ce006_2_06_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_e_76,True,,4,6,1.3,,,,,13,idle,,,5,delight,,,1,idle,,,9,idle,,,7,no,,,3,delight,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_77,40080,event_ce006_2_06_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_e_77,True,,6,6,1.0,,,,,13,idle,,,5,delight,,,1,idle,,,9,idle,,,7,no,,,3,delight,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_78,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_78,True,,6,6,1.0,,,,,13,idle,,,5,delight,,,1,idle,,,9,idle,,,7,no,,,3,delight,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_79,40080,event_ce006_2_06_e,Speech,privaty,privaty,Locale_MainScenario:event_ce006_2_06_e_79,False,,12,12,1.0,,,,,13,worry,,,5,delight,,,1,idle,,,9,idle,,,7,no,,,3,delight,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_80,40080,event_ce006_2_06_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_e_80,False,,12,12,1.0,,,,,13,worry,,,5,delight,,,1,idle,,,9,idle,,,7,no,,,3,delight,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_81,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_81,True,,6,6,1.0,,,,,13,worry,,,5,idle,,,1,idle,,,9,idle,,,7,no,,,3,delight,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_82,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_82,True,,6,6,1.0,,,,,13,worry,,,5,idle,,,1,idle,,,9,idle,,,7,no,,,3,delight,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_83,40080,event_ce006_2_06_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_06_e_83,True,,6,6,1.0,,,,,13,worry,,,5,idle,,,1,idle,,,9,idle,,,7,special,,,3,delight,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_84,40080,event_ce006_2_06_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_06_e_84,True,,6,4,1.3,,,,,13,worry,,,5,idle,,,1,idle,,,9,idle,,,7,special,,,3,delight,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_85,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_85,True,,4,4,1.0,,,,,13,worry,,,5,idle,,,1,idle,,,9,idle,,,7,special,,,3,delight,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_86,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_86,True,,4,4,1.0,,,,,13,worry,,,5,idle,,,1,idle,,,9,idle,,,7,special,,,3,delight,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_87,40080,event_ce006_2_06_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_06_e_87,True,,130,130,1.0,,,,,13,idle,,,5,idle,,,1,idle,,,9,idle,,,7,special,,,3,delight,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_88,40080,event_ce006_2_06_e,Self,rapi,,Locale_MainScenario:event_ce006_2_06_e_88,False,,130,130,1.0,,,,,13,idle,,,5,idle,,,1,idle,,,9,idle,,,7,special,,,3,delight,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_89,40080,event_ce006_2_06_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_2_06_e_89,True,,50,50,1.0,,,,,13,idle,,,5,idle,,,1,idle,,,9,idle,,,7,special,,,3,delight,,,15,idle,,,17,idle,,,19,idle,
event_ce006_2_06_e_90,40080,event_ce006_2_06_e,Narration,privaty,,Locale_MainScenario:event_ce006_2_06_e_90,False,EventScene_memoriesteller_06,black,black,1.0,,,black,,13,idle,rapi,,5,idle,ce006_npc_01,,1,idle,privaty,,9,idle,elegg,,7,special,ce006_03,,3,delight,ce006_01,,15,idle,anis,,17,idle,roam,,19,idle,hermin
event_ce006_2_06_e_91,40080,event_ce006_2_06_e,Monologue,privaty,,Locale_MainScenario:event_ce006_2_06_e_91,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
