id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_filter_01,fade,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_foolburstday_14_16,130007,event_foolburstday_14,Narration,Locale_SubScenario:event_foolburstday_14_16,False,,S_100,S_100,1.0,none,sfx_scn_autodooropen,,,,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_17,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_17,True,,S_100,1,1.0,bgm_story_luckybreak,,,mechashifty,mechashifty,mechashifty,1,special,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_18,130007,event_foolburstday_14,Self,Locale_SubScenario:event_foolburstday_14_18,False,,1,1,1.0,,,,mechashifty,,,1,special,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_19,130007,event_foolburstday_14,Self,Locale_SubScenario:event_foolburstday_14_19,False,,1,1,1.0,,,,mechashifty,,,1,special,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_20,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_20,True,,1,S_10,1.0,,,,mechashifty,mechashifty,,1,idle,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_21,130007,event_foolburstday_14,Self,Locale_SubScenario:event_foolburstday_14_21,False,,S_10,S_10,1.0,,,,mechashifty,,,1,idle,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_22,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_22,True,,S_10,S_10,1.0,none,,,mechashifty,mechashifty,,1,idle,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_23,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_23,True,,S_10,S_10,1.0,,,,mechashifty,mechashifty,,1,idle,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_24,130007,event_foolburstday_14,Self,Locale_SubScenario:event_foolburstday_14_24,False,,S_10,S_10,1.0,,,,mechashifty,,,1,idle,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_25,130007,event_foolburstday_14,Self,Locale_SubScenario:event_foolburstday_14_25,False,,S_10,S_10,1.0,,,,mechashifty,,,1,idle,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_26,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_26,True,,S_10,S_10,1.0,,,,mechashifty,mechashifty,,1,idle,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_27,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_27,True,,S_10,S_10,1.0,,,,mechashifty,mechashifty,,1,idle,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_28,130007,event_foolburstday_14,Self,Locale_SubScenario:event_foolburstday_14_28,False,,S_10,S_10,1.0,,,,mechashifty,,,1,idle,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_29,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_29,True,,S_10,S_10,1.0,,,,mechashifty,mechashifty,,1,idle,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_30,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_30,False,EventScene_foolburstday_01,black,black,2.0,,,,mechashifty,,,1,idle,mechashifty,,,,,,,,,,,,,,,,,,
event_foolburstday_14_31,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_31,False,,shiftymassage_01,shiftymassage_02,1.0,bgm_story_inwonderland,,,mechashifty,,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_32,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_32,True,,shiftymassage_02,shiftymassage_02,1.0,,,,shifty_s,shifty_s,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_33,130007,event_foolburstday_14,Self,Locale_SubScenario:event_foolburstday_14_33,False,,shiftymassage_02,shiftymassage_02,1.0,,,,shifty_s,,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_34,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_34,True,,shiftymassage_02,shiftymassage_02,1.0,,,,shifty_s,shifty_s,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_35,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_35,False,,shiftymassage_02,shiftymassage_02,1.0,,,,shifty_s,,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_36,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_36,True,,shiftymassage_02,shiftymassage_02,1.0,,,,mechashifty,mechashifty,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_37,130007,event_foolburstday_14,Self,Locale_SubScenario:event_foolburstday_14_37,False,,shiftymassage_02,shiftymassage_02,1.0,,,,mechashifty,,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_38,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_38,True,,shiftymassage_02,shiftymassage_02,1.0,,,,mechashifty,mechashifty,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_39,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_39,True,,shiftymassage_02,shiftymassage_02,1.0,,,,mechashifty,mechashifty,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_40,130007,event_foolburstday_14,Self,Locale_SubScenario:event_foolburstday_14_40,False,,shiftymassage_02,shiftymassage_02,1.0,,,,mechashifty,,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_41,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_41,True,,shiftymassage_02,shiftymassage_02,1.0,,,,mechashifty,mechashifty,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_42,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_42,True,,shiftymassage_02,shiftymassage_02,1.0,,,,mechashifty,mechashifty,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_43,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_43,True,,shiftymassage_02,shiftymassage_02,1.0,,,,shifty_s,shifty_s,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_44,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_44,True,,shiftymassage_02,shiftymassage_02,1.0,,,,mechashifty,mechashifty,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_45,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_45,True,,shiftymassage_02,1,3.0,,,,shifty_s,shifty_s,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_46,130007,event_foolburstday_14,Self,Locale_SubScenario:event_foolburstday_14_46,False,,1,1,1.0,,,,shifty_s,,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_47,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_47,False,EventScene_foolburstday_02,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_48,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_48,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_49,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_49,True,,1,shiftymassage_03,1.0,,,,shifty_s,shifty_s,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_50,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_50,False,,shiftymassage_03,shiftymassage_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_51,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_51,True,,shiftymassage_03,shiftymassage_03,1.0,,,,shifty_s,shifty_s,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_52,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_52,False,,shiftymassage_03,shiftymassage_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_53,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_53,True,,shiftymassage_03,1,1.0,,,,shifty_s,shifty_s,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_54,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_54,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_55,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_55,True,,1,shiftymassage_03,1.0,,,,shifty_s,shifty_s,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_56,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_56,False,,shiftymassage_03,shiftymassage_03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_57,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_57,True,,shiftymassage_03,shiftymassage_03,1.0,,,,mechashifty,mechashifty,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_58,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_58,True,,shiftymassage_03,shiftymassage_03,1.0,,,,shifty_s,shifty_s,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_59,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_59,True,,shiftymassage_03,shiftymassage_03,1.0,,,,mechashifty,mechashifty,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_60,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_60,True,,shiftymassage_03,shiftymassage_03,1.0,,,,mechashifty,mechashifty,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_61,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_61,True,,shiftymassage_03,1,1.0,,,,mechashifty,mechashifty,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_62,130007,event_foolburstday_14,Self,Locale_SubScenario:event_foolburstday_14_62,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_63,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_63,True,,1,1,1.0,,,,mechashifty,mechashifty,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_64,130007,event_foolburstday_14,Self,Locale_SubScenario:event_foolburstday_14_64,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_65,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_65,False,CommanderRoom_n,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_66,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_66,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_foolburstday_14_67,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_67,True,,13,130,0.5,,,,anis,anis,rapi,1,idle,,anis,13,angry,neon,15,angry,,,,,,,,,,,,
event_foolburstday_14_68,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_68,True,,15,S_150,0.5,,,,neon,neon,,1,idle,,,13,angry,,15,angry,,,,,,,,,,,,
event_foolburstday_14_69,130007,event_foolburstday_14,Self,Locale_SubScenario:event_foolburstday_14_69,False,,S_150,S_150,1.0,,,,neon,,,1,idle,,,13,angry,,15,angry,,,,,,,,,,,,
event_foolburstday_14_70,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_70,True,,S_150,1315,1.0,,,,anis,anis,,1,idle,,,13,angry,,15,angry,,,,,,,,,,,,
event_foolburstday_14_71,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_71,True,,1315,1315,1.0,,,,neon,neon,,1,idle,,,13,angry,,15,angry,,,,,,,,,,,,
event_foolburstday_14_72,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_72,True,,10,10,1.0,,,,rapi,rapi,,1,worry,,,13,angry,,15,angry,,,,,,,,,,,,
event_foolburstday_14_73,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_73,True,,10,130,1.0,,,,anis,anis,,1,worry,,,13,angry,,15,angry,,,,,,,,,,,,
event_foolburstday_14_74,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_74,True,,130,S_150,1.0,,,,neon,neon,,1,worry,,,13,angry,,15,angry,,,,,,,,,,,,
event_foolburstday_14_75,130007,event_foolburstday_14,Self,Locale_SubScenario:event_foolburstday_14_75,False,,S_150,S_150,1.0,,,,neon,,,1,idle,,,13,angry,,15,angry,,,,,,,,,,,,
event_foolburstday_14_76,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_76,True,,S_150,1315,1.0,,,,anis,anis,,1,idle,,,13,worry,,15,idle,,,,,,,,,,,,
event_foolburstday_14_77,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_77,True,,1315,1315,1.0,,,,neon,neon,,1,idle,,,13,worry,,15,idle,,,,,,,,,,,,
event_foolburstday_14_78,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_78,True,,1315,1315,1.0,,,,anis,anis,,1,idle,,,13,worry,,15,idle,,,,,,,,,,,,
event_foolburstday_14_79,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_79,True,,1315,1,1.0,,,,rapi,rapi,,1,idle,,,13,worry,,15,idle,,,,,,,,,,,,
event_foolburstday_14_80,130007,event_foolburstday_14,Self,Locale_SubScenario:event_foolburstday_14_80,False,,1,1,1.0,,,,rapi,,,1,idle,,,13,worry,,15,idle,,,,,,,,,,,,
event_foolburstday_14_81,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_81,False,FlowerGarden,1,S_10,1.0,,,,,,,1,idle,rapi,,13,worry,,15,idle,anis,neon,mechashifty,1,angry,Grey,black,,,,,
event_foolburstday_14_82,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_82,False,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,1,angry,Grey,,,,,,
event_foolburstday_14_83,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_83,False,2025FoolsDay,S_10,S_10,1.0,,,,,,,,,,,,,,,,,,,1,angry,Grey,,mechashifty,,,,
event_foolburstday_14_84,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_84,False,,S_10,1,1.0,,,,,,,,,,,,,,,,,,,,,Grey,,,,,,
event_foolburstday_14_85,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_85,False,CityForest_03,1,31,1.0,,,,,,,,,,,,,,,,,,mechashifty,1,idle,Grey,,,shifty_s,3,idle,
event_foolburstday_14_86,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_86,False,CommanderRoom_n,black,black,1.0,none,,,,,rapi,1,think,,anis,13,no,neon,15,no,,,,1,idle,Grey,,,,3,idle,
event_foolburstday_14_87,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_87,False,,10,10,1.0,,,,rapi,rapi,,1,think,,,13,no,,15,no,,,,1,idle,,black,mechashifty,,3,idle,shifty_s
event_foolburstday_14_88,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_88,False,,10,130,1.0,,,,anis,anis,,1,think,,,13,no,,15,no,,,,,,,,,,,,
event_foolburstday_14_89,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_89,False,,130,S_150,1.0,,,,neon,neon,,1,think,,,13,no,,15,no,,,,,,,,,,,,
event_foolburstday_14_90,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_90,True,,10,10,1.0,bgm_story_flipflop,,,rapi,rapi,,1,worry,,,13,no,,15,no,,,,,,,,,,,,
event_foolburstday_14_91,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_91,True,,10,130,1.0,,,,anis,anis,,1,worry,,,13,no,,15,no,,,,,,,,,,,,
event_foolburstday_14_92,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_92,True,,130,130,1.0,,,,anis,anis,,1,worry,,,13,no,,15,no,,,,,,,,,,,,
event_foolburstday_14_93,130007,event_foolburstday_14,Speech,Locale_SubScenario:event_foolburstday_14_93,True,,130,S_150,1.0,,,,neon,neon,,1,worry,,,13,no,,15,no,,,,,,,,,,,,
event_foolburstday_14_94,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_94,False,,black,black,1.0,,,,,,,1,worry,,,13,no,,15,no,,,,,,,,,,,,
event_foolburstday_14_95,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_95,False,,black,black,1.0,,,,,,,1,worry,,,13,no,,15,no,,,,,,,,,,,,
event_foolburstday_14_96,130007,event_foolburstday_14,Monologue,Locale_SubScenario:event_foolburstday_14_96,False,,black,black,1.0,,,,,,,1,worry,,,13,no,,15,no,,,,,,,,,,,,
