id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_trueflavor_01_s_23,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_23,True,,3,3,1.0,,,rei,rei,,,,,,,4,surprise,,,2,idle,,,12,idle,,,,
event_trueflavor_01_s_24,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_24,True,,3,3,1.0,,,ein,ein,,,,,,,4,surprise,,,2,idle,,,12,idle,,,,
event_trueflavor_01_s_25,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_25,True,,3,3,1.0,,,ein,ein,,,,,,,4,surprise,,,2,idle,,,12,idle,,,,
event_trueflavor_01_s_26,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_26,True,,3,XS_20,1.3,,,rei,rei,,,,,,,4,surprise,,,2,surprise,,,12,idle,,,,
event_trueflavor_01_s_27,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_27,True,,XS_20,XS_20,1.0,,,rei,rei,,,,,,,4,surprise,,,2,angry,,,12,idle,,,,
event_trueflavor_01_s_28,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_28,False,,XS_20,XS_20,1.0,,,rei,naru1,,,,,,,4,surprise,,,2,angry,,,12,idle,,,,
event_trueflavor_01_s_29,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_29,False,,XS_20,XS_20,1.0,,,rei,naru2,,,,,,,4,surprise,,,2,angry,,,12,idle,,,,
event_trueflavor_01_s_30,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_30,False,,XS_20,XS_20,1.0,,,rei,naru3,,,,,,,4,surprise,,,2,angry,,,12,idle,,,,
event_trueflavor_01_s_31,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_31,True,,XS_20,XS_20,1.0,,,rei,rei,,,,,,,4,surprise,,,2,angry,,,12,idle,,,,
event_trueflavor_01_s_32,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_32,True,,XS_20,1,1.3,,,zwei,zwei,,,,,,,4,surprise,,,2,angry,,,12,idle,,,,
event_trueflavor_01_s_33,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_33,True,,1,1,1.0,,,rei,rei,,,,,,,4,surprise,,,2,idle,,,12,idle,,,,
event_trueflavor_01_s_34,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_34,True,,1,3,1.5,,,ein,ein,,,,,,,4,shy,,,2,idle,,,12,idle,,,,
event_trueflavor_01_s_35,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_35,False,,3,3,1.0,,,rei,rei,,,,,,,4,shy,,,2,no,,,12,idle,,,,
event_trueflavor_01_s_36,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_36,True,,3,3,1.0,,,rei,rei,,,,,,,4,shy,,,2,no,,,12,idle,,,,
event_trueflavor_01_s_37,40074,event_trueflavor_01_s,Monologue,Locale_SubScenario:event_trueflavor_01_s_37,False,,black,black,1.0,,,rei,,,crust,15,idle,,,4,shy,ein,,2,no,rei,naga,4,idle,zwei,tia,2,idle
event_trueflavor_01_s_38,40074,event_trueflavor_01_s,Monologue,Locale_SubScenario:event_trueflavor_01_s_38,False,,black,black,1.0,,,naga,,,,15,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_39,40074,event_trueflavor_01_s,Narration,Locale_SubScenario:event_trueflavor_01_s_39,False,,3,3,1.0,sfx_scn_soup,,naga,,,,15,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_40,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_40,True,,3,3,1.0,,,naga,naga,,,15,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_41,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_41,True,,3,3,1.0,,,naga,naga,,,15,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_42,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_42,True,,3,3,1.0,,,tia,tia,,,15,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_43,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_43,True,,3,3,1.0,,,tia,tia,,,15,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_44,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_44,True,,3,1,1.3,,,crust,crust,,,12,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_45,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_45,True,,1,1,1.0,,,crust,crust,,,12,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_46,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_46,True,,1,1,1.0,,,crust,crust,,,12,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_47,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_47,True,,1,1,1.0,,,tia,tia,,,12,idle,,,,,,,,,,,4,idle,,,2,delight
event_trueflavor_01_s_48,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_48,True,,1,XS_120,1.3,,,crust,crust,,,12,special,,,,,,,,,,,4,idle,,,2,delight
event_trueflavor_01_s_49,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_49,True,,XS_120,XS_120,1.0,,,crust,crust,,,12,special,,,,,,,,,,,4,idle,,,2,delight
event_trueflavor_01_s_50,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_50,True,,XS_120,XS_120,1.0,,,crust,crust,,,12,idle,,,,,,,,,,,4,idle,,,2,delight
event_trueflavor_01_s_51,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_51,True,,3,3,1.0,,,tia,tia,,,12,idle,,,,,,,,,,,4,idle,,,2,think
event_trueflavor_01_s_52,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_52,True,,3,3,1.0,,,tia,tia,,,12,idle,,,,,,,,,,,4,idle,,,2,think
event_trueflavor_01_s_53,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_53,True,,3,3,1.0,,,tia,tia,,,12,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_54,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_54,True,,3,3,1.0,,,naga,naga,,,12,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_55,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_55,True,,3,3,1.0,,,naga,naga,,,12,idle,,,,,,,,,,,4,void,,,2,idle
event_trueflavor_01_s_56,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_56,True,,3,3,1.0,,,naga,naga,,,12,idle,,,,,,,,,,,4,void,,,2,idle
event_trueflavor_01_s_57,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_57,True,,3,3,1.0,,,tia,tia,,,12,idle,,,,,,,,,,,4,void,,,2,idle
event_trueflavor_01_s_58,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_58,True,,3,3,1.0,,,naga,naga,,,12,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_59,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_59,True,,3,3,1.0,,,naga,naga,,,12,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_60,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_60,True,,3,3,1.0,,,tia,tia,,,12,idle,,,,,,,,,,,4,idle,,,2,delight
event_trueflavor_01_s_61,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_61,True,,3,3,1.0,,,tia,tia,,,12,idle,,,,,,,,,,,4,idle,,,2,delight
event_trueflavor_01_s_62,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_62,True,,3,40,1.3,,,naga,naga,,,12,idle,,,,,,,,,,,4,idle,,,2,delight
event_trueflavor_01_s_63,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_63,True,,40,40,1.0,,,naga,naga,,,12,idle,,,,,,,,,,,4,idle,,,2,delight
event_trueflavor_01_s_64,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_64,True,,40,40,1.0,,,naga,naga,,,12,idle,,,,,,,,,,,4,idle,,,2,delight
event_trueflavor_01_s_65,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_65,True,,40,40,1.0,,,naga,naga,,,12,idle,,,,,,,,,,,4,delight,,,2,delight
event_trueflavor_01_s_66,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_66,False,,XS_120,XS_120,1.0,,,crust,crust,,,12,think,,,,,,,,,,,4,delight,,,2,delight
event_trueflavor_01_s_67,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_67,True,,XS_120,XS_120,1.0,,,crust,crust,,,12,idle,,,,,,,,,,,4,delight,,,2,delight
event_trueflavor_01_s_68,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_68,True,,XS_120,XS_120,1.0,,,crust,crust,,,12,idle,,,,,,,,,,,4,delight,,,2,delight
event_trueflavor_01_s_69,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_69,True,,XS_120,1,1.3,,,tia,tia,,,12,idle,,,,,,,,,,,4,delight,,,2,delight
event_trueflavor_01_s_70,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_70,True,,1,1,1.0,,,tia,tia,,,12,idle,,,,,,,,,,,4,delight,,,2,delight
event_trueflavor_01_s_71,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_71,True,,1,3,1.3,,,naga,naga,,,12,idle,,,,,,,,,,,4,delight,,,2,delight
event_trueflavor_01_s_72,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_72,True,,3,3,1.0,,,naga,naga,,,12,idle,,,,,,,,,,,4,delight,,,2,delight
event_trueflavor_01_s_73,40074,event_trueflavor_01_s,Monologue,Locale_SubScenario:event_trueflavor_01_s_73,False,,3,3,1.0,,,naga,,,,12,idle,,,,,,,,,,,4,delight,,,2,delight
event_trueflavor_01_s_74,40074,event_trueflavor_01_s,Monologue,Locale_SubScenario:event_trueflavor_01_s_74,False,,3,3,1.0,,,naga,,,,12,idle,,,,,,,,,,,4,delight,,,2,delight
event_trueflavor_01_s_75,40074,event_trueflavor_01_s,Narration,Locale_SubScenario:event_trueflavor_01_s_75,False,,black,black,1.0,sfx_scn_schoolbell,none,naga,,black,,15,idle,,,,,,,,,,,4,idle,,,2,delight
event_trueflavor_01_s_76,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_76,True,,XS_150,XS_150,1.0,,bgm_story_girlstalk,crust,crust,,,15,delight,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_77,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_77,True,,XS_150,XS_150,1.0,,,crust,crust,,,15,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_78,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_78,True,,XS_150,15,1.0,,,crust,crust,,,15,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_79,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_79,False,,15,15,1.0,,,crust,students,,,15,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_80,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_80,True,,15,3,2.0,,,naga,naga,,,15,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_81,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_81,True,,3,3,1.0,,,naga,naga,,,15,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_82,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_82,True,,3,3,1.0,,,tia,tia,,,15,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_83,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_83,True,,3,3,1.0,,,tia,tia,,,15,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_84,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_84,True,,3,3,1.0,,,naga,naga,,,15,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_85,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_85,True,,3,3,1.0,,,naga,naga,,,15,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_86,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_86,True,,3,3,1.0,,,tia,tia,,,15,idle,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_87,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_87,True,,3,3,1.0,,,tia,tia,,,15,think,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_88,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_88,True,,3,3,1.0,,,tia,tia,,,15,think,,,,,,,,,,,4,idle,,,2,idle
event_trueflavor_01_s_89,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_89,True,,3,3,1.0,,,tia,tia,,,15,think,,,,,,,,,,,4,idle,,,2,delight
event_trueflavor_01_s_90,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_90,True,,3,3,1.0,,,naga,naga,,,15,think,,,,,,,,,,,4,delight,,,2,delight
event_trueflavor_01_s_91,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_91,False,,3,15,2.0,,,crust,crust,,,15,think,,,,,,,,,,,4,delight,,,2,delight
event_trueflavor_01_s_92,40074,event_trueflavor_01_s,Self,Locale_SubScenario:event_trueflavor_01_s_92,False,,15,15,1.0,,,crust,,,,15,think,,,,,,,,,,,4,delight,,,2,delight
event_trueflavor_01_s_93,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_93,True,,15,XS_150,1.5,,,crust,crust,,,15,shy,,,,,,,,,,,4,delight,,,2,delight
event_trueflavor_01_s_94,40074,event_trueflavor_01_s,Speech,Locale_SubScenario:event_trueflavor_01_s_94,True,,XS_150,XS_150,1.0,,,crust,crust,,,15,shy,,,,,,,,,,,4,delight,,,2,delight
