id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,jump_target,characters/0/hide_char_id,characters/1/hide_char_id
event_coinsinrush2_06_s_20,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_20,True,,12,12,1.0,,none,ade_b,ade_b,,3,smile_02,,1,angry,,13,good,,,,
event_coinsinrush2_06_s_21,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_21,True,,12,2,1.0,,,velvet,velvet,,3,no_02,,1,angry,,13,no,,,,
event_coinsinrush2_06_s_22,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_22,True,,2,2,1.0,,,ade_b,ade_b,,3,no_02,,1,angry,,13,no,,,,
event_coinsinrush2_06_s_23,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_23,True,,2,2,1.0,,,ade_b,ade_b,,3,no_02,,1,angry,,13,no,,,,
event_coinsinrush2_06_s_24,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_24,True,,2,2,1.0,,,ade_b,ade_b,,3,no_02,,1,angry,,13,no,,,,
event_coinsinrush2_06_s_25,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_25,True,,2,2,1.0,,,ade_b,ade_b,,3,no_02,,1,angry,,13,no,,,,
event_coinsinrush2_06_s_26,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_26,True,,2,2,1.0,,,velvet,velvet,,3,smile_02,,1,angry,,13,no,,,,
event_coinsinrush2_06_s_27,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_27,True,,2,30,1.0,,,velvet,velvet,,3,idle_02,,1,angry,,13,no,,,,
event_coinsinrush2_06_s_28,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_28,False,,100,100,1.0,,event_bgm_cir_smoothoperation,ade_b,ade_b,,3,idle_02,,1,no,,13,angry1,,,,
event_coinsinrush2_06_s_29,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_29,True,,100,2,1.0,,,velvet,velvet,,3,good_02,,1,no,,13,angry1,,,,
event_coinsinrush2_06_s_30,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_30,False,,2,2,1.0,,,velvet,,,3,good_02,,1,no,,13,angry1,,,,
event_coinsinrush2_06_s_31,40089,event_coinsinrush2_06_s,Narration,Locale_MainScenario:event_coinsinrush2_06_s_31,False,,black,black,1.0,sfx_scn_hit,,,,,3,good_02,,13,no,,1,angry1,,,,
event_coinsinrush2_06_s_32,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_32,False,,2,2,1.0,,,milk_b,,,3,good_02,,13,no,,1,angry1,,,,
event_coinsinrush2_06_s_33,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_33,True,,2,10,1.0,,,milk_b,milk_b,,3,good_02,,13,no,,1,angry1,,,,
event_coinsinrush2_06_s_34,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_34,True,,10,10,1.0,,,milk_b,milk_b,,3,good_02,,13,no,,1,angry1,,,,
event_coinsinrush2_06_s_35,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_35,True,,10,10,1.0,,,milk_b,milk_b,,3,good_02,,13,no,,1,angry1,,,,
event_coinsinrush2_06_s_36,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_36,True,,10,12,1.0,,,ade_b,ade_b,,3,good_02,,13,angry,,1,angry1,,,,
event_coinsinrush2_06_s_37,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_37,True,,30,30,1.0,,,velvet,velvet,,3,good_02,,13,angry,,1,angry1,,,,
event_coinsinrush2_06_s_38,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_38,False,,black,black,1.0,,,,,,3,good_02,,13,angry,,1,angry1,,,,
event_coinsinrush2_06_s_39,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_39,False,,black,black,1.0,,,,,,3,good_02,,1,angry,,1,angry1,milk_b,,,
event_coinsinrush2_06_s_40,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_40,True,,2,2,1.0,,,ade_b,ade_b,,3,sad_02,,1,no,,,,,,,
event_coinsinrush2_06_s_41,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_41,False,,2,300,0.5,,,velvet,velvet,,3,sad_02,,1,no,,,,,,,
event_coinsinrush2_06_s_42,40089,event_coinsinrush2_06_s,Narration,Locale_MainScenario:event_coinsinrush2_06_s_42,False,,black,black,1.0,sfx_scn_bodyhit2,,,,,3,sad_02,,1,no,,,,,,,
event_coinsinrush2_06_s_43,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_43,False,,black,black,1.0,,,,,,3,sad_02,,1,no,,,,,,,
event_coinsinrush2_06_s_44,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_44,False,,black,black,1.0,,,,,,3,sad_02,,1,no,,,,,,,
event_coinsinrush2_06_s_45,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_45,True,,30,30,1.0,,,velvet,velvet,,3,idle_02,,1,no,,,,,,,
event_coinsinrush2_06_s_46,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_46,True,,30,30,1.0,,,velvet,velvet,,3,idle_02,,1,no,,,,,,,
event_coinsinrush2_06_s_47,40089,event_coinsinrush2_06_s,Self,Locale_MainScenario:event_coinsinrush2_06_s_47,False,,30,30,1.0,,,velvet,,,3,idle_02,,1,no,,,,,,,
event_coinsinrush2_06_s_48,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_48,False,,30,30,1.0,,,velvet,,,3,idle_02,,1,no,,,,,,,
event_coinsinrush2_06_s_49,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_49,False,,30,30,1.0,,,velvet,,,3,idle_02,,1,no,,,,,,,
event_coinsinrush2_06_s_50,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_50,True,,30,300,1.0,,,velvet,velvet,,3,delight_02,,1,no,,,,,,,
event_coinsinrush2_06_s_51,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_51,False,,black,black,1.0,,,,,,7,delight_02,,1,no,milk_b,13,angry1,,,,
event_coinsinrush2_06_s_52,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_52,True,,70,70,1.0,,,velvet,velvet,,7,smile_02,,1,no,,13,angry1,,,,
event_coinsinrush2_06_s_53,40089,event_coinsinrush2_06_s,Narration,Locale_MainScenario:event_coinsinrush2_06_s_53,False,,70,70,1.0,sfx_scn_cabinetrattle,,velvet,,,7,smile_02,,1,no,,13,angry1,,,,
event_coinsinrush2_06_s_54,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_54,False,,70,70,1.0,,,velvet,,,7,smile_02,,1,no,,13,angry1,,,,
event_coinsinrush2_06_s_55,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_55,True,,70,70,1.0,,,velvet,velvet,,7,smile_02,,1,no,,13,angry1,,,,
event_coinsinrush2_06_s_56,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_56,True,,70,70,1.0,,,velvet,velvet,,7,smile_02,,1,no,,13,angry1,,,,
event_coinsinrush2_06_s_57,40089,event_coinsinrush2_06_s,Self,Locale_MainScenario:event_coinsinrush2_06_s_57,False,,70,10,1.0,,,ade_b,,,7,smile_02,,1,angry,,13,angry1,,,,
event_coinsinrush2_06_s_58,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_58,True,,10,10,1.0,,,ade_b,ade_b,,7,smile_02,,1,angry,,13,angry1,,,,
event_coinsinrush2_06_s_59,40089,event_coinsinrush2_06_s,Self,Locale_MainScenario:event_coinsinrush2_06_s_59,False,,10,10,1.0,,,ade_b,,,7,smile_02,,1,angry,,13,angry1,,,,
event_coinsinrush2_06_s_60,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_60,False,,70,70,1.0,,,velvet,,,7,smile_02,,1,angry,,13,angry1,,,,
event_coinsinrush2_06_s_61,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_61,True,,70,70,1.0,,,velvet,velvet,,7,smile_02,,1,angry,,13,angry1,,,,
event_coinsinrush2_06_s_62,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_62,True,,70,70,1.0,,,velvet,velvet,,7,smile_02,,1,angry,,13,angry1,,,,
event_coinsinrush2_06_s_63,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_63,True,,130,130,1.0,,,milk_b,milk_b,,7,smile_02,,1,angry,,13,idle,,,,
event_coinsinrush2_06_s_64,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_64,True,,130,130,1.0,,,milk_b,milk_b,,7,smile_02,,1,angry,,13,idle,,,,
event_coinsinrush2_06_s_65,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_65,False,,70,70,1.0,,none,velvet,velvet,,7,shy2_02,,1,surprise2,,13,idle,,,,
event_coinsinrush2_06_s_66,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_66,False,,10,10,1.0,,,ade_b,ade_b,,7,shy2_02,,1,surprise2,,13,idle,,,,
event_coinsinrush2_06_s_67,40089,event_coinsinrush2_06_s,Self,Locale_MainScenario:event_coinsinrush2_06_s_67,False,,10,130,1.0,,,milk_b,,,7,shy2_02,,1,surprise2,,13,idle,,,,
event_coinsinrush2_06_s_68,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_68,True,,130,1300,1.0,,,milk_b,milk_b,,7,shy2_02,,1,surprise2,,13,shy2,,,,
event_coinsinrush2_06_s_69,40089,event_coinsinrush2_06_s,Choice,Locale_MainScenario:event_coinsinrush2_06_s_69,False,,1300,1300,1.0,,,milk_b,,,7,shy2_02,,1,surprise2,,13,shy2,,event_coinsinrush2_06_s_71,,
event_coinsinrush2_06_s_70,40089,event_coinsinrush2_06_s,Choice,Locale_MainScenario:event_coinsinrush2_06_s_70,False,,1300,1300,1.0,,,milk_b,,,7,shy2_02,,1,surprise2,,13,shy2,,event_coinsinrush2_06_s_71,,
event_coinsinrush2_06_s_71,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_71,True,,70,70,1.0,,,velvet,velvet,,7,shy_02,,1,surprise2,,13,shy2,,,,
event_coinsinrush2_06_s_72,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_72,True,,70,70,1.0,,,velvet,velvet,,7,shy_02,,1,surprise,,13,shy2,,,,
event_coinsinrush2_06_s_73,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_73,True,,70,70,1.0,,,velvet,velvet,,7,smile_02,,1,surprise,,13,shy2,,,,
event_coinsinrush2_06_s_74,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_74,True,,12,12,1.0,,,milk_b,milk_b,,7,smile_02,,1,surprise,,13,angry2,,,,
event_coinsinrush2_06_s_75,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_75,True,,12,10,1.0,,,ade_b,ade_b,,7,smile_02,,1,angry,,13,angry2,,,,
event_coinsinrush2_06_s_76,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_76,False,,10,10,1.0,,,ade_b,,,7,smile_02,,1,angry,,13,angry2,,,,
event_coinsinrush2_06_s_77,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_77,True,,70,70,1.0,,,velvet,velvet,,7,idle_02,,1,angry,,13,idle,,,,
event_coinsinrush2_06_s_78,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_78,True,,70,70,1.0,,,velvet,velvet,,7,idle_02,,1,angry,,13,idle,,,,
event_coinsinrush2_06_s_79,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_79,True,,70,70,1.0,,,velvet,velvet,,7,idle_02,,1,angry,,13,idle,,,,
event_coinsinrush2_06_s_80,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_80,True,,70,700,1.0,,bgm_story_darklord,velvet,velvet,,7,good_02,,1,angry,,13,idle,,,,
event_coinsinrush2_06_s_81,40089,event_coinsinrush2_06_s,Narration,Locale_MainScenario:event_coinsinrush2_06_s_81,False,,black,black,1.0,sfx_scn_steelrope,,,,,7,good_02,,1,angry,,13,idle,milk_b,,velvet,ade_b
event_coinsinrush2_06_s_82,40089,event_coinsinrush2_06_s,Self,Locale_MainScenario:event_coinsinrush2_06_s_82,False,,10,10,1.0,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_s_83,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_83,False,,10,10,1.0,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_s_84,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_84,False,,10,10,1.0,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_s_85,40089,event_coinsinrush2_06_s,Self,Locale_MainScenario:event_coinsinrush2_06_s_85,False,,black,black,1.0,,,,,,,,,,,,,,,,,
event_coinsinrush2_06_s_86,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_86,False,,black,black,1.0,,,,,velvet,1,good_02,,,,,,,,,,
event_coinsinrush2_06_s_87,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_87,True,,100,100,1.0,,,velvet,velvet,,1,good_02,,,,,,,,,,
event_coinsinrush2_06_s_88,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_88,False,,100,100,1.0,,,,,,1,good_02,,,,,,,,,,
event_coinsinrush2_06_s_89,40089,event_coinsinrush2_06_s,Self,Locale_MainScenario:event_coinsinrush2_06_s_89,False,,100,100,1.0,,,,,,1,good_02,,,,,,,,,,
event_coinsinrush2_06_s_90,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_90,False,,black,black,1.0,,,,,,1,good_02,,,,,,,,,,
event_coinsinrush2_06_s_91,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_91,False,,black,black,1.0,,,,,,1,good_02,,,,,,,,,,
event_coinsinrush2_06_s_92,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_92,False,,50,50,1.0,,,,milk_b,,1,good_02,,,,,,,,,,
event_coinsinrush2_06_s_93,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_93,False,,50,50,1.0,,,,milk_b,,1,good_02,,,,,,,,,,
event_coinsinrush2_06_s_94,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_94,False,,50,50,1.0,,,,ade_b,,1,good_02,,,,,,,,,,
event_coinsinrush2_06_s_95,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_95,False,,50,50,1.0,,,,,,1,good_02,,,,,,,,,,
event_coinsinrush2_06_s_96,40089,event_coinsinrush2_06_s,Monologue,Locale_MainScenario:event_coinsinrush2_06_s_96,False,,black,black,1.0,,,,,,1,good_02,,,,,,,,,,
event_coinsinrush2_06_s_97,40089,event_coinsinrush2_06_s,Speech,Locale_MainScenario:event_coinsinrush2_06_s_97,True,,10,100,1.0,,,velvet,velvet,,1,good_02,,,,,,,,,,
