id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/1/hide_char_id,characters/0/hide_char_id,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_freezeacpu_04_s_17,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_17,True,,1,idle,,13,idle,,S_10,S_10,1.0,,quiry,quiry,,,,,,,,,,,,
event_freezeacpu_04_s_18,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_18,True,,1,idle,,13,angry,,S_10,130,1.0,,drake,drake,,,,,,,,,,,,
event_freezeacpu_04_s_19,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_19,True,,1,idle,,13,angry,,130,130,1.0,,drake,drake,,,,,,,,,,,,
event_freezeacpu_04_s_20,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_20,True,,1,idle,,13,no,,130,130,1.0,,drake,drake,,,,,,,,,,,,
event_freezeacpu_04_s_21,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_21,True,,1,idle,,13,no,,130,113,1.0,,quiry,quiry,,,,,,,,,,,,
event_freezeacpu_04_s_22,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_22,True,,1,idle,,13,no,,113,113,1.0,,quiry,quiry,,,,,,,,,,,,
event_freezeacpu_04_s_23,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_23,True,,1,idle,,13,no,,113,113,1.0,,drake,drake,,,,,,,,,,,,
event_freezeacpu_04_s_24,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_24,True,,1,idle,,13,idle,,113,113,1.0,,drake,drake,,,,,,,,,,,,
event_freezeacpu_04_s_25,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_25,True,,1,idle,,13,idle,,113,113,1.0,,quiry,quiry,,,,,,,,,,,,
event_freezeacpu_04_s_26,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_26,True,,1,idle,,13,idle,,113,113,1.0,,quiry,quiry,,,,,,,,,,,,
event_freezeacpu_04_s_27,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_27,True,,1,idle,,13,idle,,113,113,1.0,,drake,drake,,,,,,,,,,,,
event_freezeacpu_04_s_28,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_28,True,,1,idle,,13,idle,,113,113,1.0,,drake,drake,,,,,,,,,,,,
event_freezeacpu_04_s_29,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_29,False,,1,idle,,13,idle,,113,S_10,1.0,,quiry,quiry,,,,,,,,,,,,
event_freezeacpu_04_s_30,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_30,True,,1,idle,,13,idle,,S_10,S_10,1.0,,quiry,quiry,,,,,,,,,,,,
event_freezeacpu_04_s_31,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_31,True,,1,idle,,13,idle,,S_10,S_10,1.0,,quiry,quiry,,,,,,,,,,,,
event_freezeacpu_04_s_32,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_32,False,,1,idle,,13,idle,,S_10,130,1.0,,drake,drake,,,,,,,,,,,,
event_freezeacpu_04_s_33,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_33,True,,1,idle,,13,angry,,130,130,1.0,,drake,drake,,,,,,,,,,,,
event_freezeacpu_04_s_34,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_34,True,,1,idle,,13,angry,,130,113,1.0,,quiry,quiry,,,,,,,,,,,,
event_freezeacpu_04_s_35,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_35,True,,1,idle,,13,idle,,113,113,1.0,,drake,drake,,,,,,,,,,,,
event_freezeacpu_04_s_36,40030,event_freezeacpu_04_s,Monologue,Locale_SubScenario:event_freezeacpu_04_s_36,False,,1,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,
event_freezeacpu_04_s_37,40030,event_freezeacpu_04_s,Monologue,Locale_SubScenario:event_freezeacpu_04_s_37,False,,1,idle,,13,idle,,black,black,1.0,,,,drake,,,,,,,,,,,
event_freezeacpu_04_s_38,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_38,True,,1,idle,,,,,S_10,S_10,1.0,,quiry,quiry,,,,,,,,,,,,
event_freezeacpu_04_s_39,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_39,True,,1,idle,,,,,S_10,S_10,1.0,,quiry,quiry,,,,,,,,,,,,
event_freezeacpu_04_s_40,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_40,True,,1,idle,,,,,S_10,S_50,2.0,,youngman,youngman,,,,,,,,,,,,
event_freezeacpu_04_s_41,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_41,True,,1,idle,,,,,S_50,S_50,1.0,,youngman,youngman,,,,,,,,,,,,
event_freezeacpu_04_s_42,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_42,True,,1,idle,,,,,S_50,S_50,1.0,,whitewoman,whitewoman,,,,,,,,,,,,
event_freezeacpu_04_s_43,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_43,True,,1,idle,,,,,S_50,S_50,1.0,,youngman,youngman,,,,,,,,,,,,
event_freezeacpu_04_s_44,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_44,True,,1,idle,,,,,S_50,S_10,2.0,,quiry,quiry,,,,,,,,,,,,
event_freezeacpu_04_s_45,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_45,True,,1,idle,,,,,S_10,S_10,1.0,,quiry,quiry,,,,,,,,,,,,
event_freezeacpu_04_s_46,40030,event_freezeacpu_04_s,Self,Locale_SubScenario:event_freezeacpu_04_s_46,False,,1,idle,,,,,S_10,S_10,1.0,,,,,,,,,,,,,,,
event_freezeacpu_04_s_47,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_47,True,,1,idle,,,,,S_10,S_10,1.0,,quiry,quiry,,,,,,,,,,,,
event_freezeacpu_04_s_48,40030,event_freezeacpu_04_s,Self,Locale_SubScenario:event_freezeacpu_04_s_48,False,,1,idle,,,,,S_10,S_10,1.0,,,,,,,,,,,,,,,
event_freezeacpu_04_s_49,40030,event_freezeacpu_04_s,Narration,Locale_SubScenario:event_freezeacpu_04_s_49,False,,1,idle,,,,,black,black,1.0,,,,,quiry,black,,,,,,,,,
event_freezeacpu_04_s_50,40030,event_freezeacpu_04_s,Narration,Locale_SubScenario:event_freezeacpu_04_s_50,False,,,,,,,ToyShop,black,black,1.0,,,,,,,neon,1,idle,rapi,3,idle,miranda,13,idle
event_freezeacpu_04_s_51,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_51,True,,,,,,,,31,31,1.0,,neon,neon,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_52,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_52,True,,,,,,,,31,31,1.0,,rapi,rapi,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_53,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_53,True,,,,,,,,31,31,1.0,,rapi,rapi,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_54,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_54,True,,,,,,,,31,31,1.0,,rapi,rapi,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_55,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_55,True,,,,,,,,31,31,1.0,,neon,neon,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_56,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_56,True,,,,,,,,31,113,1.0,,miranda,miranda,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_57,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_57,True,,,,,,,,113,113,1.0,,miranda,miranda,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_58,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_58,True,,,,,,,,113,113,1.0,,neon,neon,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_59,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_59,True,,,,,,,,113,113,1.0,,neon,neon,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_60,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_60,True,,,,,,,,113,113,1.0,,neon,neon,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_61,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_61,True,,,,,,,,113,113,1.0,,miranda,miranda,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_62,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_62,True,,,,,,,,113,1517,1.0,,patientgirl,patientgirl,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_63,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_63,True,,,,,,,,1517,1517,1.0,,cameraman,cameraman,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_64,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_64,True,,,,,,,,1517,1517,1.0,,patientgirl,patientgirl,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_65,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_65,False,,,,,,,,S_10,S_10,1.0,,neon,neon,,,,,1,no,,3,idle,,13,idle
event_freezeacpu_04_s_66,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_66,True,,,,,,,,S_10,S_10,1.0,,neon,neon,,,,,1,no,,3,idle,,13,idle
event_freezeacpu_04_s_67,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_67,True,,,,,,,,S_10,31,1.0,,rapi,rapi,,,,,1,no,,3,idle,,13,idle
event_freezeacpu_04_s_68,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_68,True,,,,,,,,31,31,1.0,,neon,neon,,,,,1,surprise,,3,idle,,13,idle
event_freezeacpu_04_s_69,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_69,True,,,,,,,,31,31,1.0,,neon,neon,,,,,1,worry,,3,idle,,13,idle
event_freezeacpu_04_s_70,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_70,True,,,,,,,,31,31,1.0,,neon,neon,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_71,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_71,True,,,,,,,,170,170,1.0,,child01,child01,,,black,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_72,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_72,True,,,,,,,,170,170,1.0,,child01,child01,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_73,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_73,True,,,,,,,,170,170,1.0,,child01,child01,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_74,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_74,True,,,,drake,15,delight,,170,150,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_75,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_75,True,,,,,15,delight,,150,150,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_76,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_76,True,,,,,15,delight,,150,170,1.0,,child01,child01,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_77,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_77,True,,,,,15,delight,,170,170,1.0,,child01,child01,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_78,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_78,True,,,,,15,delight,,170,170,1.0,,child01,child01,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_79,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_79,True,,,,,15,delight,,170,170,1.0,,child01,child01,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_80,40030,event_freezeacpu_04_s,Narration,Locale_SubScenario:event_freezeacpu_04_s_80,False,,,,,15,delight,,170,1700,1.0,,,,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_81,40030,event_freezeacpu_04_s,Narration,Locale_SubScenario:event_freezeacpu_04_s_81,False,,,,,15,delight,,1700,1700,1.0,,,,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_82,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_82,True,,,,,15,delight,,1700,1500,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_83,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_83,True,,,,,15,idle,,1500,1500,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_84,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_84,True,,,,,15,idle,,1500,150,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_85,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_85,True,,,,,15,idle,,150,150,1.0,,child01,child01,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_86,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_86,True,,,,,15,idle,,150,150,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_87,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_87,True,,,,,15,idle,,150,150,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_88,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_88,False,,,,,15,idle,,S_10,S_10,1.0,,neon,neon,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_89,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_89,False,,,,,15,idle,,30,30,1.0,,rapi,rapi,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_90,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_90,True,,,,,15,idle,,150,150,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_91,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_91,True,,,,,15,idle,,150,150,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_92,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_92,True,,,,,15,idle,,150,150,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_93,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_93,True,,,,,15,idle,,S_10,S_10,1.0,,neon,neon,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_94,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_94,True,,,,,15,idle,,150,150,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_95,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_95,True,,,,,15,idle,,150,150,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_96,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_96,True,,,,,15,idle,,150,1500,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_97,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_97,True,,,,,15,idle,,1500,1500,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_98,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_98,True,,,,,15,idle,,300,300,1.0,,rapi,rapi,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_99,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_99,True,,,,,15,idle,,S_1300,S_1300,1.0,,miranda,miranda,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_100,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_100,True,,,,,15,idle,,S_1300,S_1300,1.0,,miranda,miranda,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_101,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_101,True,,,,,15,no,,S_1300,1500,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_102,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_102,True,,,,,15,no,,1500,1500,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_103,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_103,True,,,,,15,no,,S_100,S_100,1.0,,neon,neon,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_104,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_104,True,,,,,15,no,,1500,1500,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_105,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_105,True,,,,,15,no,,300,300,1.0,,rapi,rapi,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_106,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_106,True,,,,,15,no,,300,300,1.0,,rapi,rapi,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_107,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_107,True,,,,,15,idle,,1500,1500,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_108,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_108,True,,,,,15,idle,,1500,1500,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_109,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_109,True,,,,,15,idle,,1500,1315,1.0,,miranda,miranda,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_110,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_110,True,,,,,15,idle,,1315,1315,1.0,,miranda,miranda,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_111,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_111,True,,,,,15,idle,,1315,1315,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_112,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_112,True,,,,,15,idle,,1315,1315,1.0,,miranda,miranda,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_113,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_113,True,,,,,15,idle,,1315,1315,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_114,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_114,True,,,,,15,delight,,1315,1315,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_115,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_115,True,,,,,15,delight,,1315,1315,1.0,,miranda,miranda,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_116,40030,event_freezeacpu_04_s,Narration,Locale_SubScenario:event_freezeacpu_04_s_116,False,,,,,15,delight,,1315,S_130,1.0,,,,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_117,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_117,True,,,,,15,idle,,S_130,S_130,1.0,,miranda,miranda,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_118,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_118,True,,,,,15,idle,,S_130,S_130,1.0,,miranda,miranda,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_119,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_119,True,,,,,15,idle,,S_130,S_10,1.0,,neon,neon,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_120,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_120,True,,,,,15,idle,,S_10,S_10,1.0,,neon,neon,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_121,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_121,True,,,,,15,delight,,150,150,1.0,,drake,drake,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_122,40030,event_freezeacpu_04_s,Narration,Locale_SubScenario:event_freezeacpu_04_s_122,False,,,,,15,delight,,S_10,S_10,1.0,,,,,,,,1,idle,,3,idle,,13,idle
event_freezeacpu_04_s_123,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_123,True,,,,,15,delight,,S_10,S_10,1.0,none,neon,neon,,,,,1,worry,,3,idle,,13,idle
event_freezeacpu_04_s_124,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_124,True,,,,,15,delight,,S_10,S_100,1.0,,neon,neon,,,,,1,no,,3,idle,,13,idle
event_freezeacpu_04_s_125,40030,event_freezeacpu_04_s,Speech,Locale_SubScenario:event_freezeacpu_04_s_125,True,,,,,15,delight,,black,black,1.0,,neon,neon,,,,,1,no,,3,idle,,13,idle
