id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,play_sound
event_secretgarden_05_e_11,40063,event_secretgarden_05_e,Speech,nero,nero,Locale_SubScenario:event_secretgarden_05_e_11,True,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,XS_10,113,1.0,,,,,,
event_secretgarden_05_e_12,40063,event_secretgarden_05_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_05_e_12,True,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,,,,,
event_secretgarden_05_e_13,40063,event_secretgarden_05_e,Monologue,biscuit,,Locale_SubScenario:event_secretgarden_05_e_13,False,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,black,black,1.0,none,biscuit,nero,leona_no,timi,
event_secretgarden_05_e_14,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_14,True,,3,sad,,,,,,,,,,,,,,300,30,1.0,,,,,,
event_secretgarden_05_e_15,40063,event_secretgarden_05_e,Self,flora,,Locale_SubScenario:event_secretgarden_05_e_15,False,,3,sad,,,,,,,,,,,,,,30,30,1.0,event_bgm_neverland_hugme_day,,,,,
event_secretgarden_05_e_16,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_16,True,,3,sad,,,,,,,,,,,,,,30,30,1.0,,,,,,
event_secretgarden_05_e_17,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_17,True,,3,sad,,,,,,,,,,,,,,30,30,1.0,,,,,,
event_secretgarden_05_e_18,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_18,True,,3,sad,,,,,,,,,,,,,,30,30,1.0,,,,,,
event_secretgarden_05_e_19,40063,event_secretgarden_05_e,Self,flora,,Locale_SubScenario:event_secretgarden_05_e_19,False,,3,sad,,,,,,,,,,,,,,30,30,1.0,,,,,,
event_secretgarden_05_e_20,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_20,False,,3,sad,,,,,,,,,,,,,,30,30,1.0,,,,,,
event_secretgarden_05_e_21,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_21,True,,3,idle,,,,,,,,,,,,,,30,300,1.0,,,,,,
event_secretgarden_05_e_22,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_22,True,,3,idle,,,,,,,,,,,,,,300,300,1.0,,,,,,
event_secretgarden_05_e_23,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_23,True,,3,idle,,,,,,,,,,,,,,300,300,1.0,,,,,,
event_secretgarden_05_e_24,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_24,True,,3,idle,,,,,,,,,,,,,,300,300,1.0,,,,,,
event_secretgarden_05_e_25,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_25,True,,3,sad,,,,,,,,,,,,,,300,300,1.0,,,,,,
event_secretgarden_05_e_26,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_26,True,,3,sad,,,,,,,,,,,,,,300,300,1.0,,,,,,
event_secretgarden_05_e_27,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_27,True,,3,sad,,,,,,,,,,,,,,300,300,1.0,,,,,,
event_secretgarden_05_e_28,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_28,True,,3,sad,,,,,,,,,,,,,,300,30,1.0,,,,,,
event_secretgarden_05_e_29,40063,event_secretgarden_05_e,Self,flora,,Locale_SubScenario:event_secretgarden_05_e_29,False,,3,sad,,,,,,,,,,,,,,30,30,1.0,,,,,,
event_secretgarden_05_e_30,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_30,True,,3,sad,,,,,,,,,,,,,,30,30,1.0,,,,,,
event_secretgarden_05_e_31,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_31,True,,3,sad,,,,,,,,,,,,,,30,30,1.0,,,,,,
event_secretgarden_05_e_32,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_32,True,,3,idle,,,,,,,,,,,,,,30,30,1.0,,,,,,
event_secretgarden_05_e_33,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_33,True,,3,idle,,,,,,,,,,,,,,30,30,1.0,,,,,,
event_secretgarden_05_e_34,40063,event_secretgarden_05_e,Self,flora,,Locale_SubScenario:event_secretgarden_05_e_34,False,,3,idle,,,,,,,,,,,,,,30,30,1.0,,,,,,
event_secretgarden_05_e_35,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_35,True,,3,delight,,,,,,,,,,,,,,30,30,1.0,,,,,,
event_secretgarden_05_e_36,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_36,True,,3,delight,,,,,,,,,,,,,,30,30,1.0,,,,,,
event_secretgarden_05_e_37,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_37,True,,3,delight,,,,,,,,,,,,,,30,30,1.0,,,,,,
event_secretgarden_05_e_38,40063,event_secretgarden_05_e,Narration,flora,,Locale_SubScenario:event_secretgarden_05_e_38,False,,3,delight,rian,1,idle,,,,,,,,,,,black,black,1.0,none,,,,,sfx_scn_autodooropen
event_secretgarden_05_e_39,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_39,True,,3,idle,,1,idle,,,,,,,,,,,100,100,1.0,,,,,,
event_secretgarden_05_e_40,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_40,True,,3,idle,,1,idle,,,,,,,,,,,100,10,1.0,bgm_frostpillar,,,,,
event_secretgarden_05_e_41,40063,event_secretgarden_05_e,Self,rian,,Locale_SubScenario:event_secretgarden_05_e_41,False,,3,idle,,1,idle,,,,,,,,,,,10,10,1.0,,,,,,
event_secretgarden_05_e_42,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_42,True,,3,surprise,,1,idle,,,,,,,,,,,10,31,1.0,,,,,,
event_secretgarden_05_e_43,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_43,True,,3,surprise,,1,idle,,,,,,,,,,,31,31,1.0,,,,,,
event_secretgarden_05_e_44,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_44,True,,3,surprise,,1,idle,,,,,,,,,,,31,31,1.0,,,,,,
event_secretgarden_05_e_45,40063,event_secretgarden_05_e,Monologue,rian,,Locale_SubScenario:event_secretgarden_05_e_45,False,,3,surprise,,1,idle,,,,,,,,,,,31,31,1.0,,,,,,
event_secretgarden_05_e_46,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_46,True,,3,idle,,1,idle,,,,,,,,,,,31,31,1.0,,,,,,
event_secretgarden_05_e_47,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_47,True,,3,idle,,1,idle,,,,,,,,,,,31,31,1.0,,,,,,
event_secretgarden_05_e_48,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_48,True,,3,idle,,1,idle,,,,,,,,,,,31,31,1.0,,,,,,
event_secretgarden_05_e_49,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_49,True,,3,idle,,1,idle,,,,,,,,,,,31,31,1.0,,,,,,
event_secretgarden_05_e_50,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_50,False,,3,idle,,1,idle,,,,,,,,,,,31,31,1.0,,,,,,
event_secretgarden_05_e_51,40063,event_secretgarden_05_e,Monologue,rian,,Locale_SubScenario:event_secretgarden_05_e_51,False,,3,idle,,1,idle,,,,,,,,,,,31,1,1.0,,,,,,
event_secretgarden_05_e_52,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_52,True,,3,idle,,1,idle,,,,,,,,,,,1,10,1.0,,,,,,
event_secretgarden_05_e_53,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_53,True,,3,idle,,1,idle,,,,,,,,,,,10,10,1.0,,,,,,
event_secretgarden_05_e_54,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_54,True,,3,idle,,1,idle,,,,,,,,,,,10,10,1.0,,,,,,
event_secretgarden_05_e_55,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_55,True,,3,idle,,1,idle,,,,,,,,,,,10,10,1.0,,,,,,
event_secretgarden_05_e_56,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_56,True,,3,idle,,1,idle,,,,,,,,,,,10,10,1.0,,,,,,
event_secretgarden_05_e_57,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_57,True,,3,angry,,1,idle,,,,,,,,,,,300,300,1.0,,,,,,
event_secretgarden_05_e_58,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_58,True,,3,angry,,1,idle,,,,,,,,,,,300,300,1.0,,,,,,
event_secretgarden_05_e_59,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_59,True,,3,angry,,1,idle,,,,,,,,,,,100,100,1.0,,,,,,
event_secretgarden_05_e_60,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_60,True,,3,angry,,1,idle,,,,,,,,,,,100,100,1.0,,,,,,
event_secretgarden_05_e_61,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_61,True,,3,angry,,1,idle,,,,,,,,,,,100,100,1.0,,,,,,
event_secretgarden_05_e_62,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_62,True,,3,surprise,,1,idle,,,,,,,,,,,100,10,1.0,,,,,,
event_secretgarden_05_e_63,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_63,True,,3,surprise,,1,idle,,,,,,,,,,,10,10,1.0,,,,,,
event_secretgarden_05_e_64,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_64,False,,3,surprise,,1,idle,,,,,,,,,,,10,10,1.0,,,,,,
event_secretgarden_05_e_65,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_65,True,,3,surprise,,1,idle,,,,,,,,,,,10,10,1.0,,,,,,
event_secretgarden_05_e_66,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_66,True,,3,angry,,1,idle,,,,,,,,,,,30,300,0.5,,,,,,
event_secretgarden_05_e_67,40063,event_secretgarden_05_e,Narration,flora,,Locale_SubScenario:event_secretgarden_05_e_67,False,,3,angry,,1,idle,,,,,,,,,,,black,black,1.0,,,,,,sfx_scn_knock
event_secretgarden_05_e_68,40063,event_secretgarden_05_e,Narration,flora,,Locale_SubScenario:event_secretgarden_05_e_68,False,,3,angry,,1,idle,,,,,,,,,,,black,black,1.0,,,,,,sfx_scn_autodooropen
event_secretgarden_05_e_69,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_69,True,,3,angry,,1,idle,activemalereporter,13,idle,,,,,,,,130,130,1.0,,,,,,
event_secretgarden_05_e_70,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_70,True,,3,angry,,1,idle,,13,idle,,,,,,,,130,130,1.0,,,,,,
event_secretgarden_05_e_71,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_71,True,,3,angry,,1,idle,,13,idle,,,,,,,,130,10,1.0,,,,,,
event_secretgarden_05_e_72,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_72,True,,3,angry,,1,idle,,13,idle,,,,,,,,10,10,1.0,,,,,,
event_secretgarden_05_e_73,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_73,True,,3,angry,,1,idle,,13,idle,,,,,,,,10,10,1.0,,,,,,
event_secretgarden_05_e_74,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_74,True,,3,angry,,1,idle,,13,idle,,,,,,,,10,10,1.0,,,,,,
event_secretgarden_05_e_75,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_75,True,,3,angry,,1,idle,,13,idle,,,,,,,,10,10,1.0,,,,,,
event_secretgarden_05_e_76,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_76,True,,3,angry,,1,idle,,13,idle,,,,,,,,10,113,1.0,,,,,,
event_secretgarden_05_e_77,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_77,True,,3,angry,,1,idle,,13,idle,,,,,,,,113,113,1.0,,,,,,
event_secretgarden_05_e_78,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_78,True,,3,angry,,1,idle,,13,idle,,,,,,,,113,113,1.0,,,,,,
event_secretgarden_05_e_79,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_79,True,,3,angry,,1,idle,,13,idle,,,,,,,,113,113,1.0,,,,,,
event_secretgarden_05_e_80,40063,event_secretgarden_05_e,Self,,,Locale_SubScenario:event_secretgarden_05_e_80,False,,3,idle,,1,idle,,13,idle,,,,,,,,113,113,1.0,none,,,,,
event_secretgarden_05_e_81,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_81,True,,3,idle,,1,idle,,13,idle,,,,,,,,113,130,1.0,,,,,,
event_secretgarden_05_e_82,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_82,True,,3,idle,,1,idle,,13,idle,,,,,,,,130,130,1.0,bgm_story_flipflop,,,,,
event_secretgarden_05_e_83,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_83,True,,3,idle,,1,idle,,13,idle,,,,,,,,130,130,1.0,,,,,,
event_secretgarden_05_e_84,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_84,True,,3,idle,,1,idle,,13,idle,,,,,,,,130,130,1.0,,,,,,
event_secretgarden_05_e_85,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_85,True,,3,idle,,1,idle,,13,idle,,,,,,,,130,130,1.0,,,,,,
event_secretgarden_05_e_86,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_86,True,,3,idle,,1,idle,,13,idle,,,,,,,,130,130,1.0,,,,,,
event_secretgarden_05_e_87,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_87,True,,3,idle,,1,idle,,13,idle,,,,,,,,130,130,1.0,,,,,,
event_secretgarden_05_e_88,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_88,True,,3,idle,,1,idle,,13,idle,,,,,,,,130,113,1.0,,,,,,
event_secretgarden_05_e_89,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_89,True,,3,idle,,1,idle,,13,idle,,,,,,,,113,113,1.0,,,,,,
event_secretgarden_05_e_90,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_90,True,,3,idle,,1,idle,,13,idle,,,,,,,,113,113,1.0,,,,,,
event_secretgarden_05_e_91,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_91,True,,3,idle,,1,idle,,13,idle,,,,,,,,113,113,1.0,,,,,,
event_secretgarden_05_e_92,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_92,False,,3,idle,,1,idle,,13,idle,,,,,,,,113,113,1.0,,,,,,
event_secretgarden_05_e_93,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_93,False,,3,idle,,1,idle,,13,idle,,,,,,,,113,31,1.5,,,,,,
event_secretgarden_05_e_94,40063,event_secretgarden_05_e,Self,flora,,Locale_SubScenario:event_secretgarden_05_e_94,False,,3,idle,,1,idle,,13,idle,,,,,,,,31,31,1.0,,,,,,
event_secretgarden_05_e_95,40063,event_secretgarden_05_e,Monologue,flora,,Locale_SubScenario:event_secretgarden_05_e_95,False,,3,idle,,1,idle,,13,idle,,,,,,,,31,31,1.0,,,,,,
event_secretgarden_05_e_96,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_96,True,,3,idle,,1,idle,,13,idle,,,,,,,,31,113,1.5,,,,,,
event_secretgarden_05_e_97,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_97,True,,3,idle,,1,idle,,13,idle,,,,,,,,113,113,1.0,,,,,,
event_secretgarden_05_e_98,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_98,True,,3,idle,,1,idle,,13,idle,,,,,,,,113,113,1.0,,,,,,
event_secretgarden_05_e_99,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_99,True,,3,idle,,1,idle,,13,idle,,,,,,,,113,113,1.0,,,,,,
event_secretgarden_05_e_100,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_100,True,,3,idle,,1,idle,,13,idle,,,,,,,,113,130,1.0,,,,,,
event_secretgarden_05_e_101,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_101,True,,3,idle,,1,idle,,13,idle,,,,,,,,130,130,1.0,,,,,,
event_secretgarden_05_e_102,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_102,True,,3,idle,,1,idle,,13,idle,,,,,,,,130,130,1.0,,,,,,
event_secretgarden_05_e_103,40063,event_secretgarden_05_e,Speech,sincerecameraman,sincerecameraman,Locale_SubScenario:event_secretgarden_05_e_103,True,,3,idle,,1,idle,,13,idle,,,,,,,,130,1300,1.0,,,,,,
event_secretgarden_05_e_104,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_104,True,,3,idle,,1,idle,,13,idle,,,,,,,,1300,1300,1.0,,,,,,
event_secretgarden_05_e_105,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_105,True,,3,idle,,1,idle,,13,idle,,,,,,,,1300,130,1.0,,,,,,
event_secretgarden_05_e_106,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_106,True,,3,idle,,1,idle,,13,idle,,,,,,,,130,130,1.0,,,,,,
event_secretgarden_05_e_107,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_107,True,,3,idle,,1,idle,,13,idle,,,,,,,,130,130,1.0,,,,,,
event_secretgarden_05_e_108,40063,event_secretgarden_05_e,Speech,activemalereporter,activemalereporter,Locale_SubScenario:event_secretgarden_05_e_108,True,,3,idle,,1,idle,,13,idle,,,,,,,,130,130,1.0,,,,,,
event_secretgarden_05_e_109,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_109,False,,3,idle,,1,idle,,13,idle,,,,,,,,130,113,1.0,,,,,,
event_secretgarden_05_e_110,40063,event_secretgarden_05_e,Speech,sincerecameraman,sincerecameraman,Locale_SubScenario:event_secretgarden_05_e_110,True,,3,idle,,1,idle,,13,idle,,,,,,,,113,113,1.0,,,,,,
event_secretgarden_05_e_111,40063,event_secretgarden_05_e,Monologue,flora,,Locale_SubScenario:event_secretgarden_05_e_111,False,,3,idle,,1,idle,,13,idle,,,,,,,,black,black,1.0,,,activemalereporter,,,
event_secretgarden_05_e_112,40063,event_secretgarden_05_e,Narration,flora,,Locale_SubScenario:event_secretgarden_05_e_112,False,,3,idle,,1,idle,,,,,,,,,,,black,black,1.0,,,,,,sfx_scn_autodooropen
event_secretgarden_05_e_113,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_113,False,,3,idle,,1,idle,,,,,,,,,,,31,31,1.0,,,,,,
event_secretgarden_05_e_114,40063,event_secretgarden_05_e,Self,flora,,Locale_SubScenario:event_secretgarden_05_e_114,False,,3,idle,,1,idle,,,,,,,,,,,31,31,1.0,,,,,,
event_secretgarden_05_e_115,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_115,True,,3,idle,,1,idle,,,,,,,,,,,31,31,1.0,,,,,,
event_secretgarden_05_e_116,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_116,True,,3,angry,,1,idle,,,,,,,,,,,31,31,1.0,,,,,,
event_secretgarden_05_e_117,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_117,True,,3,angry,,1,idle,,,,,,,,,,,31,31,1.0,,,,,,
event_secretgarden_05_e_118,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_118,True,,3,angry,,1,idle,,,,,,,,,,,31,30,1.0,,,,,,
event_secretgarden_05_e_119,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_119,True,,3,angry,,1,idle,,,,,,,,,,,30,30,1.0,,,,,,
event_secretgarden_05_e_120,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_120,True,,3,angry,,1,idle,,,,,,,,,,,30,30,1.0,,,,,,
event_secretgarden_05_e_121,40063,event_secretgarden_05_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_05_e_121,True,,3,angry,,1,idle,,,,,,,,,,,30,30,1.0,,,,,,
event_secretgarden_05_e_122,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_122,False,,3,angry,,1,idle,,,,,,,,,,,30,10,1.0,,,,,,
event_secretgarden_05_e_123,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_123,True,,3,angry,,1,idle,,,,,,,,,,,10,10,1.0,,,,,,
event_secretgarden_05_e_124,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_124,True,,3,angry,,1,idle,,,,,,,,,,,10,10,1.0,,,,,,
event_secretgarden_05_e_125,40063,event_secretgarden_05_e,Speech,rian,rian,Locale_SubScenario:event_secretgarden_05_e_125,True,,3,angry,,1,idle,,,,,,,,,,,10,10,1.0,,,,,,
event_secretgarden_05_e_126,40063,event_secretgarden_05_e,Monologue,rian,,Locale_SubScenario:event_secretgarden_05_e_126,False,,3,angry,,1,idle,,,,,,,,,,,10,10,1.0,,rian,,,,
event_secretgarden_05_e_127,40063,event_secretgarden_05_e,Self,flora,,Locale_SubScenario:event_secretgarden_05_e_127,False,,3,angry,,,,,,,,,,,,,,10,30,1.0,,,,,,
