id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_ambient,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
snowfall_episode_mica_03_14,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_18,True,,150,150,1.0,,,,lumi_01,lumi_01,,1,idle,,15,idle,
snowfall_episode_mica_03_15,80903,snowfall_episode_mica_03,Monologue,Locale_SubScenario:snowfall_episode_mica_03_19,False,,150,150,1.0,,,,,,,1,idle,,15,idle,
snowfall_episode_mica_03_16,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_20,True,,150,150,1.0,,,,lumi_01,lumi_01,,1,idle,,15,idle,
snowfall_episode_mica_03_17,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_21,True,,150,150,1.0,,,,lumi_01,lumi_01,,1,idle,,15,idle,
snowfall_episode_mica_03_18,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_22,True,,150,1500,1.0,,,,lumi_01,lumi_01,,1,idle,,15,idle,
snowfall_episode_mica_03_19,80903,snowfall_episode_mica_03,Self,Locale_SubScenario:snowfall_episode_mica_03_23,False,,1500,1500,1.0,,,,,,,1,idle,,15,idle,
snowfall_episode_mica_03_20,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_24,True,,1500,1500,1.0,,,,lumi_01,lumi_01,,1,idle,,15,idle,
snowfall_episode_mica_03_21,80903,snowfall_episode_mica_03,Self,Locale_SubScenario:snowfall_episode_mica_03_25,False,,1500,1500,1.0,,,,,,,1,idle,,15,idle,
snowfall_episode_mica_03_22,80903,snowfall_episode_mica_03,Self,Locale_SubScenario:snowfall_episode_mica_03_26,False,,1500,1500,1.0,,,,,,,1,idle,,15,idle,
snowfall_episode_mica_03_23,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_27,True,,1500,150,1.0,,,,lumi_01,lumi_01,,1,idle,,15,idle,
snowfall_episode_mica_03_24,80903,snowfall_episode_mica_03,Self,Locale_SubScenario:snowfall_episode_mica_03_28,False,,150,150,1.0,,,,,,,1,idle,,15,idle,
snowfall_episode_mica_03_25,80903,snowfall_episode_mica_03,Self,Locale_SubScenario:snowfall_episode_mica_03_29,False,,150,150,1.0,,,,,,,1,idle,,15,idle,
snowfall_episode_mica_03_26,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_30,True,,150,15,1.0,,,,lumi_01,lumi_01,,1,idle,,15,idle,
snowfall_episode_mica_03_27,80903,snowfall_episode_mica_03,Monologue,Locale_SubScenario:snowfall_episode_mica_03_31,False,,15,15,1.0,,,,,,,1,idle,,15,idle,
snowfall_episode_mica_03_28,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_32,True,,15,1,2.0,,,,mica_w,mica_w,,1,delight,,15,idle,
snowfall_episode_mica_03_29,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_33,True,,1,1,1.0,,,,mica_w,mica_w,,1,delight,,15,idle,
snowfall_episode_mica_03_30,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_34,True,,1,1,1.0,,,,mica_w,mica_w,,1,delight,,15,idle,
snowfall_episode_mica_03_31,80903,snowfall_episode_mica_03,Monologue,Locale_SubScenario:snowfall_episode_mica_03_35,False,,1,1315,2.0,,,,,,,13,delight,,15,idle,
snowfall_episode_mica_03_32,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_36,True,,1315,1315,1.0,,,,mica_w,mica_w,,13,delight,,15,idle,
snowfall_episode_mica_03_33,80903,snowfall_episode_mica_03,Narration,Locale_SubScenario:snowfall_episode_mica_03_37,False,,1315,1315,1.0,,,,,,,13,delight,,15,idle,lumi_01
snowfall_episode_mica_03_34,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_38,True,,1315,1315,1.0,,,,mica_w,mica_w,,13,surprise,,,,
snowfall_episode_mica_03_35,80903,snowfall_episode_mica_03,Monologue,Locale_SubScenario:snowfall_episode_mica_03_39,False,,1315,1315,1.0,,,,,,,13,surprise,,,,
snowfall_episode_mica_03_36,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_40,False,,1315,13,1.0,,,,mica_w,mica_w,,13,surprise,,,,
snowfall_episode_mica_03_37,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_41,True,,13,13,1.0,,,,mica_w,mica_w,,13,surprise,,,,
snowfall_episode_mica_03_38,80903,snowfall_episode_mica_03,Self,Locale_SubScenario:snowfall_episode_mica_03_42,False,,13,13,1.0,,,,,,,13,surprise,,,,
snowfall_episode_mica_03_39,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_43,True,,13,S_130,1.0,,,,mica_w,mica_w,,13,cry,,,,
snowfall_episode_mica_03_40,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_44,True,,S_130,S_130,1.0,,,,mica_w,mica_w,,13,cry,,,,
snowfall_episode_mica_03_41,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_45,True,,S_130,S_130,1.0,,,,mica_w,mica_w,,13,cry,,,,
snowfall_episode_mica_03_42,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_46,True,,S_130,S_130,1.0,,,,mica_w,mica_w,,13,cry,,,,
snowfall_episode_mica_03_43,80903,snowfall_episode_mica_03,Self,Locale_SubScenario:snowfall_episode_mica_03_47,False,,S_130,S_130,1.0,,,,,,,13,cry,,,,
snowfall_episode_mica_03_44,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_48,True,,S_130,S_1300,1.0,,,,mica_w,mica_w,,13,idle,,,,
snowfall_episode_mica_03_45,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_49,True,,S_1300,S_1300,1.0,,,,mica_w,mica_w,,13,idle,,,,
snowfall_episode_mica_03_46,80903,snowfall_episode_mica_03,Self,Locale_SubScenario:snowfall_episode_mica_03_50,False,,S_1300,S_1300,1.0,,,,,,,13,idle,,,,
snowfall_episode_mica_03_47,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_51,True,,S_1300,S_1300,1.0,,,,mica_w,mica_w,,13,surprise,,,,
snowfall_episode_mica_03_48,80903,snowfall_episode_mica_03,Self,Locale_SubScenario:snowfall_episode_mica_03_52,False,,S_1300,S_1300,1.0,,,,,,,13,surprise,,,,
snowfall_episode_mica_03_49,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_53,True,,S_1300,S_1300,1.0,,,,mica_w,mica_w,,13,idle,,,,
snowfall_episode_mica_03_50,80903,snowfall_episode_mica_03,Narration,Locale_SubScenario:snowfall_episode_mica_03_54,False,,S_1300,S_1300,1.0,,,,,,,13,idle,,,,
snowfall_episode_mica_03_51,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_55,False,,S_1300,S_1300,1.0,,,,mica_w,mica_w,,13,surprise,,,,
snowfall_episode_mica_03_52,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_56,True,,S_1300,S_130,1.0,,,,mica_w,mica_w,,13,surprise,,,,
snowfall_episode_mica_03_53,80903,snowfall_episode_mica_03,Self,Locale_SubScenario:snowfall_episode_mica_03_57,False,,S_130,S_130,1.0,,,,,,,13,surprise,,,,
snowfall_episode_mica_03_54,80903,snowfall_episode_mica_03,Self,Locale_SubScenario:snowfall_episode_mica_03_58,False,,S_130,S_130,1.0,,,,,,,13,surprise,,,,
snowfall_episode_mica_03_55,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_59,True,,S_130,S_130,1.0,,,,mica_w,mica_w,,13,idle,,,,
snowfall_episode_mica_03_56,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_60,True,,S_130,S_1300,0.5,,,,mica_w,mica_w,,13,delight,,,,
snowfall_episode_mica_03_57,80903,snowfall_episode_mica_03,Self,Locale_SubScenario:snowfall_episode_mica_03_61,False,,S_1300,S_1300,1.0,,,,,,,13,delight,,,,
snowfall_episode_mica_03_58,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_62,True,,S_1300,S_1300,1.0,,,,mica_w,mica_w,,13,delight,,,,
snowfall_episode_mica_03_59,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_63,True,,S_1300,S_1300,1.0,,,,mica_w,mica_w,,13,delight,,,,
snowfall_episode_mica_03_60,80903,snowfall_episode_mica_03,Self,Locale_SubScenario:snowfall_episode_mica_03_64,False,,S_1300,S_1300,1.0,,,,,,,13,delight,,,,
snowfall_episode_mica_03_61,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_65,True,,S_1300,S_1300,1.0,,,,mica_w,mica_w,,13,surprise,,,,
snowfall_episode_mica_03_62,80903,snowfall_episode_mica_03,Self,Locale_SubScenario:snowfall_episode_mica_03_66,False,,S_1300,S_1300,1.0,,,,,,,13,surprise,,,,
snowfall_episode_mica_03_63,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_67,True,,S_1300,S_1300,1.0,,,,mica_w,mica_w,,13,delight,,,,
snowfall_episode_mica_03_64,80903,snowfall_episode_mica_03,Narration,Locale_SubScenario:snowfall_episode_mica_03_68,False,,S_1300,13,1.0,,,,,,,13,delight,,,,
snowfall_episode_mica_03_65,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_69,False,,13,13,1.0,,,,mica_w,mica_w,,13,surprise,,,,
snowfall_episode_mica_03_66,80903,snowfall_episode_mica_03,Self,Locale_SubScenario:snowfall_episode_mica_03_70,False,,13,13,1.0,,,,,,,13,surprise,,,,
snowfall_episode_mica_03_67,80903,snowfall_episode_mica_03,Monologue,Locale_SubScenario:snowfall_episode_mica_03_71,False,,13,1315,1.0,,,,,,,13,surprise,lumi_01,15,idle,
snowfall_episode_mica_03_68,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_72,True,,1315,1315,1.0,,,,mica_w,mica_w,,13,surprise,,15,idle,
snowfall_episode_mica_03_69,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_73,True,,1315,1315,1.0,,,,mica_w,mica_w,,13,surprise,,15,idle,
snowfall_episode_mica_03_70,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_74,True,,1315,1315,1.0,,,,lumi_01,lumi_01,,13,surprise,,15,idle,
snowfall_episode_mica_03_71,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_75,True,,1315,1315,1.0,,,,mica_w,mica_w,,13,delight,,15,idle,
snowfall_episode_mica_03_72,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_76,True,,1315,1315,1.0,,,,mica_w,mica_w,,13,delight,,15,idle,
snowfall_episode_mica_03_73,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_77,True,,1315,1315,1.0,,,,mica_w,mica_w,,13,delight,,15,idle,
snowfall_episode_mica_03_74,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_78,True,,1315,1315,1.0,,,,lumi_01,lumi_01,,13,delight,,15,idle,
snowfall_episode_mica_03_75,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_79,False,,1315,1315,1.0,,,,mica_w,mica_w,,13,delight,,15,idle,
snowfall_episode_mica_03_76,80903,snowfall_episode_mica_03,Monologue,Locale_SubScenario:snowfall_episode_mica_03_80,False,,1315,1315,1.0,,,,,,,13,idle,,15,idle,
snowfall_episode_mica_03_77,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_81,True,,1315,1315,1.0,,,,mica_w,mica_w,,13,idle,,15,idle,
snowfall_episode_mica_03_78,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_82,True,,1315,1315,1.0,,,,lumi_01,lumi_01,,13,idle,,15,idle,
snowfall_episode_mica_03_79,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_83,False,,1315,1315,1.0,,,,mica_w,mica_w,,13,special,,15,idle,
snowfall_episode_mica_03_80,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_84,True,,1315,1315,1.0,,,,mica_w,mica_w,,13,delight,,15,idle,
snowfall_episode_mica_03_81,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_85,True,,1315,1315,1.0,,,,lumi_01,lumi_01,,13,delight,,15,idle,
snowfall_episode_mica_03_82,80903,snowfall_episode_mica_03,Narration,Locale_SubScenario:snowfall_episode_mica_03_86,False,,1315,1315,1.0,,,,,,,13,delight,,15,idle,lumi_01
snowfall_episode_mica_03_83,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_87,True,,1315,1315,1.0,,,,mica_w,mica_w,,13,surprise,,,,
snowfall_episode_mica_03_84,80903,snowfall_episode_mica_03,Monologue,Locale_SubScenario:snowfall_episode_mica_03_88,False,,1315,1315,1.0,,,,,,,13,surprise,,,,
snowfall_episode_mica_03_85,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_89,True,,1315,S_130,1.0,,,,mica_w,mica_w,,13,cry,,,,
snowfall_episode_mica_03_86,80903,snowfall_episode_mica_03,Self,Locale_SubScenario:snowfall_episode_mica_03_90,False,,S_130,S_130,1.0,,,,,,,13,cry,,,,
snowfall_episode_mica_03_87,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_91,True,,S_130,S_1300,1.0,,,,mica_w,mica_w,,13,cry,,,,
snowfall_episode_mica_03_88,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_92,True,,S_1300,S_1300,1.0,,,,mica_w,mica_w,,13,idle,,,,
snowfall_episode_mica_03_89,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_93,True,,S_1300,1315,2.0,,,,belorta,belorta,,13,idle,belorta,15,delight,
snowfall_episode_mica_03_90,80903,snowfall_episode_mica_03,Monologue,Locale_SubScenario:snowfall_episode_mica_03_94,False,,1315,1315,1.0,,,,,,,13,idle,,15,delight,
snowfall_episode_mica_03_91,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_95,True,,1315,1315,1.0,,,,mica_w,mica_w,,13,surprise,,15,delight,
snowfall_episode_mica_03_92,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_96,True,,1315,1315,1.0,,,,belorta,belorta,,13,surprise,,15,delight,
snowfall_episode_mica_03_93,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_97,True,,1315,1315,1.0,,,,belorta,belorta,,13,surprise,,15,delight,
snowfall_episode_mica_03_94,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_98,True,,1315,1315,1.0,,,,mica_w,mica_w,,13,surprise,,15,delight,
snowfall_episode_mica_03_95,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_99,True,,1315,1315,1.0,,,,belorta,belorta,,13,surprise,,15,idle,
snowfall_episode_mica_03_96,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_100,True,,1315,1315,1.0,,,,mica_w,mica_w,,13,surprise,,15,idle,
snowfall_episode_mica_03_97,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_101,True,,1315,XS_150,1.0,,,,belorta,belorta,,13,surprise,,15,angry,
snowfall_episode_mica_03_98,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_102,True,,XS_150,XS_150,1.0,,,,belorta,belorta,,13,surprise,,15,angry,
snowfall_episode_mica_03_99,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_103,True,,XS_150,XS_1500,1.0,,,,belorta,belorta,,13,surprise,,15,angry,
snowfall_episode_mica_03_100,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_104,True,,XS_1500,XS_1500,1.0,,,,belorta,belorta,,13,surprise,,15,angry,
snowfall_episode_mica_03_101,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_105,True,,XS_1500,XS_1500,1.0,,,,belorta,belorta,,13,surprise,,15,angry,
snowfall_episode_mica_03_102,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_106,True,,XS_1500,XS_150,1.0,,,,belorta,belorta,,13,surprise,,15,angry,
snowfall_episode_mica_03_103,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_107,True,,XS_150,S_130,1.0,,,,mica_w,mica_w,,13,surprise,,15,angry,
snowfall_episode_mica_03_104,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_108,True,,S_130,S_130,1.0,,,,mica_w,mica_w,,13,surprise,,15,angry,
snowfall_episode_mica_03_105,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_109,True,,S_130,1315,2.0,,,,belorta,belorta,,13,surprise,,15,angry,
snowfall_episode_mica_03_106,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_110,True,,1315,1315,1.0,,,,belorta,belorta,,13,surprise,,15,angry,
snowfall_episode_mica_03_107,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_111,True,,1315,1315,1.0,,,,belorta,belorta,,13,surprise,,15,angry,
snowfall_episode_mica_03_108,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_112,True,,1315,1315,1.0,,,,mica_w,mica_w,,13,surprise,,15,angry,
snowfall_episode_mica_03_109,80903,snowfall_episode_mica_03,Self,Locale_SubScenario:snowfall_episode_mica_03_113,False,,1315,1315,1.0,,,,,,,13,surprise,,15,angry,
snowfall_episode_mica_03_110,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_114,True,,1315,1315,1.0,,,,mica_w,mica_w,,13,surprise,,15,angry,
snowfall_episode_mica_03_111,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_115,True,,1315,1315,1.0,,,,belorta,belorta,,13,surprise,,15,angry,
snowfall_episode_mica_03_112,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_116,True,,1315,1315,1.0,,,,belorta,belorta,,13,surprise,,15,idle,
snowfall_episode_mica_03_113,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_117,True,,1315,1315,1.0,,,,mica_w,mica_w,,13,special,,15,idle,
snowfall_episode_mica_03_114,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_118,True,,1315,1315,1.0,,,,belorta,belorta,,13,special,,15,idle,
snowfall_episode_mica_03_115,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_119,True,,1315,1315,1.0,,,,mica_w,mica_w,,13,surprise,,15,idle,
snowfall_episode_mica_03_116,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_120,True,,1315,XS_150,1.0,,,,belorta,belorta,,13,surprise,,15,worry,
snowfall_episode_mica_03_117,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_121,True,,XS_150,XS_150,1.0,,,,belorta,belorta,,13,surprise,,15,worry,
snowfall_episode_mica_03_118,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_122,True,,XS_150,XS_150,1.0,,,,belorta,belorta,,13,surprise,,15,worry,
snowfall_episode_mica_03_119,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_123,False,,XS_150,S_130,1.0,,,,mica_w,mica_w,,13,surprise,,15,worry,
snowfall_episode_mica_03_120,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_124,True,,S_130,S_130,1.0,,,,mica_w,mica_w,,13,idle,,15,worry,
snowfall_episode_mica_03_121,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_125,True,,S_130,S_130,1.0,,,,mica_w,mica_w,,13,idle,,15,worry,
snowfall_episode_mica_03_122,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_126,True,,S_130,XS_150,1.0,,,,belorta,belorta,,13,idle,,15,delight,
snowfall_episode_mica_03_123,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_127,True,,XS_150,XS_150,1.0,,,,belorta,belorta,,13,idle,,15,delight,
snowfall_episode_mica_03_124,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_128,True,,XS_150,XS_150,1.0,,,,belorta,belorta,,13,idle,,15,delight,
snowfall_episode_mica_03_125,80903,snowfall_episode_mica_03,Self,Locale_SubScenario:snowfall_episode_mica_03_129,False,,XS_150,XS_150,1.0,,,,,,,13,idle,,15,delight,
snowfall_episode_mica_03_126,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_130,True,,XS_150,XS_1500,1.0,,,,belorta,belorta,,13,idle,,15,delight,
snowfall_episode_mica_03_127,80903,snowfall_episode_mica_03,Speech,Locale_SubScenario:snowfall_episode_mica_03_131,True,,XS_1500,XS_1500,1.0,,,,belorta,belorta,,13,idle,,15,delight,
