id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,set_filter_01,fade,play_ambient,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_icedragonsaga1_02_s_11,40064,event_icedragonsaga1_02_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_icedragonsaga1_02_s_11,True,,12,12,1.0,,,,,,,,1,no,,,13,idle,,,,,
event_icedragonsaga1_02_s_12,40064,event_icedragonsaga1_02_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_icedragonsaga1_02_s_12,True,,12,12,1.0,,,,,,,,1,no,,,13,idle,,,,,
event_icedragonsaga1_02_s_13,40064,event_icedragonsaga1_02_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga1_02_s_13,True,,12,12,1.0,,,,,,,,1,idle,,,13,idle,,,,,
event_icedragonsaga1_02_s_14,40064,event_icedragonsaga1_02_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga1_02_s_14,True,,12,12,1.0,,,,,,,,1,idle,,,13,idle,,,,,
event_icedragonsaga1_02_s_15,40064,event_icedragonsaga1_02_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga1_02_s_15,True,,12,12,1.0,,,,,,,,1,idle,,,13,idle,,,,,
event_icedragonsaga1_02_s_16,40064,event_icedragonsaga1_02_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_icedragonsaga1_02_s_16,True,,12,12,1.0,,,,,,,,1,idle,,,13,idle,,,,,
event_icedragonsaga1_02_s_17,40064,event_icedragonsaga1_02_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_icedragonsaga1_02_s_17,True,,12,12,1.0,,,,,,,,1,idle,,,13,idle,,,,,
event_icedragonsaga1_02_s_18,40064,event_icedragonsaga1_02_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga1_02_s_18,True,,12,12,1.0,,,,,,,,1,idle,,,13,idle,,,,,
event_icedragonsaga1_02_s_19,40064,event_icedragonsaga1_02_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_icedragonsaga1_02_s_19,True,,12,12,1.0,,,,,,,,1,idle,,,13,idle,,,,,
event_icedragonsaga1_02_s_20,40064,event_icedragonsaga1_02_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_icedragonsaga1_02_s_20,True,,12,12,1.0,,,,,,,,1,idle,,,13,idle,,,,,
event_icedragonsaga1_02_s_21,40064,event_icedragonsaga1_02_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_icedragonsaga1_02_s_21,True,,12,12,1.0,,,,,,,,1,idle,,,13,idle,,,,,
event_icedragonsaga1_02_s_22,40064,event_icedragonsaga1_02_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga1_02_s_22,True,,12,12,1.0,,,,,,,,1,no,,,13,idle,,,,,
event_icedragonsaga1_02_s_23,40064,event_icedragonsaga1_02_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_icedragonsaga1_02_s_23,True,,12,130,1.0,,,,,,,,1,no,,,13,idle,,,,,
event_icedragonsaga1_02_s_24,40064,event_icedragonsaga1_02_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_icedragonsaga1_02_s_24,True,,130,130,1.0,,,,,,,,1,no,,,13,idle,,,,,
event_icedragonsaga1_02_s_25,40064,event_icedragonsaga1_02_s,Speech,massproduction01,massproduction01,Locale_MainScenario:event_icedragonsaga1_02_s_25,True,,130,130,1.0,,,,,,,,1,no,,,13,idle,,,,,
event_icedragonsaga1_02_s_26,40064,event_icedragonsaga1_02_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga1_02_s_26,True,,130,XS_10,1.0,,,,,,,,1,angry,,,13,idle,,,,,
event_icedragonsaga1_02_s_27,40064,event_icedragonsaga1_02_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga1_02_s_27,True,,XS_10,XS_10,1.0,,,,,,,,1,angry,,,13,idle,,,,,
event_icedragonsaga1_02_s_28,40064,event_icedragonsaga1_02_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga1_02_s_28,True,,XS_10,1,1.0,,,,,,,,1,angry,,,13,idle,,,,,
event_icedragonsaga1_02_s_29,40064,event_icedragonsaga1_02_s,Narration,massproduction01,,Locale_MainScenario:event_icedragonsaga1_02_s_29,False,,1,13,0.7,,sfx_scn_weakhit,Low_2,,,,,1,angry,,,13,idle,,,,,
event_icedragonsaga1_02_s_30,40064,event_icedragonsaga1_02_s,Narration,massproduction02,,Locale_MainScenario:event_icedragonsaga1_02_s_30,False,,13,13,1.0,,,,,,,,1,angry,,,13,idle,massproduction01,,,,
event_icedragonsaga1_02_s_31,40064,event_icedragonsaga1_02_s,Narration,guillotine,,Locale_MainScenario:event_icedragonsaga1_02_s_31,False,,13,1,1.5,,sfx_scn_fireblindly,Low_2,,,,,1,angry,,,,,,,,,
event_icedragonsaga1_02_s_32,40064,event_icedragonsaga1_02_s,Narration,guillotine,,Locale_MainScenario:event_icedragonsaga1_02_s_32,False,,1,XS_10,1.0,,,,,,,,1,angry,,,,,,,,,
event_icedragonsaga1_02_s_33,40064,event_icedragonsaga1_02_s,Narration,guillotine,,Locale_MainScenario:event_icedragonsaga1_02_s_33,False,,XS_10,XS_100,1.0,,,,,,,,1,angry,,,,,,,,,
event_icedragonsaga1_02_s_34,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_34,True,Crowncastlebedroom_d,black,black,1.0,none,sfx_scn_blanketunfold,,,,,guillotine_w_no,1,angry,guillotine,emma,3,idle,,,,,
event_icedragonsaga1_02_s_35,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,narration,Locale_MainScenario:event_icedragonsaga1_02_s_35,False,,event_icedragonsaga1_02_s_emma,event_icedragonsaga1_02_s_emma,1.0,,,,Vignetting,,,,1,angry,,,3,idle,,,,,
event_icedragonsaga1_02_s_36,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_36,True,,event_icedragonsaga1_02_s_emma,event_icedragonsaga1_02_s_emma,1.0,,,Low_2,Vignetting,,,,1,angry,,,3,idle,,,,,
event_icedragonsaga1_02_s_37,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_37,True,,event_icedragonsaga1_02_s_emma,event_icedragonsaga1_02_s_emma,1.0,,,,Vignetting,,,,1,angry,,,3,idle,,,,,
event_icedragonsaga1_02_s_38,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_38,True,,event_icedragonsaga1_02_s_emma,event_icedragonsaga1_02_s_emma,1.0,event_bgm_icedragonsaga_adventure,,,Vignetting,,,,1,angry,,,3,idle,,,,,
event_icedragonsaga1_02_s_39,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_39,True,,event_icedragonsaga1_02_s_emma,3,1.5,,,,,,,,1,angry,,,3,idle,,,,,
event_icedragonsaga1_02_s_40,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_40,True,,3,2,1.0,,,,,,,,1,surprise,,,3,idle,,,,,
event_icedragonsaga1_02_s_41,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_41,True,,2,2,1.0,,,,,,,,1,surprise,,,3,idle,,,,,
event_icedragonsaga1_02_s_42,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_42,True,,2,2,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_43,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_43,True,,2,2,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_44,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_44,True,,2,2,1.0,,,,,,,,1,surprise,,,3,idle,,,,,
event_icedragonsaga1_02_s_45,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_45,True,,2,2,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_46,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_46,True,,2,2,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_47,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_47,True,,2,2,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_48,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_48,True,,2,2,1.0,,,,,,,,1,idle,,,3,worry,,,,,
event_icedragonsaga1_02_s_49,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_49,True,,2,2,1.0,,,,,,,,1,idle,,,3,worry,,,,,
event_icedragonsaga1_02_s_50,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_50,True,,2,2,1.0,,,,,,,,1,idle,,,3,worry,,,,,
event_icedragonsaga1_02_s_51,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_51,True,,2,2,1.0,,,,,,,,1,think,,,3,worry,,,,,
event_icedragonsaga1_02_s_52,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_52,True,,2,2,1.0,,,,,,,,1,think,,,3,worry,,,,,
event_icedragonsaga1_02_s_53,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_53,True,,2,2,1.0,,,,,,,,1,idle,,,3,worry,,,,,
event_icedragonsaga1_02_s_54,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_54,True,,2,2,1.0,,,,,,,,1,idle,,,3,delight,,,,,
event_icedragonsaga1_02_s_55,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_55,True,,2,2,1.0,,,,,,,,1,idle,,,3,delight,,,,,
event_icedragonsaga1_02_s_56,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_56,True,,2,2,1.0,,,,,,,,1,surprise,,,3,delight,,,,,
event_icedragonsaga1_02_s_57,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_57,True,,2,30,1.0,,,,,,,,1,surprise,,,3,idle,,,,,
event_icedragonsaga1_02_s_58,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_58,True,,30,30,1.0,,,,,,,,1,surprise,,,3,idle,,,,,
event_icedragonsaga1_02_s_59,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_59,True,,30,30,1.0,,,,,,,,1,surprise,,,3,idle,,,,,
event_icedragonsaga1_02_s_60,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_60,True,,30,30,1.0,,,,,,,,1,surprise,,,3,idle,,,,,
event_icedragonsaga1_02_s_61,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_61,True,,30,XS_10,0.7,,,,,,,,1,angry,,,3,idle,,,,,
event_icedragonsaga1_02_s_62,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_62,True,,XS_10,1,1.0,,,,,,,,1,surprise,,,3,idle,,,,,
event_icedragonsaga1_02_s_63,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_63,True,,1,2,1.0,,,,,,,,1,surprise,,,3,idle,,,,,
event_icedragonsaga1_02_s_64,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_64,True,,2,2,1.0,,,,,,,,1,surprise,,,3,idle,,,,,
event_icedragonsaga1_02_s_65,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_65,True,,2,2,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_66,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_66,True,,2,2,1.0,,,,,,,,1,idle,,,3,delight,,,,,
event_icedragonsaga1_02_s_67,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_67,True,,2,2,1.0,,,,,,,,1,idle,,,3,delight,,,,,
event_icedragonsaga1_02_s_68,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_68,False,,2,XS_10,0.7,,,,,,,,1,no,,,3,delight,,,,,
event_icedragonsaga1_02_s_69,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_69,True,,XS_10,30,1.0,,,,,,,,1,no,,,3,idle,,,,,
event_icedragonsaga1_02_s_70,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_70,True,,30,30,1.0,,,,,,,,1,no,,,3,idle,,,,,
event_icedragonsaga1_02_s_71,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_71,True,,30,2,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_72,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_72,True,,2,2,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_73,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_73,True,,2,2,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_74,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_74,True,,2,2,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_75,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_75,True,,2,2,1.0,,sfx_scn_runaway,,,,,,1,idle,guillotine_w_no,,3,surprise,,,,,
event_icedragonsaga1_02_s_76,40064,event_icedragonsaga1_02_s,Speech,emma,emma,Locale_MainScenario:event_icedragonsaga1_02_s_76,True,,2,30,1.0,,,,,,,,,,,,3,idle,,,,,
event_icedragonsaga1_02_s_77,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_77,True,SnowTown_d,XS_10,XS_10,1.0,,,,,black,,guillotine_w_no,1,idle,,,3,idle,emma,,,,
event_icedragonsaga1_02_s_78,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_78,True,,XS_10,XS_10,1.0,,,,,,,,1,idle,,,,,,,,,
event_icedragonsaga1_02_s_79,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_79,True,,XS_10,XS_10,1.0,,,,,,,,1,idle,,,,,,,,,
event_icedragonsaga1_02_s_80,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_80,True,,XS_10,XS_10,1.0,,,,,,,,1,idle,,,,,,,,,
event_icedragonsaga1_02_s_81,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_81,True,,XS_10,XS_10,1.0,,,,,,,,1,idle,,,,,,,,,
event_icedragonsaga1_02_s_82,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_82,True,,XS_10,XS_10,1.0,,,,,,,,1,idle,,,,,,,,,
event_icedragonsaga1_02_s_83,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_83,True,,XS_10,XS_10,1.0,,,,,,,,1,think,,,,,,,,,
event_icedragonsaga1_02_s_84,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_84,True,,XS_10,XS_10,1.0,,,,,,,,1,think,,,,,,,,,
event_icedragonsaga1_02_s_85,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_85,True,,XS_10,XS_10,1.0,,,,,,,,1,no,,,,,,,,,
event_icedragonsaga1_02_s_86,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_86,True,,XS_10,1,1.0,,,,,,,,1,surprise,,,,,,,,,
event_icedragonsaga1_02_s_87,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_87,True,,1,1,1.0,,,,,,,,1,surprise,,,,,,,,,
event_icedragonsaga1_02_s_88,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_88,True,EventScene_icedragonsaga_02_1,black,black,1.0,none,,,,,,,1,surprise,guillotine_w_no,,,,,,,,
event_icedragonsaga1_02_s_89,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,narration,Locale_MainScenario:event_icedragonsaga1_02_s_89,False,,EventScene_icedragonsaga_02_1_1,EventScene_icedragonsaga_02_1_1,1.0,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_02_s_90,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_90,True,,EventScene_icedragonsaga_02_1_1,EventScene_icedragonsaga_02_1_1,1.0,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_02_s_91,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_91,True,,EventScene_icedragonsaga_02_1_1,EventScene_icedragonsaga_02_1_1,1.0,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_02_s_92,40064,event_icedragonsaga1_02_s,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_92,True,,EventScene_icedragonsaga_02_1_1,EventScene_icedragonsaga_02_1_1,1.0,event_bgm_icedragonsaga_anotherhero,,,,,,,,,,,,,,,,,
event_icedragonsaga1_02_s_93,40064,event_icedragonsaga1_02_s,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_93,True,,EventScene_icedragonsaga_02_1_1,EventScene_icedragonsaga_02_1_1,1.0,,,,,,,,,,,,,,,,,,
event_icedragonsaga1_02_s_94,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_94,True,SnowTown_d,black,black,1.0,,,,,,,guillotine_w_no,1,idle,,drake_m,3,idle,,,,,
event_icedragonsaga1_02_s_95,40064,event_icedragonsaga1_02_s,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_95,True,,2,2,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_96,40064,event_icedragonsaga1_02_s,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_96,True,,2,2,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_97,40064,event_icedragonsaga1_02_s,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_97,True,,2,2,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_98,40064,event_icedragonsaga1_02_s,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_98,True,,2,2,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_99,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_99,True,,2,2,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_100,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_100,True,,2,2,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_101,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_101,True,,2,2,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_102,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_102,True,,2,2,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_103,40064,event_icedragonsaga1_02_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_02_s_103,True,,2,2,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_104,40064,event_icedragonsaga1_02_s,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_104,True,,2,30,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_105,40064,event_icedragonsaga1_02_s,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_105,True,,30,30,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_106,40064,event_icedragonsaga1_02_s,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_106,True,,30,30,1.0,,,,,,,,1,idle,,,3,idle,,,,,
event_icedragonsaga1_02_s_107,40064,event_icedragonsaga1_02_s,Speech,laplace,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_107,False,IceLand_05,30,S_30,1.0,,,,Grey,,,,1,idle,guillotine_w_no,laplace,3,idle,drake_m,,,,
event_icedragonsaga1_02_s_108,40064,event_icedragonsaga1_02_s,Speech,laplace,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_108,False,,S_30,S_10,1.0,,,,Grey,,,,,,,,3,idle,,shifty_s,1,no,
event_icedragonsaga1_02_s_109,40064,event_icedragonsaga1_02_s,Speech,laplace,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_109,False,,S_10,S_100,1.0,,,,Red,,,,,,,,3,idle,,,1,no,
event_icedragonsaga1_02_s_110,40064,event_icedragonsaga1_02_s,Speech,laplace,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_110,False,,S_100,S_30,1.0,,,,Grey,,,,,,,,3,idle,,,1,no,shifty_s
event_icedragonsaga1_02_s_111,40064,event_icedragonsaga1_02_s,Speech,laplace,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_111,False,,S_30,S_30,1.0,,,,Grey,,,,,,,,3,idle,,,,,
event_icedragonsaga1_02_s_112,40064,event_icedragonsaga1_02_s,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_112,True,SnowTown_d,S_30,30,1.0,,,,,,,guillotine_w_no,1,idle,,drake_m,3,delight,laplace,,,,
event_icedragonsaga1_02_s_113,40064,event_icedragonsaga1_02_s,Speech,drake_m,drake_m,Locale_MainScenario:event_icedragonsaga1_02_s_113,True,,30,300,0.7,,,,,,,,1,idle,,,3,delight,,,,,
