id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,play_sound
event_forrest_01_e_12,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_12,True,,12,12,1.0,,Vignetting,,12,idle,joshhumett,unknown,,,,,,,,,
event_forrest_01_e_13,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_13,True,,12,12,1.0,,Vignetting,,12,idle,joshhumett,unknown,,,,,,,,,
event_forrest_01_e_14,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_14,True,,12,12,1.0,,Vignetting,,12,idle,joshhumett,unknown,,,,,,,,,
event_forrest_01_e_15,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_15,True,,12,12,1.0,,Vignetting,,12,idle,joshhumett,unknown,,,,,,,,,
event_forrest_01_e_16,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_16,True,,12,12,1.0,,Vignetting,,12,idle,joshhumett,unknown,,,,,,,,,
event_forrest_01_e_17,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_17,True,,12,12,1.0,,Vignetting,,12,idle,joshhumett,unknown,,,,,,,,,
event_forrest_01_e_18,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_18,True,,12,12,1.0,,Vignetting,,12,idle,joshhumett,unknown,,,,,,,,,
event_forrest_01_e_19,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_19,True,,12,12,1.0,,Vignetting,,12,idle,joshhumett,unknown,,,,,,,,,
event_forrest_01_e_20,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_20,True,,12,12,1.0,,Vignetting,,12,idle,joshhumett,unknown,,,,,,,,,
event_forrest_01_e_21,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_21,True,,12,12,1.0,,Vignetting,,12,idle,joshhumett,unknown,,,,,,,,,
event_forrest_01_e_22,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_22,True,,12,12,1.0,,Vignetting,,12,idle,joshhumett,unknown,,,,,,,,,
event_forrest_01_e_23,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_23,True,,12,12,1.0,,Vignetting,,12,idle,joshhumett,unknown,,,,,,,,,
event_forrest_01_e_24,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_24,True,,12,12,1.0,,Vignetting,,12,idle,joshhumett,unknown,,,,,,,,,
event_forrest_01_e_25,40072,event_forrest_01_e,Narration,Locale_SubScenario:event_forrest_01_e_25,False,,12,12,1.0,,Vignetting,,12,idle,joshhumett,,,,,,,,,,
event_forrest_01_e_26,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_26,True,,12,12,1.0,,Vignetting,,12,idle,joshhumett,unknown,,,,,,,,,
event_forrest_01_e_27,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_27,True,,12,12,1.0,,Vignetting,,12,idle,joshhumett,joshhumett,,,,,,,,,
event_forrest_01_e_28,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_28,True,,12,12,1.0,,Vignetting,,12,idle,joshhumett,liter,,,,,,,,,
event_forrest_01_e_29,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_29,True,Workshop,L_100,L_100,1.0,none,Blur_Middle,,12,idle,centi,centi,joshhumett,centi,1,idle,liter_c,13,idle,black,
event_forrest_01_e_30,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_30,False,,L_100,L_100,1.0,,Blur_Middle,,,,centi,liter_c,,,1,idle,,13,idle,,
event_forrest_01_e_31,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_31,True,,L_100,L_100,1.0,,Blur_Low,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_32,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_32,True,,L_100,12,1.0,bgm_story_breakaway,,,,,liter_c,liter_c,,,1,idle,,13,idle,,
event_forrest_01_e_33,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_33,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,idle,,
event_forrest_01_e_34,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_34,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,idle,,
event_forrest_01_e_35,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_35,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_36,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_36,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,idle,,
event_forrest_01_e_37,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_37,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,idle,,
event_forrest_01_e_38,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_38,True,,12,12,1.0,,,,,,centi,centi,,,1,delight,,13,idle,,
event_forrest_01_e_39,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_39,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,delight,,13,shy,,
event_forrest_01_e_40,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_40,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,delight,,13,shy,,
event_forrest_01_e_41,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_41,True,,12,12,1.0,,,,,,centi,centi,,,1,delight,,13,shy,,
event_forrest_01_e_42,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_42,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,shy,,
event_forrest_01_e_43,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_43,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,shy,,
event_forrest_01_e_44,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_44,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,no,,
event_forrest_01_e_45,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_45,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,no,,
event_forrest_01_e_46,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_46,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,no,,
event_forrest_01_e_47,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_47,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,idle,,
event_forrest_01_e_48,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_48,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,idle,,
event_forrest_01_e_49,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_49,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_50,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_50,True,,12,12,1.0,,,,,,centi,centi,,,1,delight,,13,idle,,
event_forrest_01_e_51,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_51,False,,12,12,1.0,,,,,,volt,volt,,,1,delight,,13,idle,,sfx_scn_voltbowwow2
event_forrest_01_e_52,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_52,True,,12,12,1.0,,,,,,centi,centi,,,1,delight,,13,idle,,
event_forrest_01_e_53,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_53,False,,12,12,1.0,,,,,,liter_c,liter_c,,,1,delight,,13,idle,,
event_forrest_01_e_54,40072,event_forrest_01_e,Narration,Locale_SubScenario:event_forrest_01_e_54,False,,12,12,1.0,,,,,,liter_c,,,,1,delight,,13,idle,,sfx_scn_rustle
event_forrest_01_e_55,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_55,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,delight,,13,idle,,
event_forrest_01_e_56,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_56,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,delight,,13,idle,,
event_forrest_01_e_57,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_57,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_58,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_58,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,idle,,
event_forrest_01_e_59,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_59,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_60,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_60,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,idle,,
event_forrest_01_e_61,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_61,True,,XS_130,XS_130,1.0,,,,,,liter_c,liter_c,,,1,angry,,13,idle,black,
event_forrest_01_e_62,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_62,True,,XS_130,XS_130,1.0,,,,,,liter_c,liter_c,,,1,angry,,13,idle,,
event_forrest_01_e_63,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_63,True,,XS_130,XS_130,1.0,,,,,,liter_c,liter_c,,,1,angry,,13,idle,,
event_forrest_01_e_64,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_64,True,,XS_130,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_65,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_65,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,idle,,
event_forrest_01_e_66,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_66,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_67,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_67,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_68,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_68,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_69,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_69,False,,12,12,1.0,,,,,,volt,volt,,,1,idle,,13,idle,,sfx_scn_voltbowwow3
event_forrest_01_e_70,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_70,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,sorrow,,
event_forrest_01_e_71,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_71,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,sorrow,,
event_forrest_01_e_72,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_72,True,,12,12,1.0,,,,,,centi,centi,,,1,delight,,13,sorrow,,
event_forrest_01_e_73,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_73,True,,12,12,1.0,,,,,,centi,centi,,,1,delight,,13,sorrow,,
event_forrest_01_e_74,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_74,False,,12,12,1.0,,,,,,liter_c,liter_c,,,1,delight,,13,sorrow,,
event_forrest_01_e_75,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_75,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,delight,,13,idle,,
event_forrest_01_e_76,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_76,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_77,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_77,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_78,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_78,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_79,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_79,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_80,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_80,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_81,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_81,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_82,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_82,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,idle,,
event_forrest_01_e_83,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_83,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,idle,,
event_forrest_01_e_84,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_84,True,,12,L_10,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_85,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_85,True,,L_10,L_10,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_86,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_86,True,,L_10,L_10,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_87,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_87,True,,L_10,L_10,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_88,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_88,True,,L_10,L_10,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_89,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_89,True,,L_10,L_10,1.0,,,,,,centi,centi,,,1,delight,,13,idle,,
event_forrest_01_e_90,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_90,False,,L_10,XS_130,1.0,,,,,,liter_c,liter_c,,,1,delight,,13,idle,,
event_forrest_01_e_91,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_91,True,,XS_130,XS_130,1.0,,,,,,liter_c,liter_c,,,1,delight,,13,idle,,
event_forrest_01_e_92,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_92,True,,XS_130,XS_130,1.0,,,,,,liter_c,liter_c,,,1,delight,,13,idle,,
event_forrest_01_e_93,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_93,True,,XS_130,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_94,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_94,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_95,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_95,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_96,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_96,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_97,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_97,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_98,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_98,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,sorrow,,
event_forrest_01_e_99,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_99,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,idle,,
event_forrest_01_e_100,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_100,True,,12,12,1.0,,,,,,centi,centi,,,1,idle,,13,idle,,
event_forrest_01_e_101,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_101,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,idle,,
event_forrest_01_e_102,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_102,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,idle,,
event_forrest_01_e_103,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_103,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,idle,,
event_forrest_01_e_104,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_104,False,,12,12,1.0,,,,,,volt,volt,,,1,idle,,13,idle,,sfx_scn_voltbowwow2
event_forrest_01_e_105,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_105,True,,12,12,1.0,,,,,,liter_c,liter_c,,,1,idle,,13,idle,,
event_forrest_01_e_106,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_106,True,,12,12,1.0,,,,,,centi,centi,,,1,delight,,13,idle,,
event_forrest_01_e_107,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_107,True,,12,XS_130,1.0,,,,,,liter_c,liter_c,,,1,delight,,13,idle,,
event_forrest_01_e_108,40072,event_forrest_01_e,Speech,Locale_SubScenario:event_forrest_01_e_108,False,,XS_130,XS_130,1.0,,,,,,volt,volt,,,1,delight,,13,idle,,sfx_scn_voltbowwow1
