id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_colorless_04_s_33,40054,event_colorless_04_s,Speech,rei,tercera,Locale_SubScenario:event_colorless_04_s_33,False,,XS_50,XS_50,1.0,,,,,,1,idle,,13,idle,,5,idle,
event_colorless_04_s_34,40054,event_colorless_04_s,Speech,rei,rei,Locale_SubScenario:event_colorless_04_s_34,True,,XS_50,XS_50,1.0,,,,,,1,idle,,13,idle,,5,angry,
event_colorless_04_s_35,40054,event_colorless_04_s,Speech,rei,rei,Locale_SubScenario:event_colorless_04_s_35,True,,XS_50,XS_50,1.0,,,,,,1,idle,,13,idle,,5,angry,
event_colorless_04_s_36,40054,event_colorless_04_s,Narration,,,Locale_SubScenario:event_colorless_04_s_36,False,,black,black,1.0,,,,,,1,idle,,13,idle,,5,angry,rei
event_colorless_04_s_37,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_37,True,,12,12,1.0,,,,,,1,delight,,13,idle,,,,
event_colorless_04_s_38,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_38,True,,12,12,1.0,,,,,,1,delight,,13,idle,,,,
event_colorless_04_s_39,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_39,True,,12,12,1.0,,,,,,1,delight,,13,idle,,,,
event_colorless_04_s_40,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_40,True,,12,12,1.0,,,,,,1,delight,,13,idle,,,,
event_colorless_04_s_41,40054,event_colorless_04_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_04_s_41,True,,12,12,1.0,,,,,,1,delight,,13,idle,,,,
event_colorless_04_s_42,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_42,True,,12,12,1.0,,,,,,1,delight,,13,idle,,,,
event_colorless_04_s_43,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_43,True,,12,12,1.0,,,,,,1,delight,,13,idle,,,,
event_colorless_04_s_44,40054,event_colorless_04_s,Narration,,,Locale_SubScenario:event_colorless_04_s_44,False,,black,black,1.0,,,,,,1,delight,,13,idle,,,,
event_colorless_04_s_45,40054,event_colorless_04_s,Narration,,,Locale_SubScenario:event_colorless_04_s_45,False,,black,black,1.0,,,,,,1,delight,,13,idle,,,,
event_colorless_04_s_46,40054,event_colorless_04_s,Narration,,,Locale_SubScenario:event_colorless_04_s_46,False,,black,black,1.0,,,,,,1,delight,,13,idle,,,,
event_colorless_04_s_47,40054,event_colorless_04_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_04_s_47,True,,130,130,1.0,,,,,,1,delight,,13,good,,,,
event_colorless_04_s_48,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_48,True,,130,12,1.0,,,,,,1,delight,,13,good,,,,
event_colorless_04_s_49,40054,event_colorless_04_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_04_s_49,True,,12,12,1.0,,,,,,1,delight,,13,good,,,,
event_colorless_04_s_50,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_50,True,,12,10,1.0,,,,,,1,delight,,13,good,,,,
event_colorless_04_s_51,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_51,True,,10,10,1.0,,,,,,1,delight,,13,good,,,,
event_colorless_04_s_52,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_52,True,,10,10,1.0,,,,,,1,delight,,13,good,,,,
event_colorless_04_s_53,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_53,True,,10,10,1.0,,,,,,1,delight,,13,good,,,,
event_colorless_04_s_54,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_54,True,,10,10,1.0,,,,,,1,delight,,13,good,,,,
event_colorless_04_s_55,40054,event_colorless_04_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_04_s_55,True,,10,130,1.0,,,,,,1,delight,,13,good,,,,
event_colorless_04_s_56,40054,event_colorless_04_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_04_s_56,True,,130,130,1.0,,,,,,1,delight,,13,good,,,,
event_colorless_04_s_57,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_57,True,,130,10,1.0,,,,,,1,shy,,13,good,,,,
event_colorless_04_s_58,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_58,True,,10,10,1.0,,,,,,1,delight,,13,good,,,,
event_colorless_04_s_59,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_59,True,,10,10,1.0,,,,,,1,delight,,13,good,,,,
event_colorless_04_s_60,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_60,True,,10,10,1.0,,,,,,1,delight,,13,good,,,,
event_colorless_04_s_61,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_61,True,,10,10,1.0,,,,,,1,delight,,13,good,,,,
event_colorless_04_s_62,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_62,True,,10,10,1.0,,,,,,1,delight,,13,surprise,,,,
event_colorless_04_s_63,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_63,True,,10,10,1.0,,,,,,1,delight,,13,surprise,,,,
event_colorless_04_s_64,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_64,True,,10,10,1.0,,,,,,1,delight,,13,surprise,,,,
event_colorless_04_s_65,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_65,True,,10,10,1.0,,,,,,1,delight,,13,surprise,,,,
event_colorless_04_s_66,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_66,True,,10,10,1.0,,,,,,1,surprise,,13,surprise,,,,
event_colorless_04_s_67,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_67,True,,10,10,1.0,,,,,,1,surprise,,13,surprise,,,,
event_colorless_04_s_68,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_68,True,,10,10,1.0,,,,,,1,surprise,,13,surprise,,,,
event_colorless_04_s_69,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_69,True,,10,10,1.0,,,,,,1,surprise,,13,surprise,,,,
event_colorless_04_s_70,40054,event_colorless_04_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_04_s_70,True,,10,12,1.0,,,,,,1,surprise,,13,shy,,,,
event_colorless_04_s_71,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_71,True,,12,12,1.0,,,,,,1,delight,,13,shy,,,,
event_colorless_04_s_72,40054,event_colorless_04_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_04_s_72,True,,12,12,1.0,,,,,,1,delight,,13,shy,,,,
event_colorless_04_s_73,40054,event_colorless_04_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_04_s_73,True,,12,12,1.0,,,,,,1,delight,,13,shy,,,,
event_colorless_04_s_74,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_74,True,,12,12,1.0,,,,,,1,delight,,13,shy,,,,
event_colorless_04_s_75,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_75,True,,12,10,1.0,,,,,,1,delight,,13,shy,,,,
event_colorless_04_s_76,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_76,True,,10,10,1.0,,,,,,1,shy,,13,shy,,,,
event_colorless_04_s_77,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_77,True,,10,10,1.0,,,,,,1,shy,,13,shy,,,,
event_colorless_04_s_78,40054,event_colorless_04_s,Speech,ein,ein,Locale_SubScenario:event_colorless_04_s_78,True,,10,10,1.0,,,,,,1,shy,,13,shy,,,,
event_colorless_04_s_79,40054,event_colorless_04_s,Speech,zwei,ein,Locale_SubScenario:event_colorless_04_s_79,False,,10,130,1.0,,,,,,1,delight,,13,shy,,,,
event_colorless_04_s_80,40054,event_colorless_04_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_04_s_80,True,,130,130,1.0,,,,,,1,delight,,13,shy,,,,
event_colorless_04_s_81,40054,event_colorless_04_s,Narration,,,Locale_SubScenario:event_colorless_04_s_81,False,,black,black,1.0,none,,,,,1,delight,,13,shy,,,,
event_colorless_04_s_82,40054,event_colorless_04_s,Speech,,rei,Locale_SubScenario:event_colorless_04_s_82,False,,black,black,1.0,,,,,,1,delight,,13,shy,,,,
event_colorless_04_s_83,40054,event_colorless_04_s,Narration,,,Locale_SubScenario:event_colorless_04_s_83,False,,black,black,1.0,,,,,,1,delight,,13,shy,,,,
