id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_filter_01,characters/1/hide_char_id,fade,play_sound
event_arcanearchive_05_s_41,40077,event_arcanearchive_05_s,Self,arcana,Locale_SubScenario:event_arcanearchive_05_s_41,False,,1,surprise,,L_10,L_10,1.0,,,,,,,,,
event_arcanearchive_05_s_42,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_42,True,,1,angry,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_43,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_43,True,,1,angry,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_44,40077,event_arcanearchive_05_s,Self,arcana,Locale_SubScenario:event_arcanearchive_05_s_44,False,,1,angry,,L_10,L_10,1.0,,,,,,,,,
event_arcanearchive_05_s_45,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_45,True,,1,angry,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_46,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_46,True,,1,angry,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_47,40077,event_arcanearchive_05_s,Self,arcana,Locale_SubScenario:event_arcanearchive_05_s_47,False,,1,angry,,L_10,L_10,1.0,,,,,,,,,
event_arcanearchive_05_s_48,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_48,True,,1,think,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_49,40077,event_arcanearchive_05_s,Self,arcana,Locale_SubScenario:event_arcanearchive_05_s_49,False,,1,think,,L_10,L_10,1.0,,,,,,,,,
event_arcanearchive_05_s_50,40077,event_arcanearchive_05_s,Self,arcana,Locale_SubScenario:event_arcanearchive_05_s_50,False,,1,think,,L_10,L_10,1.0,,,,,,,,,
event_arcanearchive_05_s_51,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_51,True,,1,think,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_52,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_52,True,,1,think,,L_10,L_100,1.3,,arcana,,,,,,,
event_arcanearchive_05_s_53,40077,event_arcanearchive_05_s,Self,arcana,Locale_SubScenario:event_arcanearchive_05_s_53,False,,1,think,Hospital,black,black,1.0,,,mary,13,idle,,,,
event_arcanearchive_05_s_54,40077,event_arcanearchive_05_s,Speech,mary,Locale_SubScenario:event_arcanearchive_05_s_54,True,,1,think,,XS_130,XS_130,1.0,,mary,,13,idle,Grey,,,
event_arcanearchive_05_s_55,40077,event_arcanearchive_05_s,Speech,mary,Locale_SubScenario:event_arcanearchive_05_s_55,True,,1,think,,XS_130,XS_130,1.0,,mary,,13,idle,Grey,,,
event_arcanearchive_05_s_56,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_56,True,,1,think,Library,L_10,L_10,1.0,,arcana,,13,idle,,mary,black,
event_arcanearchive_05_s_57,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_57,True,,1,think_02,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_58,40077,event_arcanearchive_05_s,Self,arcana,Locale_SubScenario:event_arcanearchive_05_s_58,False,,1,think_02,,L_10,L_10,1.0,none,,,,,,,,
event_arcanearchive_05_s_59,40077,event_arcanearchive_05_s,Self,arcana,Locale_SubScenario:event_arcanearchive_05_s_59,False,,1,think_02,,L_10,L_10,1.0,,,,,,,,,
event_arcanearchive_05_s_60,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_60,True,,1,no,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_61,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_61,True,,1,no,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_62,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_62,False,,1,think,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_63,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_63,True,,1,no,,L_10,L_100,1.3,bgm_story_sceneofmemory,arcana,,,,,,,
event_arcanearchive_05_s_64,40077,event_arcanearchive_05_s,Self,arcana,Locale_SubScenario:event_arcanearchive_05_s_64,False,,1,no,,L_100,L_100,1.0,,,,,,,,,
event_arcanearchive_05_s_65,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_65,True,,1,no,,L_100,L_100,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_66,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_66,True,,1,no,,L_100,L_100,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_67,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_67,True,,1,no,,L_100,L_100,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_68,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_68,True,,1,no,,L_100,L_100,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_69,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_69,True,,1,no,,L_100,L_100,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_70,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_70,True,,1,no,,L_100,L_10,1.3,,arcana,,,,,,,
event_arcanearchive_05_s_71,40077,event_arcanearchive_05_s,Self,arcana,Locale_SubScenario:event_arcanearchive_05_s_71,False,,1,no,,L_10,L_10,1.0,,,,,,,,,
event_arcanearchive_05_s_72,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_72,True,,1,no,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_73,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_73,True,,1,no,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_74,40077,event_arcanearchive_05_s,Self,arcana,Locale_SubScenario:event_arcanearchive_05_s_74,False,,1,no,,L_10,L_10,1.0,,,,,,,,,
event_arcanearchive_05_s_75,40077,event_arcanearchive_05_s,Self,arcana,Locale_SubScenario:event_arcanearchive_05_s_75,False,,1,no,,L_10,L_10,1.0,,,,,,,,,
event_arcanearchive_05_s_76,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_76,True,,1,think,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_77,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_77,True,,1,think,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_78,40077,event_arcanearchive_05_s,Self,arcana,Locale_SubScenario:event_arcanearchive_05_s_78,False,,1,think,,L_10,L_10,1.0,,,,,,,,,
event_arcanearchive_05_s_79,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_79,True,,1,think,,L_10,1,1.3,,arcana,,,,,,,
event_arcanearchive_05_s_80,40077,event_arcanearchive_05_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_05_s_80,False,,1,think,,black,black,1.0,,,,,,,,,
event_arcanearchive_05_s_81,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_81,True,,1,think,,1,1,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_82,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_82,True,,1,think,,1,1,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_83,40077,event_arcanearchive_05_s,Self,arcana,Locale_SubScenario:event_arcanearchive_05_s_83,False,,1,think,,1,1,1.0,,,,,,,,,
event_arcanearchive_05_s_84,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_84,True,,1,think,,1,1,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_85,40077,event_arcanearchive_05_s,Self,arcana,Locale_SubScenario:event_arcanearchive_05_s_85,False,,1,think,,1,1,1.0,,,,,,,,,
event_arcanearchive_05_s_86,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_86,True,,1,think,,1,L_10,1.3,,arcana,,,,,,,
event_arcanearchive_05_s_87,40077,event_arcanearchive_05_s,Self,arcana,Locale_SubScenario:event_arcanearchive_05_s_87,False,,1,think,,L_10,L_10,1.0,,,,,,,,,
event_arcanearchive_05_s_88,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_88,True,,1,think,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_89,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_89,True,,1,think,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_90,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_90,True,,1,think,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_91,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_91,True,,1,think,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_92,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_92,True,,1,think,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_93,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_93,True,,1,think,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_94,40077,event_arcanearchive_05_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_05_s_94,False,,1,think,,black,black,1.0,,,,,,,,,
event_arcanearchive_05_s_95,40077,event_arcanearchive_05_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_05_s_95,False,,1,think,,black,black,1.0,,,,,,,,,
event_arcanearchive_05_s_96,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_96,True,,1,think,,L_10,L_100,1.3,,arcana,,,,,,,
event_arcanearchive_05_s_97,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_97,True,,1,think,,L_100,L_100,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_98,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_98,True,,1,think,,L_100,L_100,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_99,40077,event_arcanearchive_05_s,Self,arcana,Locale_SubScenario:event_arcanearchive_05_s_99,False,,1,think,,L_100,L_100,1.0,,,,,,,,,
event_arcanearchive_05_s_100,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_100,True,,1,think,,L_100,L_100,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_101,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_101,True,,1,think,,L_100,L_100,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_102,40077,event_arcanearchive_05_s,Narration,arcana,Locale_SubScenario:event_arcanearchive_05_s_102,False,,1,think,,black,black,1.0,,,,,,,,,sfx_scn_dooropen
event_arcanearchive_05_s_103,40077,event_arcanearchive_05_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_05_s_103,False,,1,think,,black,black,1.0,,,,,,,,,
event_arcanearchive_05_s_104,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_104,True,,1,think,,L_100,L_10,1.3,,arcana,,,,,,,
event_arcanearchive_05_s_105,40077,event_arcanearchive_05_s,Self,arcana,Locale_SubScenario:event_arcanearchive_05_s_105,False,,1,think,,L_10,L_10,1.0,,,,,,,,,
event_arcanearchive_05_s_106,40077,event_arcanearchive_05_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_05_s_106,False,,1,think,,black,black,1.0,,,,,,,,,
event_arcanearchive_05_s_107,40077,event_arcanearchive_05_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_05_s_107,False,,1,think,,black,black,1.0,,,,,,,,,
event_arcanearchive_05_s_108,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_108,True,,1,think,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_109,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_109,True,,1,think,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_110,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_110,True,,1,think,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_111,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_111,True,,1,think,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_112,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_112,True,,1,think,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_113,40077,event_arcanearchive_05_s,Self,arcana,Locale_SubScenario:event_arcanearchive_05_s_113,False,,1,think,,L_10,L_10,1.0,,,,,,,,,
event_arcanearchive_05_s_114,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_114,True,,1,think,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_115,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_115,True,,1,think,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_116,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_116,True,,1,think,,L_10,L_10,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_117,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_117,True,,1,think,,L_10,L_100,1.3,,arcana,,,,,,,
event_arcanearchive_05_s_118,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_118,True,,1,think,,L_100,L_100,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_119,40077,event_arcanearchive_05_s,Speech,arcana,Locale_SubScenario:event_arcanearchive_05_s_119,True,,1,think,,L_100,L_100,1.0,,arcana,,,,,,,
event_arcanearchive_05_s_120,40077,event_arcanearchive_05_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_05_s_120,False,,1,think,,black,black,1.0,,,,,,,,,
event_arcanearchive_05_s_121,40077,event_arcanearchive_05_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_05_s_121,False,,1,think,,black,black,1.0,,,,,,,,,
event_arcanearchive_05_s_122,40077,event_arcanearchive_05_s,Monologue,arcana,Locale_SubScenario:event_arcanearchive_05_s_122,False,,1,think,,black,black,1.0,,,,,,,,,
