id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
event_footstepwalkrun1_03_e_23,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_23,False,,1,idle,,13,idle,,15,idle,,1300,1300,1.0,
event_footstepwalkrun1_03_e_24,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_24,True,,1,idle,,13,idle,,15,idle,,1300,130,1.0,
event_footstepwalkrun1_03_e_25,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_25,True,,1,idle,,13,idle,,15,idle,,130,113,1.0,
event_footstepwalkrun1_03_e_26,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_26,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_27,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_27,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_28,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_28,False,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_29,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_29,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_30,40066,event_footstepwalkrun1_03_e,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_e_30,True,,1,idle,,13,idle,,15,idle,,113,1315,1.0,
event_footstepwalkrun1_03_e_31,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_31,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,
event_footstepwalkrun1_03_e_32,40066,event_footstepwalkrun1_03_e,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_e_32,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,
event_footstepwalkrun1_03_e_33,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_33,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,
event_footstepwalkrun1_03_e_34,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_34,False,,1,idle,,13,idle,,15,idle,,1315,113,1.5,
event_footstepwalkrun1_03_e_35,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_35,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_36,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_36,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_37,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_37,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_38,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_38,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_39,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_39,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_40,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_40,False,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_41,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_41,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_42,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_42,True,,1,idle,,13,idle,,15,idle,,113,130,1.0,
event_footstepwalkrun1_03_e_43,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_43,True,,1,idle,,13,idle,,15,idle,,130,130,1.0,
event_footstepwalkrun1_03_e_44,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_44,True,,1,idle,,13,idle,,15,idle,,130,10,1.0,
event_footstepwalkrun1_03_e_45,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_45,True,,1,idle,,13,idle,,15,idle,,10,113,1.0,
event_footstepwalkrun1_03_e_46,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_46,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_47,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_47,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_48,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_48,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_49,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_49,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_50,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_50,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_51,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_51,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_52,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_52,False,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_53,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_53,True,,1,idle,,13,idle,,15,idle,,113,1315,1.0,
event_footstepwalkrun1_03_e_54,40066,event_footstepwalkrun1_03_e,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_e_54,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,
event_footstepwalkrun1_03_e_55,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_55,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,
event_footstepwalkrun1_03_e_56,40066,event_footstepwalkrun1_03_e,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_e_56,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,
event_footstepwalkrun1_03_e_57,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_57,True,,1,idle,,13,idle,,15,idle,,1315,1315,1.0,
event_footstepwalkrun1_03_e_58,40066,event_footstepwalkrun1_03_e,Narration,seira,,Locale_MainScenario:event_footstepwalkrun1_03_e_58,False,,1,idle,,13,idle,,15,idle,,black,black,1.0,
event_footstepwalkrun1_03_e_59,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_59,True,,1,idle,,13,idle,,15,idle,,1300,1300,1.0,
event_footstepwalkrun1_03_e_60,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_60,True,,1,idle,,13,idle,,15,idle,,1300,130,1.0,
event_footstepwalkrun1_03_e_61,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_61,True,,1,idle,,13,idle,,15,idle,,130,130,1.0,
event_footstepwalkrun1_03_e_62,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_62,True,,1,idle,,13,idle,,15,idle,,130,113,1.0,
event_footstepwalkrun1_03_e_63,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_63,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_64,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_64,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_65,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_65,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_66,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_66,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_67,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_67,False,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_68,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_68,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_69,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_69,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_70,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_70,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_71,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_71,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_72,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_72,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_73,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_73,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_74,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_74,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_75,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_75,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_76,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_76,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_77,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_77,False,,1,idle,,13,idle,,15,idle,,100,100,1.0,
event_footstepwalkrun1_03_e_78,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_78,False,,1,idle,,13,idle,,15,idle,,100,1300,1.0,
event_footstepwalkrun1_03_e_79,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_79,True,,1,idle,,13,idle,,15,idle,,1300,130,1.0,
event_footstepwalkrun1_03_e_80,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_80,True,,1,idle,,13,idle,,15,idle,,130,113,1.0,
event_footstepwalkrun1_03_e_81,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_81,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_82,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_82,False,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_83,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_83,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_84,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_84,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
event_footstepwalkrun1_03_e_85,40066,event_footstepwalkrun1_03_e,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun1_03_e_85,True,,1,idle,,13,idle,,15,idle,,113,10,1.0,
event_footstepwalkrun1_03_e_86,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_86,False,,1,idle,,13,idle,,15,idle,,10,130,1.0,
event_footstepwalkrun1_03_e_87,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_87,True,,1,idle,,13,idle,,15,idle,,130,1300,0.5,
event_footstepwalkrun1_03_e_88,40066,event_footstepwalkrun1_03_e,Speech,squadleader,squadleader,Locale_MainScenario:event_footstepwalkrun1_03_e_88,True,,1,idle,,13,idle,,15,idle,,1500,1500,1.0,
event_footstepwalkrun1_03_e_89,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_89,True,,1,idle,,13,idle,,15,idle,,1300,1300,1.0,
event_footstepwalkrun1_03_e_90,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_90,True,,1,idle,,13,idle,,15,idle,,1300,130,1.0,
event_footstepwalkrun1_03_e_91,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_91,True,,1,idle,,13,idle,,15,idle,,130,113,1.0,
event_footstepwalkrun1_03_e_92,40066,event_footstepwalkrun1_03_e,Speech,seira,seira,Locale_MainScenario:event_footstepwalkrun1_03_e_92,True,,1,idle,,13,idle,,15,idle,,113,113,1.0,
