id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
event_ce003_1_04_e_45,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_45,True,,9,sad,,7,idle,,5,idle,,1,no,,3,worry,,13,worry,,12,12,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_46,40041,event_ce003_1_04_e,Self,ce_003_02,,Locale_SubScenario:event_ce003_1_04_e_46,False,,9,sad,,7,idle,,5,idle,,1,idle,,3,worry,,13,worry,,12,12,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_47,40041,event_ce003_1_04_e,Self,ade,,Locale_SubScenario:event_ce003_1_04_e_47,False,,9,idle,,7,idle,,5,idle,,1,idle,,3,worry,,13,worry,,12,4,2.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_48,40041,event_ce003_1_04_e,Speech,ade,ade,Locale_SubScenario:event_ce003_1_04_e_48,True,,9,idle,,7,idle,,5,idle,,1,idle,,3,worry,,13,worry,,4,50,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_49,40041,event_ce003_1_04_e,Self,ade,,Locale_SubScenario:event_ce003_1_04_e_49,False,,9,idle,,7,idle,,5,idle,,1,idle,,3,worry,,13,worry,,50,50,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_50,40041,event_ce003_1_04_e,Self,ade,,Locale_SubScenario:event_ce003_1_04_e_50,False,,9,idle,,7,idle,,5,idle,,1,idle,,3,worry,,13,idle,,50,50,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_51,40041,event_ce003_1_04_e,Speech,ade,ade,Locale_SubScenario:event_ce003_1_04_e_51,True,,9,idle,,7,idle,,5,idle,,1,idle,,3,worry,,13,idle,,50,50,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_52,40041,event_ce003_1_04_e,Speech,ade,ade,Locale_SubScenario:event_ce003_1_04_e_52,True,,9,idle,,7,idle,,5,idle,,1,idle,,3,worry,,13,idle,,50,50,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_53,40041,event_ce003_1_04_e,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_04_e_53,True,,9,idle,,7,idle,,5,idle,,1,idle,,3,worry,,13,idle,,10,2,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_54,40041,event_ce003_1_04_e,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_04_e_54,True,,9,idle,,7,idle,,5,idle,,1,idle,,3,worry,,13,idle,,2,2,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_55,40041,event_ce003_1_04_e,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_1_04_e_55,True,,9,idle,,7,idle,,5,idle,,1,idle,,3,idle,,13,idle,,2,2,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_56,40041,event_ce003_1_04_e,Monologue,ce_003_02,,Locale_SubScenario:event_ce003_1_04_e_56,False,,9,idle,,7,idle,,5,idle,,1,idle,,3,idle,,13,idle,,2,12,2.0,,,,,15,idle,,soda,cocoa,ade,ce_003_01,,,
event_ce003_1_04_e_57,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_57,True,,,,,,,,,,,1,idle,,,,,13,idle,,12,12,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_58,40041,event_ce003_1_04_e,Self,ce_003_02,,Locale_SubScenario:event_ce003_1_04_e_58,False,,,,,,,,,,,1,idle,,,,,13,idle,,12,12,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_59,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_59,True,,,,,,,,,,,1,idle,,,,,13,idle,,12,12,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_60,40041,event_ce003_1_04_e,Self,ce_003_02,,Locale_SubScenario:event_ce003_1_04_e_60,False,,,,,,,,,,,1,idle,,,,,13,idle,,12,12,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_61,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_61,True,,,,,,,,,,,1,idle,,,,,13,surprise,,12,130,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_62,40041,event_ce003_1_04_e,Self,ce_003_02,,Locale_SubScenario:event_ce003_1_04_e_62,False,,,,,,,,,,,1,idle,,,,,13,surprise,,130,130,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_63,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_63,True,,,,,,,,,,,1,idle,,,,,13,surprise,,130,130,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_64,40041,event_ce003_1_04_e,Self,ce_003_02,,Locale_SubScenario:event_ce003_1_04_e_64,False,,,,,,,,,,,1,idle,,,,,13,surprise,,130,130,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_65,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_65,True,,,,,,,,,,,1,idle,,,,,13,idle,,130,130,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_66,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_66,True,,,,,,,,,,,1,idle,,,,,13,idle,,130,XS_150,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_67,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_67,True,,,,,,,,,,,1,idle,,,,,13,idle,,XS_150,XS_150,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_68,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_68,True,,,,,,,,,,,1,idle,,,,,13,idle,,XS_150,XS_150,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_69,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_69,True,,,,,,,,,,,1,idle,,,,,13,delight,,XS_150,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_70,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_70,True,,,,,,,,,,,1,idle,,,,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_71,40041,event_ce003_1_04_e,Monologue,clara,,Locale_SubScenario:event_ce003_1_04_e_71,False,,,,,,,,,,,1,idle,,,,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_72,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_72,True,,,,,,,,,,,1,idle,,,,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_73,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_73,True,,,,,,,,,,,1,idle,,,,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_74,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_74,True,,,,,,,,,,,1,idle,,,,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_75,40041,event_ce003_1_04_e,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_04_e_75,True,,,,,,,,,,,1,no,,,,,13,idle,,14,10,2.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_76,40041,event_ce003_1_04_e,Self,ce_003_03,,Locale_SubScenario:event_ce003_1_04_e_76,False,,,,,,,,,,,1,no,,,,,13,idle,,10,10,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_77,40041,event_ce003_1_04_e,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_04_e_77,True,,,,,,,,,,,1,idle,,,,,13,idle,,10,10,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_78,40041,event_ce003_1_04_e,Self,ce_003_03,,Locale_SubScenario:event_ce003_1_04_e_78,False,,,,,,,,,,,1,idle,,,,,13,idle,,10,10,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_79,40041,event_ce003_1_04_e,Monologue,clara,,Locale_SubScenario:event_ce003_1_04_e_79,False,,,,,,,,,,,1,idle,,,,,13,idle,Park,17,14,2.0,,,,,15,idle,black,,,,,,,
event_ce003_1_04_e_80,40041,event_ce003_1_04_e,Monologue,clara,,Locale_SubScenario:event_ce003_1_04_e_80,False,,,,,,,,,,,1,idle,,,,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_81,40041,event_ce003_1_04_e,Monologue,clara,,Locale_SubScenario:event_ce003_1_04_e_81,False,,,,,,,,,,,1,idle,,,,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_82,40041,event_ce003_1_04_e,Monologue,clara,,Locale_SubScenario:event_ce003_1_04_e_82,False,,,,,,,,,,,1,idle,,,,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_83,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_83,True,,,,,,,,,,,1,idle,,,,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_84,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_84,True,,,,,,,,,,,1,idle,,,,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_85,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_85,True,,,,,,,,,,,1,idle,,,,,13,delight,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_86,40041,event_ce003_1_04_e,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_04_e_86,True,,,,,,,,,,,1,idle,,,,,13,idle,,14,12,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_87,40041,event_ce003_1_04_e,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_1_04_e_87,True,,,,,,,,,,,1,idle,,,,,13,idle,,12,12,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_88,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_88,True,,,,,,,,,,,1,idle,,,,,13,delight,,12,12,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_89,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_89,True,,,,,,,,,,,1,idle,,,,,13,idle,,XS_150,XS_150,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_90,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_90,True,,,,,,,,,,,1,idle,,,,,13,idle,,XS_150,XS_150,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_91,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_91,True,,,,,,,,,,,1,idle,,,,,13,idle,,XS_150,130,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_92,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_92,True,,,,,,,,,,,1,idle,,,,,13,idle,,130,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_93,40041,event_ce003_1_04_e,Speech,clara,clara,Locale_SubScenario:event_ce003_1_04_e_93,True,,,,,,,,,,,1,idle,,,,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_94,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_94,True,,,,,,,,,,,1,idle,,,,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_95,40041,event_ce003_1_04_e,Self,ce_003_02,,Locale_SubScenario:event_ce003_1_04_e_95,False,,,,,,,,,,,1,idle,,,,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_96,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_96,True,,,,,,,,,,,1,idle,,,,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_97,40041,event_ce003_1_04_e,Self,ce_003_02,,Locale_SubScenario:event_ce003_1_04_e_97,False,,,,,,,,,,,1,idle,,,,,13,idle,,14,14,1.0,,,,,15,idle,,,,,,,,
event_ce003_1_04_e_98,40041,event_ce003_1_04_e,Speech,poli,poli,Locale_SubScenario:event_ce003_1_04_e_98,True,,,,,,,,,,,1,idle,,,,,13,idle,,14,16,2.0,,,,,15,idle,,,,,,poli,17,idle
event_ce003_1_04_e_99,40041,event_ce003_1_04_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_1_04_e_99,True,,,,,,,,,,,1,idle,,,,,13,idle,,130,130,1.0,,,,,15,idle,,,,,,,17,idle
event_ce003_1_04_e_100,40041,event_ce003_1_04_e,Speech,poli,poli,Locale_SubScenario:event_ce003_1_04_e_100,True,,,,,,,,,,,1,idle,,,,,13,idle,,XS_170,XS_170,1.0,,,,,15,idle,,,,,,,17,idle
event_ce003_1_04_e_101,40041,event_ce003_1_04_e,Self,poli,,Locale_SubScenario:event_ce003_1_04_e_101,False,,,,,,,,,,,1,idle,,,,,13,idle,,XS_170,XS_170,1.0,,,,,15,idle,,,,,,,17,idle
event_ce003_1_04_e_102,40041,event_ce003_1_04_e,Speech,poli,poli,Locale_SubScenario:event_ce003_1_04_e_102,True,,,,,,,,,,,1,idle,,,,,13,idle,,XS_170,XS_170,1.0,,,,,15,idle,,,,,,,17,idle
event_ce003_1_04_e_103,40041,event_ce003_1_04_e,Speech,poli,poli,Locale_SubScenario:event_ce003_1_04_e_103,True,,,,,,,,,,,1,idle,,,,,13,idle,,XS_170,XS_170,1.0,,,,,15,idle,,,,,,,17,idle
