id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,fade,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_coinsinrush1_02_s_14,40088,event_coinsinrush1_02_s,Self,milk,Locale_MainScenario:event_coinsinrush1_02_s_14,False,,S_10,S_10,1.0,,,,,,,1,surprise,,,
event_coinsinrush1_02_s_15,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_15,True,NikkeRoom,S_170,S_170,1.0,bgm_story_heynewbie,exia,black,,,,1,idle,exia,17,idle
event_coinsinrush1_02_s_16,40088,event_coinsinrush1_02_s,Self,exia,Locale_MainScenario:event_coinsinrush1_02_s_16,False,,S_170,S_170,1.0,,,,,,,1,idle,,17,idle
event_coinsinrush1_02_s_17,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_17,True,,S_170,S_170,1.0,,exia,,,,,1,idle,,17,idle
event_coinsinrush1_02_s_18,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_18,True,,S_170,S_170,1.0,,exia,,,,,1,no,,17,good
event_coinsinrush1_02_s_19,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_19,True,,S_170,S_170,1.0,,exia,,,,,1,no,,17,good
event_coinsinrush1_02_s_20,40088,event_coinsinrush1_02_s,Choice,exia,Locale_MainScenario:event_coinsinrush1_02_s_20,False,,S_170,S_170,1.0,,,,event_coinsinrush1_02_s_22,,,1,no,,17,good
event_coinsinrush1_02_s_21,40088,event_coinsinrush1_02_s,Choice,exia,Locale_MainScenario:event_coinsinrush1_02_s_21,False,,S_170,S_170,1.0,,,,event_coinsinrush1_02_s_22,,,1,no,,17,good
event_coinsinrush1_02_s_22,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_22,True,,S_170,S_170,1.0,,exia,,,,,1,no,,17,good
event_coinsinrush1_02_s_23,40088,event_coinsinrush1_02_s,Monologue,exia,Locale_MainScenario:event_coinsinrush1_02_s_23,False,,S_170,S_170,1.0,,,,,,,1,no,,17,good
event_coinsinrush1_02_s_24,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_24,True,,S_170,S_170,1.0,,exia,,,,,1,no,,17,etc
event_coinsinrush1_02_s_25,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_25,True,,S_170,S_170,1.0,,exia,,,,,1,no,,17,etc
event_coinsinrush1_02_s_26,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_26,True,,S_170,S_170,1.0,,exia,,,,,1,no,,17,etc
event_coinsinrush1_02_s_27,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_27,True,,S_170,S_170,1.0,,exia,,,,,1,no,,17,etc
event_coinsinrush1_02_s_28,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_28,True,,S_170,S_170,1.0,,exia,,,,,1,no,,17,etc
event_coinsinrush1_02_s_29,40088,event_coinsinrush1_02_s,Self,exia,Locale_MainScenario:event_coinsinrush1_02_s_29,False,,S_170,S_170,1.0,,,,,,,1,no,,17,etc
event_coinsinrush1_02_s_30,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_30,True,,S_170,S_170,1.0,,exia,,,,,1,no,,17,good
event_coinsinrush1_02_s_31,40088,event_coinsinrush1_02_s,Monologue,exia,Locale_MainScenario:event_coinsinrush1_02_s_31,False,,S_170,S_170,1.0,,,,,,,1,no,,17,good
event_coinsinrush1_02_s_32,40088,event_coinsinrush1_02_s,Self,exia,Locale_MainScenario:event_coinsinrush1_02_s_32,False,,S_170,S_170,1.0,,,,,,,1,no,,17,good
event_coinsinrush1_02_s_33,40088,event_coinsinrush1_02_s,Narration,,Locale_MainScenario:event_coinsinrush1_02_s_33,False,,black,black,1.0,,,black,,,,1,no,,13,good
event_coinsinrush1_02_s_34,40088,event_coinsinrush1_02_s,Monologue,,Locale_MainScenario:event_coinsinrush1_02_s_34,False,,S_1300,S_1300,1.0,,,,,sfx_scn_fulledplasticbag,,1,no,,13,good
event_coinsinrush1_02_s_35,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_35,True,,S_1300,S_1300,1.0,,exia,,,,,1,no,,13,idle
event_coinsinrush1_02_s_36,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_36,True,,S_1300,S_1300,1.0,,exia,,,,,1,no,,13,surprise
event_coinsinrush1_02_s_37,40088,event_coinsinrush1_02_s,Monologue,exia,Locale_MainScenario:event_coinsinrush1_02_s_37,False,,S_1300,S_1300,1.0,,,,,sfx_scn_handtouchsmooth,,1,no,,13,surprise
event_coinsinrush1_02_s_38,40088,event_coinsinrush1_02_s,Monologue,exia,Locale_MainScenario:event_coinsinrush1_02_s_38,False,,S_1300,S_1300,1.0,,,,,,,1,no,,13,surprise
event_coinsinrush1_02_s_39,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_39,True,,S_1300,S_1300,1.0,,exia,,,,,1,no,,13,surprise
event_coinsinrush1_02_s_40,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_40,True,,S_1300,S_1300,1.0,,exia,,,,,1,no,,13,good
event_coinsinrush1_02_s_41,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_41,True,,S_1300,S_1300,1.0,,exia,,,,,1,no,,13,good
event_coinsinrush1_02_s_42,40088,event_coinsinrush1_02_s,Speech,milk,Locale_MainScenario:event_coinsinrush1_02_s_42,True,,S_1300,12,1.0,,milk,,,,,1,angry,,13,sad
event_coinsinrush1_02_s_43,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_43,True,,12,12,1.0,,exia,,,,,1,angry,,13,sad
event_coinsinrush1_02_s_44,40088,event_coinsinrush1_02_s,Self,exia,Locale_MainScenario:event_coinsinrush1_02_s_44,False,,12,12,1.0,,,,,,,1,angry,,13,sad
event_coinsinrush1_02_s_45,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_45,True,,12,12,1.0,,exia,,,,,1,angry,,13,good
event_coinsinrush1_02_s_46,40088,event_coinsinrush1_02_s,Monologue,,Locale_MainScenario:event_coinsinrush1_02_s_46,False,,black,black,1.0,,,,,,,1,angry,,13,good
event_coinsinrush1_02_s_47,40088,event_coinsinrush1_02_s,Monologue,,Locale_MainScenario:event_coinsinrush1_02_s_47,False,,black,black,1.0,,,,,,,1,no,,13,good
event_coinsinrush1_02_s_48,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_48,True,,12,12,1.0,,exia,,,,,1,no,,13,idle
event_coinsinrush1_02_s_49,40088,event_coinsinrush1_02_s,Monologue,exia,Locale_MainScenario:event_coinsinrush1_02_s_49,False,,12,12,1.0,,,,,,,1,no,,13,idle
event_coinsinrush1_02_s_50,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_50,True,,12,S_130,1.0,,exia,,,,,1,no,,13,idle
event_coinsinrush1_02_s_51,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_51,True,,S_130,S_130,1.0,,exia,,,,,1,no,,13,surprise
event_coinsinrush1_02_s_52,40088,event_coinsinrush1_02_s,Self,exia,Locale_MainScenario:event_coinsinrush1_02_s_52,False,,S_130,S_130,1.0,,,,,,,1,no,,13,surprise
event_coinsinrush1_02_s_53,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_53,True,,S_130,S_130,1.0,,exia,,,,,1,no,,13,good
event_coinsinrush1_02_s_54,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_54,True,,S_130,S_130,1.0,,exia,,,,,1,no,,13,good
event_coinsinrush1_02_s_55,40088,event_coinsinrush1_02_s,Self,exia,Locale_MainScenario:event_coinsinrush1_02_s_55,False,,S_130,S_130,1.0,,,,,,,1,no,,13,good
event_coinsinrush1_02_s_56,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_56,True,,S_130,S_130,1.0,,exia,,,,,1,no,,13,idle
event_coinsinrush1_02_s_57,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_57,True,,S_130,S_130,1.0,,exia,,,,,1,no,,13,idle
event_coinsinrush1_02_s_58,40088,event_coinsinrush1_02_s,Speech,milk,Locale_MainScenario:event_coinsinrush1_02_s_58,True,,S_130,12,1.0,,milk,,,,,1,surprise,,13,idle
event_coinsinrush1_02_s_59,40088,event_coinsinrush1_02_s,Speech,milk,Locale_MainScenario:event_coinsinrush1_02_s_59,True,,12,12,1.0,,milk,,,,,1,surprise,,13,idle
event_coinsinrush1_02_s_60,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_60,True,,12,12,1.0,,exia,,,,,1,surprise,,13,idle
event_coinsinrush1_02_s_61,40088,event_coinsinrush1_02_s,Monologue,,Locale_MainScenario:event_coinsinrush1_02_s_61,False,,black,black,1.0,,,,,,,1,surprise,,13,idle
event_coinsinrush1_02_s_62,40088,event_coinsinrush1_02_s,Monologue,,Locale_MainScenario:event_coinsinrush1_02_s_62,False,,black,black,1.0,,,,,,,1,surprise,,13,idle
event_coinsinrush1_02_s_63,40088,event_coinsinrush1_02_s,Speech,milk,Locale_MainScenario:event_coinsinrush1_02_s_63,True,,S_100,S_100,1.0,,milk,,,,,1,surprise,,13,idle
event_coinsinrush1_02_s_64,40088,event_coinsinrush1_02_s,Speech,milk,Locale_MainScenario:event_coinsinrush1_02_s_64,True,,S_100,S_100,1.0,,milk,,,,,1,surprise,,13,idle
event_coinsinrush1_02_s_65,40088,event_coinsinrush1_02_s,Self,milk,Locale_MainScenario:event_coinsinrush1_02_s_65,False,,S_100,S_100,1.0,,,,,,,1,surprise,,13,idle
event_coinsinrush1_02_s_66,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_66,True,,S_100,12,1.0,,exia,,,,,1,surprise,,13,idle
event_coinsinrush1_02_s_67,40088,event_coinsinrush1_02_s,Monologue,exia,Locale_MainScenario:event_coinsinrush1_02_s_67,False,,12,12,1.0,,,,,,,1,surprise,,13,idle
event_coinsinrush1_02_s_68,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_68,True,,12,12,1.0,,exia,,,,,1,surprise,,13,idle
event_coinsinrush1_02_s_69,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_69,True,,12,12,1.0,,exia,,,,,1,surprise,,13,idle
event_coinsinrush1_02_s_70,40088,event_coinsinrush1_02_s,Self,exia,Locale_MainScenario:event_coinsinrush1_02_s_70,False,,12,12,1.0,,,,,,,1,surprise,,13,idle
event_coinsinrush1_02_s_71,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_71,True,,12,12,1.0,,exia,,,,,1,surprise,,13,idle
event_coinsinrush1_02_s_72,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_72,True,,12,12,1.0,,exia,,,,,1,surprise,,13,idle
event_coinsinrush1_02_s_73,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_73,True,,12,12,1.0,,exia,,,,,1,surprise,,13,idle
event_coinsinrush1_02_s_74,40088,event_coinsinrush1_02_s,Speech,milk,Locale_MainScenario:event_coinsinrush1_02_s_74,True,,12,12,1.0,,milk,,,,,1,good,,13,idle
event_coinsinrush1_02_s_75,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_75,True,,12,12,1.0,,exia,,,,,1,good,,13,idle
event_coinsinrush1_02_s_76,40088,event_coinsinrush1_02_s,Speech,milk,Locale_MainScenario:event_coinsinrush1_02_s_76,False,,12,12,1.0,,milk,,,,,1,good,,13,idle
event_coinsinrush1_02_s_77,40088,event_coinsinrush1_02_s,Speech,milk,Locale_MainScenario:event_coinsinrush1_02_s_77,True,,12,12,1.0,,milk,,,,,1,idle,,13,idle
event_coinsinrush1_02_s_78,40088,event_coinsinrush1_02_s,Speech,milk,Locale_MainScenario:event_coinsinrush1_02_s_78,True,,12,12,1.0,,milk,,,,,1,idle,,13,idle
event_coinsinrush1_02_s_79,40088,event_coinsinrush1_02_s,Self,exia,Locale_MainScenario:event_coinsinrush1_02_s_79,False,,12,12,1.0,,,,,,,1,idle,,13,idle
event_coinsinrush1_02_s_80,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_80,True,,12,12,1.0,,exia,,,,,1,idle,,13,good
event_coinsinrush1_02_s_81,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_81,True,,12,12,1.0,,exia,,,,,1,idle,,13,good
event_coinsinrush1_02_s_82,40088,event_coinsinrush1_02_s,Self,exia,Locale_MainScenario:event_coinsinrush1_02_s_82,False,,12,12,1.0,,,,,,,1,idle,,13,good
event_coinsinrush1_02_s_83,40088,event_coinsinrush1_02_s,Self,exia,Locale_MainScenario:event_coinsinrush1_02_s_83,False,,12,12,1.0,,,,,,,1,idle,,13,good
event_coinsinrush1_02_s_84,40088,event_coinsinrush1_02_s,Speech,milk,Locale_MainScenario:event_coinsinrush1_02_s_84,False,,12,S_10,1.0,,milk,,,,,1,idle,,13,good
event_coinsinrush1_02_s_85,40088,event_coinsinrush1_02_s,Speech,milk,Locale_MainScenario:event_coinsinrush1_02_s_85,True,,S_10,S_10,1.0,,milk,,,,,1,idle,,13,good
event_coinsinrush1_02_s_86,40088,event_coinsinrush1_02_s,Choice,milk,Locale_MainScenario:event_coinsinrush1_02_s_86,False,,S_10,S_10,1.0,,,,event_coinsinrush1_02_s_88,,,1,idle,,13,good
event_coinsinrush1_02_s_87,40088,event_coinsinrush1_02_s,Choice,milk,Locale_MainScenario:event_coinsinrush1_02_s_87,False,,S_10,S_10,1.0,,,,event_coinsinrush1_02_s_89,,,1,idle,,13,good
event_coinsinrush1_02_s_88,40088,event_coinsinrush1_02_s,Speech,milk,Locale_MainScenario:event_coinsinrush1_02_s_88,True,,S_10,S_10,1.0,,milk,,event_coinsinrush1_02_s_90,,,1,good,,13,good
event_coinsinrush1_02_s_89,40088,event_coinsinrush1_02_s,Speech,milk,Locale_MainScenario:event_coinsinrush1_02_s_89,True,,S_10,S_10,1.0,,milk,,,,,1,good,,13,good
event_coinsinrush1_02_s_90,40088,event_coinsinrush1_02_s,Speech,milk,Locale_MainScenario:event_coinsinrush1_02_s_90,True,,S_10,S_10,1.0,,milk,,,,,1,good,,13,good
event_coinsinrush1_02_s_91,40088,event_coinsinrush1_02_s,Speech,milk,Locale_MainScenario:event_coinsinrush1_02_s_91,True,,S_10,S_10,1.0,,milk,,,,,1,good,,13,good
event_coinsinrush1_02_s_92,40088,event_coinsinrush1_02_s,Self,milk,Locale_MainScenario:event_coinsinrush1_02_s_92,False,,S_10,S_10,1.0,,,,,,,1,good,,13,good
event_coinsinrush1_02_s_93,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_93,True,,S_10,12,1.0,,exia,,,,,1,good,,13,idle
event_coinsinrush1_02_s_94,40088,event_coinsinrush1_02_s,Speech,milk,Locale_MainScenario:event_coinsinrush1_02_s_94,True,,12,12,1.0,,milk,,,,,1,good,,13,idle
event_coinsinrush1_02_s_95,40088,event_coinsinrush1_02_s,Speech,milk,Locale_MainScenario:event_coinsinrush1_02_s_95,True,,12,12,1.0,,milk,,,,,1,good,,13,idle
event_coinsinrush1_02_s_96,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_96,True,,12,12,1.0,,exia,,,,,1,good,,13,sad
event_coinsinrush1_02_s_97,40088,event_coinsinrush1_02_s,Self,exia,Locale_MainScenario:event_coinsinrush1_02_s_97,False,,12,12,1.0,,,,,,,1,good,,13,sad
event_coinsinrush1_02_s_98,40088,event_coinsinrush1_02_s,Speech,exia,Locale_MainScenario:event_coinsinrush1_02_s_98,True,,12,12,1.0,,exia,,,,,1,good,,13,sad
